basy_yljgid,basy_caption,basy_yydj,flag
510000003524 ,石棉县人民医院,三级乙等,0
510000003528 ,石棉恒博医院,未定级未定等,0
510000003530 ,天全县人民医院,二级甲等,0
510000003534 ,天全县中医医院,三级乙等,0
510000003538 ,芦山县人民医院,二级甲等,0
510000003540 ,芦山县中医院,未定级未定等,0
510000003548 ,宝兴县中医医院,未定级未定等,0
510000003550 ,宝兴县人民医院,二级乙等,0
510000003554 ,巴中骨科医院,二级甲等,2
510000003556 ,巴中市中心医院(巴中市人民医院),三级甲等,0
510000003558 ,巴中市中医院（巴中市巴州区人民医院）,三级甲等,0
510000003560 ,巴中市巴州区妇幼保健院（巴中市巴州区妇幼保健计划生育服务中心、巴中市巴州区妇女儿童医院）,二级甲等,0
510000003562 ,巴中市妇幼保健院,二级甲等,0
510000003572 ,通江县人民医院,三级乙等,0
510000003574 ,通江县中医医院,三级乙等,0
510000003576 ,通江县妇幼保健院,三级乙等,0
510000003578 ,南江县民康医院（南江县民卫医院）,未定级未定等,0
510000003580 ,南江县人民医院,三级乙等,0
510000003582 ,南江县中医医院,三级乙等,0
510000003584 ,南江县妇幼保健院,三级乙等,0
510000003588 ,平昌县中医医院,三级乙等,0
510000003590 ,平昌县人民医院,三级甲等,0
510000003592 ,平昌县妇幼保健计划生育服务中心（平昌县妇幼保健院）,二级甲等,0
510000003594 ,平昌县第二人民医院,二级甲等,0
510000003596 ,平昌忠德医院,一级甲等,0
510000003602 ,资阳市第一人民医院,三级甲等,0
510000003604 ,资阳市雁江区中医医院,三级甲等,0
510000003606 ,资阳市雁江区妇幼保健计划生育服务中心(资阳市雁江区妇幼保健院）,二级甲等,0
510000003608 ,成都市第六人民医院资阳分院,一级未定等,0
510000003610 ,资阳市人民医院,三级乙等,0
510000003612 ,资阳市雁江区人民医院,二级甲等,0
510000003614 ,资阳市精神病医院,三级甲等,0
510000003622 ,资阳雁江世明医院,一级未定等,0
510000003624 ,安岳县中医医院,三级甲等,0
510000003626 ,安岳县康复医院,二级未定等,0
510000003628 ,安岳县妇幼保健计划生育服务中心,二级甲等,0
510000003630 ,安岳县第三人民医院,二级甲等,0
510000003632 ,安岳县人民医院,三级乙等,0
510000003634 ,乐至县人民医院,三级乙等,0
510000003636 ,四川省乐至县中医医院,二级甲等,0
510000003638 ,乐至县妇幼保健计划生育服务中心,一级甲等,0
510000003642 ,简阳市妇幼保健院,三级乙等,0
510000003644 ,简阳市中医医院,三级甲等,0
510000003646 ,简阳市简城街道红塔社区卫生服务中心,未定级未定等,0
510000003648 ,简阳市人民医院,三级甲等,0
510000003650 ,简阳施家金玉医院,未定级未定等,0
510000003652 ,简阳绛溪医院,未定级未定等,0
510000003654 ,简阳北门医院,未定级未定等,0
510000003656 ,简阳仁和医院,未定级未定等,0
510000003664 ,简阳市简城街道滨江社区卫生服务中心,未定级未定等,0
510000003666 ,简阳国康医院,一级甲等,0
510000003668 ,四川海大橡胶集团有限公司职工医院,未定级未定等,0
510000003684 ,汶川县人民医院,三级乙等,0
510000003686 ,汶川县中医医院,二级甲等,0
510000003688 ,汶川县妇幼保健计划生育服务中心,二级乙等,0
510000003690 ,理县人民医院,二级甲等,0
510000003694 ,理县中医藏医医院,二级乙等,0
510000003696 ,茂县人民医院,二级甲等,0
510000003698 ,茂县中医院,二级甲等,0
510000003704 ,松潘县人民医院,二级甲等,0
510000003708 ,松潘县中藏医院,二级甲等,0
510000003712 ,九寨沟县人民医院,二级甲等,0
510000003714 ,九寨沟县中藏医院,二级甲等,0
510000003720 ,金川县人民医院,二级甲等,0
510000003724 ,金川县中藏医院,二级乙等,0
510000003728 ,小金县人民医院,二级甲等,0
510000003730 ,小金县妇幼保健院,二级乙等,0
510000003734 ,小金县中藏医院,二级乙等,0
510000003736 ,黑水县人民医院,二级甲等,0
510000003744 ,阿坝藏族羌族自治州人民医院,三级甲等,0
510000003746 ,阿坝州藏医院,二级甲等,0
510000003752 ,壤塘县人民医院,二级甲等,0
510000003758 ,四川省阿坝县人民医院,二级甲等,0
510000003762 ,阿坝县藏医院,二级甲等,0
510000003764 ,若尔盖县人民医院,二级甲等,0
510000003766 ,若尔盖县藏医院,二级甲等,0
510000003772 ,红原县人民医院,二级甲等,0
510000003774 ,红原县藏医院,二级甲等,0
510000003776 ,甘孜藏族自治州藏医院,二级甲等,0
510000003778 ,甘孜藏族自治州卫生学校附属医院,二级甲等,0
510000003780 ,甘孜藏族自治州妇幼保健计划生育服务中心,二级甲等,0
510000003784 ,甘孜藏族自治州人民医院,三级甲等,0
510000003786 ,康定市人民医院,二级甲等,0
510000003788 ,康定市妇幼保健计划生育服务中心,二级乙等,0
510000003792 ,甘孜州皮肤病防治院（甘孜州海螺沟景区人民医院）,二级乙等,0
510000003794 ,甘孜州泸定县妇幼保健计划生育服务中心,二级乙等,0
510000003798 ,甘孜州泸定县人民医院,二级甲等,0
510000003800 ,丹巴县妇幼保健计划生育服务中心,二级乙等,0
510000003802 ,丹巴县人民医院,二级甲等,0
510000003804 ,丹巴县中藏医医院,二级乙等,0
510000003806 ,九龙县人民医院,二级甲等,0
510000003810 ,雅江县人民医院,二级甲等,0
510000003812 ,雅江县妇幼保健计划生育服务中心,二级乙等,0
510000003814 ,道孚县人民医院,二级甲等,0
510000003816 ,道孚县妇幼保健计划生育服务中心,二级乙等,0
510000003818 ,道孚县中藏医医院,二级甲等,0
510000003820 ,炉霍县人民医院,二级甲等,0
510000003822 ,炉霍县妇幼保健计划生育服务中心,二级甲等,0
510000003824 ,炉霍县藏医院,二级甲等,0
510000003828 ,甘孜县人民医院,二级甲等,0
510000003830 ,甘孜县妇幼保健计划生育服务中心,二级乙等,0
510000003832 ,甘孜县中藏医院,二级甲等,0
510000003836 ,新龙县中藏医院,二级乙等,0
510000003838 ,新龙县人民医院,二级甲等,0
510000003842 ,德格县人民医院,二级甲等,0
510000003850 ,白玉县人民医院,二级甲等,0
510000003852 ,白玉县藏医院,二级甲等,0
510000003856 ,石渠县人民医院,二级甲等,0
510000003858 ,石渠县妇幼保健计划生育服务中心,一级乙等,0
510000003862 ,色达县人民医院,二级甲等,0
510000003864 ,色达县妇幼和计划生育服务中心,二级乙等,0
510000003866 ,色达县藏医院,二级乙等,0
510000003868 ,理塘县人民医院,二级甲等,0
510000003870 ,理塘县藏医院,二级甲等,0
510000003872 ,理塘县妇幼保健计划生育服务中心,二级乙等,0
510000003874 ,巴塘县人民医院,二级甲等,0
510000003876 ,巴塘县中藏医院,二级甲等,0
510000003880 ,乡城县人民医院,二级甲等,0
510000003882 ,乡城县藏医院,二级甲等,0
510000003884 ,乡城县妇幼保健计划生育服务中心,二级乙等,0
510000003886 ,稻城县妇幼保健计划生育服务中心,二级乙等,0
510000003888 ,稻城县人民医院,二级甲等,0
510000003890 ,得荣县人民医院,二级甲等,0
510000003892 ,得荣县妇幼计划生育服务中心,二级乙等,0
510000003894 ,得荣县中藏医院,二级甲等,0
510000003896 ,凉山彝族自治州中西医结合医院,三级甲等,0
510000003898 ,凉山彝族自治州第二人民医院,三级甲等,0
510000003900 ,凉山彝族自治州第五人民医院（州精神卫生中心）,二级甲等,0
510000003902 ,凉山州妇幼保健计划生育服务中心（凉山州妇幼保健院、凉山州妇女儿童医院）,三级乙等,0
510000003904 ,凉山彝族自治州第一人民医院（凉山州传染病医院）,三级甲等,0
510000003910 ,西昌市第二人民医院（西昌市精神病专科医院）,二级乙等,0
510000003912 ,西昌市妇幼保健计划生育服务中心（西昌市妇幼保健院）,二级甲等,0
510000003914 ,西昌市人民医院,三级甲等,0
510000003918 ,西昌市中医医院,二级甲等,0
510000003922 ,西昌力平医院,一级甲等,0
510000003926 ,西昌王氏骨科专科医院,二级甲等,2
510000003938 ,攀钢西昌医院,二级甲等,0
510000003940 ,西昌建国医院,一级甲等,0
510000003942 ,重钢西昌矿业有限公司医院,一级甲等,0
510000003952 ,木里县中藏医院,未定级未定等,0
510000003956 ,木里藏族自治县人民医院,二级甲等,0
510000003960 ,盐源县人民医院,二级甲等,0
510000003964 ,盐源县妇幼保健计划生育服务中心 盐源县妇幼保健院,二级乙等,0
510000003966 ,盐源县中医院,二级甲等,0
510000003968 ,德昌县人民医院,三级乙等,0
510000003970 ,德昌县妇幼保健计划生育服务中心,二级乙等,0
510000003972 ,德昌县中医医院,三级乙等,0
510000003974 ,会理县妇幼保健计划生育服务中心（会理县妇幼保健院）,二级乙等,0
510000003978 ,会理县中医医院,二级甲等,0
510000003980 ,会理县人民医院,三级乙等,0
510000003982 ,会理县第二人民医院,二级乙等,0
510000003986 ,会理县会川医院,一级未定等,0
510000003990 ,会东县人民医院,三级乙等,0
510000003992 ,会东县中医医院,二级甲等,0
510000003994 ,会东县妇幼保健院,未定级未定等,0
510000003996 ,宁南县人民医院,三级乙等,0
510000003998 ,宁南县中医医院,三级乙等,0
510000004000 ,宁南县妇幼保健计划生育服务中心（宁南县妇幼保健院）,二级乙等,0
510000004002 ,普格县人民医院,二级甲等,0
510000004004 ,普格县妇幼保健院,未定级未定等,0
510000004010 ,布拖县人民医院,二级甲等,0
510000004012 ,金阳县人民医院,二级甲等,0
510000004014 ,金阳县妇幼保健计划生育服务中心,二级乙等,0
510000004016 ,昭觉县人民医院,二级甲等,0
510000004018 ,昭觉县妇幼保健和计划生育服务中心,二级乙等,0
510000004020 ,喜德县人民医院,二级甲等,0
510000004022 ,喜德县妇幼保健计划生育服务中心,未定级未定等,0
510000004024 ,冕宁县人民医院,二级甲等,0
510000004026 ,冕宁县中医医院,二级甲等,0
510000004028 ,冕宁县第二人民医院,二级乙等,0
510000004030 ,冕宁县妇幼保健计生服务中心(冕宁县妇幼保健院）,未定级未定等,0
510000004032 ,泸沽铁矿职工医院,二级乙等,0
510000004034 ,雅水局职工医院,未定级未定等,0
510000004036 ,越西县第一人民医院,二级甲等,0
510000004038 ,越西县妇幼保健站,未定级未定等,0
510000004040 ,甘洛县人民医院,二级甲等,0
510000004042 ,甘洛县妇幼保建计划生育服务中心,二级乙等,0
510000004044 ,美姑县人民医院,二级甲等,0
510000004046 ,美姑县妇幼保健计划生育服务中心,未定级未定等,0
510000004048 ,雷波县人民医院,二级甲等,0
510000004050 ,雷波县妇幼保健计划生育服务中心,未定级未定等,0
510000004078 ,成都市锦江区书院街社区卫生服务中心,未定级未定等,0
510000004080 ,成都市锦江区锦官驿社区卫生服务中心,未定级未定等,0
510000004092 ,成都市锦江区牛市口社区卫生服务中心,未定级未定等,0
510000004094 ,成都市青羊区文家社区卫生服务中心,未定级未定等,0
510000004096 ,成都市青羊区苏坡社区卫生服务中心,未定级未定等,0
510000004100 ,成都市青羊区汪家社区卫生服务中心,未定级未定等,0
510000004102 ,成都市青羊区草市御河社区卫生服务中心,未定级未定等,0
510000004104 ,成都市青羊区新华少城社区卫生服务中心,未定级未定等,0
510000004116 ,成都市金牛区人民北路社区卫生服务中心,未定级未定等,0
510000004120 ,成都市金牛区沙河源社区卫生服务中心,未定级未定等,0
510000004122 ,成都市金牛区五块石社区卫生服务中心,未定级未定等,0
510000004124 ,成都市金牛区驷马桥社区卫生服务中心,未定级未定等,0
510000004130 ,成都市金牛区西安路社区卫生服务中心,未定级未定等,0
510000004132 ,成都市金牛区荷花池社区卫生服务中心,未定级未定等,0
510000004148 ,成都市武侯区第三人民医院,二级甲等,0
510000004150 ,成都市武侯区第五人民医院,二级乙等,0
510000004178 ,成都成华双水医院,未定级未定等,0
510000004180 ,成都市成华区猛追湾建设路社区卫生服务中心、成都通用锦电医院（第二名称）,未定级未定等,0
510000004192 ,成都成华泰兴医院,未定级未定等,0
510000004194 ,成都军建医院,未定级未定等,0
510000004198 ,成都成华成量医院,未定级未定等,0
510000004212 ,成都市龙泉驿区大面洪河社区卫生服务中心,未定级未定等,0
510000004214 ,成都市龙泉驿区西河镇公立卫生院,未定级未定等,0
510000004216 ,成都市龙泉驿区西平社区卫生服务中心,未定级未定等,0
510000004218 ,成都市龙泉驿区十陵社区卫生服务中心,未定级未定等,0
510000004220 ,成都市龙泉驿区龙泉平安社区卫生服务中心,未定级未定等,0
510000004222 ,成都市龙泉驿区大面公立卫生院,未定级未定等,0
510000004224 ,成都市龙泉驿区柏合镇公立卫生院,未定级未定等,0
510000004226 ,成都市龙泉驿区洛带镇公立卫生院,未定级未定等,0
510000004230 ,成都市龙泉驿区洪安镇公立卫生院,未定级未定等,0
510000004232 ,成都市龙泉驿区同安社区卫生服务中心,未定级未定等,0
510000004236 ,成都市龙泉驿区山泉镇公立卫生院,未定级未定等,0
510000004238 ,成都市龙泉驿区仁爱社区卫生服务中心,未定级未定等,0
510000004240 ,成都市青白江区大弯社区卫生服务中心,未定级未定等,0
510000004242 ,成都市青白江区城厢镇公立中心卫生院,未定级未定等,0
510000004244 ,成都市青白江区弥牟镇公立中心卫生院,未定级未定等,0
510000004246 ,成都市青白江区大同镇卫生院,未定级未定等,0
510000004248 ,成都市青白江区人和乡卫生院,未定级未定等,0
510000004250 ,成都市青白江区清泉镇公立中心卫生院,未定级未定等,0
510000004252 ,成都市青白江区红阳社区卫生服务中心,未定级未定等,0
510000004254 ,成都市青白江区姚渡镇卫生院,未定级未定等,0
510000004256 ,青白江日鑫老年病医院,二级未定等,0
510000004258 ,成都市青白江区福洪镇卫生院,未定级未定等,0
510000004260 ,成都市青白江区龙王镇卫生院,未定级未定等,0
510000004262 ,成都市青白江区祥福镇公立中心卫生院,未定级未定等,0
510000004266 ,成都市新都区新都街道龙虎卫生院,未定级未定等,0
510000004268 ,成都市新都区新繁中心卫生院,未定级未定等,0
510000004270 ,成都市新都区斑竹园街道马家卫生院,未定级未定等,0
510000004272 ,成都市新都区石板滩街道木兰卫生院,未定级未定等,0
510000004274 ,成都泰兴医院,一级未定等,0
510000004276 ,成都市新都区桂湖街道城东社区卫生服务中心,未定级未定等,0
510000004278 ,成都市新都区清流镇卫生院,未定级未定等,0
510000004280 ,成都市新都区石板滩街道卫生院,未定级未定等,0
510000004282 ,成都市新都区第三人民医院,二级甲等,0
510000004286 ,成都市新都区新繁街道龙桥卫生院,未定级未定等,0
510000004288 ,成都新都竹友医院,一级未定等,0
510000004290 ,成都市新都区三河街道卫生院,未定级未定等,0
510000004292 ,成都北新医院,二级乙等,0
510000004300 ,成都欣元医院,一级未定等,0
510000004304 ,成都市新都区军屯镇新民卫生院,未定级未定等,0
510000004308 ,成都市新都区军屯镇卫生院,未定级未定等,0
510000004310 ,成都新都高霖医院,一级未定等,0
510000004312 ,成都市新都区斑竹园街道卫生院,未定级未定等,0
510000004318 ,成都市新都区桂湖街道城西社区卫生服务中心,未定级未定等,0
510000004320 ,金堂县五凤镇卫生院（金堂县五凤镇公共卫生所）,未定级未定等,0
510000004322 ,金堂县高板社区卫生服务中心（金堂县高板公共卫生所）,未定级未定等,0
510000004324 ,金堂县中西医结合医院（金堂县土桥中心卫生院、金堂县土桥镇公共卫生所）,未定级未定等,0
510000004326 ,金堂县云合镇卫生院,未定级未定等,0
510000004328 ,金堂县第四人民医院,二级乙等,0
510000004332 ,金堂县清江卫生院（金堂县清江公共卫生所）,未定级未定等,0
510000004334 ,金堂县赵家镇卫生院,未定级未定等,0
510000004336 ,金堂县金龙镇卫生院,未定级未定等,0
510000004338 ,金堂县福兴中心卫生院,未定级未定等,0
510000004340 ,金堂县赵镇云绣卫生院,未定级未定等,0
510000004342 ,金堂县白果社区卫生服务中心（金堂县白果公共卫生所）,未定级未定等,0
510000004344 ,金堂县三溪镇卫生院(金堂县三溪镇公共卫生所）,未定级未定等,0
510000004346 ,金堂县栖贤社区卫生服务中心（金堂县三星卫生院、金堂县三星公共卫生所）,未定级未定等,0
510000004348 ,金堂县官仓社区卫生服务中心（金堂县官仓公共卫生所）,未定级未定等,0
510000004350 ,金堂县竹篙镇卫生院（金堂县竹篙镇公共卫生所）,未定级未定等,0
510000004352 ,金堂县平桥卫生院（金堂县平桥公共卫生所）,未定级未定等,0
510000004354 ,金堂县隆盛卫生院,未定级未定等,0
510000004356 ,金堂县栖贤卫生院(金堂县栖贤公共卫生所）,未定级未定等,0
510000004358 ,金堂县赵镇卫生院,未定级未定等,0
510000004362 ,金堂县淮口社区卫生服务中心（金堂县淮口中心卫生院）,未定级未定等,0
510000004364 ,金堂县转龙镇卫生院,未定级未定等,0
510000004366 ,金堂县广兴卫生院（金堂县广兴公共卫生所）,未定级未定等,0
510000004368 ,金堂县又新镇卫生院,未定级未定等,0
510000004372 ,金堂县赵镇社区卫生服务中心（金堂县赵镇城关卫生院）,未定级未定等,0
510000004376 ,四川天府新区籍田中心卫生院,未定级未定等,0
510000004378 ,成都市双流区永安中心卫生院,未定级未定等,0
510000004380 ,成都天府新区太平中心卫生院,未定级未定等,0
510000004382 ,四川天府新区三星卫生院,未定级未定等,0
510000004384 ,四川天府新区新兴卫生院,未定级未定等,0
510000004386 ,成都高新区中和社区卫生服务中心,未定级未定等,0
510000004388 ,四川天府新区华阳社区卫生服务中心（四川天府新区华阳社区医院）,未定级未定等,0
510000004390 ,成都市双流区公兴社区卫生服务中心,未定级未定等,0
510000004392 ,四川天府新区合江卫生院,未定级未定等,0
510000004394 ,四川天府新区万安卫生院,未定级未定等,0
510000004396 ,成都市双流区金桥社区卫生服务中心,未定级未定等,0
510000004398 ,成都市双流区胜利社区卫生服务中心,未定级未定等,0
510000004400 ,成都市双流区西航港社区卫生服务中心,未定级未定等,0
510000004402 ,成都市双流区东升社区卫生服务中心,未定级未定等,0
510000004404 ,成都市双流区黄水镇卫生院,未定级未定等,0
510000004406 ,四川天府新区白沙卫生院,未定级未定等,0
510000004408 ,成都市双流区彭镇卫生院,未定级未定等,0
510000004412 ,成都市双流区黄龙溪镇卫生院,未定级未定等,0
510000004414 ,成都市双流区黄甲社区卫生服务中心,未定级未定等,0
510000004416 ,四川天府新区永兴卫生院,未定级未定等,0
510000004420 ,四川天府新区正兴社区卫生服务中心,未定级未定等,0
510000004422 ,成都市双流区九江社区卫生服务中心(成都市双流区九江社区医院),未定级未定等,0
510000004424 ,四川天府新区煎茶卫生院,未定级未定等,0
510000004426 ,四川天府新区大林卫生院,未定级未定等,0
510000004450 ,成都市郫都区安靖街道卫生院,未定级未定等,0
510000004452 ,成都市郫都区唐昌镇第二卫生院,未定级未定等,0
510000004454 ,成都市郫都区团结街道卫生院,未定级未定等,0
510000004456 ,成都市郫都区友爱镇第二卫生院,未定级未定等,0
510000004458 ,成都市郫都区红光街道卫生院,未定级未定等,0
510000004462 ,成都市郫都区犀浦街道社区卫生服务中心（成都市郫都区中西医结合医院）,未定级未定等,0
510000004466 ,成都市郫都区郫筒街道社区卫生服务中心,未定级未定等,0
510000004468 ,成都市郫都区安德街道卫生院,未定级未定等,0
510000004470 ,成都市郫都区友爱镇卫生院,未定级未定等,0
510000004472 ,成都市郫都区骨科医院,二级甲等,2
510000004474 ,成都市郫都区三道堰镇卫生院,未定级未定等,0
510000004476 ,成都市郫都区三道堰镇第二卫生院,未定级未定等,0
510000004478 ,成都市郫都区安德街道第二卫生院,未定级未定等,0
510000004480 ,成都市郫都区德源街道卫生院,未定级未定等,0
510000004484 ,大邑县第二人民医院,二级乙等,0
510000004486 ,大邑县董场镇公立卫生院,未定级未定等,0
510000004488 ,大邑县王泗镇公立卫生院,未定级未定等,0
510000004490 ,大邑县悦来镇公立卫生院,未定级未定等,0
510000004492 ,大邑县出江镇公立卫生院,未定级未定等,0
510000004494 ,大邑县安仁镇公立卫生院,未定级未定等,0
510000004496 ,大邑县鹤鸣乡公立卫生院,未定级未定等,0
510000004498 ,大邑县蔡场镇公立卫生院,未定级未定等,0
510000004504 ,大邑县韩场镇公立卫生院,未定级未定等,0
510000004506 ,大邑县安仁镇元兴卫生院、大邑永良医院,未定级未定等,0
510000004512 ,大邑县三岔镇公立卫生院,未定级未定等,0
510000004514 ,大邑县青霞镇公立卫生院,未定级未定等,0
510000004516 ,大邑县沙渠镇公立卫生院,未定级未定等,0
510000004522 ,大邑县上安镇公立卫生院,未定级未定等,0
510000004524 ,大邑县金星乡公立卫生院,未定级未定等,0
510000004526 ,大邑县芙蓉社区卫生服务中心,未定级未定等,0
510000004528 ,大邑县安仁镇公立卫生院唐场分院,未定级未定等,0
510000004530 ,大邑县新场镇公立卫生院,未定级未定等,0
510000004534 ,大邑县苏家镇公立卫生院,未定级未定等,0
510000004536 ,大邑县花水湾镇公立卫生院,未定级未定等,0
510000004538 ,大邑县西岭镇公立卫生院,未定级未定等,0
510000004540 ,大邑县花水湾镇天宫庙卫生院,未定级未定等,0
510000004546 ,大邑县晋原街道社区卫生服务中心,未定级未定等,0
510000004548 ,大邑县雾山乡公立卫生院,未定级未定等,0
510000004550 ,大邑县斜源镇公立卫生院,未定级未定等,0
510000004552 ,蒲江县鹤山社区卫生服务中心,未定级未定等,0
510000004554 ,蒲江县鹤山街道天华社区卫生服务中心,未定级未定等,0
510000004562 ,蒲江县大兴镇公立卫生院,未定级未定等,0
510000004566 ,蒲江复兴医院,未定级未定等,0
510000004568 ,蒲江县大塘公立中心卫生院,未定级未定等,0
510000004572 ,蒲江县西来公立中心卫生院,未定级未定等,0
510000004574 ,蒲江县甘溪镇公立卫生院,未定级未定等,0
510000004576 ,蒲江县寿安公立中心卫生院,未定级未定等,0
510000004578 ,蒲江县成佳镇公立卫生院,未定级未定等,0
510000004580 ,蒲江县朝阳湖镇公立卫生院,未定级未定等,0
510000004584 ,蒲江县寿安社区卫生服务中心,未定级未定等,0
510000004590 ,成都市新津区宝墩镇第二公立卫生院,未定级未定等,0
510000004592 ,成都市新津区宝墩镇公立卫生院,未定级未定等,0
510000004594 ,成都市新津区普兴街道第二公立卫生院,未定级未定等,0
510000004596 ,成都市新津区永商镇第二公立卫生院,未定级未定等,0
510000004598 ,成都市新津区花源街道中心卫生院,未定级未定等,0
510000004600 ,成都市新津区普兴街道中心卫生院,未定级未定等,0
510000004602 ,成都市新津区安西镇公立卫生院,未定级未定等,0
510000004604 ,成都市新津区永商镇公立卫生院,未定级未定等,0
510000004606 ,成都市新津区兴义镇中心卫生院,未定级未定等,0
510000004608 ,成都市新津区花桥街道公立卫生院,未定级未定等,0
510000004610 ,成都市新津区安西镇第二公立卫生院,未定级未定等,0
510000004612 ,成都市新津区五津社区卫生服务中心,未定级未定等,0
510000004620 ,都江堰市玉堂街道卫生院,未定级未定等,0
510000004624 ,都江堰市胥家镇卫生院驾虹分院,未定级未定等,0
510000004628 ,都江堰市向峨乡卫生院,未定级未定等,0
510000004634 ,都江堰市石羊镇卫生院,未定级未定等,0
510000004636 ,都江堰市蒲阳镇卫生院,未定级未定等,0
510000004638 ,都江堰市幸福街道社区卫生服务中心,未定级未定等,0
510000004642 ,都江堰市龙池镇中心卫生院,未定级未定等,0
510000004646 ,都江堰市青城山镇卫生院,未定级未定等,0
510000004650 ,都江堰市柳街镇卫生院,未定级未定等,0
510000004652 ,都江堰市胥家镇卫生院,未定级未定等,0
510000004654 ,都江堰市聚源镇中心卫生院,未定级未定等,0
510000004656 ,都江堰市石羊镇卫生院徐渡分院,未定级未定等,0
510000004658 ,都江堰市柳街镇卫生院沿江分院,未定级未定等,0
510000004662 ,都江堰市天马镇卫生院,未定级未定等,0
510000004666 ,四川省地矿局四0五医院,二级甲等,0
510000004668 ,都江堰市灌口解放社区卫生服务中心,未定级未定等,0
510000004670 ,都江堰市灌口平义社区卫生服务中心,未定级未定等,0
510000004672 ,彭州市桂花镇卫生院,未定级未定等,0
510000004676 ,彭州市军乐镇卫生院,未定级未定等,0
510000004678 ,彭州市丹景山镇卫生院,未定级未定等,0
510000004680 ,彭州市红岩镇卫生院,未定级未定等,0
510000004682 ,彭州市隆丰镇卫生院,未定级未定等,0
510000004686 ,彭州市致和镇卫生院,未定级未定等,0
510000004688 ,彭州市磁峰镇卫生院,未定级未定等,0
510000004692 ,彭州市利安社区卫生服务中心,未定级未定等,0
510000004694 ,彭州市通济镇卫生院,未定级未定等,0
510000004696 ,彭州市天彭社区卫生服务中心,未定级未定等,0
510000004698 ,彭州市龙门山镇卫生院,未定级未定等,0
510000004700 ,彭州市丽春镇卫生院,未定级未定等,0
510000004702 ,彭州市三界镇卫生院,未定级未定等,0
510000004704 ,彭州市白鹿镇卫生院,未定级未定等,0
510000004706 ,彭州市小鱼洞镇卫生院,未定级未定等,0
510000004708 ,彭州市九尺镇卫生院,未定级未定等,0
510000004710 ,彭州市升平镇卫生院,未定级未定等,0
510000004714 ,彭州市葛仙山镇卫生院,未定级未定等,0
510000004716 ,彭州市新兴镇卫生院,未定级未定等,0
510000004718 ,邛崃市牟礼镇中心卫生院,未定级未定等,0
510000004724 ,邛崃市回龙镇卫生院,未定级未定等,0
510000004728 ,邛崃市夹关镇中心卫生院,未定级未定等,0
510000004730 ,邛崃市南宝山镇卫生院,未定级未定等,0
510000004740 ,邛崃市卧龙镇卫生院,未定级未定等,0
510000004744 ,邛崃市冉义镇卫生院,未定级未定等,0
510000004746 ,邛崃市大同乡卫生院,未定级未定等,0
510000004748 ,邛崃市临济镇卫生院,未定级未定等,0
510000004756 ,邛崃市高埂镇卫生院,未定级未定等,0
510000004758 ,邛崃市天台山镇卫生院,未定级未定等,0
510000004760 ,邛崃市高何镇卫生院,未定级未定等,0
510000004762 ,邛崃市孔明乡卫生院,未定级未定等,0
510000004768 ,邛崃市茶园乡卫生院,未定级未定等,0
510000004770 ,邛崃市宝林镇卫生院,未定级未定等,0
510000004774 ,邛崃市水口镇卫生院,未定级未定等,0
510000004776 ,邛崃市道佐乡卫生院,未定级未定等,0
510000004778 ,邛崃市桑园镇卫生院,未定级未定等,0
510000004780 ,邛崃市固驿镇卫生院,未定级未定等,0
510000004784 ,邛崃市前进镇卫生院,未定级未定等,0
510000004794 ,邛崃市羊安镇中心卫生院（邛崃市第二人民医院）,未定级未定等,0
510000004796 ,邛崃市火井镇中心卫生院,未定级未定等,0
510000004798 ,邛崃市平乐镇中心卫生院,未定级未定等,0
510000004800 ,崇州市大划街道社区卫生服务中心,未定级未定等,0
510000004802 ,崇州市街子镇三郎卫生院,未定级未定等,0
510000004804 ,崇州上元卫生院,未定级未定等,0
510000004808 ,崇州市道明镇锦江卫生院,未定级未定等,0
510000004810 ,崇州东关卫生院,未定级未定等,0
510000004812 ,崇州市隆兴镇卫生院,未定级未定等,0
510000004814 ,崇州市道明镇济协卫生院,未定级未定等,0
510000004816 ,崇州市元通镇公议卫生院,未定级未定等,0
510000004818 ,崇州市白头镇王场卫生院,未定级未定等,0
510000004820 ,崇州市街子镇卫生院,未定级未定等,0
510000004822 ,崇州市廖家镇卫生院,未定级未定等,0
510000004824 ,崇州市江源街道社区卫生服务中心,未定级未定等,0
510000004826 ,崇州市观胜镇梓潼卫生院,未定级未定等,0
510000004830 ,崇州安阜卫生院,未定级未定等,0
510000004834 ,崇州市观胜镇卫生院,未定级未定等,0
510000004836 ,崇州市文井江镇卫生院,未定级未定等,0
510000004838 ,崇州市隆兴镇集贤卫生院,未定级未定等,0
510000004840 ,崇州市羊马街道社区卫生服务中心,未定级未定等,0
510000004842 ,崇州市怀远镇卫生院,未定级未定等,0
510000004846 ,崇州市三江街道社区卫生服务中心,未定级未定等,0
510000004848 ,崇州市隆兴镇桤泉卫生院,未定级未定等,0
510000004850 ,崇州金鸡卫生院,未定级未定等,0
510000004856 ,崇州市廖家镇崇平卫生院,未定级未定等,0
510000004860 ,崇州人工智能康复医院,一级未定等,0
510000004862 ,崇州市白头镇卫生院,未定级未定等,0
510000004864 ,崇州市道明镇卫生院,未定级未定等,0
510000004866 ,崇州市白头镇燎原卫生院,未定级未定等,0
510000004868 ,崇州市崇阳街道城北社区卫生服务中心,未定级未定等,0
510000004884 ,自贡市自流井区高峰乡卫生院（高新区）,未定级未定等,0
