basy_yljgid,basy_caption,basy_yydj,flag
510000181696 ,绵竹市精神病医院,二级乙等,0
510000181898 ,广元青林医院,二级未定等,0
510000181900 ,广元心血管病医院,二级未定等,0
510000181922 ,眉山东坡东方医院,一级未定等,0
510000181996 ,眉山东坡石康医院,一级未定等,0
510000182268 ,三台华康医院,一级未定等,0
510000182282 ,三台长乐医院,一级未定等,0
510000182288 ,三台四平医院,一级未定等,0
510000182316 ,三台康民医院,一级未定等,0
510000182322 ,三台建林医院,一级未定等,0
510000182326 ,三台民谊医院,一级未定等,0
510000182502 ,北川羌族自治县工业园区社区卫生服务中心,未定级未定等,0
510000182524 ,泸州纳溪富桥医院,一级乙等,0
510000182562 ,达川惠康医院,一级未定等,0
510000182586 ,梓潼太康医院,一级未定等,0
510000182602 ,射洪平安医院,二级乙等,0
510000182634 ,成都武侯三松德森医院,未定级未定等,0
510000182714 ,都江堰阳都医院,一级未定等,0
510000182720 ,都江堰安南医院,一级未定等,0
510000182722 ,都江堰馨康医院,一级未定等,0
510000182728 ,成都天使之翼医学美容医院,未定级未定等,1
510000182850 ,峨眉山正固医院,一级未定等,0
510000183004 ,南充东大肛肠医院,未定级未定等,0
510000183086 ,成都双楠医院,二级甲等,0
510000183088 ,成都西部白癜风医院,一级未定等,0
510000183108 ,筠连钊阳骨科医院,一级乙等,2
510000183136 ,成都郫都振华医院,未定级未定等,0
510000183200 ,米易长康医院,一级未定等,0
510000183202 ,成都天府新区慈道医院,一级未定等,0
510000183208 ,南充佑安医院,未定级未定等,0
510000183210 ,南充爱尔麦格眼科医院,未定级未定等,3
510000183214 ,成都顺和医院,一级未定等,0
510000183220 ,苍溪广济医院,未定级未定等,0
510000183234 ,成都阴氏骨科医院,二级乙等,2
510000183238 ,成都安定医院,二级未定等,0
510000183240 ,五通桥区牛华社区卫生服务中心,未定级未定等,0
510000183310 ,金堂悦康医院,二级未定等,0
510000183372 ,乐山肛康中医肛肠医院,二级未定等,0
510000183374 ,万源博爱医院,未定级未定等,0
510000183376 ,四川中医肝病医院,二级未定等,0
510000183386 ,南充惠川医院,未定级未定等,0
510000183394 ,成都高新好医生第一医院,二级未定等,0
510000183416 ,通江顺康医院,一级未定等,0
510000183430 ,遂宁东方仁爱中医院,一级甲等,0
510000183664 ,巴中启明眼科医院,一级甲等,3
510000183666 ,巴中鸿福妇产科医院,二级乙等,0
510000183668 ,巴中玛丽妇产医院,一级甲等,0
510000183670 ,巴中华慈医院,一级甲等,0
510000183672 ,三台良春涵医院,一级未定等,0
510000183674 ,巴中儿童专科医院,二级乙等,0
510000183676 ,巴中骨质增生医院,一级甲等,2
510000183678 ,巴中仁达外科医院,一级未定等,0
510000183694 ,巴中纯明五官专科医院,一级甲等,0
510000183696 ,巴中平安内分泌专科医院,一级未定等,0
510000183710 ,成都慈爱医院,未定级未定等,0
510000183712 ,自贡高新区学苑街社区卫生服务中心（高新区）,未定级未定等,0
510000183726 ,马边嘉邻医院,一级未定等,0
510000183732 ,巴中博济耳鼻喉专科医院,一级甲等,0
510000183762 ,巴中仁和医院,一级甲等,0
510000183774 ,平昌江龙医院,二级乙等,0
510000183780 ,泸州市龙马潭区第二人民医院,二级乙等,0
510000183786 ,巴中康达医院,二级乙等,0
510000183788 ,巴中巴州丽人医院,一级甲等,0
510000183794 ,巴中巴州城西医院,一级甲等,0
510000183796 ,巴州红十字华龙医院,二级乙等,0
510000183800 ,巴中巴州济民医院,一级甲等,0
510000183808 ,南充和协医院,未定级未定等,0
510000183876 ,苍溪瑞祥医院,二级未定等,0
510000183878 ,苍溪肾病医院,二级未定等,0
510000183910 ,蓬安协合医院,一级未定等,0
510000183956 ,蓬溪长江医院,一级甲等,0
510000183958 ,筠连天和医院,一级甲等,0
510000183962 ,眉山博康医院,未定级未定等,0
510000183972 ,成都高新海尔森医院,二级未定等,0
510000183976 ,宣汉济康医院,未定级未定等,0
510000183978 ,宣汉同齐医院,未定级未定等,0
510000183980 ,宣汉济民医院,未定级未定等,0
510000184080 ,珙县华健医院,一级乙等,0
510000184110 ,内江舒骨中医医院,一级未定等,2
510000184142 ,大邑中康医院,未定级未定等,0
510000184164 ,南溪协华医院,一级未定等,0
510000184220 ,资中资州医院,二级甲等,0
510000184432 ,资阳市雁江区普仁门诊部,未定级未定等,0
510000184446 ,成都温江佳人妇科医院,未定级未定等,0
510000184448 ,大邑康邻医院,一级未定等,0
510000184452 ,蒲江通康中西医结合医院,二级未定等,0
510000184470 ,遂宁安居康宁精神病医院,未定级未定等,0
510000184472 ,安居复康医院,一级乙等,0
510000184874 ,德源中西医结合医院,一级未定等,0
510000184902 ,武胜中山医院,一级未定等,0
510000185066 ,高坪太禾医院,未定级未定等,0
510000185430 ,前锋仁仁医院,一级甲等,0
510000185664 ,普格惠康医院,一级未定等,0
510000185666 ,普格瑞鑫医院,一级乙等,0
510000186584 ,阿坝兴富医院,二级乙等,0
510000186974 ,资阳爱尔眼科医院有限公司,未定级未定等,3
510000187138 ,成都高新博力医院,二级未定等,0
510000187140 ,自贡荣州骨科医院,二级未定等,2
510000187164 ,双流普仁医院,一级未定等,0
510000187168 ,成都双流柏林医院,一级未定等,0
510000187178 ,广元九龙骨科医院,二级未定等,2
510000187180 ,长宁和平医院,一级未定等,0
510000187188 ,成都天府新区东山佑安医院,一级未定等,0
510000187210 ,成都双流蛟龙港医院,一级未定等,0
510000187212 ,双流复馨康复医院,未定级未定等,0
510000187222 ,德阳肿瘤医院,二级甲等,0
510000187230 ,成都双流双华医院,二级未定等,0
510000187272 ,成都天府新区宏明医院,一级乙等,0
510000187488 ,成都郫都新华综合医院,未定级未定等,0
510000187492 ,达县嘉和中医医院,一级未定等,0
510000187520 ,成都爱迪眼科医院,三级甲等,3
510000187526 ,南充博视眼耳鼻喉专科医院,未定级未定等,3
510000187554 ,泸州龙马潭许氏中医医院,一级乙等,0
510000187558 ,兴文普照精神病医院,二级乙等,0
510000187574 ,邛崃本草堂医院,一级未定等,0
510000187612 ,泸州纳溪洋光中医医院,一级乙等,0
510000187614 ,泸州纳溪博源医院,一级乙等,0
510000187618 ,泸州纳溪永江医院,一级乙等,0
510000187630 ,泸州纳溪打古建洪医院,一级乙等,0
510000187634 ,泸州纳溪护民医院,一级乙等,0
510000187636 ,泸州纳溪安和医院,一级乙等,0
510000187638 ,泸州纳溪博爱医院,一级乙等,0
510000187640 ,泸州纳溪康华医院,一级乙等,0
510000187644 ,泸州纳溪康林医院,一级乙等,0
510000187646 ,泸州纳溪杉岭中医医院,一级乙等,0
510000187650 ,纳溪护国顺安医院,一级乙等,0
510000187652 ,泸州纳溪维康医院,一级甲等,0
510000187654 ,泸州纳溪顺江医院,一级乙等,0
510000187676 ,渠县康缘精神病医院,一级未定等,0
510000187678 ,高坪健民医院,一级甲等,0
510000187682 ,邛崃仁德医院,一级未定等,0
510000187686 ,邛崃华仁医院,一级未定等,0
510000187688 ,泸州龙马潭李时昌中医医院,一级未定等,0
510000187804 ,南充友谊医院,未定级未定等,0
510000187820 ,大邑绍成医院,一级未定等,0
510000187848 ,犍为昌达医院,一级甲等,0
510000187854 ,大邑慈安医院,一级未定等,0
510000187874 ,南充市高坪区小龙社区卫生服务中心,未定级未定等,0
510000187882 ,南充民瑞医院,未定级未定等,0
510000187892 ,越西长庚医院,一级未定等,0
510000187908 ,成都新农医院,一级未定等,0
510000187914 ,四川爱琪康医疗投资管理有限公司新都东湖康复医院,一级未定等,0
510000187954 ,成都新都力泰医院,一级未定等,0
510000187974 ,宜宾肛泰肛肠医院,二级乙等,0
510000187978 ,安大医院,一级未定等,0
510000188000 ,宜宾和美妇产医院,二级未定等,0
510000188002 ,荣县佛都医院,一级甲等,0
510000188036 ,成都双流华府医院,一级未定等,0
510000188038 ,成都双流仁港医院,一级未定等,0
510000188040 ,大英川人医院,一级未定等,0
510000188042 ,邻水华丰医院,一级未定等,0
510000188082 ,荣县广顺医院,一级甲等,0
510000188100 ,都江堰长风医院,一级未定等,0
510000188102 ,都江堰窍康医院,一级未定等,0
510000188130 ,都江堰惠东医院,一级未定等,0
510000188160 ,马尔康市人民医院,二级甲等,0
510000188212 ,遂宁安居仁爱妇女儿童医院,一级甲等,0
510000188236 ,南充李家安康医院,未定级未定等,0
510000188356 ,春林医院,未定级未定等,0
510000188402 ,会东紫荆花医院,一级未定等,0
510000188406 ,合江仁健医院,一级未定等,0
510000188426 ,仁寿运长医院,二级未定等,0
510000188562 ,成都天府新区希华医院,一级未定等,0
510000188566 ,盐边县第二人民医院,二级乙等,0
510000188572 ,成都本草堂康复医院,二级未定等,0
510000188594 ,南充芸康医院,未定级未定等,0
510000188618 ,西充康桥医院,二级乙等,0
510000188702 ,泸州市龙马潭区人民医院,二级甲等,0
510000188706 ,雷波百信医院,一级未定等,0
510000188708 ,雷波平安医院,未定级未定等,0
510000188710 ,雷波金江中西医结合医院,一级未定等,0
510000188712 ,雷波德康医院,未定级未定等,0
510000188714 ,雷波永康医院,未定级未定等,0
510000188716 ,雷波祥和医院,一级未定等,0
510000188724 ,盐源博爱医院,一级甲等,0
510000189018 ,隆昌曾德立医院,一级未定等,0
510000189020 ,隆昌城南东华医院,一级未定等,0
510000189024 ,隆昌双英医院,一级未定等,0
510000189026 ,隆昌曾氏中科医院,一级未定等,0
510000189030 ,隆昌佳德医院,一级未定等,0
510000189040 ,西充益民医院,二级乙等,0
510000189070 ,渠县海云医院,一级未定等,0
510000189076 ,都江堰誉康医院,一级未定等,0
510000189098 ,成都高新普康医院,二级未定等,0
510000189108 ,武胜仁康医院,一级未定等,0
510000189110 ,武胜德重医院,一级未定等,0
510000189140 ,宜宾正川医院,一级未定等,0
510000189144 ,宜宾爱康医院,一级未定等,0
510000189146 ,米兰柏羽医学美容医院,未定级未定等,1
510000189202 ,四川师范大学成龙校区医院,未定级未定等,0
510000189248 ,乐山沙湾民生医院,一级甲等,0
510000189250 ,乐山沙湾福山医院,一级未定等,0
510000189430 ,邛崃普济民生医院,一级未定等,0
510000189468 ,南江县春场坝社区卫生服务中心,未定级未定等,0
510000189472 ,彭州华康中西医结合医院,一级未定等,0
510000189474 ,康定市第二人民医院,二级乙等,0
510000189480 ,博大医院,未定级未定等,0
510000189530 ,伍青医院,未定级未定等,0
510000189538 ,成都温江仁安医院,未定级未定等,0
510000189560 ,凉山骨科医院,二级未定等,2
510000189588 ,古蔺德康医院,二级乙等,0
510000189622 ,彭州北君平医院,一级未定等,0
510000189634 ,和泰医院,未定级未定等,0
510000189900 ,彭州博瑞中医医院,一级未定等,0
510000189948 ,绵阳德康疼痛医院,二级乙等,0
510000189954 ,南充市嘉陵区人民医院,二级甲等,0
510000190014 ,渠县三江医院,一级甲等,0
510000190032 ,达州田氏骨病医院,二级乙等,2
510000190106 ,渠县康宁中西医结合医院,二级甲等,0
510000190108 ,渠县万兴医院,一级未定等,0
510000190114 ,渠县佑安医院,一级未定等,0
510000190118 ,渠县仁爱医院,一级未定等,0
510000190120 ,渠县汉阙医院,一级未定等,0
510000190122 ,渠县中润医院,二级乙等,0
510000190132 ,阆中星华济医院,一级甲等,0
510000190136 ,平昌安康医院,一级甲等,0
510000190158 ,平昌元和医院,一级乙等,0
510000190160 ,平昌新华医院,一级甲等,0
510000190162 ,达川康桥医院,一级未定等,0
510000190166 ,达州华馨妇产医院,二级乙等,0
510000190202 ,巴中祥福耳鼻喉专科医院,一级甲等,0
510000190250 ,平昌爱民医院,一级乙等,0
510000190272 ,平昌国平医院,一级乙等,0
510000190308 ,广安思源医院,一级乙等,0
510000190406 ,古蔺蜀南医院,一级未定等,0
510000190424 ,中江民瑞医院,一级未定等,0
510000190432 ,平昌现代医院,一级乙等,0
510000190472 ,广安市中医医院,二级甲等,0
510000190556 ,仁寿德信康复医院,未定级未定等,0
510000190558 ,峨边大渡河医院,未定级未定等,0
510000190648 ,宜宾翠屏川北医院,一级未定等,0
510000190858 ,绵阳市游仙区中医医院,二级甲等,0
510000191378 ,绵阳市游仙区人民医院,二级乙等,0
510000191380 ,资阳贝齿口腔医院有限责任公司,二级乙等,0
510000191382 ,仁寿中鑫医院,二级未定等,0
510000191576 ,成都天府新区颐天福诚医院,未定级未定等,0
510000191584 ,宜宾钊阳骨科医院,一级未定等,2
510000191650 ,雅安德仁医院,二级乙等,0
5100001928783 ,安居弘生医院,未定级未定等,0
5100001928877 ,遂宁河东中医医院,一级未定等,0
5100001928911 ,遂宁弘扬医院,一级未定等,0
5100001929492 ,广安福民医院有限责任公司,一级乙等,0
5100001929493 ,岳池人仁医院,一级未定等,0
5100001929496 ,广安百姓医院有限公司,一级乙等,0
5100001929537 ,都江堰和美妇科医院,二级未定等,0
5100001929551 ,江油智慧医院,一级未定等,0
5100001929631 ,乐山明简医院,一级未定等,0
5100001929663 ,邛崃可利特结石医院,一级未定等,0
5100001929665 ,资阳中欣肛肠医院,二级乙等,0
5100001929689 ,宣汉县精神病医院,未定级未定等,0
5100001929726 ,宣汉天沁医院,未定级未定等,0
5100001929778 ,成都市双流区怡心街道社区卫生服务中心,未定级未定等,0
5100001929788 ,沙湾神安精神病医院,二级未定等,0
5100001929822 ,遂宁爱尔眼科医院,二级未定等,3
5100001929828 ,广元市利州区第二人民医院,二级乙等,0
5100001929853 ,泸州纳溪王贵文中医医院,一级未定等,0
5100001929861 ,旺苍仁康医院,一级未定等,0
5100001929862 ,旺苍民生医院,未定级未定等,0
5100001929864 ,旺苍青林医院,一级甲等,0
5100001929865 ,旺苍仁和医院,一级未定等,0
5100001929893 ,旺苍德康骨科医院,二级未定等,2
5100001929901 ,内江爱尔眼科医院,二级未定等,3
5100001929917 ,江安立昌中医医院,一级未定等,0
5100001929930 ,芦山勇康医院,未定级未定等,0
510000194492 ,仪陇仁和胃肠医院,未定级未定等,0
510000195812 ,泸州纳溪康态中医医院,一级乙等,0
510000195914 ,成都长济老年病专科医院,二级未定等,0
510000196104 ,雅安康禾精神病医院,未定级未定等,0
510000196960 ,通江县周子坪社区卫生服务中心,未定级未定等,0
510000197006 ,南江云山骨科医院,二级未定等,2
510000197008 ,南江坤石医院,一级未定等,0
510000197162 ,梓潼爱尔眼科医院,未定级未定等,3
510000197798 ,夹江康桥医院,一级未定等,0
510000197800 ,峨眉山锦欣老年病医院,二级未定等,0
510000197828 ,金堂何氏创伤外科医院,一级未定等,0
510000197836 ,自贡云山骨科医院,二级未定等,2
510000197878 ,富顺县精神病医院,二级乙等,0
510000197916 ,仁寿汪洋肛肠医院,未定级未定等,0
510000197952 ,成都市成华区第三人民医院,二级乙等,0
510000197956 ,成都市成华区第六人民医院,二级乙等,0
510000197958 ,成都市成华区第七人民医院,未定级未定等,0
510000197964 ,冕宁漫水湾友松医院,二级乙等,0
510000197966 ,盐源瑞康医院,一级甲等,0
510000197968 ,盐源慧民医院,一级乙等,0
510000197980 ,仁寿县文林镇城西社区卫生服务中心,未定级未定等,0
510000197984 ,崇州济康疼痛医院,一级未定等,0
510000197998 ,广元福康老年病医院,二级未定等,0
510000198010 ,冕宁益民医院,一级未定等,0
510000198014 ,泸沽凌华医院,一级未定等,0
510000198024 ,成都武侯博仕胃肠病医院,二级未定等,0
510000198026 ,成都西南脑科医院,二级未定等,0
510000198118 ,南充东江医院,未定级未定等,0
510000198124 ,广元佑安中西医结合医院,二级未定等,0
510000198130 ,西充盛泰医院,未定级未定等,0
510000198132 ,西充府南医院,一级甲等,0
510000198134 ,绵竹仁爱医院,二级乙等,0
510000198148 ,西充华联医院,一级未定等,0
510000198154 ,泸州川蓝康复专科医院,二级未定等,0
510000198158 ,泸州城南医院,一级未定等,0
510000198172 ,安岳新南山医院有限责任公司,二级乙等,0
510000198422 ,彭山康福医院,一级未定等,0
510000198432 ,成都锦江益民医院,一级未定等,0
510000199426 ,南充罾康医院,未定级未定等,0
510000199452 ,南江县大堂坝社区卫生服务中心,未定级未定等,0
510000200318 ,威远越溪侗仁医院,一级未定等,0
510000200322 ,威远维康医院,一级未定等,0
510000200340 ,威远国新精神病医院,二级未定等,0
510000200348 ,内江长生怡德医院,一级未定等,0
510000200352 ,成都成华龙港医院,一级甲等,0
510000200356 ,成都成华北区医院,未定级未定等,0
510000200358 ,成都双流城北中医医院,未定级未定等,0
510000200360 ,双流陈氏烧烫伤专科医院,一级未定等,0
510000200380 ,大邑民仁医院,一级未定等,0
510000200382 ,前锋世纪医院,一级未定等,0
510000200384 ,前锋民生医院,一级未定等,0
510000200390 ,眉山肛肠医院,二级乙等,0
510000200394 ,眉山友谊医院,一级乙等,0
510000200400 ,崇州蜀州颈腰病医院,二级未定等,0
510000200404 ,资中谷田医院,一级未定等,0
510000200406 ,资中吉康医院,一级未定等,0
510000200414 ,资中世博医院,一级未定等,0
510000200424 ,阆中市第二人民医院,二级乙等,0
510000200450 ,成都西区安琪儿妇产医院,二级未定等,0
510000200570 ,成都温江鱼凫医院,未定级未定等,0
510000200608 ,成都艺星医疗美容医院,未定级未定等,1
510000200754 ,安州东诚医院,一级未定等,0
510000200766 ,南充康美专科医院,未定级未定等,0
510000200772 ,筠连应氏骨科医院,二级未定等,2
510000200776 ,筠连现黛眼科医院,一级乙等,3
510000200782 ,三台太和医院,一级未定等,0
510000200822 ,犍为大众医院,一级未定等,0
510000200926 ,龙泉驿区龙华社区卫生服务中心,未定级未定等,0
510000200928 ,营山友宜医院,一级甲等,0
510000200970 ,雷波华峰医院,未定级未定等,0
510000200972 ,雷波华盛医院,未定级未定等,0
510000200974 ,雷波荣兴医院,一级未定等,0
510000200978 ,成都新都新繁龙安医院,一级未定等,0
510000200980 ,金阳华大医院,未定级未定等,0
510000200986 ,凉山爱尔眼科医院,二级未定等,3
510000201012 ,成都市新都区新都街道蜀都社区卫生服务中心,未定级未定等,0
510000201014 ,邻水县精神病医院,二级乙等,0
510000201022 ,龙泉纯德平安医院,一级未定等,0
510000201026 ,石棉县新棉街道社区卫生服务中心,未定级未定等,0
510000201032 ,石棉容大医院,未定级未定等,0
510000201036 ,冕宁泸沽仁爱医院,一级未定等,0
510000201038 ,冕宁泸沽华医医院,一级未定等,0
510000201044 ,筠连博康医院,一级甲等,0
510000201046 ,冕宁县河边惠康医院,一级未定等,0
510000201064 ,仁寿众康老年病医院,未定级未定等,0
510000201066 ,冕宁惠兴医院,一级未定等,0
510000201074 ,冕宁巨龙康美医院,未定级未定等,0
510000201102 ,成都新世纪妇女儿童医院（成都新世纪妇女儿童医院互联网医院）,二级未定等,0
510000201136 ,冕宁锦成医院,一级未定等,0
510000201146 ,合江健安医院,一级未定等,0
510000201156 ,南充果城骨科医院,二级乙等,2
510000201158 ,四川亿明健康管理有限公司广元市中医医院万缘新区医院,二级甲等,0
510000201200 ,美姑新区医院,一级甲等,0
510000201210 ,仪陇中仁骨科医院,未定级未定等,2
510000201234 ,合江复兴医院,一级未定等,0
510000201244 ,成都市第二社会福利院福康医院,未定级未定等,0
510000201288 ,南充龙医官医院,未定级未定等,0
510000201290 ,南充姜氏医院,未定级未定等,0
510000201470 ,华蓥济康精神病专科医院,一级甲等,0
510000201480 ,自贡康桥医院,一级甲等,0
510000201502 ,眉山健民医院,未定级未定等,0
510000201566 ,乐至县精神卫生保健院,二级未定等,0
510000201574 ,木里博爱医院,未定级未定等,0
510000201576 ,四川省第二中医医院,三级甲等,4
510000201606 ,自贡福世光明医院（高新区）,二级未定等,0
510000201632 ,布拖仁泽医院,一级未定等,0
510000201768 ,自贡家馨医院（有限合伙）,一级未定等,0
510000201796 ,昭觉华大医院,未定级未定等,0
510000201862 ,朝天华仁医院,未定级未定等,0
510000201872 ,成都温江圣母妇产医院,未定级未定等,0
510000201906 ,四川肛肠医院,二级未定等,0
510000201954 ,布拖县中彝医院,未定级未定等,0
510000201958 ,绵竹市第二中医医院,二级甲等,0
510000201960 ,喜德县中彝医院,未定级未定等,0
510000201962 ,雷波县中彝医院,一级未定等,0
510000201966 ,金阳县中彝医院,未定级未定等,0
510000201968 ,越西县中彝医医院,未定级未定等,0
510000201978 ,昭觉县中彝医院,未定级未定等,0
510000201980 ,什邡成南康复医院,一级未定等,0
510000201988 ,宁南康达医院,未定级未定等,0
510000202004 ,成都中德肾病医院,二级未定等,0
510000202010 ,彭州宗德医院,未定级未定等,0
510000202012 ,会理紫荆医院,一级未定等,0
510000202020 ,会理阳光医院,一级未定等,0
510000202022 ,泸州市妇幼保健院(泸州市第二人民医院）,三级甲等,0
510000202028 ,宜宾中山医院,一级乙等,0
510000202074 ,自贡名扬医院,一级未定等,0
510000202076 ,丹棱百姓医院,未定级未定等,0
510000202078 ,丹棱松青骨伤医院,一级甲等,2
510000202080 ,雁江伲西娅医院,一级未定等,0
510000202100 ,成都成华脑康医院,未定级未定等,0
510000202102 ,大英兴奎医院,一级甲等,0
510000202106 ,崇州民仁汾州医院,一级未定等,0
510000202112 ,成都新视界眼科医院,未定级未定等,3
510000202126 ,崇州恒德医院,未定级未定等,0
510000202130 ,宜宾天池医院,一级未定等,0
510000202132 ,眉山市彭山区精神卫生保健院,未定级未定等,0
510000202140 ,泸州纳溪凤安医院,一级未定等,0
510000202144 ,前锋华康医院,一级未定等,0
510000202170 ,德阳锦江妇产医院,二级未定等,0
510000202196 ,成都温江惠民医院,未定级未定等,0
510000202218 ,成都上锦南府医院,三级甲等,0
510000202246 ,遂宁市安居区柔刚社区卫生服务中心,未定级未定等,0
510000202274 ,成都青白江正福医院,一级未定等,0
510000202278 ,富顺毛桥医院,未定级未定等,0
510000202308 ,成都锦江大观医院,二级甲等,0
510000202372 ,成都市成华区府青路社区卫生服务中心,未定级未定等,0
510000202384 ,剑阁友好医院,一级乙等,0
510000202402 ,天全华协医院,未定级未定等,0
510000202404 ,金堂正康老年病医院,二级未定等,0
510000202414 ,巴中仁济医院,一级甲等,0
510000202430 ,四川友谊医院,三级甲等,4
510000202432 ,米易开旭医院,一级未定等,0
510000202556 ,资中新区医院,一级未定等,0
510000202584 ,广元川北糖尿病专科医院,二级未定等,0
510000202588 ,广元市昭化区仁心医院,未定级未定等,0
510000202590 ,广元蜀北中医康复医院,二级未定等,0
510000202614 ,屏山怡宁医院,一级未定等,0
510000202616 ,屏山仁爱精神病医院,一级未定等,0
510000202636 ,屏山华创医院,一级未定等,0
510000202658 ,万源华大中西医结合医院,未定级未定等,0
510000202684 ,成都市金牛区茶店子社区卫生服务中心,未定级未定等,0
510000202698 ,广元民政康养医院,未定级未定等,0
510000202702 ,广元康桥医院,一级未定等,0
510000202710 ,南部瑞康医院,二级乙等,0
510000202766 ,广元利州雪峰医院,未定级未定等,0
510000202780 ,平昌新区医院,一级乙等,0
510000202790 ,广元德新肾病医院,二级未定等,0
510000203214 ,岳池友安医院,一级未定等,0
510000203216 ,崇州老年病医院,二级未定等,0
510000203242 ,阆中阆州医院,未定级未定等,0
510000203252 ,南溪仁爱医院,一级未定等,0
510000203254 ,罗江安康精神病医院,一级未定等,0
510000203256 ,南部仁友医院,一级甲等,0
510000203264 ,成都双流天仁医院,一级未定等,0
510000203334 ,东坝利民医院,一级未定等,0
510000203362 ,蓬安仁信精神病医院,未定级未定等,0
510000203364 ,蓬安东方医院,一级未定等,0
510000203366 ,蓬安盛泰医院,一级未定等,0
510000203376 ,西充国慈蓝天医院,一级甲等,0
510000203394 ,苍溪康复医院,二级未定等,0
510000203402 ,成都川蜀血管病医院,二级未定等,0
510000203408 ,福济医院,未定级未定等,0
510000203412 ,巴中市恩阳区文治社区卫生服务中心,未定级未定等,0
510000203414 ,巴中市恩阳区司城社区卫生服务中心,未定级未定等,0
510000203416 ,开江康仁骨科医院,二级乙等,2
510000203422 ,蓬安中仁医院,一级未定等,0
510000203448 ,安居区中医院,未定级未定等,0
510000203458 ,南部顺康医院,一级未定等,0
510000203476 ,蓬溪康宁精神病医院,二级未定等,0
510000203574 ,岳池宏兴医院,一级未定等,0
510000203578 ,成都天府新区腾飞翔中西医结合医院,一级未定等,0
510000203602 ,盐源王氏医院,一级乙等,0
510000203604 ,盐源速康医院,一级乙等,0
510000203710 ,广元圣仁康医院,未定级未定等,0
510000203728 ,成都温江同人康医院,未定级未定等,0
510000203774 ,成都中科甲状腺医院,二级未定等,0
510000203812 ,宜宾康宁精神病康复医院,二级乙等,0
510000203814 ,乐山瑞和医院（肖坝病区）,二级未定等,0
510000203828 ,金堂仁友骨科医院,二级未定等,2
510000203886 ,仁寿爱瑞眼科医院,二级未定等,3
510000203890 ,成都成华城东医院,未定级未定等,0
510000203892 ,南充民健医院,二级乙等,0
510000203930 ,宜宾爱尔优视眼科医院,二级未定等,3
510000204050 ,雷波县金沙镇卫生院,未定级未定等,0
510000204054 ,泸州纳溪篮山郡精神病医院,二级未定等,0
510000204060 ,甘洛华医医院,一级未定等,0
510000204062 ,甘洛博爱医院,一级未定等,0
510000204074 ,射洪王氏中医院,一级甲等,0
510000204080 ,宜宾三松医院,二级乙等,0
510000204082 ,遂宁安居利民康复医院,未定级未定等,0
510000204106 ,乐至上好医院,二级乙等,0
510000204108 ,大英康成精神病专科医院,未定级未定等,0
510000900002 ,泸州民心综合医院,一级未定等,0
510000900008 ,筠连一一八骨科医院,一级乙等,2
510000900018 ,凉山高新肿瘤医院,二级未定等,0
510000900029 ,成都长峰医院,一级未定等,0
510000900038 ,成都锦江泰三堂太古中医医院,一级未定等,0
510000900043 ,成都锦江瑞康医院,一级未定等,0
510000900047 ,江安恒江医院,一级未定等,0
510000900049 ,长宁县竹海镇万里卫生院,未定级未定等,0
510000900057 ,成都青羊周围血管病医院,未定级未定等,0
510000900059 ,江安爱民医院,一级未定等,0
510000900060 ,绵阳仁爱康复医院,二级未定等,0
510000900062 ,江安济民医院,一级未定等,0
510000900064 ,江安健民医院,一级未定等,0
510000900078 ,江安健朗医院,一级未定等,0
510000900079 ,珙县珙州医院,一级甲等,0
510000900080 ,江安石峰益洲医院,一级未定等,0
510000900088 ,江安利民医院,一级未定等,0
510000900106 ,通江新区医院,二级甲等,0
510000900126 ,盐亭共和医院,一级未定等,0
510000900127 ,通江老区民生医院,一级未定等,0
510000900129 ,盐亭民兴医院,一级未定等,0
510000900132 ,盐亭县精神病医院,未定级未定等,0
510000900167 ,新都静雅老年病医院,未定级未定等,0
510000900168 ,南充国慈医院,二级未定等,0
510000900188 ,宜宾竞康医院,一级甲等,0
510000900198 ,宜宾怀康医院,一级甲等,0
510000900200 ,宜宾丞济医院,一级未定等,0
510000900212 ,宜宾惠康医院,一级甲等,0
510000900230 ,宜宾大塔医院,一级甲等,0
510000900233 ,宜宾诚康医院,一级甲等,0
510000900241 ,金洲医院,一级未定等,0
510000900244 ,宜宾瑞康医院,一级甲等,0
510000900247 ,宜宾卫兴医院,一级甲等,0
510000900248 ,宜宾兴华医院,一级未定等,0
510000900252 ,四川巴中经济开发区西锦社区卫生服务中心,未定级未定等,0
510000900259 ,眉山川州结石病医院,二级未定等,0
510000900263 ,宜宾家声医院,一级乙等,0
510000900264 ,玉桂医院,未定级未定等,0
510000900317 ,宜宾二二四医院,一级甲等,0
510000900364 ,泸州久正骨科医院,二级甲等,2
510000900375 ,成都玛丽亚天府妇产儿童医院,二级未定等,0
510000900425 ,长宁普仁医院,一级未定等,0
510000900452 ,眉山维康医院,未定级未定等,0
510000900471 ,兴文光明骨科医院,二级乙等,2
510000900482 ,雅安唐氏肛肠专科医院,未定级未定等,0
510000900488 ,眉山精康医院,二级未定等,0
510000900489 ,眉山仁德精成医院有限公司,一级未定等,0
510000900491 ,南充润和皮肤病专科医院,未定级未定等,0
510000900519 ,彭州市天彭西郊社区卫生服务中心,未定级未定等,0
510000900552 ,遂宁骨科医院,二级未定等,2
510000900554 ,内江中康医院,一级未定等,0
510000900571 ,南部利康医院,未定级未定等,0
510000900582 ,广安正康医院,二级乙等,0
510000900585 ,成都成华珍君仁济医院,未定级未定等,0
