,basy_zyzd_jbbm_for_str_4,basy_yydj,basy_ssjczbm1_for_str_4,age_group,AGE-HAOCAI-4-4-E,AGE-JCJY-4-4-E,AGE-YP-4-4-E,AGE-ZFY-4-4-E,记录条数-4-4
103,A08.,6,,0,277.6137777777778,1637.5482222222222,586.4566666666667,3877.883333333333,45
134,A09.,3,,0,273.396,577.7857142857143,1096.8251428571427,3034.4671428571432,35
160,A09.,5,,0,269.9539130434782,653.1695652173913,358.42304347826087,2250.041304347826,23
194,A09.,6,,0,325.4367924528302,1314.8162264150942,968.2588679245283,4269.044716981132,53
204,A09.,6,17.9,0,347.8419047619048,727.7152380952381,581.0266666666666,2902.3790476190475,21
339,A15.,5,33.2,6,471.6645454545455,3179.706363636364,2152.8195454545453,8432.732272727271,22
369,A15.,6,,1,513.53,2766.618461538462,2486.195,8811.231923076923,26
370,A15.,6,,2,486.1759259259259,4133.377777777778,4153.835,12544.445370370371,54
371,A15.,6,,3,483.5833333333333,4711.307435897435,4237.5210256410255,12978.26564102564,39
372,A15.,6,,4,457.4863157894737,4421.063157894737,5121.050175438596,13779.691228070176,57
373,A15.,6,,5,405.93272,4849.7464,4880.80792,13341.51432,125
374,A15.,6,,6,415.0821848739496,4758.417142857143,5194.099411764705,14077.015462184874,119
375,A15.,6,,8,446.4466326530612,5092.852959183674,4048.5071428571428,13729.461530612245,98
376,A15.,6,,9,389.27944444444444,5678.287777777778,6098.586111111112,17149.705,36
428,A15.,6,33.2,1,830.6282222222221,6070.426888888889,5068.340666666666,16065.762666666666,45
429,A15.,6,33.2,2,454.80816000000004,5280.68496,3776.23688,12782.31088,125
430,A15.,6,33.2,3,588.9410294117647,6063.060588235294,4699.5857352941175,15122.098088235294,68
431,A15.,6,33.2,4,689.434578313253,6462.279156626507,4546.592530120482,16298.628795180723,83
432,A15.,6,33.2,5,592.8185549132947,6309.695895953757,4091.6953757225438,14455.46612716763,173
433,A15.,6,33.2,6,597.3821551724138,6069.862241379311,3701.0189655172417,13909.237586206897,116
434,A15.,6,33.2,8,623.6892857142857,6025.502589285715,3360.2910714285713,13668.391428571429,112
435,A15.,6,33.2,9,824.5928,7067.528,3351.5748,15967.6432,25
618,A16.,5,,5,425.64846153846156,3127.257692307692,3336.351153846154,10428.040384615384,26
619,A16.,5,,6,406.0878571428571,4141.2,4055.19,12634.991785714286,28
620,A16.,5,,8,325.1616666666667,3588.0416666666665,2298.32875,9166.56125,24
635,A16.,5,33.2,5,439.8254054054054,3146.99054054054,1776.9808108108107,7773.2654054054055,37
636,A16.,5,33.2,6,571.9968181818182,3100.989545454546,1674.0372727272727,7841.624545454545,22
637,A16.,5,33.2,8,473.5425806451613,4369.674516129033,2734.2400000000002,10797.453548387097,31
689,A16.,6,,0,400.39818181818185,3034.25,1586.1168181818182,7463.189090909091,22
690,A16.,6,,1,466.744125,3380.57125,2121.208125,9004.370875,80
691,A16.,6,,2,496.3587058823529,3464.304705882353,2595.8942352941176,9757.242470588235,85
692,A16.,6,,3,406.2204255319149,3438.8272340425533,2792.2770212765954,9434.318085106383,47
693,A16.,6,,4,454.10749999999996,3767.4659722222223,3372.102083333333,10836.750833333334,72
694,A16.,6,,5,459.725,4371.266634615385,3619.435384615385,11540.557788461538,104
695,A16.,6,,6,415.26190476190476,4956.6275000000005,4190.0098809523815,13164.232023809524,84
696,A16.,6,,8,404.2336363636364,5275.117792207792,5213.315974025974,14994.90922077922,77
697,A16.,6,,9,409.62882352941176,5532.597058823529,5521.438529411765,16729.064411764706,34
748,A16.,6,33.2,1,385.7874647887324,6153.85704225352,3085.7240845070423,12826.99647887324,71
749,A16.,6,33.2,2,449.82212499999997,5565.376249999999,2812.6769375,11708.409125,160
750,A16.,6,33.2,3,509.60960396039604,6489.892673267327,3611.5105940594062,13879.498712871287,101
751,A16.,6,33.2,4,491.4311340206186,6917.073402061856,3652.7541237113405,14124.20886597938,97
752,A16.,6,33.2,5,536.9765217391305,6385.894734299517,3338.51038647343,13428.103913043476,207
753,A16.,6,33.2,6,651.024128440367,6604.455412844037,3423.879174311927,13960.174495412844,109
754,A16.,6,33.2,8,526.5865714285713,6483.274,3850.864095238095,14534.671333333334,105
755,A16.,6,33.2,9,588.8882352941176,6465.344117647059,3423.600294117647,14037.663823529412,34
767,A16.,6,34.0,1,1891.1148148148147,5264.788518518519,4424.738148148148,17584.341851851852,27
768,A16.,6,34.0,2,2209.5726229508196,6025.057049180327,6504.021967213114,21166.340655737706,61
769,A16.,6,34.0,3,1520.3583720930233,4944.652558139534,4466.340465116279,16396.806511627907,43
770,A16.,6,34.0,4,1194.3837837837837,5831.382972972972,4270.135675675675,16004.639189189189,37
771,A16.,6,34.0,5,1354.6773913043478,5649.033913043479,5114.062608695653,17601.956521739132,46
772,A16.,6,34.0,6,1092.2582352941176,7334.89294117647,4952.924117647059,19462.90088235294,34
773,A16.,6,34.0,8,1054.8883870967743,5907.987419354839,3605.341935483871,15058.18741935484,31
778,A16.,6,34.2,5,1094.9118181818183,5288.626363636364,1673.3672727272728,12571.04303030303,33
791,A16.,6,34.9,1,439.357037037037,5193.62962962963,2408.877407407407,10847.393703703703,27
792,A16.,6,34.9,2,1896.6902222222222,5576.028,3608.250888888889,15496.362888888889,45
794,A16.,6,34.9,4,1021.605,5746.191666666667,2607.6425,13069.53625,24
795,A16.,6,34.9,5,1029.2959375,5337.114375,3230.496875,12449.305,32
796,A16.,6,34.9,6,668.1670370370371,5278.568518518518,3023.2618518518516,12013.934074074074,27
797,A16.,6,34.9,8,681.5306451612903,5727.647096774193,3469.7345161290323,13691.739677419355,31
941,A17.,6,03.3,1,1213.6703333333332,9528.366666666667,9041.627666666667,28285.603666666666,30
942,A17.,6,03.3,2,1226.6208823529412,8434.801470588236,9192.126176470587,27275.064411764703,34
943,A17.,6,03.3,3,1411.292222222222,10956.835185185184,10564.717037037037,30917.04074074074,27
944,A17.,6,03.3,4,974.4395454545455,9119.342727272728,5088.746363636364,21062.916363636366,22
945,A17.,6,03.3,5,1328.5741379310346,8459.504827586208,5952.002413793104,22929.18,29
946,A17.,6,03.3,6,848.6128571428571,8769.607142857143,9207.682857142858,25878.21523809524,21
1133,A18.,6,,2,579.9721739130435,5397.464347826087,5294.434347826087,14372.905652173913,23
1134,A18.,6,,3,605.5336666666666,4757.981,2415.5776666666666,9803.104666666668,30
1135,A18.,6,,4,764.917,5363.485,4029.434,13533.223333333333,30
1136,A18.,6,,5,486.6726086956522,5481.9547826086955,3778.702173913043,12912.206086956521,23
1217,A18.,6,40.2,2,1459.818,5362.34,3142.0488,15799.3148,25
1218,A18.,6,40.2,3,1080.1058333333333,5002.95,4297.67125,15969.64,24
1578,A37.,6,,0,300.4157425742574,1455.1283168316832,2489.478217821782,7558.011584158417,101
1593,A37.,6,93.9,0,414.8878260869565,2530.8521739130433,1356.1873913043478,7629.124782608696,23
1649,A41.,1,,0,408.69458333333336,1189.8541666666667,1371.4441666666664,7000.200833333333,24
1685,A41.,3,,0,314.11758620689653,1141.0413793103448,1310.3458620689655,4072.8713793103448,29
1691,A41.,3,,8,593.181052631579,4874.533157894737,4602.458157894737,13190.664210526316,38
1692,A41.,3,,9,824.4208510638298,5455.306808510638,6431.505957446809,19294.214255319148,47
1705,A41.,3,38.9,9,1963.1548,12668.2324,14387.5112,46651.582,25
1827,A41.,5,,0,276.96327272727274,1244.7688181818182,1113.9242727272726,4180.871727272727,110
1832,A41.,5,,5,420.35450000000003,4616.433999999999,4148.17575,12442.6435,40
1833,A41.,5,,6,374.53224137931034,6020.603620689655,4832.406551724138,15148.198275862069,58
