,basy_yydj,basy_ssjczbm1_for_str_3,HAOCAI-only_operation-3-E,JCJY-only_operation-3-E,YP-only_operation-3-E,ZFY-only_operation-3-E,记录条数-only_operation-3
0,1,,182.45914497965362,1267.8857547080534,1811.4634710261505,6582.025347465379,63402
1,1,00.,12652.418842105264,1973.1870526315788,3694.3264210526318,26854.52757894737,95
2,1,01.,6152.12875,2397.323888888889,5278.298194444444,22168.287083333333,72
4,1,03.,5156.652985553772,1712.8986516853934,2901.0956661316213,15298.123113964686,623
5,1,04.,1608.4463790849672,1380.6317908496733,1731.5514901960782,8352.563411764706,765
6,1,05.,733.9208474576271,1710.4369491525424,1176.2583050847459,13238.144915254237,59
7,1,06.,3083.6711016949153,2589.9818644067796,2393.9645762711866,14379.700169491527,118
9,1,08.,227.78516666666667,634.2430555555555,285.6968888888889,2294.034583333333,360
10,1,09.,658.6635789473684,616.4343859649123,468.8673684210527,3319.6006666666663,285
11,1,10.,298.13327586206896,597.7655172413794,194.82551724137932,2096.311379310345,58
12,1,11.,495.37411009174315,574.784357798165,198.64870642201834,2393.2238348623855,1090
13,1,12.,525.3256626506023,852.3915662650602,587.5310843373494,4582.139518072289,83
14,1,13.,2414.6997296839254,760.5414058130667,180.44727057029067,5711.048656046098,11801
15,1,14.,3119.6188139534884,815.3536744186047,376.6393255813954,7956.227325581395,430
16,1,15.,238.14095238095237,603.9285714285714,309.81333333333333,5567.5771428571425,21
17,1,16.,1100.6988372093024,996.0034883720931,886.9625581395348,6285.970697674418,43
18,1,17.,966.4841598546776,812.44851044505,2137.5545685740235,6276.077561307901,2202
19,1,18.,678.389589041096,770.644109589041,1611.9282191780821,4968.507260273972,73
20,1,19.,1014.4575862068965,1208.4045977011494,3592.7439080459767,10443.677931034483,87
21,1,20.,836.5788888888889,1152.351111111111,2770.722063492063,8084.544444444445,63
22,1,21.,1629.2430050083472,816.3202838063439,1740.61081803005,6830.659198664441,599
23,1,22.,1213.8412008733626,1021.8758515283843,2351.4280131004366,9161.628340611354,458
27,1,27.,564.0251219512195,1046.4241463414635,1300.1731707317074,9541.35487804878,41
28,1,28.,1813.1103197674418,793.6891860465116,1559.2854651162788,6604.728779069768,344
29,1,29.,1386.6073205741627,589.1395215311005,1525.2574641148326,5354.653971291866,209
30,1,30.,974.6983333333334,868.2629166666666,1699.009487179487,6041.869006410256,312
31,1,31.,119.27224489795918,902.7979591836735,2936.3985714285714,6432.4369387755105,49
32,1,32.,2836.4239655172414,3210.863793103448,3388.3274137931035,37133.92310344828,58
33,1,33.,378.3362809917356,5720.776033057851,2767.5674380165287,15126.70085399449,363
34,1,34.,1048.5125238095238,2312.7431428571426,4353.697999999999,11556.694,210
38,1,38.,2143.66028030303,1709.631643939394,3091.0545606060605,16246.618098484849,1320
39,1,39.,2320.912178010471,1499.3332565445025,2752.9436963350786,12375.097193717278,955
