,basy_yydj,basy_ssjczbm1_for_str_7,HAOCAI-only_operation-7-E,JCJY-only_operation-7-E,YP-only_operation-7-E,ZFY-only_operation-7-E,记录条数-only_operation-7
0,1,,1958.2706017029327,1585.7689441816462,3382.0559451277204,12503.980794701987,5285
15,1,01.4102,5148.8372,2251.042,4719.8594,20100.4706,50
31,1,03.0909,33265.18095238096,1465.4190476190477,2848.179523809524,44212.398095238095,21
37,1,03.3101,1732.8966315789473,1447.8936842105263,5403.478,15353.363368421053,95
41,1,03.5305,27245.631136363638,2759.190909090909,4118.5368181818185,39193.483863636364,44
45,1,03.9100,498.6818918918919,1817.1486486486488,1014.4405405405406,14995.135135135135,37
47,1,03.9102,2310.4563333333335,1956.0333333333333,1584.4016666666669,9035.608,30
57,1,04.2x02,1356.6456626506024,2007.4638554216867,943.3598795180723,9007.558795180723,83
59,1,04.2x05,2176.760561797753,1050.447191011236,1428.2748314606742,6406.759775280899,89
71,1,04.4900,5570.433728813558,1648.2966101694915,4586.889661016949,18028.81779661017,59
76,1,04.7408,3731.0554166666666,828.6920833333334,2271.69125,13264.980833333333,24
81,1,05.0x01,1189.354054054054,2044.2027027027027,813.0386486486486,17967.390000000003,37
94,1,06.4x00,8288.951764705882,2858.976176470588,2573.161176470588,22692.759705882352,34
97,1,06.8100,1180.643,4411.3,3146.736,16482.101333333332,30
111,1,08.4902,700.2770731707317,621.9451219512196,171.11658536585367,2675.310243902439,41
123,1,09.8100,835.3207792207792,734.0935064935064,513.5503896103896,3875.0505194805196,77
124,1,09.8101,1037.6376829268293,541.6463414634146,602.9706097560976,4079.6735365853656,82
134,1,11.3201,431.0798958333333,511.16770833333334,228.50031249999998,2159.33875,96
135,1,11.3203,2238.929813084112,425.9906542056075,163.10093457943924,3717.9455140186915,107
137,1,11.3900,605.7376,844.3839999999999,209.94920000000002,2756.6940000000004,25
138,1,11.3901,868.5940277777778,524.2921296296297,199.30328703703705,2972.4477777777774,216
154,1,13.4100,3301.448353133353,731.3070611820611,207.70028215028213,6319.85926046926,6734
158,1,13.5900,2356.489375,642.1241666666666,238.54437499999997,4572.7821875,96
160,1,13.7000,2306.1181881533103,642.6662369337979,200.58283972125437,4513.035731707318,574
161,1,13.7100,2151.252578544061,758.8132950191571,147.58059770114943,4970.43853256705,2610
175,1,14.6x02,3633.2663636363636,838.5418181818183,348.4280303030303,6374.301515151516,66
180,1,14.7401,6101.92582781457,920.9754966887416,422.74311258278146,12055.625099337747,151
233,1,17.9832,3663.9666666666667,670.9074074074074,3743.8208641975307,10229.304444444444,81
234,1,17.9833,2782.7003664921467,682.1178010471205,3560.8619895287957,9195.003795811519,382
235,1,17.9834,1855.4276995305165,660.0338028169015,3895.818732394366,9707.023755868544,213
240,1,18.2900,1148.7240909090908,906.6090909090908,2172.2090909090907,6532.815,22
244,1,19.4x00,1080.1074683544302,1264.8544303797469,3845.140632911392,10820.620759493671,79
258,1,21.0904,1286.4668421052631,1044.55,1692.1471052631578,5823.400789473684,38
266,1,21.5x00,3801.0728,924.204,1352.8288,10141.630799999999,25
272,1,21.6903,2714.3665384615388,861.6755384615384,1563.1236923076924,8080.748692307693,130
273,1,21.6904,1133.6209999999999,502.79749999999996,1210.3455,5041.201875000001,80
276,1,21.8400,1237.933116883117,714.6172077922079,2300.022077922078,7179.517467532467,154
281,1,22.1200,1559.6938095238095,1530.3619047619047,3030.347142857143,10472.53619047619,21
289,1,22.5300,1346.3025,1074.5835416666666,2652.2414583333334,9744.337743055556,288
290,1,22.5301,2038.9650000000001,1022.7453333333334,2436.2200000000003,10926.986,30
320,1,28.2x00,1777.6347368421054,1071.6240350877192,2280.138596491228,7431.433333333333,57
325,1,28.5x00,1413.1092307692306,595.0461538461539,858.6061538461539,4055.0307692307692,26
326,1,28.5x02,1628.8545454545456,786.6886363636364,1429.0413636363637,5934.185,44
327,1,28.6x00,2123.0787272727275,840.9890909090909,1481.3700000000001,7778.868181818182,55
328,1,28.6x01,2784.2551851851854,647.728888888889,1107.17,7387.37,27
329,1,28.6x02,2664.305102040816,824.7742857142857,1257.4002040816326,7218.62081632653,49
339,1,29.9900,2943.253888888889,592.7611111111112,1304.4609722222222,6884.264444444444,72
340,1,30.0900,1117.86024691358,740.8424691358024,1577.0665432098765,6030.267037037037,81
343,1,30.0903,1220.465357142857,1062.0067857142856,2051.0157142857142,6548.599107142857,56
345,1,30.0905,650.535,933.0835714285714,1352.5057142857145,5947.5542857142855,28
346,1,30.0906,762.0777777777778,688.592,1024.7482222222222,5024.5419999999995,45
347,1,30.0911,1257.1419512195123,1047.9634146341464,2570.6653658536584,7258.946341463415,41
354,1,33.2600,2015.4836082474228,900.0484536082474,1220.4465979381444,6964.943814432991,97
358,1,34.0401,2460.3775,2435.9659722222223,5916.24375,15436.08138888889,72
368,1,34.9101,511.35727272727274,2854.031818181818,4917.746818181818,13485.528181818181,22
377,1,38.3000,1522.5163218390805,1094.344827586207,2906.9554022988505,12650.233218390806,87
380,1,38.5900,3621.522631578947,1627.2526315789473,2688.3026315789475,18257.935526315792,38
381,1,38.5901,2096.259357923497,1682.2439207650275,2594.4053278688525,16380.391297814207,732
392,1,38.9100,4746.23704,1966.0768,4639.135200000001,28881.24184,125
393,1,38.9300,355.80174999999997,1001.34525,5444.82725,8479.56125,40
404,1,39.2700,1153.6270588235293,1607.379411764706,1551.0638235294118,7958.791470588235,34
406,1,39.3000,3022.8191666666667,1262.2458333333334,2050.8858333333333,13967.53875,24
412,1,39.5000,8498.886862745097,1405.7539215686274,753.4876470588234,14218.457549019608,102
419,1,39.7903,8714.1025,2951.578125,6439.534375,31603.68375,32
427,1,39.9500,1092.9985263157894,1671.194947368421,3580.5897894736845,12049.770631578947,95
429,1,39.9600,753.0955319148936,1499.01914893617,5933.8180851063835,10671.247446808511,47
430,1,39.9700,2635.4216883116883,2276.47012987013,4393.78012987013,25081.26935064935,77
455,1,43.4101,977.6586842105263,840.3157894736842,2715.7576315789474,6914.674210526316,38
457,1,43.4105,1428.455873015873,943.0281746031746,2159.9211904761905,6909.2945238095235,126
466,1,44.1300,795.3129577464789,1261.2750704225352,2383.325492957746,6568.899577464788,71
480,1,45.2302,1682.536875,713.1328125,3202.440416666667,7623.251562500001,96
490,1,45.4200,1483.9936496350365,997.7127737226277,777.5256934306569,5851.023175182482,274
491,1,45.4201,1496.1716883116883,795.9636363636363,3311.7803896103896,8205.981948051947,77
492,1,45.4202,2839.3747826086956,763.8869565217392,947.6756521739131,7543.709130434782,23
498,1,45.4307,2337.680746268657,1108.8194029850745,535.2823880597015,7009.613134328359,67
513,1,47.0100,1456.907300613497,1394.8125766871167,2313.682147239264,7986.439938650306,163
514,1,47.0901,742.7381481481482,1282.0175925925926,2488.315925925926,6846.643703703704,54
530,1,48.3601,1332.2441379310346,742.6655172413792,2779.116551724138,7491.399655172414,29
531,1,48.3602,2374.081724137931,838.2413793103449,2964.689655172414,7375.027241379311,29
532,1,48.3603,1929.5044736842106,623.5736842105263,2365.97052631579,8278.586842105264,38
534,1,48.4102,2102.7052173913044,967.008695652174,1698.2304347826089,6579.199130434783,23
543,1,48.7601,1830.905504587156,702.6487155963304,4319.681284403669,10266.036926605504,218
548,1,49.0100,1003.9972972972973,675.5002702702702,2020.9570270270272,7115.68027027027,37
549,1,49.0400,2636.9223853211006,672.1595412844036,3623.018532110092,9659.157889908256,109
550,1,49.0401,1453.712142857143,616.6196428571428,3193.27,7890.574642857143,28
553,1,49.1200,2386.985769230769,739.0819230769231,3293.5350000000003,9604.451346153846,52
559,1,49.4200,1095.0113793103449,640.3655172413793,1583.4124137931035,7132.673793103449,29
