,basy_yydj,basy_ssjczbm1_for_str_3,HAOCAI-only_operation-3-E,JCJY-only_operation-3-E,YP-only_operation-3-E,ZFY-only_operation-3-E,记录条数-only_operation-3
0,1,,1958.2706017029327,1585.7689441816462,3382.0559451277204,12503.980794701987,5285
1,1,00.,26258.6946,2351.239,3863.8448000000003,38487.022600000004,50
2,1,01.,6040.262272727273,2448.577272727273,5189.723484848485,22064.59181818182,66
4,1,03.,10263.80854037267,1917.131956521739,3456.33698757764,22503.797267080743,322
5,1,04.,3543.9797988505748,1532.5583908045976,2215.148850574713,11746.000431034483,348
6,1,05.,1214.9853846153846,2029.371794871795,810.7912820512821,17815.72282051282,39
7,1,06.,3786.8619607843134,2865.818235294118,2436.45931372549,15831.416078431372,102
9,1,08.,977.9627419354839,668.6185483870968,782.9777419354839,4315.475161290323,62
10,1,09.,959.1219895287958,648.5520942408377,529.4131937172775,3887.6412565445025,191
11,1,10.,530.6121739130434,603.2086956521739,160.87,2468.371304347826,23
12,1,11.,1100.084748358862,522.9771334792123,205.2886433260394,3003.161181619256,457
13,1,12.,888.3375,763.6613636363636,640.9125,5521.290227272727,44
14,1,13.,2932.4481734886963,732.7503027586894,192.14501643262625,5845.197776117916,10041
15,1,14.,4984.014099616858,881.2050574712644,410.52892720306517,10109.381455938697,261
17,1,16.,1379.5327027027026,915.3418918918919,932.0297297297296,6330.040540540541,37
18,1,17.,2566.4126832460734,734.6531413612565,3560.718115183246,9442.978730366493,764
19,1,18.,1096.530909090909,871.0799999999999,1959.939393939394,6123.218181818182,33
20,1,19.,1084.4922891566266,1255.8426506024098,3802.8540963855426,10773.663734939759,83
21,1,20.,1091.2444680851063,1166.1387234042552,2976.9548936170213,8996.231276595745,47
22,1,21.,1829.4353272727274,806.1822727272727,1728.6968363636363,7053.153854545455,550
23,1,22.,1449.3481565656566,1045.509595959596,2506.846186868687,9646.724267676767,396
28,1,27.,769.6015625,815.845,1360.1771875,12786.89875,32
29,1,28.,2045.5693288590605,823.7778859060403,1580.2038926174496,7020.113657718121,298
30,1,29.,2485.7839805825242,660.372427184466,1415.8377669902914,6728.164174757282,103
31,1,30.,1061.8470818505336,901.1074733096085,1753.5780071174377,6213.383914590747,281
34,1,33.,1995.2993939393941,1052.9515151515152,1633.7057575757576,8105.828686868687,99
35,1,34.,2009.1572727272728,2318.592878787879,4826.609621212121,13730.490227272727,132
38,1,38.,2333.692611353712,1691.1628908296943,3199.266515283843,17128.900270742357,1145
39,1,39.,4941.307259713702,1760.986380368098,3409.0499591002044,17980.9854601227,489
42,1,42.,4413.581515151515,1783.0151515151515,4708.162727272727,17061.20212121212,33
