,basy_yydj,basy_ssjczbm1_for_str_7,HAOCAI-only_operation-7-E,JCJY-only_operation-7-E,YP-only_operation-7-E,ZFY-only_operation-7-E,记录条数-only_operation-7
0,1,,182.45914497965362,1267.8857547080534,1811.4634710261505,6582.025347465379,63402
13,1,00.9400,207.28102040816327,1442.2408163265306,3938.149795918367,9995.075714285715,49
20,1,01.4102,5152.879361702127,2303.1148936170216,4720.1089361702125,20128.86914893617,47
43,1,03.3101,981.0445918367346,1475.843724489796,5159.749693877551,12867.048826530612,196
49,1,03.5305,27082.026304347826,2886.413695652174,4417.613913043478,41090.321304347824,46
53,1,03.9100,254.15671052631578,1424.3436842105264,1122.6909210526314,9345.248157894737,76
54,1,03.9101,534.5345833333333,1744.3374999999999,891.78375,13446.262083333333,24
55,1,03.9102,414.0923312883436,1583.6564417177915,973.6912269938651,5936.303803680982,163
64,1,04.2x02,1182.798875,1961.4912499999998,615.80175,8385.103125,80
67,1,04.2x05,1983.3756701030927,1027.9131958762887,1381.491855670103,6211.381443298969,97
81,1,04.4900,2814.465948275862,1504.905172413793,3720.123189655172,12813.977241379309,116
88,1,04.7408,3644.525925925926,868.7744444444444,2225.88037037037,13203.292222222222,27
92,1,04.8101,107.8639875389408,1330.2068535825547,1268.025171339564,5590.333302180686,321
96,1,05.0x01,1184.239090909091,2055.1060606060605,815.7869696969698,17819.659393939393,33
99,1,05.3100,87.93590909090909,1243.87,1740.3740909090911,7569.2527272727275,22
113,1,06.4x00,6926.504594594595,2662.924054054054,2564.8505405405404,20607.777297297296,37
116,1,06.8100,1228.1882142857141,4345.589285714286,3213.991785714286,16568.14857142857,28
140,1,08.4401,104.9604761904762,513.6904761904761,195.39285714285714,2506.9361904761904,21
143,1,08.4902,186.93249027237354,625.061673151751,155.05750972762647,1827.659260700389,257
161,1,09.6x01,106.86723404255319,598.5180851063831,229.30255319148935,2224.6617021276597,47
165,1,09.8100,559.7287610619469,656.9398230088495,476.22150442477874,3333.72796460177,113
166,1,09.8101,977.6883720930232,563.4895348837209,621.7803488372093,4062.6854651162794,86
180,1,11.3201,211.66958598726114,574.2385350318472,252.6716560509554,2096.144840764331,314
181,1,11.3203,1957.98975,463.5058333333333,157.8885,3549.662,120
183,1,11.3900,313.6985714285714,787.8945054945054,151.4112087912088,2250.782637362637,91
184,1,11.3901,373.181113243762,560.370537428023,178.44992322456815,2335.4679078694817,521
197,1,12.6400,384.965652173913,909.8478260869565,340.6565217391304,3335.3230434782613,23
209,1,13.4100,2711.5480334620333,771.94109009009,193.91638996138997,6126.794270270269,7770
213,1,13.5900,2249.348484848485,640.9214141414142,226.06939393939393,4426.780707070708,99
216,1,13.7000,2273.874211409396,645.5804026845638,196.74810402684562,4527.449832214766,596
217,1,13.7100,1760.1208209633444,758.0921235989094,144.15058467131172,4997.371878218722,3301
234,1,14.6x02,3240.189041095891,812.7871232876712,347.8321917808219,6177.087260273973,73
239,1,14.7401,4777.5967005076145,873.5868020304569,390.4843147208122,11634.808578680204,197
241,1,14.7903,98.8716129032258,699.3984946236559,369.220752688172,1994.6120430107528,93
278,1,17.9127,459.43999999999994,1032.8,1011.1796153846154,5219.790769230769,26
