,basy_yydj,basy_ssjczbm1_for_str_6,HAOCAI-only_operation-6-E,JCJY-only_operation-6-E,YP-only_operation-6-E,ZFY-only_operation-6-E,记录条数-only_operation-6
0,1,,182.45914497965362,1267.8857547080534,1811.4634710261505,6582.025347465379,63402
12,1,00.940,207.28102040816327,1442.2408163265306,3938.149795918367,9995.075714285715,49
17,1,01.410,5047.8516666666665,2269.116666666667,4624.9525,19819.349583333333,48
30,1,03.090,24761.62740740741,2006.1666666666667,2563.11037037037,36472.81222222222,27
31,1,03.091,7985.392903225807,1866.3709677419354,2866.0183870967744,20879.650967741938,31
32,1,03.310,981.0445918367346,1475.843724489796,5159.749693877551,12867.048826530612,196
34,1,03.530,24136.61608695652,2808.23231884058,4168.824927536231,39591.59724637681,69
35,1,03.6x0,11001.898333333333,1722.3725000000002,2152.80625,19418.904166666667,24
37,1,03.910,378.86612167300376,1552.282205323194,1009.2737262357414,7606.717376425855,263
43,1,04.2x0,1668.8169777777778,1421.3937777777776,1057.4791555555555,7287.415822222222,225
50,1,04.490,2697.101557377049,1501.7599180327868,3610.71868852459,12489.863442622951,122
52,1,04.740,3423.822413793104,865.6003448275862,2212.8048275862066,12721.245172413792,29
54,1,04.810,106.07832835820895,1330.4513432835822,1256.4068358208954,5558.982029850747,335
55,1,05.0x0,1184.239090909091,2055.1060606060605,815.7869696969698,17819.659393939393,33
58,1,05.310,87.93590909090909,1243.87,1740.3740909090911,7569.2527272727275,22
65,1,06.4x0,6926.504594594595,2662.924054054054,2564.8505405405404,20607.777297297296,37
67,1,06.810,1228.1882142857141,4345.589285714286,3213.991785714286,16568.14857142857,28
87,1,08.440,104.9604761904762,513.6904761904761,195.39285714285714,2506.9361904761904,21
88,1,08.490,189.4587452471483,627.5055133079849,167.36612167300382,1855.176958174905,263
102,1,09.6x0,106.44083333333333,599.4572916666667,225.40875000000003,2210.0104166666665,48
105,1,09.810,740.3545226130652,616.5542713567839,539.1263316582914,3648.7548241206027,199
109,1,10.310,276.3064,643.3,168.7084,1881.5968,25
116,1,11.320,674.1127352297593,542.9722100656455,219.67728665207878,2474.4488402625825,457
117,1,11.390,364.3364869281046,594.2017156862745,174.42946078431373,2322.875816993464,612
129,1,12.640,629.8492156862745,775.7196078431372,544.8327450980393,5183.423137254902,51
137,1,13.410,2708.3831833954505,771.8943927515743,193.75468063230946,6124.7387135329645,7781
140,1,13.590,2249.348484848485,640.9214141414142,226.06939393939393,4426.780707070708,99
143,1,13.700,2273.874211409396,645.5804026845638,196.74810402684562,4527.449832214766,596
144,1,13.710,1760.1208209633444,758.0921235989094,144.15058467131172,4997.371878218722,3301
159,1,14.6x0,3240.189041095891,812.7871232876712,347.8321917808219,6177.087260273973,73
163,1,14.740,4712.0477722772275,877.4227722772278,389.745198019802,11506.625297029703,202
165,1,14.790,101.44053191489361,703.5112765957447,367.8023404255319,2005.5836170212765,94
196,1,17.912,44.64644549763033,813.9901658767772,1229.2044549763034,4688.30787914692,844
197,1,17.913,223.83841463414635,1091.831707317073,2143.5663414634146,5411.139512195122,82
204,1,17.950,58.57746666666667,1263.4238666666665,1531.3028000000002,4404.378,75
208,1,17.957,208.900490797546,856.3257668711657,1630.8492024539876,4642.1492024539875,163
209,1,17.961,36.56871794871795,655.4487179487179,605.5794871794872,3168.4635897435896,39
210,1,17.970,72.09951219512195,920.5939024390243,1578.0546341463414,4012.0343902439026,41
211,1,17.971,188.34612903225806,1239.601612903226,643.9590322580646,2916.56,31
212,1,17.972,1052.2401449275362,898.8333333333334,1110.4753623188406,4359.253188405797,69
217,1,17.983,2493.971809392265,684.4355662983426,3679.1537154696134,9394.752417127072,724
223,1,18.290,752.4775,768.5696428571429,1696.1717857142855,5279.998035714286,56
226,1,19.4x0,1007.8069411764706,1200.32,3578.179058823529,10408.784235294119,85
232,1,20.490,1158.3371428571427,1512.4657142857143,4597.14761904762,13452.413333333334,21
