,basy_zyzd_jbbm_for_str_4,basy_yydj,basy_ssjczbm1_for_str_4,age_group,AGE-HAOCAI-4-4-E,AGE-JCJY-4-4-E,AGE-YP-4-4-E,AGE-ZFY-4-4-E,记录条数-4-4
36,A02.,5,,0,91.91238095238096,1066.8438095238096,597.1071428571429,2764.404285714286,21
47,A02.,6,,0,135.24219512195123,1464.9219512195123,698.8385365853659,3366.211707317073,41
92,A03.,3,,0,90.1591111111111,549.5702222222222,458.81955555555555,2131.6393333333335,45
148,A04.,3,,0,98.8539534883721,644.2513953488373,402.05534883720935,1966.2981395348838,43
173,A04.,5,,0,63.28285714285715,610.0171428571429,306.062,1570.7704285714285,70
200,A04.,6,,0,93.28158620689655,1058.5580689655174,402.81324137931034,2318.036620689655,145
248,A04.,6,99.2,0,165.02695652173912,1170.905652173913,429.5282608695652,2516.2026086956525,23
279,A08.,2,,0,59.221830985915496,675.371971830986,285.5260563380281,1535.0681690140846,71
283,A08.,2,99.8,0,66.57571428571428,508.33035714285717,634.3303571428571,1756.142142857143,56
284,A08.,3,,0,51.994552683896615,574.6448508946322,261.19495029821076,1429.5524254473162,503
301,A08.,4,,0,89.08516129032257,651.516129032258,274.0170967741936,1859.86,31
304,A08.,5,,0,52.30819832402234,600.4218156424581,284.91592178770946,1552.215,716
312,A08.,5,17.9,0,27.24695652173913,583.1739130434783,191.45782608695652,1434.1830434782607,23
329,A08.,6,,0,68.08673407482306,814.492517694641,289.2308190091001,1850.119069767442,989
338,A08.,6,17.9,0,134.670350877193,600.2210526315789,341.6536842105263,1922.6289473684212,57
341,A08.,6,38.9,0,124.41,816.5963636363635,205.895,2099.4468181818183,22
349,A08.,6,88.7,0,79.93034482758621,1079.7655172413793,283.6289655172414,2195.593793103448,29
352,A08.,6,89.5,0,109.21736842105264,1219.9763157894736,297.98368421052635,2511.920526315789,38
355,A08.,6,93.3,0,92.40507575757577,1188.736590909091,751.0766666666666,3077.1640151515153,132
357,A08.,6,93.9,0,172.99565217391304,1474.9956521739132,599.7886956521739,3329.8634782608697,23
366,A09.,1,,5,49.60860465116279,914.239534883721,1740.4476744186047,3559.4862790697675,43
367,A09.,1,,6,31.64552631578947,894.7539473684211,1656.0226315789473,3469.230789473684,38
368,A09.,1,,8,64.88575,1057.74775,1624.09,3821.8455000000004,40
369,A09.,1,,9,72.98113207547169,947.435283018868,1478.0507547169811,3849.759056603774,53
395,A09.,2,,0,93.91618556701032,506.2288659793814,603.9221649484535,1654.416701030928,97
396,A09.,2,,1,27.059166666666666,614.7458333333333,709.388125,1817.9660416666666,48
397,A09.,2,,2,33.29857142857143,715.0547619047619,629.5954761904762,1723.3228571428572,42
398,A09.,2,,3,32.15243902439025,966.2365853658536,856.3946341463414,2500.3143902439024,41
399,A09.,2,,4,24.64326923076923,1102.0461538461539,979.7659615384616,2565.8463461538463,52
400,A09.,2,,5,56.80552941176471,1246.0811764705882,890.4972941176471,2754.173529411765,85
401,A09.,2,,6,28.568714285714286,1206.8842857142856,981.4118571428571,2739.645,70
402,A09.,2,,8,29.292688172043007,1330.8904301075268,1220.5374193548387,3170.1593548387095,93
403,A09.,2,,9,52.7856,1544.514,1145.0946,3429.2698,50
440,A09.,3,,0,56.656061269146605,537.194715536105,377.5983369803063,1575.8376695842448,914
441,A09.,3,,1,31.872083333333332,712.3033333333333,464.03125,1659.1024305555557,144
442,A09.,3,,2,30.897102803738317,817.1057009345794,516.3740186915887,1822.744672897196,107
443,A09.,3,,3,37.33855670103093,988.2123711340207,592.7294845360825,2096.408969072165,97
444,A09.,3,,4,40.957906976744184,1139.4765891472869,722.8070542635659,2499.1234108527133,129
445,A09.,3,,5,47.876424870466316,1168.950932642487,716.0573056994818,2515.7939896373055,193
446,A09.,3,,6,68.09464,1345.40896,854.92896,3053.5722400000004,125
447,A09.,3,,8,56.19171428571428,1416.8742285714286,927.3341142857142,3217.230514285714,175
448,A09.,3,,9,63.99360655737705,1437.9131147540984,1003.707131147541,3437.1854098360654,122
467,A09.,3,44.1,5,46.493043478260866,1622.3,1014.3969565217392,3586.4408695652173,23
528,A09.,3,99.9,5,12.704761904761906,2283.5714285714284,645.2071428571429,3875.2023809523807,21
532,A09.,4,,0,86.34967213114754,606.6201639344263,309.7055737704918,1569.9516393442623,61
537,A09.,4,,5,34.56444444444445,1370.7444444444443,518.7203703703703,2554.6825925925923,27
539,A09.,4,,8,71.67,1749.938095238095,955.3571428571429,3602.7266666666665,21
569,A09.,5,,0,47.79588043478261,617.7568260869566,278.64222826086956,1547.132510869565,920
570,A09.,5,,1,33.29136690647482,911.2630935251798,431.1136690647482,1887.461798561151,139
571,A09.,5,,2,29.267471264367817,980.8035632183909,414.8918390804597,1810.609425287356,87
572,A09.,5,,3,32.21063829787234,1158.9053191489363,600.3030851063829,2322.4643617021275,94
573,A09.,5,,4,40.80897196261682,1221.6720560747665,534.0853271028037,2378.9956074766355,107
574,A09.,5,,5,55.33261538461539,1611.5584102564103,799.8206666666666,3124.3779487179486,195
575,A09.,5,,6,53.78628205128205,1470.3122435897435,888.2526923076924,3167.4894871794872,156
576,A09.,5,,8,64.82867816091954,1657.157528735632,894.9569540229886,3432.217643678161,174
577,A09.,5,,9,75.9544094488189,1677.4170866141733,950.0426771653543,3785.9953543307083,127
581,A09.,5,17.9,0,18.490897435897434,669.3717948717949,174.74089743589744,1519.2164102564104,78
605,A09.,5,44.1,5,75.2,2104.445909090909,885.0131818181818,4143.212272727273,22
618,A09.,5,45.2,5,41.1192,1848.882,1272.9516,4474.370800000001,25
620,A09.,5,45.2,8,94.12272727272726,1992.0545454545454,965.5486363636363,4141.824090909091,22
686,A09.,6,,0,85.40730555555555,903.5270972222222,421.686125,2271.147013888889,720
687,A09.,6,,1,61.53588235294118,1320.980705882353,526.3395294117647,2559.597764705882,85
688,A09.,6,,2,56.33686046511628,1453.1872093023258,668.3466279069767,2812.0951162790698,86
689,A09.,6,,3,63.89672131147541,1430.640819672131,851.2868852459017,3011.5583606557375,61
690,A09.,6,,4,72.85470588235295,1933.5917647058823,801.572205882353,3586.5925,68
691,A09.,6,,5,87.03619469026549,1963.342831858407,1141.863628318584,4286.600265486726,113
692,A09.,6,,6,123.08948717948718,2333.772948717949,1424.148717948718,4934.1879487179485,78
693,A09.,6,,8,98.19877551020407,2567.2054081632655,1299.1354081632653,5334.607244897959,98
694,A09.,6,,9,117.95021276595745,2625.8784042553193,1657.1267021276597,5932.777234042553,94
697,A09.,6,17.9,0,184.208679245283,644.0494339622642,443.91415094339624,2244.747924528302,53
702,A09.,6,17.9,5,82.77269230769231,1816.44,1443.8934615384617,4532.555769230769,26
704,A09.,6,17.9,8,140.86304347826086,1785.0304347826086,1173.346956521739,4370.673913043478,23
712,A09.,6,38.9,0,205.36041666666665,942.8770833333333,351.71416666666664,2688.7641666666664,24
732,A09.,6,44.1,5,152.33642857142857,2727.3985714285714,1263.402142857143,5451.295,28
747,A09.,6,45.2,3,189.71476190476193,2794.13,1694.2561904761908,6306.653333333334,21
748,A09.,6,45.2,4,114.95833333333333,2679.89,1103.8186666666666,4962.557,30
749,A09.,6,45.2,5,148.49878048780488,2462.8658536585367,1308.170487804878,5446.103414634146,41
750,A09.,6,45.2,6,178.45518518518517,2710.0303703703707,1452.395185185185,5978.955925925926,27
751,A09.,6,45.2,8,227.4913043478261,3534.5086956521736,1955.5956521739133,7185.539130434782,23
799,A09.,6,93.3,0,65.30833333333334,633.1266666666667,414.65866666666665,2047.5536666666667,30
822,A09.,6,99.2,0,162.80984615384614,495.33415384615387,462.9793846153846,2301.191076923077,65
854,A15.,3,,1,62.96861111111111,922.8916666666667,896.5111111111112,3311.3991666666666,36
855,A15.,3,,2,81.34644444444444,1055.4044444444444,1193.9357777777777,3789.451111111111,45
856,A15.,3,,3,139.8086111111111,1266.6583333333333,1586.1711111111113,4695.026944444445,36
857,A15.,3,,4,125.94545454545454,1059.1696969696968,1337.5609090909093,3815.87,33
858,A15.,3,,5,96.16526315789474,1219.171052631579,1348.3292105263158,4080.6734210526315,38
908,A15.,5,,2,78.14857142857143,1985.204761904762,1296.3023809523809,4896.60761904762,21
909,A15.,5,,3,110.41724137931034,1963.8655172413792,1419.9627586206896,5224.235862068966,29
910,A15.,5,,4,113.40707317073169,1723.1048780487806,1390.7317073170732,4657.614390243903,41
911,A15.,5,,5,122.88525252525253,2138.3868686868686,1667.3263636363636,5781.82696969697,99
912,A15.,5,,6,120.53435294117646,2084.3183529411763,1599.0662352941176,5440.250235294118,85
913,A15.,5,,8,128.47532467532469,2162.865974025974,1733.0354545454547,5940.255324675324,77
914,A15.,5,,9,243.763125,2822.6559375,2426.44125,7967.1434375,32
931,A15.,5,33.2,5,225.33675675675678,2592.852162162162,1481.1151351351352,6492.364864864865,37
932,A15.,5,33.2,6,282.14738095238096,2755.0259523809523,1674.7097619047618,6805.5811904761895,42
933,A15.,5,33.2,8,355.2885714285714,3282.227619047619,1762.9680952380954,7976.839047619047,21
992,A15.,6,,1,267.7381632653061,2571.663673469388,1839.470612244898,7043.052857142858,49
993,A15.,6,,2,252.94456140350877,3725.747192982456,3029.414649122807,9621.976666666667,114
994,A15.,6,,3,232.55633027522936,3781.648348623853,3155.1336697247707,9702.53770642202,109
995,A15.,6,,4,243.32572519083968,3795.396030534351,3288.952748091603,10089.576946564886,131
996,A15.,6,,5,231.01467796610171,3878.9329152542373,3264.390779661017,9943.518881355933,295
997,A15.,6,,6,248.47449152542373,4009.6252966101692,3587.3329661016946,10586.268177966102,236
998,A15.,6,,8,273.56984375,4277.395208333333,3232.785625,10953.34734375,192
999,A15.,6,,9,235.31872093023256,5294.46476744186,4035.4989534883716,13302.498372093025,86
1036,A15.,6,32.2,5,17690.02619047619,8630.590476190477,5165.625714285714,43705.64047619047,21
1051,A15.,6,33.2,1,414.38572727272725,4905.4361818181815,3024.5550909090907,11250.031363636363,110
1052,A15.,6,33.2,2,296.0730290456432,4717.363402489626,2936.646639004149,10691.630456431534,241
1053,A15.,6,33.2,3,344.4902919708029,5214.964963503649,3602.17,12213.497664233577,137
1054,A15.,6,33.2,4,427.4991275167785,5672.856241610738,3204.233422818792,12843.387046979866,149
1055,A15.,6,33.2,5,432.2530303030303,5592.560454545454,3583.726553030303,12659.417575757576,264
1056,A15.,6,33.2,6,425.21910052910056,5505.2556613756615,3238.3323280423283,12395.927513227512,189
1057,A15.,6,33.2,8,479.1192024539878,5669.135030674846,3257.9566257668716,12717.661411042945,163
1058,A15.,6,33.2,9,560.6139393939394,5809.409090909091,2487.743636363636,12718.56696969697,33
1207,A16.,2,,5,86.31222222222222,1835.4194444444447,1307.2977777777778,4420.3825,36
1208,A16.,2,,6,81.77586206896552,1997.7658620689656,1451.1458620689657,5136.593103448276,29
