,basy_yydj,basy_ssjczbm1_for_str_5,HAOCAI-only_operation-5-E,JCJY-only_operation-5-E,YP-only_operation-5-E,ZFY-only_operation-5-E,记录条数-only_operation-5
0,1,,182.45914497965362,1267.8857547080534,1811.4634710261505,6582.025347465379,63402
12,1,00.94,207.28102040816327,1442.2408163265306,3938.149795918367,9995.075714285715,49
17,1,01.41,5047.8516666666665,2269.116666666667,4624.9525,19819.349583333333,48
28,1,03.09,15795.019310344827,1931.448275862069,2725.0094827586204,28138.536379310346,58
29,1,03.31,981.0445918367346,1475.843724489796,5159.749693877551,12867.048826530612,196
31,1,03.53,24136.61608695652,2808.23231884058,4168.824927536231,39591.59724637681,69
32,1,03.6x,11001.898333333333,1722.3725000000002,2152.80625,19418.904166666667,24
34,1,03.91,378.86612167300376,1552.282205323194,1009.2737262357414,7606.717376425855,263
39,1,04.2x,1663.0326872246696,1429.7295154185022,1050.7874889867842,7270.322070484582,227
44,1,04.49,2638.2499199999997,1501.24728,3595.3473599999998,12375.901039999999,125
45,1,04.74,3423.822413793104,865.6003448275862,2212.8048275862066,12721.245172413792,29
47,1,04.81,106.07832835820895,1330.4513432835822,1256.4068358208954,5558.982029850747,335
48,1,05.0x,1184.239090909091,2055.1060606060605,815.7869696969698,17819.659393939393,33
51,1,05.31,87.93590909090909,1243.87,1740.3740909090911,7569.2527272727275,22
58,1,06.4x,6926.504594594595,2662.924054054054,2564.8505405405404,20607.777297297296,37
60,1,06.81,1228.1882142857141,4345.589285714286,3213.991785714286,16568.14857142857,28
80,1,08.44,104.9604761904762,513.6904761904761,195.39285714285714,2506.9361904761904,21
81,1,08.49,189.4587452471483,627.5055133079849,167.36612167300382,1855.176958174905,263
95,1,09.6x,106.44083333333333,599.4572916666667,225.40875000000003,2210.0104166666665,48
98,1,09.81,740.3545226130652,616.5542713567839,539.1263316582914,3648.7548241206027,199
102,1,10.31,276.3064,643.3,168.7084,1881.5968,25
109,1,11.32,674.1127352297593,542.9722100656455,219.67728665207878,2474.4488402625825,457
110,1,11.39,364.3364869281046,594.2017156862745,174.42946078431373,2322.875816993464,612
122,1,12.64,629.8492156862745,775.7196078431372,544.8327450980393,5183.423137254902,51
130,1,13.41,2708.3831833954505,771.8943927515743,193.75468063230946,6124.7387135329645,7781
133,1,13.59,2249.348484848485,640.9214141414142,226.06939393939393,4426.780707070708,99
136,1,13.70,2273.874211409396,645.5804026845638,196.74810402684562,4527.449832214766,596
137,1,13.71,1760.1208209633444,758.0921235989094,144.15058467131172,4997.371878218722,3301
152,1,14.6x,3240.189041095891,812.7871232876712,347.8321917808219,6177.087260273973,73
156,1,14.74,4712.0477722772275,877.4227722772278,389.745198019802,11506.625297029703,202
158,1,14.79,101.44053191489361,703.5112765957447,367.8023404255319,2005.5836170212765,94
188,1,17.91,59.84220917822839,834.118356456777,1300.4819423692636,4723.904663820705,937
189,1,17.92,21.657727272727275,906.7370454545454,2486.8120454545456,5845.481818181818,44
191,1,17.95,153.78279527559056,997.7267322834646,1577.2735433070866,4569.457716535433,254
192,1,17.96,36.56871794871795,655.4487179487179,605.5794871794872,3168.4635897435896,39
193,1,17.97,598.5412179487179,978.9003205128206,1147.5987179487179,4005.391794871795,156
194,1,17.98,2472.468833107191,685.3751017639078,3684.233134328358,9370.164369063772,737
199,1,18.29,752.4775,768.5696428571429,1696.1717857142855,5279.998035714286,56
202,1,19.4x,1007.8069411764706,1200.32,3578.179058823529,10408.784235294119,85
208,1,20.49,1158.3371428571427,1512.4657142857143,4597.14761904762,13452.413333333334,21
214,1,21.09,1247.0458536585365,1019.0317073170733,1717.0075609756097,5809.110487804878,41
221,1,21.5x,2680.3995348837207,885.4813953488372,1440.683488372093,8212.723720930233,43
223,1,21.69,1987.0645267489713,794.5434979423868,1553.7152263374485,6979.99987654321,243
227,1,21.84,1209.614882352941,671.2658823529412,2231.9103529411764,7087.02194117647,170
232,1,22.12,1525.9057142857143,1488.2285714285713,3100.7461904761903,10663.531904761905,21
239,1,22.52,1522.4545454545455,624.2272727272727,1428.1954545454546,8110.968181818182,22
240,1,22.53,1189.3082960893855,1051.6738547486034,2498.8677932960895,9439.139720670391,358
262,1,28.2x,1756.5656842105261,923.3382105263158,2227.4826315789473,7411.289052631579,95
264,1,28.5x,1283.3659574468084,673.7595744680851,1206.277340425532,4653.997021276596,94
265,1,28.6x,2320.210145985401,788.2547445255474,1318.7149635036496,7545.689197080293,137
268,1,29.11,35.40840909090909,456.0556818181818,1769.793409090909,3621.013409090909,88
269,1,29.12,1343.4216666666666,865.6916666666666,1305.5695833333332,5575.916666666667,24
271,1,29.99,3025.2400000000002,598.8615384615384,1314.474871794872,7171.032692307693,78
272,1,30.09,974.6983333333334,868.2629166666666,1699.009487179487,6041.869006410256,312
275,1,31.42,21.076666666666668,638.3155555555555,1894.5506666666665,3668.082,45
277,1,32.20,0.0,3529.9210526315787,3956.7902631578945,42324.15657894737,38
283,1,33.22,1.6637192982456142,6955.257543859649,3077.075859649123,17034.233789473685,285
285,1,33.26,1812.9694666666664,989.9440000000001,1039.0980000000002,6202.3192,75
288,1,34.04,1318.2712621359224,2428.413203883495,5151.696699029127,12934.777669902913,103
297,1,34.91,315.2860240963855,2382.7553012048193,3963.362048192771,10436.469879518072,83
306,1,38.30,1505.229019607843,1101.5588235294117,2769.275882352941,12501.22794117647,102
310,1,38.59,2071.4244103773585,1674.9922759433962,2552.130683962264,15945.618844339622,848
317,1,38.91,4598.004402985074,1950.0328358208956,4567.167686567164,28654.61014925373,134
318,1,38.93,641.5157798165138,2223.9677064220186,6184.87,14296.046513761468,109
319,1,38.95,947.94,1730.9726315789476,1594.0410526315789,7062.033157894737,38
322,1,38.99,85.63818181818182,1805.5124242424245,2216.3633333333337,6255.57606060606,33
323,1,39.27,450.0728169014085,1274.9338028169016,1106.9222535211268,5678.878591549296,71
325,1,39.30,2790.1710714285714,1315.3964285714285,1982.873214285714,13420.445000000002,28
328,1,39.42,416.4647619047618,927.9047619047619,806.0033333333333,5702.398095238095,21
330,1,39.50,5804.371043478261,1387.5365217391306,642.445652173913,11745.458608695651,115
334,1,39.79,7934.665625,2765.2140625,5910.69171875,32180.46546875,64
338,1,39.95,285.7801225490196,1395.8806127450982,2833.840906862745,8339.169950980391,408
339,1,39.96,727.0550000000001,1419.2703703703705,5676.1177777777775,9603.463333333333,54
340,1,39.97,1434.5780263157897,1608.4736842105262,2854.127434210526,16589.856184210526,152
353,1,42.32,154.88400000000001,482.79200000000003,4471.7404,5691.9684,25
354,1,42.33,1814.954888888889,1134.4733333333334,3256.512222222222,9158.829555555556,45
360,1,43.41,349.92368421052635,912.23708915145,2484.2066272824923,5245.517733619763,931
364,1,44.11,204.4176923076923,1550.4625,4555.720192307692,10976.151923076923,52
365,1,44.13,119.71224050632911,1471.0510000000002,1683.141075949367,4508.551063291139,790
366,1,44.14,301.3831578947368,1819.6184210526317,3118.462368421053,8401.570789473684,38
376,1,45.23,776.4659706959707,1014.9205128205127,2300.2063003663006,5980.320183150183,273
380,1,45.30,1142.41,786.3761904761906,3662.1952380952384,7289.452857142857,21
384,1,45.42,1025.8297094017094,990.1188034188034,1785.7176923076922,6048.582085470085,585
385,1,45.43,1680.5815517241379,1277.1525862068966,1673.7593103448276,7585.159827586207,174
396,1,47.01,1384.9636257309942,1476.798245614035,2337.4973684210527,7981.611461988305,171
397,1,47.09,478.28818181818184,1249.6914285714286,2693.912467532468,6897.326883116883,77
403,1,48.35,3531.0565384615384,1532.3000000000002,2927.9273076923077,12241.246153846152,26
404,1,48.36,480.72174863387977,777.920218579235,3220.643797814208,6124.734043715847,366
405,1,48.41,1041.4413636363636,1344.9488636363637,3819.809090909091,8943.780454545455,44
410,1,48.76,1783.162385321101,699.5780733944954,4269.315825688073,9898.752935779818,218
414,1,49.01,393.77796610169486,855.9654237288136,1844.5033898305085,5658.6330508474575,59
416,1,49.04,2191.521753246753,728.4911038961039,3259.3255844155847,8686.05564935065,154
418,1,49.12,1916.6174999999998,733.5224999999999,2801.000972222222,8253.976111111111,72
421,1,49.39,1102.3620833333334,764.0500000000001,2073.9825,5809.002083333333,24
423,1,49.42,512.9443103448276,756.9594827586208,3272.6224137931035,8660.645172413793,58
425,1,49.45,2603.2318714555763,832.5041776937619,2429.391190926276,8543.29393194707,529
426,1,49.46,637.2665660377359,787.9085283018868,1712.5497358490566,6160.561433962264,265
427,1,49.47,677.8681481481482,671.5046913580246,1160.8048148148148,6966.16012345679,81
428,1,49.49,4536.954780114723,717.8490057361377,1726.3648565965582,10876.429560229446,523
432,1,49.73,953.8143181818182,737.8472727272728,2836.1890909090907,6754.740909090909,44
445,1,51.04,4687.995185185186,2219.2452674897118,7168.153497942387,18289.200781893003,243
447,1,51.22,946.9806451612903,1383.418064516129,3372.680322580645,8880.731935483871,31
448,1,51.23,1497.9215419161676,1611.2607035928143,2930.5621856287426,9495.69618263473,668
460,1,53.00,1363.9401515151515,1374.6204545454545,2015.175606060606,7727.18303030303,66
461,1,53.01,1308.5721739130436,1218.071739130435,1301.6052173913044,6128.534782608695,23
462,1,53.02,1236.965789473684,1103.796052631579,1337.8792105263158,6931.432894736842,38
464,1,53.04,1497.3773134328358,1154.0776119402985,1455.5825373134328,6297.144179104477,67
465,1,53.05,1762.8393548387096,1192.96,1778.2082258064518,6977.825000000001,62
486,1,54.51,1798.435637149028,583.0541036717062,1016.4476889848813,16318.34019438445,463
487,1,54.59,703.9777083333333,1003.0783333333334,1730.6512500000001,12079.348958333334,48
488,1,54.91,883.0519387755102,2362.915408163265,5503.767551020408,13687.191428571428,98
493,1,55.01,1682.3077272727276,1936.5090909090907,2680.560909090909,10866.642272727273,22
496,1,55.04,6550.50027027027,2806.75945945946,6217.603918918919,23783.40405405405,74
507,1,56.0x,4832.395647482014,2132.0071942446043,4142.424658273381,15016.485863309352,556
509,1,56.31,2301.91,1594.5368421052633,2944.096315789474,9785.09052631579,38
511,1,57.0x,774.2762222222223,1604.5191111111112,2707.2051111111114,7510.739111111111,45
517,1,57.32,386.9817948717949,1524.597435897436,2200.1053846153845,6162.76,39
524,1,57.94,468.9515646258504,1978.280612244898,2524.422993197279,7675.827006802721,147
533,1,59.8x,3622.4003883495143,1947.9718446601942,3874.5413592233012,11625.192038834952,103
534,1,59.99,449.47388888888895,684.7111111111111,1164.5033333333333,3648.525277777778,36
536,1,60.29,1245.1756666666665,1737.7616666666665,3648.4089166666668,10694.88775,120
551,1,62.99,969.9742307692309,1765.2141025641026,1281.046282051282,8881.964871794871,78
553,1,63.1x,373.7875362318841,724.7086956521739,1039.2839130434782,10135.679710144928,69
567,1,65.25,1085.7512195121951,1478.6780487804879,1739.6224390243904,9980.453170731707,41
579,1,65.81,14.073636363636364,538.3420454545454,689.9536363636363,21831.78090909091,88
582,1,66.01,1051.979487179487,1210.4446153846152,1416.5333333333333,10298.732820512821,39
583,1,66.02,417.87736842105267,695.2970175438596,1651.332807017544,15497.205701754385,114
587,1,66.29,2141.1302564102566,797.7564102564103,1034.217435897436,9914.952307692309,39
