,basy_zyzd_jbbm_for_str_3,basy_yydj,HAOCAI-3-only_disease-E,JCJY-3-only_disease-E,YP-3-only_disease-E,ZFY-3-only_disease-E,记录条数-3-only_disease
8,A02,3,92.92583333333333,1574.295,1772.7854166666666,4712.779583333334,24
10,A02,5,183.65264705882353,2013.124117647059,1718.6873529411766,5288.465,34
11,A02,6,288.14986666666664,2917.5427999999997,2251.7614000000003,7575.356066666666,150
13,A03,3,72.7785401459854,764.6237226277372,702.0799270072993,2526.475401459854,137
15,A03,5,55.78153846153846,1077.6897435897436,551.784358974359,2493.9958974358974,39
16,A03,6,155.49545454545455,1597.4333333333334,1414.347575757576,4377.123636363636,33
18,A04,3,78.169,913.6545714285714,582.4717142857144,2371.0631428571432,70
20,A04,5,72.33066225165562,1160.2406622516555,736.9602649006622,2728.3037748344373,151
21,A04,6,167.39878378378378,1612.956216216216,761.3834797297297,3691.2610472972974,296
29,A08,2,63.722627737226276,612.3497080291971,449.6690510948905,1661.2920437956204,137
30,A08,3,52.257069597069595,590.7308791208791,265.4874542124542,1456.0249267399267,546
31,A08,4,85.58999999999999,702.3333333333334,283.4745454545455,1889.2615151515151,33
32,A08,5,50.99169305724726,625.3885992691839,287.5397442143727,1574.8931668696712,821
33,A08,6,82.83967119370979,936.7640028591852,381.5004717655468,2206.4069049320947,1399
34,A09,1,73.77499999999999,910.5104545454545,1486.4344696969697,3530.8332196969695,264
35,A09,2,47.68846511627907,1067.2457519379846,927.3300930232558,2594.385488372093,645
36,A09,3,58.99218576906689,963.6487515977844,615.8505453770771,2311.334443971027,2347
37,A09,4,63.20755458515284,1219.3820524017467,554.4639737991266,2549.7199563318777,229
38,A09,5,58.65868473495416,1139.064308489438,597.1366919091271,2542.4369430051815,2509
39,A09,6,125.9219707057257,1654.9769818020418,915.0137505548158,3830.2054815801152,2253
41,A15,2,109.5469696969697,2192.5878787878787,1690.618484848485,5507.003636363636,33
42,A15,3,192.16651245551603,1350.203202846975,1395.100818505338,4585.1527046263345,281
43,A15,4,645.7626086956523,2450.1234782608694,1315.634347826087,6198.39,23
44,A15,5,402.3569900142653,2505.7088445078457,1702.4758630527817,6728.052382310984,701
45,A15,6,1073.8187036439858,5030.666310867462,3548.283305385359,13397.439106739763,3101
47,A16,2,131.94406862745097,2070.4801470588236,1774.6491666666666,5663.817352941176,204
48,A16,3,200.08365461847387,1930.6869477911646,1514.3891700133868,5696.517576974565,747
49,A16,4,440.51682926829267,2285.6687804878047,1813.1668292682925,6313.2709756097565,82
50,A16,5,352.81997876857747,2595.230941259731,1688.0480325548479,7077.941464968152,1413
51,A16,6,952.9034514260251,4995.106058377896,3121.5754099821747,12337.244939839571,4488
56,A17,5,930.2367391304348,5087.027391304348,3501.7076086956517,14139.439130434781,46
57,A17,6,1398.3016574585636,8290.20814917127,6642.968591160221,22889.87591160221,362
58,A18,1,8731.59653846154,1470.6592307692308,1992.124230769231,16481.127307692306,26
59,A18,2,7529.180666666667,2011.128888888889,2262.253777777778,14451.157111111113,45
60,A18,3,1690.7431,2113.9876999999997,1404.0294000000001,8530.5949,100
62,A18,5,1254.4320089285713,3270.2414732142856,1921.2454910714284,10265.079419642858,224
63,A18,6,4638.262302013423,5670.953275167786,4013.6902281879197,21153.888691275166,1490
65,A19,3,182.58481481481482,3875.567037037037,1922.1233333333334,9732.40074074074,27
67,A19,5,303.76882352941175,3728.565294117647,2477.1423529411763,9716.370882352941,34
68,A19,6,558.3845769230769,7528.9059230769235,5535.8949999999995,18550.939307692308,260
70,A22,3,118.84428571428572,700.0409523809524,2360.2557142857145,5064.914285714285,21
76,A23,6,2456.717586206896,4528.146206896551,2812.9155172413793,13203.091034482759,29
87,A31,6,410.2390909090909,6090.798409090909,4532.233863636364,14826.880909090909,44
94,A35,6,1863.8165217391304,6623.570869565217,9738.449565217392,26740.46347826087,23
97,A37,3,98.33575757575757,874.6757575757575,1379.2487878787879,3931.7778787878788,33
99,A37,5,103.56480392156864,956.0747058823529,1175.3966666666668,3578.403823529412,102
100,A37,6,236.67850210970465,1616.4322995780592,1429.5712869198312,5645.171582278481,474
102,A38,3,50.88133333333334,453.71566666666666,452.86333333333334,1758.9486666666667,30
104,A38,5,63.612826086956524,575.7195652173913,390.78021739130435,1790.8839130434783,92
105,A38,6,123.30000000000001,1019.6847222222223,653.8820833333334,2832.5066666666667,72
110,A40,6,1621.0744,7713.2796,9444.397733333333,26175.607066666667,75
111,A41,1,328.5940277777778,1930.5183333333334,3237.637083333333,8730.64361111111,72
112,A41,2,181.00628272251308,2495.2968062827226,3303.1555497382196,8375.492408376964,191
113,A41,3,379.23367986798684,3123.771320132013,3050.8361633663367,9886.309067656766,1212
114,A41,4,1057.3975813953489,6364.066837209301,6101.056604651164,20410.149255813954,215
115,A41,5,486.8801318851823,3078.053372123093,2838.70955003879,9411.02461598138,3867
116,A41,6,1258.6670605217032,6890.819788638004,6938.019698938035,21597.73522115682,9699
