,basy_zyzd_jbbm_for_str_7,basy_yydj,HAOCAI-7-only_disease-E,JCJY-7-only_disease-E,YP-7-only_disease-E,ZFY-7-only_disease-E,记录条数-7-only_disease
31,A04.900,6,402.2452631578947,2185.0298245614035,1425.9522807017543,5772.043684210526,57
46,A08.000,6,307.0202197802198,1743.5201098901098,734.6913186813188,4396.373956043956,91
56,A09.000,6,1249.6874193548385,7765.62,5522.031612903226,19814.99258064516,31
64,A09.004,3,279.2019230769231,1157.9115384615384,1041.54,3748.5834615384615,26
66,A09.004,5,614.6541666666666,2697.820833333333,2067.51125,7684.792916666666,24
67,A09.004,6,387.4921621621621,2828.9829729729727,2093.103783783784,7335.741621621622,74
77,A09.900,5,257.0772,1974.7879999999998,975.9331999999999,4622.6708,25
78,A09.900,6,418.15338028169015,2897.5598591549297,2053.7366197183096,7731.2661971830985,71
83,A09.901,6,371.2164583333333,1957.88375,1120.9470833333332,4828.827708333333,48
89,A09.902,6,515.1817647058824,2979.8160784313723,1904.7925490196078,7793.672549019608,51
96,A15.000,3,1282.0159090909092,1804.0090909090907,1806.5327272727272,7287.889090909091,22
98,A15.000,5,477.90541984732823,3310.8232824427478,2538.316641221374,9608.247938931298,131
99,A15.000,6,815.2717990654206,6447.952079439253,5854.964485981308,17645.562207943924,856
106,A15.007,3,380.2417391304348,1284.4347826086957,2457.2169565217396,5909.626086956521,23
107,A15.007,5,434.7307692307692,2900.2461538461534,2564.896153846154,8346.638461538461,26
108,A15.007,6,1303.8922680412372,4159.279896907216,3999.750309278351,13131.662577319588,97
111,A15.008,6,868.2161643835616,4009.7356164383564,2982.2126027397258,12012.216164383563,73
124,A15.200,6,4061.141578947368,6934.124887218045,3776.2003007518797,21197.94947368421,133
128,A15.201,6,11279.369855072464,7736.458985507247,4778.7553623188405,34348.19927536232,69
139,A15.300,6,523.4291785714286,4570.252607142857,2752.2743928571426,11342.139214285715,280
144,A15.307,6,523.8091836734694,4342.701836734695,3834.8995918367345,12788.453265306121,49
146,A15.308,6,705.4138095238095,3558.314285714286,1952.5285714285715,9834.034285714286,21
160,A15.601,6,841.8335064935065,5564.83012987013,1830.621038961039,12702.626233766234,77
175,A16.000,5,465.87583333333333,3443.3020833333335,3769.1452083333334,11692.499166666666,48
176,A16.000,6,589.0988829787234,4587.499255319149,2491.8107978723406,10610.588191489362,188
183,A16.007,6,381.92047619047617,3812.2571428571428,2443.192380952381,9390.378571428571,21
187,A16.008,6,671.4739090909092,3363.447272727273,1930.2967272727274,9899.292727272727,110
200,A16.020,6,1901.735714285714,7581.685714285714,1870.925,15400.865000000002,28
213,A16.200,3,562.3229347826087,4562.528695652174,3350.4008695652174,14058.80097826087,92
215,A16.200,5,825.7857751937985,3796.5197674418605,2589.691046511628,10629.001782945736,258
216,A16.200,6,995.3304677060133,6223.429769858946,4322.365360059391,15617.74749072012,1347
218,A16.201,6,13965.076785714287,7322.878571428571,6230.268928571429,39781.8675,28
226,A16.207,6,17518.2176,6461.911999999999,12493.1252,47631.7032,25
236,A16.400,6,1444.2628571428572,3109.404761904762,1176.5180952380952,9661.824761904762,21
242,A16.500,3,606.1737037037037,2558.7825925925927,2100.054074074074,7390.318888888888,27
244,A16.500,5,499.58732673267326,3281.5491089108914,1481.1229702970297,8015.320792079208,101
245,A16.500,6,758.1650694444444,5293.256388888888,2483.0310185185185,12276.568055555557,432
247,A16.501,6,7100.634418604651,7883.507906976744,14599.017209302325,42974.458372093024,43
251,A16.502,6,892.0432258064516,5880.317419354838,2691.065483870968,13508.0,31
255,A16.503,6,837.3293103448276,4133.066206896552,1907.1772413793103,9833.75448275862,29
260,A16.700,6,431.30625000000003,4963.4375,2729.5033333333336,11915.922083333333,24
271,A17.000,6,2324.776,9307.750272727273,9514.350272727273,30380.152545454544,110
280,A17.803,6,1510.5044642857142,11452.479821428571,11575.484910714285,35001.59857142857,112
283,A17.804,6,561.6778571428571,8231.693214285715,4904.7575,18190.643571428573,28
288,A18.000,6,16807.694528301887,7092.235283018867,5111.39641509434,44776.84566037735,53
298,A18.006,6,27505.738510638297,9603.426382978723,9735.95574468085,72770.07872340427,47
302,A18.007,6,23399.576629213483,7530.176741573034,7307.555505617976,52843.72528089888,89
309,A18.009,6,16058.0728,6762.371999999999,5988.1524,37648.558,25
349,A18.101,6,1000.5441935483872,5026.288387096774,2660.1029032258066,12699.46064516129,31
356,A18.103,6,4173.459310344828,4507.017931034483,3018.398965517242,22344.209827586204,58
378,A18.200,6,841.0074074074074,4473.265555555556,1740.891111111111,9929.492592592593,27
388,A18.205,6,1171.8698830409357,4567.111403508772,2474.170058479532,12293.619181286549,171
397,A18.300,6,1825.2407142857144,8927.872023809523,10947.842976190477,30859.503333333338,84
412,A18.314,6,918.3298611111111,6321.205,3438.5725,14737.457222222221,72
437,A18.808,6,2805.426470588235,11244.449705882353,5852.0552941176475,28000.101470588233,34
451,A19.001,6,897.5058108108109,10399.304324324325,10348.87135135135,30042.17716216216,74
