,basy_zyzd_jbbm_for_str_7,basy_yydj,age_group,AGE-HAOCAI-7-only_disease-E,AGE-JCJY-7-only_disease-E,AGE-YP-7-only_disease-E,AGE-ZFY-7-only_disease-E,记录条数-7-only_disease
56,A04.900,6,0,299.32978260869567,1571.182608695652,712.9773913043479,3760.191956521739,46
84,A08.000,6,0,307.0202197802198,1743.5201098901098,734.6913186813188,4396.373956043956,91
136,A09.004,6,0,371.90814814814814,1449.9662962962962,1086.72,4615.357777777778,27
251,A15.000,5,5,403.6513793103448,2844.9717241379312,2279.454827586207,8253.081379310344,29
252,A15.000,5,6,459.9625,3501.81875,2479.2859375,9764.0303125,32
253,A15.000,5,8,398.9836,3382.632,2641.6220000000003,9603.4956,25
255,A15.000,6,1,902.0492307692307,7245.778974358975,7134.464871794872,19887.945384615385,39
256,A15.000,6,2,936.2869827586208,6052.3770689655175,6131.412413793103,17625.232413793103,116
257,A15.000,6,3,1167.6462711864408,7567.72593220339,8192.106949152543,22331.44186440678,59
258,A15.000,6,4,1149.0104999999999,5955.81275,6099.398375,17624.694375,80
259,A15.000,6,5,771.2762385321101,6439.395275229357,5672.518256880734,17011.74013761468,218
260,A15.000,6,6,673.781011904762,6264.785595238095,5601.855892857143,17137.8325,168
261,A15.000,6,8,560.2875352112676,6415.124366197183,4500.897464788732,15806.766690140847,142
262,A15.000,6,9,952.2711764705882,7194.270588235295,6889.036470588235,21312.874117647058,34
294,A15.007,6,5,441.525,4354.003846153846,3677.6034615384615,11896.341923076923,26
295,A15.007,6,6,361.34576923076924,3370.308076923077,2769.6684615384615,8918.65,26
339,A15.200,6,4,5924.0278125,8054.133125,5497.894375,28850.96625,32
340,A15.200,6,5,5715.921875,6285.915,2994.75875,20539.655625,32
341,A15.200,6,6,4578.360476190476,6635.211904761905,3528.8047619047616,21385.253333333334,21
353,A15.201,6,5,14608.902399999999,8860.0632,5504.53,40297.9936,25
388,A15.300,6,1,332.12760000000003,4047.704,1395.3880000000001,8631.7752,25
389,A15.300,6,2,420.67857142857144,3860.1178571428572,1798.319107142857,8829.605178571428,56
390,A15.300,6,3,488.1084375,4123.68125,3045.3134375,11317.510625,32
391,A15.300,6,4,438.1,4215.411111111111,2464.2530555555554,10269.534166666666,36
392,A15.300,6,5,752.254375,5266.662916666667,3594.170833333333,13585.702708333332,48
393,A15.300,6,6,481.25057142857145,4219.328571428571,2896.662857142857,10529.218,35
394,A15.300,6,8,644.5761764705883,5704.544117647059,3528.985882352941,14476.159705882354,34
504,A16.000,6,2,474.9755555555555,3258.980555555556,2223.2663888888887,8662.018055555556,36
505,A16.000,6,3,581.7486363636364,4663.917272727273,2085.699090909091,10100.06090909091,22
507,A16.000,6,5,686.25,4640.9212765957445,2428.114680851064,10837.298723404256,47
508,A16.000,6,6,862.9046153846155,5511.429615384616,2687.733846153846,12173.338846153845,26
509,A16.000,6,8,531.021923076923,5645.923846153846,4144.573076923077,13639.601538461538,26
558,A16.008,6,1,612.04,2663.1428571428573,1282.8214285714287,7507.966785714286,28
559,A16.008,6,2,831.3568965517242,3093.927586206896,1824.06,9942.696206896551,29
650,A16.200,5,2,793.8852173913044,3201.1869565217394,1809.604347826087,8553.307391304348,23
651,A16.200,5,3,575.9992,3112.364,2517.9592,9078.6892,25
652,A16.200,5,4,947.3430769230769,3349.2038461538464,2193.5584615384614,10304.516153846153,26
653,A16.200,5,5,1309.7334999999998,4279.995,3144.786833333333,12754.719333333334,60
654,A16.200,5,6,475.86813953488377,3779.7341860465117,2928.3148837209305,10408.539069767441,43
655,A16.200,5,8,886.8178,4101.4756,2655.9365999999995,11091.3738,50
658,A16.200,6,1,562.4964705882353,5756.243014705883,3362.944411764706,13210.261985294117,136
659,A16.200,6,2,993.5943720930233,6274.128790697674,4326.532093023256,15447.375488372092,215
660,A16.200,6,3,784.367251908397,5780.883740458015,4220.197022900764,14521.179389312978,131
661,A16.200,6,4,1580.1322699386503,6182.612944785276,4166.512883435583,16004.387730061351,163
662,A16.200,6,5,1150.2219485294117,6298.806544117648,4144.1025735294115,15397.457426470588,272
663,A16.200,6,6,1273.2028,6662.143485714287,4602.157085714286,17086.843485714286,175
664,A16.200,6,8,654.1962275449102,6315.490778443113,5152.002994011976,16697.813053892216,167
665,A16.200,6,9,533.2866176470588,6444.225441176471,5348.298235294118,17589.46823529412,68
760,A16.500,6,1,534.2155555555555,4360.499629629629,2113.1285185185184,10330.032222222222,27
761,A16.500,6,2,842.2026388888888,4384.5536111111105,2111.448194444444,10811.592083333333,72
762,A16.500,6,3,663.17,5597.317454545455,1718.7138181818182,11276.25981818182,55
763,A16.500,6,4,863.0546296296296,5803.259259259259,2298.600185185185,12806.311666666666,54
764,A16.500,6,5,754.5553846153846,4935.58,2781.6765384615383,12369.98423076923,78
765,A16.500,6,6,752.0745161290323,5753.181935483872,3232.3012903225804,13813.079677419353,62
766,A16.500,6,8,866.177962962963,5957.310555555556,2629.8607407407408,13534.25962962963,54
767,A16.500,6,9,579.4362068965518,5699.229655172414,2923.3889655172416,12979.054827586206,29
870,A17.803,6,1,1668.5122727272726,13651.44090909091,13163.287727272727,39271.21,22
871,A17.803,6,2,1904.2108695652173,10230.888260869566,11797.531304347825,35722.41391304348,23
1145,A18.205,6,2,1187.6724074074073,4719.957407407408,2388.3905555555557,12503.71962962963,54
1146,A18.205,6,3,1087.9877777777776,4457.792777777778,3605.3719444444446,13804.545833333334,36
1147,A18.205,6,4,1275.6525,4597.6875,2036.6833333333334,11647.810416666667,24
