,basy_yljgid,basy_caption,basy_dept_adrresscode,basy_yydj
16435,JG_510000004372,金堂县赵镇社区卫生服务中心（金堂县赵镇街道公共卫生所）,510121,未评级未评等
16436,JG_510000905981,南充临江医院,511303,二级未评等
16442,JG_510000004266,成都市新都区新都街道龙虎社区卫生服务中心,510114,未评级未评等
16443,JG_510000906471,渠县爱视眼科医院,511725,未评级未评等
16447,JG_510000006408,江油市重华镇卫生院,510781,未评级未评等
16481,JG_510000161310,慈音社区卫生服务中心,510903,未评级未评等
16483,JG_510000008488,蓬安县巨龙中心卫生院,511323,未评级未评等
16489,JG_510000904003,安岳仁安医院有限公司,512021,一级未评等
16507,JG_510000010526,大竹县高明镇卫生院,511724,未评级未评等
16511,JG_510000013306,盐源县金河镇卫生院,513423,未评级未评等
16535,JG_510000148133,资阳毛氏骨科医院,512002,二级乙等
16539,JG_510000010834,雅安市雨城区望鱼镇中心卫生院,511802,未评级未评等
16553,JG_510000003752,壤塘县人民医院,513230,二级甲等
16557,JG_510000147876,自贡三松汇兴医院,510399,一级甲等
16569,JG_510000187210,成都双流蛟龙港医院有限公司,510116,二级未评等
16570,JG_510000008276,南部县宏观乡卫生院,511321,未评级未评等
16587,JG_510000008698,仪陇县凤仪乡卫生院,511324,未评级未评等
16589,JG_510000006686,青川县竹园镇中心卫生院,510822,未评级未评等
16666,JG_510000004318,成都市新都区桂湖街道城西社区卫生服务中心,510114,未评级未评等
16671,JG_510000905865,四川友好医院,511903,三级乙等
16693,JG_510000919467,开江久扬中医医院,511723,一级未评等
16694,JG_510000005590,中江县富兴镇卫生院,510623,未评级未评等
16725,JG_510000009214,洪雅县中保镇卫生院,511423,未评级未评等
16746,JG_510000008072,高坪区清溪社区卫生服务中心,511303,未评级未评等
16753,JG_510000011900,乐至县大佛镇中心卫生院,512022,未评级未评等
16758,JG_510000933340,江油怡康老年病医院,510781,未评级未评等
16768,JG_510000201136,冕宁县锦成医院,513433,一级未评等
16778,JG_510000013654,宁南县松新镇卫生院(松新镇妇幼保健计划生育服务站）,513427,未评级未评等
16785,JG_510000009834,岳池县黄龙乡卫生院,511621,未评级未评等
16794,JG_510000011196,巴中市恩阳区关公镇卫生院,511903,未评级未评等
16816,JG_510000005742,广汉市雒城街道顺德路社区卫生服务中心,510681,未评级未评等
16817,JG_510000170580,彭州佳和医院,510182,一级未评等
16823,JG_510000006494,广元市利州区河西街道天曌社区卫生服务中心,510802,未评级未评等
16865,JG_510000003776,甘孜藏族自治州藏医院,513301,二级甲等
16869,JG_510000011172,巴中市恩阳区兴隆镇卫生院,511903,未评级未评等
16876,JG_510000008170,南充市嘉陵区李渡镇中心卫生院（南充市嘉陵区第二人民医院）,511304,未评级未评等
16879,JG_510000X82273,武胜东双滨江医院,511622,一级未评等
16897,JG_510000198134,绵竹仁爱医院,510683,二级乙等
16904,JG_510000930673,阆中益民医院,511381,未评级未评等
16916,JG_510000004982,荣县双石中心卫生院,510321,未评级未评等
16917,JG_510000004916,大安区新店镇卫生院,510304,未评级未评等
16930,JG_5100001929861,旺苍仁康医院,510821,一级甲等
16935,JG_510000013776,布拖县拖觉镇中心卫生院,513429,未评级未评等
16938,JG_510000008606,仪陇县观紫中心卫生院,511324,未评级未评等
16949,JG_510000010766,万源市永宁镇卫生院,511781,未评级未评等
16950,JG_510000007584,乐山市五通桥区金山镇中心卫生院,511112,未评级未评等
16951,JG_510000004526,大邑县青霞街道社区卫生服务中心,510129,未评级未评等
16953,JG_510000007794,沐川县箭板镇卫生院,511129,未评级未评等
16967,JG_510000938868,大竹众幸医院,511724,未评级未评等
17029,JG_510000908513,犍为新城医院,511123,一级未评等
17037,JG_510000907221,眉山蕴缨妇产医院,511402,二级未评等
17074,JG_510000927137,成都八一骨科医院,510105,三级甲等
17120,JG_510000007182,射洪市官升镇卫生院,510981,未评级未评等
17161,JG_510000202246,遂宁市安居区柔刚社区卫生服务中心,510904,未评级未评等
17205,JG_510000009342,宜宾市翠屏区永兴镇中心卫生院,511502,未评级未评等
17231,JG_510000010192,达州市达川区大堰镇卫生院,511703,未评级未评等
17240,JG_510000904427,内江东兴瑞康医院,511011,一级甲等
17241,JG_510000001750,泸州石油医院,510502,一级未评等
17290,JG_510000004236,成都市龙泉驿区山泉镇公立卫生院,510112,未评级未评等
17291,JG_510000006990,苍溪县岳东镇卫生院,510824,未评级未评等
17296,JG_510000009578,珙县洛亥镇卫生院,511526,未评级未评等
17317,JG_510000X68743,绵阳爱贝尔妇产医院,510771,二级未评等
17350,JG_510000002916,仁寿县精神卫生保健院,511421,二级未评等
17372,JG_510000001334,成都郫都川电医院,510117,一级未评等
17394,JG_510000162076,成都世博医院,510106,一级未评等
17403,JG_510000010928,荥经县五宪镇卫生院,511822,未评级未评等
17407,JG_510000195914,成都长济老年病专科医院,510106,二级未评等
17408,JG_510000005354,合江县大桥中心卫生院（合江县第四人民医院）,510522,未评级未评等
17430,JG_510000009488,长宁县老翁镇卫生院,511524,未评级未评等
17469,JG_510000001434,彭州市传染病医院,510182,未评级未评等
17481,JG_510000001680,攀枝花市第四人民医院,510411,未评级未评等
17492,JG_510000936794,凉山彝族自治州第七人民医院,513401,三级未评等
17504,JG_510000173920,江安县江安镇卫生院,511523,未评级未评等
17514,JG_510000002586,乐山沙湾管山医院,511111,一级甲等
17517,JG_510000003922,西昌力平医院,513401,一级甲等
17527,JG_510000011998,成都东部新区石盘社区卫生服务中心,510197,未评级未评等
17558,JG_510000172874,成都爱道医院,510199,未评级未评等
17582,JG_510000001726,西南医科大学附属口腔医院,510502,三级甲等
17612,JG_510000003636,四川省乐至县中医医院,512022,三级乙等
17649,JG_510000931484,成都九如城康复医院,510107,二级未评等
17672,JG_510000189024,隆昌双英医院,511083,一级未评等
17688,JG_510000007520,乐山市市中区青平镇卫生院,511102,未评级未评等
17700,JG_510000913637,成都长生肾病医院,510108,二级未评等
17701,JG_510000007344,威远县东联镇卫生院,511024,未评级未评等
17732,JG_510000004246,成都市青白江区大同镇卫生院,510113,未评级未评等
17735,JG_510000045160,安岳川中医院,512021,二级乙等
17747,JG_510000162778,平昌县小桥街社区卫生服务中心,511923,未评级未评等
17750,JG_510000000938,科学园医院,510107,一级未评等
17752,JG_510000013422,德昌县茨达镇卫生院,513424,未评级未评等
17771,JG_510000006248,梓潼县长卿镇卫生院,510725,未评级未评等
17774,JG_510000932320,彭州爱瞳眼科医院,510182,未评级未评等
17777,JG_510000003512,荥经荥兴医院,511822,一级甲等
17784,JG_510000189202,四川师范大学成龙校区医院,510112,一级未评等
17804,JG_510000008020,高坪区走马镇卫生院,511303,未评级未评等
17808,JG_510000007534,乐山市市中区安谷镇车子卫生院,511102,未评级未评等
17840,JG_510000917351,眉山弘济中医医院,511402,未评级未评等
17858,JG_510000003654,简阳北门医院,510185,一级甲等
17866,JG_510000011896,乐至县南塔街道社区卫生服务中心,512022,未评级未评等
17872,JG_510000010252,宣汉县马渡关镇庆云卫生院,511722,未评级未评等
17884,JG_510000004718,邛崃市羊安街道中心卫生院,510183,未评级未评等
17900,JG_510000008646,仪陇县福临乡卫生院,511324,未评级未评等
17908,JG_510000X63835,宣汉宣德精神病医院有限公司,511722,一级未评等
17917,JG_510000926455,成都市成华区天府众合老年护理中心,510108,未评级未评等
17924,JG_510000007710,井研县三江镇卫生院,511124,未评级未评等
17925,JG_510000183712,自贡高新区学苑街社区卫生服务中心（高新区）,510399,未评级未评等
17926,JG_510000007190,射洪市文升镇卫生院,510981,未评级未评等
17943,JG_510000009254,青神县西龙镇中心卫生院,511425,未评级未评等
17952,JG_510000174096,什邡国仁医院,510682,未评级未评等
17956,JG_510000187954,成都新都力泰医院,510114,一级未评等
17957,JG_510000003414,开江县妇幼保健计划生育服务中心,511723,二级甲等
17972,JG_510000001796,合江县妇幼保健院,510522,二级乙等
17985,JG_510000167450,成都康福肾脏病医院,510107,二级未评等
17997,JG_510000010276,宣汉县峰城镇中心卫生院,511722,未评级未评等
18022,JG_510000190648,宜宾翠屏川北医院,511502,一级未评等
18061,JG_510000014018,凉山州喜德县冕山镇中心卫生院,513432,未评级未评等
18070,JG_510000009862,岳池县裕民镇卫生院,511621,未评级未评等
18078,JG_510000011920,乐至县宝林镇中心卫生院,512022,未评级未评等
18101,JG_510000009530,高县沙河镇中心卫生院,511525,未评级未评等
18104,JG_510000013386,盐源县田湾乡卫生院,513423,未评级未评等
18111,JG_510000014094,冕宁县和爱乡卫生院,513433,未评级未评等
18118,JG_510000X24679,富顺县富世街道社区卫生服务中心,510322,未评级未评等
18120,JG_510000013334,盐源县右所乡卫生院,513423,未评级未评等
18157,JG_510000010698,万源市古东关街道社区卫生服务中心,511781,未评级未评等
18172,JG_510000014218,越西县大花镇卫生院,513434,未评级未评等
18174,JG_510000008372,营山县回龙中心卫生院,511322,未评级未评等
18180,JG_510000011494,南江县云顶镇卫生院,511922,未评级未评等
18188,JG_510000164822,盐亭康复医院,510723,未评级未评等
18193,JG_510000004368,金堂县又新镇卫生院,510121,未评级未评等
18194,JG_510000011938,乐至县东山镇卫生院,512022,未评级未评等
18204,JG_510000900059,江安爱民医院,511523,一级未评等
18215,JG_510000011286,巴州区梁永镇卫生院,511902,未评级未评等
18239,JG_510000006106,盐亭县文通镇中心卫生院,510723,未评级未评等
18256,JG_510000006596,广元市朝天区羊木镇中心卫生院,510812,未评级未评等
18260,JG_510000007930,峨眉山市峨山街道社区卫生服务中心,511181,未评级未评等
18274,JG_510000012394,壤塘县上寨中心卫生院,513230,未评级未评等
18278,JG_510000172804,成都双流贸园医仁医院,510116,一级未评等
18294,JG_510000000730,成都银康银屑病医院（成都银康银屑病医院互联网医院）,510105,二级未评等
18296,JG_510000007582,乐山市五通桥区金粟镇卫生院,511112,未评级未评等
18298,JG_510000005854,绵阳市涪城区新皂镇卫生院,510703,未评级未评等
18332,JG_510000900188,宜宾竞康医院,511502,一级甲等
18349,JG_510000009730,广安市前锋区虎城镇卫生院,511603,未评级未评等
18355,JG_510000008200,南部县王家中心卫生院,511321,未评级未评等
18356,JG_510000004574,蒲江县甘溪镇公立卫生院,510131,未评级未评等
18371,JG_510000003720,金川县人民医院,513226,二级甲等
18385,JG_510000173038,都江堰协康医院,510181,一级未评等
18395,JG_510000011410,通江县新场镇卫生院,511921,未评级未评等
18425,JG_510000007108,蓬溪县明月中心卫生院,510921,未评级未评等
18435,JG_510000002794,南部县妇幼保健计划生育服务中心（南部县妇幼保健院、南部县妇女儿童医院）,511321,三级乙等
18455,JG_510000926938,成都温江京良医院,510115,一级未评等
18462,JG_510000010024,邻水县黎家镇卫生院,511623,未评级未评等
18463,JG_510000011228,巴州区玉堂街道凌云社区卫生服务中心石门诊部,511902,未评级未评等
18471,JG_510000202004,成都中德肾病医院,510108,二级未评等
18481,JG_510000014084,冕宁县沙坝中心卫生院,513433,未评级未评等
18488,JG_510000004288,成都新都竹友医院,510114,一级未评等
18491,JG_510000011588,平昌县大寨镇中心卫生院,511923,未评级未评等
18504,JG_510000X28149,珙县兴康医院,511526,一级甲等
18518,JG_510000012046,成都东部新区清风卫生院,510197,未评级未评等
18525,JG_510000183696,巴中平安内分泌专科医院,511902,一级未评等
18530,JG_510000010002,邻水县八耳镇卫生院,511623,未评级未评等
18531,JG_510000901987,都江堰南桥医院,510181,一级未评等
18543,JG_510000200340,威远国新精神病医院,511024,二级未评等
18545,JG_510000006194,绵阳市安州区河清镇中心卫生院,510705,未评级未评等
18563,JG_510000187140,自贡荣州骨科医院,510321,二级未评等
18567,JG_510000160450,达州紫荆妇产医院,511703,未评级未评等
18575,JG_510000013556,会东县姜州镇中心卫生院,513426,未评级未评等
18577,JG_510000907177,仁寿文宫爱岷医院有限责任公司,511421,一级未评等
18580,JG_510000006134,盐亭县大兴回族乡卫生院,510723,未评级未评等
18582,JG_510000012290,小金县四姑娘山镇卫生院,513227,未评级未评等
18583,JG_510000006420,江油市永胜镇卫生院,510781,未评级未评等
18588,JG_510000004268,成都市新都区新繁街道社区卫生服务中心,510114,未评级未评等
18598,JG_510000011096,芦山县大川镇中心卫生院,511826,未评级未评等
18600,JG_510000011732,资阳市雁江区宝台镇卫生院,512002,未评级未评等
18604,JG_510000202100,成都成华脑康心理医院有限公司,510108,未评级未评等
18612,JG_510000926811,什邡华誉精神病医院,510682,二级未评等
