,basy_yydj,jbbm,ssbm,num,level_耗材费_mean,level_检查检验费_mean,level_药品费_mean,level_总费用_mean
85,一级乙等,E41.X01,S,22,57.52818181818181818181818182,817.1077272727272727272727273,3021.980454545454545454545455,5291.340454545454545454545455
86,一级乙等,E77.801,S,11,28.03636363636363636363636364,608.9654545454545454545454545,2646.063636363636363636363636,4661.350909090909090909090909
87,一级乙等,E87.600,S,16,43.8225,545.846875,1098.16,1991.22
88,一级乙等,E87.801,S,12,25.98166666666666666666666667,438.9908333333333333333333333,817.9016666666666666666666667,1778.753333333333333333333333
89,一级乙等,F06.801,S,216,12.39064814814814814814814815,634.0222222222222222222222222,683.9678240740740740740740741,10654.34375
90,一级乙等,F06.802,S,17,10.91764705882352941176470588,272.3470588235294117647058824,626.2305882352941176470588235,5703.062941176470588235294118
91,一级乙等,F06.808,S,11,209.8181818181818181818181818,552.9181818181818181818181818,2093.073636363636363636363636,7698.073636363636363636363636
92,一级乙等,F06.900,S,70,3.887857142857142857142857143,443.6332857142857142857142857,564.3741428571428571428571429,6891.547
93,一级乙等,F09.X00,S,33,38.46212121212121212121212121,390.5424242424242424242424242,862.4690909090909090909090909,7885.610606060606060606060606
94,一级乙等,F09.X03,S,519,12.77938342967244701348747592,597.2354142581888246628131021,630.0009441233140655105973025,9415.297842003853564547206166
95,一级乙等,F10.500,S,233,5.190472103004291845493562232,739.9714163090128755364806867,549.4654506437768240343347639,11134.15871244635193133047210
96,一级乙等,F15.501,S,10,12.288,240.31,829.668,4091.601
97,一级乙等,F20.000,S,36,5.075833333333333333333333333,822.775,862.6113888888888888888888889,12610.81388888888888888888889
98,一级乙等,F20.400,S,14,24.24571428571428571428571429,193.1964285714285714285714286,469.2707142857142857142857143,5446.92
99,一级乙等,F20.900,S,4173,8.328519051042415528396836808,553.1137047687514977234603403,629.7774934100167745027558112,10276.05419362568895279175653
100,一级乙等,F25.900,S,13,4.295384615384615384615384615,861.9484615384615384615384615,1062.007692307692307692307692,14594.79
101,一级乙等,F30.200,S,81,5.081728395061728395061728395,784.3765432098765432098765432,668.4153086419753086419753086,12690.89234567901234567901235
102,一级乙等,F30.900,S,34,5.419117647058823529411764706,947.4970588235294117647058824,871.4897058823529411764705882,13098.95441176470588235294118
103,一级乙等,F31.000,S,22,27.11772727272727272727272727,532.7318181818181818181818182,931.99,9357.957727272727272727272727
104,一级乙等,F31.200,S,51,3.526470588235294117647058824,851.6098039215686274509803922,833.3841176470588235294117647,13164.35254901960784313725490
105,一级乙等,F31.900,S,25,5.4472,475.052,858.7936,9110.9668
106,一级乙等,F45.403,S,10,58.943,1161.695,1058.669,2629.641
107,一级乙等,F72.100,S,107,19.70467289719626168224299065,423.4621495327102803738317757,538.6995327102803738317757009,8992.629065420560747663551402
108,一级乙等,F73.000,S,10,20.80,236.59,532.251,5825.161
109,一级乙等,F78.100,S,15,38.02533333333333333333333333,228.3733333333333333333333333,566.37,5995.895333333333333333333333
110,一级乙等,F79.000,S,102,20.42372549019607843137254902,229.8196078431372549019607843,595.1047058823529411764705882,7089.707156862745098039215686
111,一级乙等,F79.100,S,349,5.207621776504297994269340974,696.2278223495702005730659026,513.6740114613180515759312321,11937.24561604584527220630372
112,一级乙等,F79.800,S,53,28.06792452830188679245283019,318.5405660377358490566037736,658.5052830188679245283018868,6550.361886792452830188679245
113,一级乙等,F79.900,S,10,7.402,279.98,266.72,6232.287
114,一级乙等,F99.X00,S,22,33.19636363636363636363636364,801.515,787.2286363636363636363636364,10114.98545454545454545454545
115,一级乙等,G20.X00,S,18,13.90666666666666666666666667,365.2666666666666666666666667,1294.184444444444444444444444,2371.45
116,一级乙等,G20.X03,S,34,9.640588235294117647058823529,520.0347058823529411764705882,1556.322941176470588235294118,3778.705294117647058823529412
117,一级乙等,G31.902,S,64,54.0109375,573.796875,1610.01671875,3287.94296875
