,basy_yydj,basy_ssjczbm1_for_str_8,HAOCAI-only_operation-8-E,JCJY-only_operation-8-E,YP-only_operation-8-E,ZFY-only_operation-8-E,记录条数-only_operation-8
0,1,,722.5190226628895,1457.8878517469311,3631.5153116147308,11798.498290840414,2118
10,1,01.4102,2450.232916666667,2706.9375,5485.259166666667,20071.179583333334,24
27,1,03.9102,491.29833333333335,1421.3083333333334,1694.91,6504.620833333333,24
47,1,04.8101,559.0223529411765,1306.9414705882355,1183.7252941176469,5759.0952941176465,34
51,1,06.1101,11529.609569892473,1825.367741935484,2416.263225806452,21573.052043010754,93
53,1,06.3100x,14327.783333333331,1555.0461538461539,3240.7335897435896,26273.063076923077,39
69,1,09.8100,438.84305555555557,594.3472222222222,1028.9191666666666,3823.025833333333,36
71,1,09.8101,1235.0269999999998,476.8333333333333,414.219,4233.747666666666,30
77,1,11.3201,814.7472727272726,632.940909090909,568.7245454545455,3142.4309090909087,22
79,1,11.3203,2225.991785714286,390.82321428571424,166.3267857142857,3546.4489285714285,28
81,1,11.3901,1079.725352112676,577.1211267605634,204.3343661971831,3103.788732394366,71
91,1,13.4100,4715.88288590604,760.1125503355705,182.35805369127516,7289.281644295303,298
92,1,13.4100x,2494.0647147147147,732.0421367521368,175.7673966273966,5237.066872256872,4329
95,1,13.7000,2723.331720779221,630.7987012987013,292.55181818181813,4966.421850649351,308
96,1,13.7100,1593.9627891156463,639.9343537414967,52.83030612244898,4107.809761904762,294
97,1,13.7100x,2124.1389782886336,527.0920817369093,197.07412515964242,4569.5667688378035,783
106,1,14.6x02,2867.929166666667,718.4166666666666,283.34041666666667,6567.02375,24
110,1,14.7401,5473.142816901409,810.1943661971832,378.0176056338028,10958.58014084507,71
140,1,17.98330,3948.8579906542054,416.8439252336449,5505.255560747663,11655.903177570093,214
142,1,17.98511,3342.3908163265305,461.83673469387753,6306.448979591837,13350.652040816325,49
150,1,20.4900x,1369.2351515151515,1800.1454545454546,4224.819696969696,13932.331212121211,33
165,1,21.6903,1153.091923076923,552.7730769230769,1187.3946153846155,5272.911538461539,26
169,1,21.8400x,1222.1179411764706,719.0470588235295,2137.5805882352943,6720.07205882353,34
174,1,22.5300x,1449.0072,1299.643,3161.7433,10178.584200000001,100
193,1,28.6x01,2121.2838095238094,632.2761904761904,1344.2857142857142,6585.118571428571,21
207,1,32.2400x,15255.048846153846,1724.1538461538462,1049.545769230769,21782.123076923075,26
228,1,38.3000,3709.7702380952383,1201.095238095238,1908.5792857142858,12443.111428571428,42
231,1,38.5900x,986.3258966565348,1507.962310030395,2644.5044072948326,17632.251489361704,329
232,1,38.5901,2403.3011111111114,1239.3644444444446,1793.1211111111113,10163.988888888889,27
261,1,39.5000x,8149.804634146341,989.8517073170731,833.4830487804878,12801.405975609756,82
267,1,39.7903,8759.696203703705,2004.8425925925926,3993.5732407407404,19680.389814814815,108
271,1,39.9500,1646.4451807228918,1651.6242168674698,4097.275903614458,13565.09,83
290,1,43.4101,860.0496666666666,690.7966666666667,2584.512333333333,5850.058666666667,30
291,1,43.4105,1337.4562650602409,599.5718072289156,3044.043012048193,6999.580361445784,83
298,1,44.1300x,669.1284375,1336.8125,2676.1525,9063.8196875,32
312,1,45.4200x,1618.6315094339623,537.9830188679246,2948.2301886792457,7190.011132075472,53
313,1,45.4201,1372.3053571428572,488.15000000000003,1967.1217857142856,6075.212857142857,28
317,1,45.4302,498.9818181818182,1368.118181818182,853.9493939393939,3514.9569696969697,33
318,1,45.4307,1445.7272727272727,1009.1272727272727,1773.013181818182,6314.147272727272,22
324,1,47.0100,1093.4251785714284,1123.689107142857,1857.4955357142858,6532.004107142857,56
325,1,47.0901,815.8058333333333,1006.3887500000001,2454.48375,6458.815,24
340,1,49.0400x,3606.032530120482,495.71084337349396,4994.70734939759,11577.459156626506,83
342,1,49.1200,2897.814838709677,437.98387096774195,4544.946774193549,10195.376451612903,31
349,1,49.4500,3523.349743589744,612.274358974359,2757.4867948717947,8757.222435897436,78
350,1,49.4500x,2664.5461904761905,620.7509523809524,2017.9204761904762,6833.281904761905,21
351,1,49.4501,3376.785084745763,617.7220338983051,3867.4572881355934,11519.850508474578,59
352,1,49.4600,2146.94614379085,453.7915032679739,3661.9997385620914,8643.265816993464,153
354,1,49.4900x,7979.850573248408,691.8640127388535,2870.081337579618,13713.786242038217,157
355,1,49.4901,7297.683770491803,420.3718032786885,5580.2613114754095,15381.331967213115,61
368,1,51.0400x,3481.314625,2208.8737499999997,7861.787375,18650.78875,80
373,1,51.2300,1723.6450183150184,1470.5349084249085,3203.1633333333334,9398.877472527472,273
390,1,53.0401,1705.9759375,996.7665625,1276.4859375,5981.89375,32
391,1,53.0501,1609.2866666666666,1049.6962962962962,1328.7003703703706,6259.657777777778,27
411,1,54.51009,838.3360824742268,525.3886597938144,1501.9496907216494,19107.823917525773,97
414,1,54.5103,2002.395934065934,567.2967032967033,638.2945054945055,15573.599560439561,91
435,1,56.0x00x,5732.096775510204,1938.5525714285714,4448.8482040816325,16249.565346938774,245
467,1,59.8x03,3895.5565853658536,1296.2487804878049,2648.399512195122,9716.319024390245,41
474,1,60.2900x,1331.6066666666666,1652.142857142857,3827.333809523809,10705.01761904762,21
484,1,63.1x01,890.508695652174,144.8695652173913,427.4252173913044,15842.633043478261,23
569,1,71.7102,813.0476315789473,2283.8186842105265,634.343947368421,21340.49052631579,38
580,1,73.6x01,717.40575,1707.98075,872.7952499999999,13946.957,40
584,1,74.1x01,1138.4086269430052,1881.576580310881,1473.5961139896372,17628.657901554405,386
585,1,74.1x01 ,934.2688405797102,998.8579710144927,1148.898260869565,25730.827536231885,69
588,1,75.0x02,629.2229166666667,921.5895833333334,1060.6291666666666,10720.192083333333,24
594,1,75.6902,843.1648351648352,2707.4656043956043,731.8107692307692,19351.126483516484,91
648,1,78.6103,714.9748648648649,819.8094594594595,1103.4467567567567,4461.377027027027,37
651,1,78.6201,1034.418,715.498,1194.5582857142858,4740.06,35
653,1,78.6301,980.9803448275862,719.8882758620689,1049.945172413793,4496.834482758621,29
657,1,78.6501,1343.7704166666667,1008.8100000000001,1889.4858333333332,9129.56375,24
659,1,78.6601,607.3882142857143,755.0417857142857,1088.037857142857,4192.163928571428,28
661,1,78.6701,944.5624193548388,855.9601612903226,1306.3146774193547,5265.193870967742,62
664,1,78.6705,597.4663636363637,846.6045454545455,1082.4309090909092,4457.585454545455,22
673,1,78.6907,1162.3653125,888.369375,1824.505,6570.7646875,32
691,1,79.1500x,7771.397222222222,2310.7344444444443,3740.31,17303.662777777776,36
702,1,79.3100x,7457.685714285714,1407.6682142857142,2769.5716071428574,14866.464642857143,56
705,1,79.3200x,7001.965,1305.2868181818183,2555.154318181818,13651.388409090909,44
714,1,79.3500x,9088.0742,2209.617,3652.1696,18935.0976,50
717,1,79.3600x,8306.03075949367,1990.4437974683544,4303.932151898734,18867.762911392405,79
721,1,79.3604,6215.2612,1259.5616,2622.3624,13084.972,25
729,1,79.3900x,6059.76203125,1494.5546875,2701.79453125,12912.16125,64
766,1,80.5111,8582.161875,1526.5384374999999,1986.604375,15741.348125,32
767,1,80.5200,2067.528,1081.942,1966.92,7383.108,25
769,1,80.5900x,2835.614015151515,1071.9989393939393,3013.7265151515153,8775.650151515152,132
792,1,81.0801,15231.545714285716,2027.1514285714286,3563.9109523809525,26715.839047619047,21
805,1,81.5100,21761.11782051282,2451.778846153846,4730.863333333333,38496.939358974356,78
808,1,81.5201,17169.453846153847,2491.230769230769,4744.5,30973.89153846154,26
809,1,81.5400,21004.65263157895,2263.455263157895,5252.032631578947,33191.84342105263,38
812,1,81.6500,6949.90111111111,1426.5481481481484,2189.806666666667,12898.721296296295,54
814,1,81.6600x,7080.992307692309,1695.2180769230768,1350.6951923076922,12256.199423076923,52
815,1,81.6601,7414.207741935484,1761.8909677419356,1643.0287096774193,14043.893548387097,31
823,1,81.9201,1631.3581481481483,1215.7382716049383,2099.3470370370374,9136.778641975308,81
899,1,86.2201,14798.802325581395,536.8279069767442,3726.754418604651,23415.523953488373,43
904,1,86.3x03,417.5169230769231,1413.7007692307693,5024.907692307692,27816.099615384614,26
938,1,88.5500,758.1884,1903.6,845.8608,6168.149200000001,25
940,1,88.6600x,625.8451724137931,878.2758620689655,3834.8520689655174,9168.21448275862,29
945,1,92.2400x,836.6876086956521,2279.136956521739,3175.5841304347823,29131.07,46
946,1,92.2700,1700.3190196078433,1324.9529411764706,27644.02843137255,35565.58666666666,51
947,1,92.2700x,6967.85,1925.4,21632.891200000002,35568.4308,25
977,1,93.5402,533.7021276595744,938.5382978723405,1793.051914893617,4455.233191489361,47
996,1,97.6204,406.9425714285714,689.9932857142857,1598.6574285714287,3941.189,70
1005,1,99.2500x,8851.353545454545,1961.918181818182,2952.463090909091,18847.47572727273,110
1006,1,99.2501,8550.346144578312,2066.8421686746988,2796.9512048192773,18330.59626506024,83
1020,1,99.9200,399.0136363636364,1021.9045454545455,1316.5259090909092,5993.071363636364,22
1024,2,,463.56353737811486,1648.38372156013,3097.1505904658725,7733.639144095341,1846
1049,2,03.5305,13342.186666666666,2775.735333333333,6786.343333333333,32002.09822222222,45
1051,2,03.9100,506.61192307692306,576.4038461538462,333.54423076923075,4321.489615384615,26
1057,2,04.2x05,2860.662272727273,1190.409090909091,1933.1209090909092,9799.065,22
