,basy_yydj,basy_ssjczbm1_for_str_5,age_group,AGE-HAOCAI-only_operation-5-E,AGE-JCJY-only_operation-5-E,AGE-YP-only_operation-5-E,AGE-ZFY-only_operation-5-E,记录条数-only_operation-5
0,1,,0,527.9227037037037,1021.3647037037036,1802.852111111111,7849.526092592592,540
1,1,,1,703.7951020408163,1160.8665306122448,2135.1071428571427,7120.978979591836,49
2,1,,2,975.9859322033898,1709.6038983050848,2542.136949152542,12916.908305084746,59
3,1,,3,838.7588172043012,1772.208817204301,3407.252043010753,12945.321935483871,93
4,1,,4,1334.0589130434782,1639.3221739130433,5090.529782608695,18681.784855072463,138
5,1,,5,1180.4348701298702,1716.2900324675322,5554.277954545455,19103.67272727273,308
6,1,,6,704.6815447154472,1414.38581300813,3572.7760569105694,10266.079349593496,246
7,1,,8,584.0795142857144,1350.2692285714286,3608.2396857142853,9430.9292,350
8,1,,9,446.83513432835815,1905.4569850746268,4750.838805970149,12379.810567164179,335
87,1,06.11,4,10574.7025,1779.4285714285713,2140.4160714285713,19905.761428571426,28
88,1,06.11,5,10936.960625,1847.5375,2154.1190625,20449.131875,32
128,1,09.81,5,779.5412499999999,686.7916666666666,908.7191666666666,4280.5529166666665,24
145,1,11.39,6,962.0446428571429,625.25,168.39392857142857,2769.440357142857,28
146,1,11.39,8,1219.7966666666666,602.9816666666667,239.299,3258.5073333333335,30
163,1,13.41,4,4556.484716981132,733.6798113207547,235.02792452830187,8063.023773584906,53
164,1,13.41,5,3936.1939393939397,738.6187373737374,185.9624494949495,6994.799797979798,396
165,1,13.41,6,2691.812766917293,745.5191203007519,177.78525563909773,5487.723007518796,1330
166,1,13.41,8,2429.456103327496,731.7761777583188,172.06830560420315,5110.715293345009,2284
167,1,13.41,9,2360.079965397924,719.9977162629758,179.71231833910034,5085.220761245675,578
173,1,13.70,5,4857.31619047619,617.6666666666666,298.71761904761905,7095.186190476191,21
174,1,13.70,6,2535.0928358208957,639.9626865671642,292.09089552238805,4782.667313432836,134
175,1,13.70,8,2635.9296694214877,624.3884297520661,292.7657851239669,4879.229338842975,121
176,1,13.70,9,2424.7357142857145,625.5,291.7132142857143,4651.7132142857145,28
179,1,13.71,5,2104.368407079646,600.7849557522123,196.21672566371683,4618.832389380531,113
180,1,13.71,6,2134.001755952381,571.1502976190476,164.0103869047619,4591.487142857142,336
181,1,13.71,8,1901.7791633466136,541.8788844621514,145.8984262948207,4349.5034063745015,502
182,1,13.71,9,1721.0549107142856,529.51875,129.82223214285713,4215.557678571428,112
209,1,14.74,6,4924.4803846153845,810.2,412.7238461538461,11468.606923076923,26
256,1,17.98,1,3634.0878125,436.975,5065.371875,11136.6034375,32
257,1,17.98,2,3872.2167105263156,375.7421052631579,5203.481578947368,11051.742763157894,76
258,1,17.98,3,4422.870000000001,393.2352941176471,6064.597647058824,12757.857647058823,34
259,1,17.98,4,3547.766842105263,421.39122807017543,6034.402105263158,12326.635614035087,57
260,1,17.98,5,3734.787192982456,451.28771929824563,5746.209999999999,12049.293859649122,57
