,basy_yydj,basy_ssjczbm1_for_str_7,HAOCAI-only_operation-7-E,JCJY-only_operation-7-E,YP-only_operation-7-E,ZFY-only_operation-7-E,记录条数-only_operation-7
0,1,,722.5190226628895,1457.8878517469311,3631.5153116147308,11798.498290840414,2118
10,1,01.4102,2450.232916666667,2706.9375,5485.259166666667,20071.179583333334,24
26,1,03.9102,491.29833333333335,1421.3083333333334,1694.91,6504.620833333333,24
46,1,04.8101,559.0223529411765,1306.9414705882355,1183.7252941176469,5759.0952941176465,34
50,1,06.1101,11529.609569892473,1825.367741935484,2416.263225806452,21573.052043010754,93
52,1,06.3100,14327.783333333331,1555.0461538461539,3240.7335897435896,26273.063076923077,39
68,1,09.8100,509.5182926829268,599.5670731707318,921.8275609756098,3888.4053658536586,41
69,1,09.8101,1235.0269999999998,476.8333333333333,414.219,4233.747666666666,30
74,1,11.3201,814.7472727272726,632.940909090909,568.7245454545455,3142.4309090909087,22
76,1,11.3203,2225.991785714286,390.82321428571424,166.3267857142857,3546.4489285714285,28
78,1,11.3901,1079.725352112676,577.1211267605634,204.3343661971831,3103.788732394366,71
88,1,13.4100,2637.159984871407,733.85,176.19186513939917,5369.238906418846,4627
91,1,13.7000,2723.331720779221,630.7987012987013,292.55181818181813,4966.421850649351,308
92,1,13.7100,1979.4112163416899,557.8958217270196,157.69837511606315,4443.516109563602,1077
100,1,14.6x02,2867.929166666667,718.4166666666666,283.34041666666667,6567.02375,24
103,1,14.7401,5473.142816901409,810.1943661971832,378.0176056338028,10958.58014084507,71
123,1,17.9700,1338.8314285714284,982.5714285714286,2470.25,6191.354761904762,21
130,1,17.9833,3948.8579906542054,416.8439252336449,5505.255560747663,11655.903177570093,214
132,1,17.9851,3342.3908163265305,461.83673469387753,6306.448979591837,13350.652040816325,49
139,1,20.4900,1369.9602777777777,1797.9333333333334,4253.976388888888,14005.40111111111,36
152,1,21.6903,1153.091923076923,552.7730769230769,1187.3946153846155,5272.911538461539,26
156,1,21.8400,1222.1179411764706,719.0470588235295,2137.5805882352943,6720.07205882353,34
161,1,22.5300,1449.0072,1299.643,3161.7433,10178.584200000001,100
180,1,28.6x01,2121.2838095238094,632.2761904761904,1344.2857142857142,6585.118571428571,21
194,1,32.2400,15255.048846153846,1724.1538461538462,1049.545769230769,21782.123076923075,26
213,1,38.3000,3709.7702380952383,1201.095238095238,1908.5792857142858,12443.111428571428,42
215,1,38.5900,978.172874251497,1500.1224550898205,2631.6705688622756,17480.418233532935,334
216,1,38.5901,2403.3011111111114,1239.3644444444446,1793.1211111111113,10163.988888888889,27
240,1,39.5000,8319.902558139534,983.5190697674418,803.7675581395348,12895.541279069768,86
245,1,39.7903,8759.696203703705,2004.8425925925926,3993.5732407407404,19680.389814814815,108
249,1,39.9500,1658.825053763441,1630.2476344086022,4090.526989247312,13375.240107526883,93
265,1,43.4101,860.0496666666666,690.7966666666667,2584.512333333333,5850.058666666667,30
266,1,43.4105,1337.4562650602409,599.5718072289156,3044.043012048193,6999.580361445784,83
272,1,44.1300,657.5457575757576,1451.5272727272727,2651.2839393939394,9035.03090909091,33
283,1,45.4200,1422.5102816901408,534.2647887323944,2333.91014084507,6001.610845070422,71
284,1,45.4201,1372.3053571428572,488.15000000000003,1967.1217857142856,6075.212857142857,28
288,1,45.4302,498.9818181818182,1368.118181818182,853.9493939393939,3514.9569696969697,33
289,1,45.4307,1445.7272727272727,1009.1272727272727,1773.013181818182,6314.147272727272,22
295,1,47.0100,1093.4251785714284,1123.689107142857,1857.4955357142858,6532.004107142857,56
296,1,47.0901,815.8058333333333,1006.3887500000001,2454.48375,6458.815,24
309,1,49.0400,3606.032530120482,495.71084337349396,4994.70734939759,11577.459156626506,83
311,1,49.1200,2897.814838709677,437.98387096774195,4544.946774193549,10195.376451612903,31
318,1,49.4500,3341.179292929293,614.0724242424242,2600.609090909091,8349.113838383839,99
319,1,49.4501,3376.785084745763,617.7220338983051,3867.4572881355934,11519.850508474578,59
320,1,49.4600,2146.94614379085,453.7915032679739,3661.9997385620914,8643.265816993464,153
322,1,49.4900,7979.850573248408,691.8640127388535,2870.081337579618,13713.786242038217,157
323,1,49.4901,7297.683770491803,420.3718032786885,5580.2613114754095,15381.331967213115,61
336,1,51.0400,3481.314625,2208.8737499999997,7861.787375,18650.78875,80
341,1,51.2300,1723.6450183150184,1470.5349084249085,3203.1633333333334,9398.877472527472,273
358,1,53.0401,1705.9759375,996.7665625,1276.4859375,5981.89375,32
359,1,53.0501,1609.2866666666666,1049.6962962962962,1328.7003703703706,6259.657777777778,27
378,1,54.5100,858.734019607843,523.0519607843138,1498.191568627451,19012.16480392157,102
380,1,54.5103,2002.395934065934,567.2967032967033,638.2945054945055,15573.599560439561,91
400,1,56.0x00,5657.994196078432,1937.2897254901961,4311.149058823529,15951.780784313725,255
429,1,59.8x03,3895.5565853658536,1296.2487804878049,2648.399512195122,9716.319024390245,41
435,1,60.2900,1303.8833333333334,1788.7083333333333,3693.78125,10579.07375,24
445,1,63.1x01,890.508695652174,144.8695652173913,427.4252173913044,15842.633043478261,23
528,1,71.7102,806.7646153846154,2248.1182051282053,626.9230769230769,21389.785641025643,39
537,1,73.6x01,709.9042857142857,1689.8614285714289,867.5454761904763,14281.132142857145,42
540,1,74.1x01,1107.4511648351647,1747.7137582417583,1424.3562197802196,18857.338571428572,455
543,1,75.0x02,629.2229166666667,921.5895833333334,1060.6291666666666,10720.192083333333,24
547,1,75.6902,843.1648351648352,2707.4656043956043,731.8107692307692,19351.126483516484,91
601,1,78.6103,714.9748648648649,819.8094594594595,1103.4467567567567,4461.377027027027,37
604,1,78.6201,1034.418,715.498,1194.5582857142858,4740.06,35
606,1,78.6301,980.9803448275862,719.8882758620689,1049.945172413793,4496.834482758621,29
610,1,78.6501,1343.7704166666667,1008.8100000000001,1889.4858333333332,9129.56375,24
612,1,78.6601,607.3882142857143,755.0417857142857,1088.037857142857,4192.163928571428,28
614,1,78.6701,944.5624193548388,855.9601612903226,1306.3146774193547,5265.193870967742,62
617,1,78.6705,597.4663636363637,846.6045454545455,1082.4309090909092,4457.585454545455,22
625,1,78.6907,1162.3653125,888.369375,1824.505,6570.7646875,32
640,1,79.1500,7841.802564102564,2291.083076923077,3572.8733333333334,17183.052820512818,39
650,1,79.3100,7572.682881355932,1453.2071186440678,3012.7686440677967,15724.866949152543,59
652,1,79.3200,7057.725510204082,1327.804693877551,2510.3048979591836,13733.227346938776,49
658,1,79.3500,9238.258703703703,2255.4712962962963,3562.7303703703706,19082.525925925926,54
660,1,79.3600,8120.781046511628,2029.791395348837,4083.4416279069765,18622.151395348836,86
664,1,79.3604,6215.2612,1259.5616,2622.3624,13084.972,25
665,1,79.3700,9033.4196,1650.6663999999998,4784.7164,19571.5624,25
669,1,79.3900,6065.768358208955,1492.2179104477614,2643.1794029850744,12887.355223880597,67
706,1,80.5111,8582.161875,1526.5384374999999,1986.604375,15741.348125,32
707,1,80.5200,2067.528,1081.942,1966.92,7383.108,25
708,1,80.5900,2865.599037037037,1081.038962962963,2998.5005925925925,8952.264222222222,135
730,1,81.0801,15231.545714285716,2027.1514285714286,3563.9109523809525,26715.839047619047,21
741,1,81.4700,7968.568571428572,1011.6833333333333,5030.285714285715,27210.131904761907,21
742,1,81.5100,21761.11782051282,2451.778846153846,4730.863333333333,38496.939358974356,78
744,1,81.5201,17169.453846153847,2491.230769230769,4744.5,30973.89153846154,26
745,1,81.5400,21746.899811320753,2336.5283018867926,4637.2754716981135,33581.92830188679,53
747,1,81.6500,6949.90111111111,1426.5481481481484,2189.806666666667,12898.721296296295,54
748,1,81.6600,7229.844444444445,1709.3562962962965,1356.290925925926,12448.589444444444,54
749,1,81.6601,7414.207741935484,1761.8909677419356,1643.0287096774193,14043.893548387097,31
756,1,81.9201,1631.3581481481483,1215.7382716049383,2099.3470370370374,9136.778641975308,81
761,1,81.9600,7726.278571428572,1800.5857142857144,4862.854285714286,28946.332857142857,21
825,1,86.2200,909.8957142857141,1636.1195238095238,5318.343333333333,13939.92380952381,21
826,1,86.2201,14798.802325581395,536.8279069767442,3726.754418604651,23415.523953488373,43
828,1,86.2800,3424.9876190476193,995.492857142857,3288.404761904762,10648.11,21
830,1,86.3x03,402.51000000000005,1471.3507142857143,5042.598571428572,27229.877857142856,28
860,1,88.5500,758.1884,1903.6,845.8608,6168.149200000001,25
862,1,88.6600,625.8451724137931,878.2758620689655,3834.8520689655174,9168.21448275862,29
866,1,92.2400,916.321923076923,2631.736538461538,3365.865769230769,30635.547692307693,52
867,1,92.2700,3433.0594736842104,1522.4684210526316,25666.680657894736,35566.5222368421,76
894,1,93.5402,533.7021276595744,938.5382978723405,1793.051914893617,4455.233191489361,47
911,1,97.6204,406.9425714285714,689.9932857142857,1598.6574285714287,3941.189,70
920,1,99.2500,8851.353545454545,1961.918181818182,2952.463090909091,18847.47572727273,110
921,1,99.2501,8550.346144578312,2066.8421686746988,2796.9512048192773,18330.59626506024,83
934,1,99.9200,481.90230769230766,1647.9102564102564,1498.2571794871794,10450.905128205128,39
937,2,,463.56353737811486,1648.38372156013,3097.1505904658725,7733.639144095341,1846
959,2,03.5305,13342.186666666666,2775.735333333333,6786.343333333333,32002.09822222222,45
961,2,03.9100,550.8717857142857,684.375,411.0435714285714,4598.292857142857,28
