,basy_caption
838,平武县大桥镇中心卫生院
839,平武县虎牙藏族乡卫生院
840,平武县锁江羌族乡卫生院
841,平武县阔达藏族乡卫生院
842,广元万缘医院
843,广元东晨医院
844,广元回龙河医院
845,广元市中医医院
846,广元市利州区嘉陵街道千佛社区卫生服务中心
847,广元市利州区河西街道天曌社区卫生服务中心
848,广元市朝天区中医医院
849,广元市朝天区李家镇卫生院
850,广元市朝天区沙河镇中心卫生院
851,广元德新肾病医院
852,广安市广安区妇幼保健计划生育服务中心
853,广安市广安区广福社区卫生服务中心（枣山园区）
854,广安市广安区浓洄社区卫生服务中心
855,广旺矿区宝轮院医院
856,广汉乐龄精神病医院
857,广汉圣心妇女儿童医院
858,开江复康医院有限公司
859,彭州一康中医医院
860,彭州丰乐医院
861,彭州市丹景山镇卫生院
862,彭州欣元慢性病医院
863,德昌县乐跃镇中心卫生院
864,德昌县德州街道第二社区卫生服务中心
865,德阳博爱耳鼻喉专科医院
866,德阳市旌阳区东山社区卫生服务中心
867,德阳市旌阳区中医院（旌阳区人民医院）
868,德阳市旌阳区城南社区卫生服务中心
869,德阳市罗江区中医医院
870,成都东大肛肠医院
871,成都东部新区坛罐卫生院
872,成都东部新区莲花医院
873,成都中医大银海眼科医院（成都中医大银海眼科医院互联网医院）
874,成都九龙医院（成都九龙中医医院）
875,成都交通医院
876,成都保髋股骨头骨科医院（成都保髋股骨头骨科医院互联网医院）
877,成都军大医院（成都军大医院互联网医院）
878,成都双流贸园医仁医院
879,成都同沁医院
880,成都天府新区东山佑安医院
881,成都天府新区慈道医院
882,成都川蜀血管病医院
883,成都市武侯区第三人民医院
884,成都市温江区和盛镇中心卫生院（成都市温江区第二人民医院）
885,成都市第二社会福利院福康医院
886,成都市第六人民医院
887,成都市郫都区妇幼保健院(成都市郫都区妇幼保健计划生育服务中心）
888,成都市郫都区德源街道社区卫生服务中心
889,成都市郫都区犀浦街道社区卫生服务中心（成都市郫都区中西医结合医院）
890,成都市郫都区骨科医院
891,成都市金牛区人民北路社区卫生服务中心（成都市金牛区第二人民医院、成都市金牛区嗓音专科门诊部）
892,成都市金牛区天回社区卫生服务中心
893,成都市金牛区荷花池社区卫生服务中心
894,成都市锦江区第七人民医院
895,成都市青白江区大弯社区卫生服务中心
896,成都市青白江区龙王镇卫生院
897,成都市青羊区新华少城社区卫生服务中心
898,成都市龙泉驿区山泉镇公立卫生院
899,成都弘成和众中医医院
900,成都新农医院
901,成都暄妍医学美容医院
902,成都本草堂康复医院
903,成都棕南医院
904,成都欣元医院
905,成都泰康蜀园医院
906,成都瑞恩糖尿病医院
907,成都老年康疗院
908,成都西部痛风风湿医院（成都西部痛风风湿医院互联网医院）
909,成都郫都新华综合医院
910,成都金桥医院
911,成都金牛怡宁精神病医院
912,成都金牛驷马桥中医医院
913,成都锦欣老年病医院
914,成都锦江泰三堂德康医院
915,成都长济老年病专科医院
916,成都青城山医院
917,成都青白江海灵精神病医院
918,成都青白江蓉立兴医院
919,成都青羊厚济医院
920,成都青羊成航医院
921,成都顺和医院
922,成都顾连天辰老年病医院
923,成都高新中和中医医院
924,成都高新区锦城社区卫生服务中心
925,成都高新普康医院
926,攀枝花市仁和区人民医院
927,攀枝花市仁和区太平乡卫生院（攀枝花市仁和区太平乡妇幼保健站）
928,旌阳华仁医院
929,旌阳善成中医医院
930,旺苍仁康医院
931,旺苍佳士康养医院
932,旺苍德慈精神病医院
933,昭觉县地莫镇中心卫生院
934,昭觉县金曲乡卫生院
935,木里县克尔乡卫生院
936,木里县唐央乡卫生院
937,核工业四一六医院
938,梓潼佳士老年病医院
939,梓潼县双板镇卫生院
940,梓潼县宝石乡卫生院
941,梓潼潼城医院
942,武胜县沿口镇卫生院
943,武胜县礼安镇卫生院
944,武胜县街子镇卫生院
945,武胜县龙女镇卫生院
946,武胜爱尔眼科医院
947,汉密尔顿美容医院
948,汉源县前域镇卫生院
949,汉源县大树中心卫生院
950,汉源县富庄镇卫生院
951,江油市城东医院
952,江油市彰明镇卫生院
953,江油市青莲镇中心卫生院
954,江阳区况场街道社区卫生服务中心（泸州市江阳区第三人民医院）
955,江阳区通滩中心卫生院（泸州市江阳区第二人民医院）
956,沐川县富新镇卫生院
957,沐川县武圣乡卫生院
958,沐川县舟坝镇卫生院
959,沐川新区中医医院
960,沙湾神安精神病医院
961,泸县人民医院
962,泸县家仁医院
963,泸县新兴医院
964,泸县杨九祥和医院
965,泸县温馨医院
966,泸州久正骨科医院
967,泸州慈善路中医医院
968,泸州泰康精神专科医院
969,泸州福欣医院
970,泸州纳溪健洪医院
971,泸州纳溪凤仁中医医院
972,泸州纳溪康态中医医院
973,泸州纳溪篮山郡精神病医院
974,洪雅县中医医院
975,洪雅县人民医院
976,洪雅县妇幼保健计划生育服务中心
977,洪雅县柳江中心卫生院
978,洪雅县止戈镇卫生院
979,渠县人民医院
980,渠县岩峰镇中心卫生院
981,渠县新市镇卫生院
982,渠县李渡镇卫生院
983,渠县李馥镇卫生院
984,渠县清溪场镇中心卫生院
985,渠县渠北镇卫生院
986,渠县第四人民医院（渠县有庆镇中心卫生院）
987,犍为县中医医院
988,犍为县定文镇中心卫生院
989,犍为县玉屏镇卫生院
990,犍为县罗城镇中心卫生院
991,犍为昌达医院
992,珙县慧民中医医院
993,珙县洛亥镇卫生院
994,理县薛城中心卫生院
995,盐亭仁康医院
996,盐亭县云溪镇中心卫生院
997,盐亭县金孔镇中心卫生院
998,盐亭康复医院
999,盐亭福缘医院
1000,盐源王氏医院
1001,盐边县中医院
1002,盐边县红果中心卫生院
1003,眉山东坡东方医院
1004,眉山东坡石康医院
1005,眉山市东坡区太和镇卫生院
1006,眉山市东坡区崇礼镇卫生院
1007,眉山市东坡区苏祠街道社区卫生服务中心
1008,眉山市妇幼保健院
1009,眉山精康医院
1010,石棉县新棉街道社区卫生服务中心
1011,筠连县丰乐乡卫生院
1012,筠连县巡司镇中心卫生院
1013,筠连应氏骨科医院
1014,简阳北门医院
1015,简阳国康中医医院
1016,简阳市雷家镇卫生院
1017,米易开旭医院
1018,纳溪区天仙镇卫生院(泸州市纳溪区第七人民医院)
1019,纳溪区白节中心卫生院（泸州市纳溪区第六人民医院）
1020,绵竹天河医院
1021,绵竹市孝德镇卫生院
1022,绵竹市清平镇卫生院
1023,绵阳仁爱康复医院
1024,绵阳市安州区塔水镇中心卫生院
1025,绵阳市安州区黄土镇中心卫生院
1026,绵阳市涪城区妇幼保健计划生育服务中心
1027,绵阳市游仙区中医医院
1028,绵阳市游仙区人民医院
1029,绵阳市游仙区沉抗镇卫生院
1030,绵阳顾连康复医院
1031,绵阳高新区永兴镇中心卫生院
1032,罗江民安医院
1033,美姑县人民医院
1034,美姑县洪溪镇中心卫生院
1035,自贡三松汇兴医院
1036,自贡佳德安宁疗护医院（高新区）
1037,自贡市传染病医院
1038,自贡市光大医院
1039,自贡市沿滩区永安镇中心卫生院
1040,自贡市自流井区五星街社区卫生服务中心
1041,自贡市自流井区仲权镇中心卫生院
1042,自贡市自流井区荣边镇卫生院
1043,自贡市贡井区桥头镇卫生院
1044,自贡高新区学苑街社区卫生服务中心（高新区）
1045,色达县泥朵镇卫生院
1046,色达县翁达镇卫生院
1047,芦山县太平镇中心卫生院
1048,芦山县龙门镇中心卫生院
1049,苍溪县彭店乡卫生院
1050,苍溪县白山乡卫生院
1051,苍溪县白驿镇卫生院
1052,苍溪县白鹤乡卫生院
1053,苍溪县陵江社区卫生服务中心
1054,苍溪县陵江镇中心卫生院（苍溪县第三人民医院）
1055,苍溪县陵江镇回水社区卫生服务中心
1056,苍溪县龙王镇中心卫生院
1057,若尔盖博爱医院
1058,若尔盖县藏医院
1059,荣县旭阳中心卫生院
1060,荣县正紫镇卫生院
1061,荣县河口镇卫生院
1062,荣县观山镇卫生院
1063,营山华慷医院
1064,营山县妇幼保健计划生育服务中心
1065,营山县悦中乡卫生院
1066,营山县星火中心卫生院
1067,营山县木顶乡卫生院
1068,营山县黄渡镇卫生院
1069,营山祥润康复医院
1070,蒲江西南任氏骨科医院
1071,蒲江通康中西医结合医院
1072,蓬安县人民医院
1073,蓬安县新园乡卫生院
1074,蓬安县正源镇卫生院
1075,蓬安县石孔乡卫生院
1076,蓬安康爱医院
1077,蓬安颐康医院
1078,蓬溪东罐精神病医院
1079,蓬溪县明月中心卫生院
1080,蓬溪县槐花镇卫生院
1081,蓬溪县金桥镇高坪卫生院
1082,蓬溪县鸣凤镇吉星卫生院
1083,蓬溪康宁精神病医院
1084,蓬溪忠仁老年病医院
1085,蓬溪恒道中医（骨科）医院
1086,西充养康康复医院
1087,西充县城北新区社区卫生服务中心
1088,西充县妇幼保健计划生育服务中心
1089,西昌市川兴镇中心卫生院
1090,西昌市阿七镇中心卫生院
1091,西昌市高草回族乡卫生院
1092,西昌礼州张勇医院
1093,资中县发轮镇卫生院
1094,资中县龙结镇卫生院
1095,资阳中欣肛肠医院
1096,资阳市雁江区保和镇中心卫生院
1097,资阳忠华康复医院
1098,赵春中医院
1099,越西县马拖镇中心卫生院
1100,越西王氏医院
1101,达川区石板街道社区卫生服务中心
1102,达川区麻柳镇檀木卫生院
1103,达川贝康医院
1104,达州市中西医结合医院
1105,达州市达川区中医医院
1106,达州市达川区仰天湾社区卫生服务站
1107,达州市达川区幺塘乡卫生院
1108,达州市达川区河市镇社区卫生服务中心
1109,达州市达川区金华社区卫生服务站
1110,达州市达川区金垭镇卫生院
1111,达州市达川区龙会乡卫生院
1112,通川双龙骨科医院
1113,通江县杨柏镇卫生院
1114,通江县松溪乡卫生院
1115,通江县洪口中心卫生院
1116,通江县火炬镇卫生院
1117,通江大椿医院
1118,通江松明医院
1119,通江老区民生医院
1120,遂宁市安居区中兴镇卫生院
1121,遂宁市安居区拦江镇中心卫生院
1122,遂宁市安居区横山镇中心卫生院
1123,遂宁市第一人民医院
1124,邛崃市高埂街道卫生院
1125,邛崃本草堂医院
1126,邛崃段关刀骨科医院
1127,邻水县人民医院
1128,邻水县合流镇卫生院
1129,邻水县坛同镇卫生院
1130,邻水县石滓镇卫生院
1131,邻水县鼎屏社区卫生服务中心
1132,邻水学仕医院
1133,邻水安康医院
1134,都江堰安南医院
1135,都江堰爱尔眼科医院
1136,金堂仁友骨科医院
1137,金堂县白果社区卫生服务中心（金堂县白果街道公共卫生所）
1138,金堂县第一人民医院
1139,金堂县转龙镇中心卫生院
1140,金堂大同医院
1141,金堂宸迹医院
1142,金堂瑞辰仁爱医院
1143,金堂纺织妇产医院
1144,金阳县洛觉镇卫生院
1145,长宁县竹海镇中心卫生院
1146,阆中市中医医院
1147,阆中市博树回族乡卫生院
1148,阆中市飞凤镇卫生院
1149,隆昌佳德医院
1150,隆昌市响石镇中心卫生院
1151,隆昌市普润镇中心卫生院
1152,隆昌市界市镇中心卫生院
1153,隆昌市精神病医院（隆昌市第二人民医院）
1154,隆昌曾德立医院
1155,雁江伲西娅医院
1156,雅安市中医医院(雅安市中医医院互联网医院）
1157,雅安市名山区妇幼保健计划生育服务中心
1158,雅安市雨城区周公山镇中心卫生院
1159,雅安市雨城区碧峰峡镇中心卫生院
1160,雅安河北医院
1161,雅安职业技术学院附属医院
1162,雅安雨城川西医院
1163,雷波县上田坝镇卫生院
1164,雷波县千万贯乡卫生院
1165,雷波县马颈子镇卫生院
1166,青川众康医院
1167,青川县木鱼镇中心卫生院
1168,马边创骨医院
1169,马边嘉邻医院
1170,马边彝族自治县妇幼保健计划生育服务中心
1171,高县精神病医院
1172,高县蕉村镇卫生院
1173,高坪区都京社区卫生服务中心
1174,高坪区长乐镇南江卫生院
1175,龙泉驿智道美奥医院
1176,龙马潭区红星街道社区卫生服务中心
1177,龙马潭区胡市中心卫生院(泸州市龙马潭区第三人民医院）
1178,龙马潭区金龙镇卫生院
1179,万源市古东关街道社区卫生服务中心
1180,万源市妇幼保健计划生育服务中心
1181,万源市黑宝山镇卫生院
1182,三台县三元镇卫生院
1183,三台县中太镇中心卫生院
1184,三台县立新镇中心卫生院
1185,三台县鲁班镇卫生院
1186,三台民谊医院
1187,中江县凯江中心卫生院
1188,中江县南华镇卫生院
1189,中江县城北社区卫生服务中心
1190,中江县永丰乡卫生院
1191,丹棱县仁美镇卫生院
1192,丹棱县杨场镇中心卫生院
1193,丹棱康复医院
1194,乐山中西医结合医院
1195,乐山市市中区剑峰镇卫生院
1196,乐山市市中区苏稽镇中心卫生院
1197,乐山市市中区通江街道柏杨社区卫生服务中心
1198,乐山昶康心血管病医院
1199,乐山现代妇产医院
1200,乐山骨科医院
1201,乐至上好医院
1202,乐至县中天镇卫生院
1203,乐至县回澜镇龙溪卫生院
1204,乐至县宝林镇中心卫生院
1205,乐至县通旅镇卫生院
1206,乐至和信医院（普通合伙）
1207,九寨沟县南坪镇社区卫生服务中心
1208,九龙县民族医院
1209,井研县研城街道城南社区卫生服务中心
1210,井研县竹园镇中心卫生院
1211,井研县门坎镇卫生院
1212,井研县集益镇卫生院
1213,井研城南医院
1214,什邡市中医医院
1215,什邡市妇幼保健院（什邡市妇女儿童医院、什邡市妇幼保健计划生育中心）
1216,什邡市师古中心卫生院
1217,什邡市洛水中心卫生院
1218,什邡成南康复医院
1219,仁寿县妇幼保健院
1220,仁寿县曹家镇卫生院
1221,仁寿县满井镇卫生院
1222,仁寿县第七人民医院（仁寿县钟祥镇卫生院）
1223,仁寿惠仁医院有限公司
1224,仁寿文宫爱岷医院有限责任公司
1225,仁寿爱尔眼科医院
1226,仪陇县义路镇卫生院
1227,仪陇县回春镇卫生院
1228,仪陇县土门中心卫生院
1229,仪陇县度门社区卫生服务中心
1230,仪陇县新政镇第二社区卫生服务中心
1231,仪陇县日兴中心卫生院
1232,仪陇县第二人民医院
1233,仪陇县赛金镇卫生院
1234,仪陇县铜鼓乡卫生院
1235,仪陇方济医院
1236,会东县堵格镇中心卫生院
1237,会东县妇幼保健计划生育服务中心会东县妇幼保健院
1238,会东县溜姑乡卫生院
1239,会东县满银沟镇中心卫生院
1240,会东康和医院
1241,会理市人民医院
1242,会理市彰冠镇中心卫生院
1243,会理市木古镇中心卫生院
1244,会理市益门镇中心卫生院
1245,兴文利民医院
1246,兴文县中医医院
1247,兴文县僰王山镇中心卫生院
1248,兴文县石海镇中心卫生院
1249,内江中康医院
1250,内江大芊医院
1251,内江市东兴区中医医院
1252,内江市东兴区田家中心卫生院
1253,内江市东兴区石子镇卫生院
1254,内江市东兴区顺河中心卫生院
1255,内江臻源精神病医院
1256,内江骅康医院
1257,冕宁县惠兴医院
1258,冕宁县沙坝中心卫生院
1259,冕宁县河边镇卫生院
1260,冕宁县若水镇卫生院
1261,冕宁县高阳街道社区卫生服务中心
1262,凉山彝族自治州第七人民医院
1263,前锋华康医院
1264,剑阁县元山镇中心卫生院
1265,剑阁县公兴镇中心卫生院
1266,剑阁县店子镇卫生院
1267,剑阁县开封镇中心卫生院
1268,剑阁县樵店乡卫生院
1269,剑阁县白龙镇中心卫生院
1270,剑阁县盐店镇西庙卫生院
1271,北城医院
1272,北川羌族自治县妇幼保健计划生育服务中心
1273,华蓥市古桥社区卫生服务中心
1274,南充东大肛肠医院
1275,南充东方医院
1276,南充交通职工医院
1277,南充佑安医院
1278,南充友爱康复医院西充分院
1279,南充友谊医院
1280,南充天乐谷护理院
1281,南充市嘉陵区盐溪乡卫生院
1282,南充市顺庆区共兴镇卫生院
1283,南充市顺庆区北城社区卫生服务中心
1284,南充市顺庆区妇幼保健计划生育服务中心(南充市顺庆区妇幼保健院)
1285,南充市高坪区人民医院
1286,南充果城骨科医院
1287,南充百姓医院
1288,南充龙医官医院
1289,南江县下两镇中心卫生院
1290,南江县光雾山镇中心卫生院
1291,南江县双流镇卫生院
1292,南江县和平镇卫生院
1293,南江县石滩镇卫生院
1294,南江同创医院
1295,南江坤石医院
1296,南部县大河镇卫生院
1297,南部县建兴中心卫生院（南部县第三人民医院）
1298,南部县杰龄门诊部
1299,南部县西水镇卫生院
1300,南部县谢河镇卫生院
1301,叙永县龙凤镇卫生院
1302,古蔺县东新镇卫生院
1303,古蔺县人民医院
1304,古蔺县德耀镇卫生院
1305,古蔺县白泥镇卫生院
1306,古蔺县龙山镇鱼化卫生院
1307,古蔺德康医院
1308,古蔺易视眼科医院
1309,合江县尧坝镇卫生院
1310,四川华大遗传学研究院附属华大医院
1311,四川大学华西口腔医院
1312,四川电力医院
1313,四川省南充精神卫生中心
1314,四川省第二退役军人医院
1315,四川省肿瘤医院
1316,四川结石病医院
1317,四川蓝生脑科医院
1318,四川赫尔森康复医院
1319,大竹众幸医院
1320,大竹县东柳街道社区卫生服务中心
1321,大竹县妇幼保健计划生育服务中心
1322,大竹县文星中心卫生院
1323,大竹县第三人民医院
1324,大英兴奎医院
1325,大英县回马镇卫生院
1326,大邑元兴卫生院
1327,大邑县西岭镇公立卫生院
1328,大邑县青霞街道社区卫生服务中心
1329,大邑希尔医院
1330,夹江康桥医院
1331,威远县中医医院
1332,威远县小河镇卫生院
1333,威远大生医院
1334,威远民康医院
1335,宁南县人民医院
1336,宁南县石梨镇卫生院（石梨镇妇幼保健计划生育服务站）
1337,宁南县西瑶镇卫生院（西瑶镇妇幼保健计划生育服务站）
1338,宁南康达医院
1339,安居千锦医院
1340,安岳县天林镇天宝卫生院
1341,安岳县拱桥乡卫生院
1342,安岳县通贤镇人和卫生院
1343,安岳县镇子镇中心卫生院
1344,安岳县长河源镇卫生院
1345,安州仁晨医院
1346,安州刘世医院
1347,宜宾三江新区罗龙社区卫生服务中心
1348,宜宾中山医院
1349,宜宾兴添医院
1350,宜宾市南溪区汪家镇卫生院
1351,宜宾市叙州区商州镇中心卫生院
1352,宜宾市叙州区横江镇中心卫生院
1353,宜宾市叙州区观音镇中心卫生院
1354,宜宾市叙州区赵场西区社区卫生服务中心
1355,宜宾市第二人民医院
1356,宜宾市第五人民医院、宜宾市南溪区人民医院
1357,宜宾市第四人民医院
1358,宜宾市翠屏区菜坝镇卫生院
1359,宜宾市翠屏区西郊社区卫生服务中心
1360,宜宾康宁精神病医院
1361,宜宾民心创伤骨科医院
1362,宣汉县五宝镇卫生院
1363,宣汉县天生镇中心卫生院
1364,宣汉县妇幼保健计划生育服务中心
1365,宣汉县峰城镇中心卫生院
1366,宣汉县毛坝镇卫生院
1367,宣汉县渡口土家族乡卫生院
1368,宣汉县精神病医院
1369,宣汉爱康仁和医院
1370,富顺县东湖街道社区卫生服务中心
1371,富顺县妇幼保健院
1372,富顺县安溪镇卫生院
1373,富顺县怀德镇中心卫生院
1374,富顺县永年镇中心卫生院
1375,富顺县福善镇卫生院
1376,富顺县骑龙镇卫生院
1377,富顺县龙万乡卫生院
1378,富顺天善眼科医院
1379,射洪市瞿河镇卫生院
1380,射洪老年病医院
1381,小金县四姑娘山镇卫生院
1382,小金县结斯乡卫生院
1383,屏山县书楼镇卫生院
1384,岳池县苟角镇中心卫生院
1385,岳池县顾县镇中心卫生院
1386,岳池友安医院
1387,岳池百兴医院
1388,岳池红兴医院
1389,峨眉山正固医院
1390,峨边彝族自治县新场乡卫生院
1391,崇州市道明镇卫生院
1392,崇州正源中医医院
1393,崇州浩康疼痛康复医院
1394,崇州金鸡医院
1395,巴中三和医院
1396,巴中仁爱中医康复医院
1397,巴中市巴州区东城街道大东社区卫生服务中心
1398,巴中市巴州区大和乡卫生院
1399,巴中市恩阳区人民医院
1400,巴州区三江镇卫生院
1401,巴州区东城社区卫生服务中心
1402,巴州回风医院
1403,布拖县俄里坪镇中心卫生院
1404,平昌县云台镇澌滩卫生院
1405,平昌县人民医院
1406,平昌县岩口镇卫生院
1407,平昌县板庙镇青凤卫生院
1408,平昌县江家口镇喜神卫生院
1409,平昌县西兴镇中心卫生院
1410,平昌新区医院
1411,广元万江眼科医院
1412,广元市利州区嘉陵街道社区卫生服务中心
1413,广元市利州区雪峰街道社区卫生服务中心
1414,广元市昭化区红岩镇卫生院
1415,广元市朝天区两河口镇卫生院
1416,广安市人民医院/四川大学华西医院广安医院/广安市人民医院互联网医院
1417,广安市前锋区代市中心卫生院
1418,广安市前锋区观塘中心卫生院
1419,广安市前锋区观阁中心卫生院
1420,广安市精神病院
1421,广安星华星医院
1422,广汉市三水镇卫生院
1423,广汉市小汉镇中心卫生院
1424,广汉鸿疗医院
1425,开江县人民医院
1426,开江县回龙中心卫生院
1427,开江县永兴中心卫生院
1428,开江县灵岩镇卫生院
1429,开江民升中医医院
1430,开江齐悦华康医院
1431,彭州仁河医院
1432,彭州博泓瑞中医医院
1433,彭州市中西医结合医院
1434,彭州市天彭街道安康护理院
1435,彭州市敖平镇卫生院（彭州市第三人民医院）
1436,彭州市濛阳街道三界社区卫生服务中心
1437,彭州市通济镇卫生院
1438,得荣县中藏医院
1439,得荣县人民医院
1440,德昌县人民医院
1441,德昌县永郎镇中心卫生院
1442,德阳市旌阳区和新镇卫生院
1443,德阳市旌阳区孝泉镇卫生院
1444,德阳市第二人民医院
1445,德阳市罗江区略坪镇中心卫生院
1446,德阳市罗江区金山镇中心卫生院（德阳市罗江区第二人民医院）
1447,慈音社区卫生服务中心
1448,成都上锦南府医院
1449,成都京东方医院
1450,成都仁品耳鼻喉专科医院
1451,成都八一骨科医院
1452,成都博润白癜风医院、成都博润白癜风医学研究院附属医院
1453,成都双华骨科医院
1454,成都双流华府医院
1455,成都双流爱民综合医院
1456,成都台双医院
1457,成都大华韩艺整形美容医院
1458,成都市双流区妇幼保健院
1459,成都市双流区怡心街道社区卫生服务中心
1460,成都市成华区猛追湾建设路社区卫生服务中心、成都通用锦电医院（第二名称）
1461,成都市成华区第七人民医院
1462,成都市新津区安西镇公立卫生院
1463,成都市新津区宝墩镇公立卫生院
1464,成都市武侯区人民医院
1465,成都市温江区第三人民医院
1466,成都市第二人民医院
1467,成都市郫都区安靖街道社区卫生服务中心
1468,成都市青白江区城厢镇公立中心卫生院
1469,成都市青白江区大同镇卫生院
1470,成都市青白江区妇幼保健院
1471,成都市青羊区妇幼保健计划生育服务中心（成都市青羊区妇幼保健院）
1472,成都市青羊区文家社区卫生服务中心（成都市青羊区文家社区医院）
1473,成都市龙泉驿区东安社区卫生服务中心
1474,成都慈爱肿瘤医院
1475,成都成华成量医院
1476,成都新都颐宁医院
1477,成都温江京良医院
1478,成都温江名方医院
1479,成都温江民生医院
1480,成都温江赛灵医院
1481,成都温江鱼凫医院
1482,成都爱迪眼科医院
1483,成都理工大学医院
1484,成都美容整形医院
1485,成都蒲江颐养居老年病医院
1486,成都西南脑科医院
1487,成都郫都犀城医院
1488,成都铁路通信设备厂职工医院
1489,成都锦江瑞康医院
1490,成都长江医院
1491,成都青白江友爱医院
1492,成都青白江正福医院
1493,成都顾连锦宸康复医院
1494,成都高新华南医院
1495,成都龙泉驿锦欣老年病医院
1496,攀枝花市仁和区中坝乡卫生院（攀枝花市仁和区中坝乡妇幼保健站）
1497,攀枝花市仁和区务本乡卫生院（攀枝花市仁和区务本乡妇幼保健站）
1498,攀枝花市第三人民医院
1499,攀钢集团成都医院
1500,新津精准肿瘤医院
1501,旺苍县东河镇中心卫生院
1502,旺苍县九龙镇卫生院
1503,旺苍县檬子乡卫生院
1504,旺苍县白水镇静乐寺卫生院
1505,旺苍县高阳镇卫生院
1506,春林医院
1507,昭觉县妇幼保健计划生育服务中心
1508,昭觉县新城镇中心卫生院
1509,昭觉县美甘乡卫生院
1510,普格县人民医院
1511,木里县列瓦镇卫生院
1512,木里藏族自治县倮波乡卫生院
1513,梓潼县金龙镇卫生院
1514,梓潼崇文医院
1515,梓潼工人医院
1516,武胜县人民医院
1517,武胜县第二人民医院（武胜县烈面镇中心卫生院）
1518,武胜县飞龙镇中心卫生院
1519,武胜巴蜀精神病专科医院
1520,武胜星华星医院
1521,民安精神康复医院
1522,汉源万隆康宁专科医院
1523,汉源县唐家镇河西卫生院
1524,汉源县宜东中心卫生院
1525,万源市白果镇卫生院
1526,万源市紫溪乡卫生院
1527,万源民生医院
1528,万源联海精神病医院
1529,三台县八洞镇卫生院
1530,三台县建中镇卫生院
1531,三台县秋林镇卫生院
1532,三台县精神病院
1533,三台同德医院
1534,三台四平医院
1535,三台建林医院
1536,三台梓爱医院
1537,中国五冶集团有限公司医院
1538,中江县城南社区卫生服务中心
1539,中江县玉兴镇卫生院
1540,中江县通山乡卫生院
1541,乐山五通桥济安医院
1542,乐山友谊医院
1543,乐山市五通桥区金粟镇桥沟卫生院
1544,乐山市市中区全福街道社区卫生服务中心
1545,乐山市市中区海棠街道泊水社区卫生服务中心
1546,乐山市市中区白马镇卫生院
1547,乐山市沙湾区人民医院
1548,乐山市沙湾区福禄镇中心卫生院（牛石分院）
1549,乐山市沙湾区踏水镇中心卫生院
1550,乐山市沙湾区轸溪镇中心卫生院
1551,乐山市精神病医院
1552,乐山张友谊疼痛康复医院
1553,乐山德胜医院
1554,乐山沙湾民升医院
1555,乐山熙雍医院
1556,乐至县东山镇孔雀卫生院
1557,乐至县佛星镇卫生院
1558,乐至县石佛镇中心卫生院
1559,乐至县石湍镇中心卫生院
1560,九寨沟县中藏医院
1561,九寨沟县大录乡卫生院
1562,九寨沟县永和乡卫生院
1563,井研县人民医院
1564,井研县千佛镇卫生院
1565,井研县研城街道社区卫生服务中心
1566,井研县高凤镇卫生院
1567,什邡华誉精神病医院
1568,什邡市南泉镇卫生院
1569,什邡市精神卫生中心
1570,仁寿县城南社区卫生服务中心
1571,仁寿县方家镇卫生院
1572,仁寿县珠嘉镇卫生院
1573,仁寿县禾加镇卫生院
1574,仁寿县第三人民医院（仁寿县汪洋镇卫生院）
1575,仁寿县第六人民医院（仁寿县彰加镇卫生院）
1576,仁寿县精神卫生保健院
1577,仁寿县藕塘镇卫生院
1578,仁寿县虞丞乡卫生院
1579,仁寿汪洋肛肠医院
1580,仪陇县丁字桥镇卫生院
1581,仪陇县三蛟镇卫生院
1582,仪陇县保平镇卫生院
1583,仪陇县妇幼保健计划生育服务中心
1584,仪陇县张公镇卫生院
1585,仪陇县思德镇卫生院
1586,仪陇县新政镇社区卫生服务中心
1587,仪陇县柳垭中心卫生院
1588,仪陇县立山中心卫生院
1589,仪陇县观紫中心卫生院
1590,仪陇德慈精神病专科医院
1591,仪陇欣兴中康医院
1592,会东县人民医院
1593,会东县嘎吉镇中心卫生院
1594,会理市中医医院
1595,会理市古城街道中心卫生院(会理市古城街道社区卫生服务中心)
1596,会理市通安镇中心卫生院
1597,会理润康医院
1598,佛都老年病医院
1599,兴文县周家镇卫生院
1600,兴文县妇幼保健计划生育服务中心
1601,兴文普照精神病医院
1602,内江万晟城医院
1603,内江市东兴区双才中心卫生院
1604,内江市市中区妇幼保健院
1605,内江市第二人民医院
1606,内江市第六人民医院
1607,内江弘心医院
1608,内江爱尔眼科医院
1609,冕宁县巨龙中心卫生院
1610,凉山州喜德县冕山镇中心卫生院
1611,凉山州喜德县李子乡卫生院
1612,凉山州喜德县鲁基乡卫生院
1613,凉山彝族自治州第二人民医院
1614,凉山视康眼科医院
1615,剑阁县人民医院
1616,剑阁县姚家镇卫生院
1617,剑阁县王河镇卫生院
1618,北川民康医院
1619,北川羌族自治县陈家坝镇中心卫生院
1620,北川羌族自治县青片乡卫生院
1621,华蓥市妇幼保健计划生育服务中心
1622,华蓥市明月镇卫生院
1623,华蓥市阳和镇卫生院
1624,华蓥市高兴镇中心卫生院
1625,华蓥永健医院
1626,南充友爱康复医院
1627,南充友爱康复医院蓬安分院
1628,南充地调处医院
1629,南充市嘉陵区安平镇中心卫生院
1630,南充市嘉陵区安福镇卫生院
1631,南充市顺庆区人民医院
1632,南充市顺庆区舞凤社区卫生服务中心
1633,南充市高坪区龙门社区卫生服务中心
1634,南充爱邻医院
1635,南江县关门镇卫生院
1636,南江县大河镇中心卫生院
1637,南江县天池镇卫生院
