,basy_caption
2436,南充市中心医院
2437,南充市嘉陵区七宝寺镇卫生院
2438,南充市嘉陵区大通镇中心卫生院
2439,南充市顺庆区华凤社区卫生服务中心
2440,南充市顺庆区双桥镇卫生院
2441,南充市顺庆区搬罾街道社区卫生服务中心
2442,南充市高坪区第三人民医院(南充市高坪区东观中心卫生院)
2443,南充康顺医院
2444,南充格瑞尔医院
2445,南充民瑞医院
2446,南充现代妇产医院
2447,南江县人民医院
2448,南江县侯家镇卫生院
2449,南江县元潭镇卫生院
2450,南江县赤溪镇卫生院
2451,南江县赶场镇中心卫生院
2452,南江县集州街道朝阳社区服务中心
2453,南江镇阳医院
2454,南部升钟利康医院
2455,南部县东风社区卫生服务中心
2456,南部县南隆镇三医堂门诊部
2457,南部县河东中心卫生院
2458,南部县花罐镇卫生院
2459,南部瑞康医院
2460,叙永县中医医院
2461,叙永县分水中心卫生院
2462,叙永县妇幼保健计划生育服务中心（叙永县妇幼保健院）
2463,叙永县正东镇卫生院（叙永县矿山救护中心）
2464,叙永县水潦彝族乡卫生院
2465,叙永城南医院
2466,叙永安民医院
2467,古蔺仁康医院
2468,古蔺县丹桂镇卫生院
2469,古蔺县大村中心卫生院
2470,古蔺县永乐街道社区卫生服务中心
2471,古蔺县马蹄镇卫生院
2472,古蔺达康医院
2473,古蔺鸣兴精神病医院
2474,合江健欣兴康医院
2475,合江先市中医院
2476,合江县中医医院
2477,合江县人民医院
2478,合江县法王寺镇卫生院
2479,合江县白鹿镇卫生院
2480,合江县符阳街道社区卫生服务中心(合江县符阳街道卫生院)
2481,合江想建中医医院
2482,喜德光明医院
2483,四川中医肝病医院
2484,四川华美紫馨医学美容医院
2485,四川大学华西天府医院
2486,四川天府新区正兴社区卫生服务中心
2487,四川天府新区永兴卫生院
2488,四川奥斯迪康骨医院
2489,四川师范大学成龙校区医院
2490,四川泰康医院
2491,四川省地矿局四0五医院
2492,四川省第一退役军人医院
2493,四川省第五人民医院
2494,四川雅茹仁爱中医医院有限公司
2495,大安区新店镇卫生院
2496,大安区牛佛中心卫生院
2497,大竹仁爱医院
2498,大竹县川主乡卫生院
2499,大竹新华医院
2500,大竹时代医院
2501,大竹达安精神病医院
2502,大竹骨科医院
2503,大英县卓筒井镇卫生院
2504,大英县玉峰中心卫生院
2505,大英县隆盛中心卫生院
2506,大邑县出江镇公立卫生院
2507,大邑县晋原街道社区卫生服务中心
2508,大邑少祥医院
2509,大邑德全骨伤科医院
2510,天全县城厢镇卫生院
2511,天全县始阳镇中心卫生院
2512,夹江县漹城社区卫生服务中心
2513,威远县镇西镇卫生院
2514,宁南县华弹镇卫生院（华弹镇妇幼保健计划生育服务站）
2515,宁南县宁远镇社区卫生服务中心（宁远镇妇幼保健计划生育服务站）
2516,宁南县松新镇卫生院(松新镇妇幼保健计划生育服务站）
2517,安居复康医院
2518,安岳县华严镇卫生院
2519,安岳县岳城街道社区卫生服务中心
2520,安州东诚医院
2521,宜宾和康白花骨科医院
2522,宜宾国康骨科医院
2523,宜宾家声医院
2524,宜宾川南体育骨科医院
2525,宜宾市南溪区黄沙镇卫生院
2526,宜宾市叙州区南岸街道社区卫生服务中心
2527,宜宾市叙州区南广镇卫生院
2528,宜宾市叙州区泥溪镇中心卫生院
2529,宜宾市工人医院
2530,宜宾市翠屏区妇幼保健计划生育服务中心
2531,宜宾市翠屏区牟坪镇中心卫生院
2532,宣汉卫众中医医院
2533,宣汉县下八镇卫生院
2534,宣汉县厂溪乡卫生院
2535,宣汉县塔河镇卫生院
2536,宣汉县庙安镇卫生院
2537,宣汉县普光镇卫生院
2538,宣汉县芭蕉镇卫生院
2539,宣汉双河王烟灰医院
2540,宣汉蒲晶眼科医院
2541,富顺县富世街道社区卫生服务中心
2542,富顺县精神病医院（富顺县精神卫生中心、富顺县第四人民医院、富顺县复退军人精神病收养所）
2543,富顺县赵化镇中心卫生院
2544,富顺县飞龙镇卫生院
2545,富顺福惠新长滩车氏医院
2546,富顺群康医院
2547,富顺赵化岭南医院
2548,射洪市中医院
2549,射洪市太和街道城东社区卫生服务中心
2550,射洪市精神卫生中心（射洪市大榆中心卫生院）
2551,射洪王氏中医院
2552,屏山华创医院
2553,岳池仁康医院
2554,岳池县中和镇中心卫生院
2555,岳池县新场镇卫生院
2556,岳池县白庙镇中心卫生院
2557,岳池县裕民镇卫生院
2558,岳池康骨医院
2559,峨眉山市峨山街道社区卫生服务中心
2560,峨眉山市精神病医院
2561,峨眉山市罗目镇卫生院
2562,峨眉山市黄湾镇卫生院
2563,峨眉山锦欣老年病医院
2564,峨边彝族自治县沙坪镇共和卫生院
2565,峨边彝族自治县红旗镇卫生院
2566,崇州人工智能康复医院
2567,崇州众康医院
2568,崇州协好医院
2569,崇州崇仁医院
2570,崇州老年病医院
2571,崇州蜀都医院
2572,崇州西湖骨伤专科医院
2573,巴中巴州济民医院
2574,巴中市妇幼保健院
2575,巴中市巴州区化成中心卫生院
2576,巴中市巴州区妇幼保健院（巴中市巴州区妇幼保健计划生育服务中心、巴中市巴州区妇女儿童医院）
2577,巴中市恩阳区下八庙镇卫生院
2578,巴中残疾人康复医院
2579,巴塘县人民医院
2580,布拖县拉果乡卫生院
2581,平昌县土兴镇中心卫生院
2582,平昌县大寨镇中心卫生院
2583,平昌县新华街社区卫生服务中心
2584,平昌县星光工业园社区卫生服务中心
2585,平昌县江口镇社区卫生服务中心
2586,平昌县第二人民医院
2587,平昌县邱家镇鹿鸣卫生院
2588,平昌星龙医院
2589,平昌江龙医院
2590,平武县高村乡卫生院
2591,广元市利州区东坝街道社区卫生服务中心
2592,广元市利州区荣山镇卫生院
2593,广元市妇幼保健院
2594,广元市昭化区太公镇中心卫生院
2595,广元市昭化区射箭镇卫生院
2596,广元市昭化区青牛镇卫生院
2597,广元市朝天区羊木镇中心卫生院
2598,广元市第一人民医院
2599,广元济民外科医院
2600,广安市中医医院
2601,广安市广安区万盛社区卫生服务中心
2602,广安市广安区石笋中心卫生院
2603,广旺矿区代池坝医院
2604,广汉市向阳镇卫生院
2605,广汉市金轮镇卫生院
2606,康定友好医院
2607,开江县妇幼保健计划生育服务中心
2608,彭山瑞正利康医院
2609,彭州佳和医院
2610,彭州同一医院
2611,彭州天恩中医医院
2612,彭州安然精神病专科医院
2613,彭州市中医医院
2614,彭州市传染病医院
2615,彭州市隆丰街道社区卫生服务中心
2616,彭州爱瞳眼科医院
2617,彭州石洞埝医院
2618,德阳市旌阳区妇幼保健计划生育服务中心（德阳市妇幼保健院，德阳市旌阳区妇幼保健院）
2619,德阳市旌阳区新中镇卫生院
2620,德阳市旌阳区泰山社区卫生服务中心
2621,德阳市旌阳区黄许镇卫生院
2622,德阳市第六人民医院(东汽医院）
2623,德阳市精神卫生中心（德阳市安康医院，德阳市第七人民医院）
2624,德阳市罗江区万安社区卫生服务中心
2625,德阳市罗江区新盛镇卫生院
2626,德阳新铁医院
2627,德阳玛丽妇科医院
2628,德阳眼科医院
2629,志辉医院
2630,成都三松肾病医院
2631,成都东区医院
2632,成都东升医院
2633,成都东篱医院
2634,成都东部新区海螺卫生院
2635,成都二零四医院
2636,成都八里医院
2637,成都医学院第一附属医院
2638,成都双流天仁医院
2639,成都双流瑞璟中西医结合医院
2640,成都城东康复医院
2641,成都大学附属医院（成都大学附属医院互联网医院）
2642,成都天大不孕不育医院
2643,成都天府新区平安医院
2644,成都天府新区腾飞翔中西医结合医院
2645,成都威高肾病医院
2646,成都宏明电子股份有限公司医院
2647,成都市双流区九江社区卫生服务中心(成都市双流区九江社区医院)
2648,成都市双流区黄甲社区卫生服务中心
2649,成都市成华区妇幼保健院
2650,成都市新津区中医医院
2651,成都市新津区人民医院（成都市新津区急救指挥分中心）
2652,成都市新津区武阳社区卫生服务中心
2653,成都市新都区妇幼保健院
2654,成都市新都区石板滩街道社区卫生服务中心
2655,成都市温江区寿安镇中心卫生院
2656,成都市温江区柳城街道社区卫生服务中心
2657,成都市温江区永宁街道社区卫生服务中心
2658,成都市温江区涌泉街道社区卫生服务中心
2659,成都市温江区金马街道社区卫生服务中心永盛分中心
2660,成都市第六人民医院广汉分院
2661,成都市郫都区唐昌镇卫生院
2662,成都市郫都区安德街道社区卫生服务中心
2663,成都市锦江区妇幼保健院
2664,成都市青白江区姚渡镇卫生院
2665,成都市青白江区第三人民医院
2666,成都市青羊区府南金沙社区卫生服务中心
2667,成都市龙泉驿区西河镇公立卫生院
2668,成都成华护润德护理院
2669,成都新丽美医疗美容医院
2670,成都新都恒轩医院
2671,成都民生福音耳鼻喉专科医院
2672,成都爱尔眼科医院
2673,成都画美医疗美容医院
2674,成都白癜风医院
2675,成都胃病医院
2676,成都西北中西结合医院
2677,成都西部中西医结合医院
2678,成都郫都诚德医院
2679,成都金牛瑞小满康复医疗中心
2680,成都银康银屑病医院（成都银康银屑病医院互联网医院）
2681,成都锦力骨科医院
2682,成都长江紫东老年病医院
2683,成都青白江刘氏同康医院
2684,成都青白江泰平中西医结合医院
2685,成都青白江鑫朋康复医院
2686,成都高新好医生第一医院
2687,成都高新海尔森医院
2688,攀枝花市仁和区妇幼保健服务中心（攀枝花市仁和区妇幼保健院）
2689,攀枝花市铁路医院
2690,新津川办医院
2691,旺苍县中医医院
2692,旺苍县国华镇中心卫生院
2693,旺苍县妇幼保健院
2694,旺苍县弘发医院有限公司
2695,旺苍县张华镇卫生院
2696,旺苍县木门镇中心卫生院
2697,旺苍县水磨镇卫生院
2698,旺苍县白水镇中心卫生院
2699,旺苍县盐河镇卫生院
2700,旺苍县米仓山镇卫生院
2701,普格县五道箐镇卫生院
2702,木里县项脚乡卫生院
2703,松潘县中藏医院
2704,梓潼县许州镇中心卫生院
2705,梓潼爱平医院
2706,梓潼青龙医院
2707,汉源县中医医院
2708,汉源县安乐镇卫生院
2709,江油市中坝卫生院
2710,江油市人民医院
2711,江油市战旗镇卫生院
2712,江油市新安镇中心卫生院
2713,江油市永胜镇卫生院
2714,江油市河口镇卫生院
2715,江油市第二人民医院
2716,江油杨氏中医医院
2717,江阳区黄舣镇弥陀卫生院
2718,江阳黄舣民健医院
2719,汶川汶林医院
2720,沐川县人民医院
2721,沐川县大楠镇卫生院
2722,沐川县底堡乡卫生院
2723,沐川县永福镇卫生院
2724,沙湾友安老年病专科医院
2725,泸县嘉明镇卫生院
2726,泸县宋康医院
2727,泸县康复医院
2728,泸县桂宁医院
2729,泸县牛滩中心卫生院
2730,泸县长生肾病医院
2731,泸州市江阳区妇幼保健院（泸州市江阳区妇女儿童医院、泸州市江阳区妇幼保健计划生育服务中心）
2732,泸州福宁精神病医院
2733,泸州纳溪佰仁中医医院
2734,泸州纳溪王贵文中医医院
2735,泸州锦欣妇产医院
2736,泸州骨病医院
2737,洪雅县余坪镇卫生院
2738,渠县三板镇卫生院
2739,渠县丰乐镇卫生院
2740,渠县临巴镇中心卫生院
2741,渠县佰钏医院
2742,渠县大义乡卫生院
2743,渠县安北乡卫生院
2744,渠县报恩乡卫生院
2745,渠县福善中医医院
2746,渠县第二人民医院
2747,渠县青龙镇卫生院
2748,游仙瓦子医院
2749,犍为家和医院
2750,珙县中医医院
2751,珙县华健医院
2752,珙县观斗苗族乡卫生院
2753,甘孜藏族自治州卫生学校附属医院
2754,甘洛华医医院
2755,甘洛县妇幼保健计划生育服务中心
2756,甘洛县普昌镇卫生院
2757,百草堂骨科医院
2758,盐亭共和医院
2759,盐亭县嫘祖镇卫生院
2760,盐亭县岐伯镇中心卫生院
2761,盐亭爱瞳眼科医院
2762,盐源县洼里乡卫生院
2763,盐源瑞康医院
2764,盐边县惠民中心卫生院
2765,盐边县永兴中心卫生院
2766,眉山东坡回龙医院
2767,眉山市东坡区修文镇卫生院
2768,眉山市东坡区复兴镇卫生院
2769,眉山市东坡区尚义镇卫生院
2770,眉山市东坡区永寿镇卫生院
2771,眉山市东坡区通惠街道社区卫生服务中心
2772,眉山市彭山区青龙街道社区卫生服务中心
2773,眉山市残疾人康复中心(眉山市康复医院)
2774,眉山成北医院管理有限公司
2775,石渠县人民医院
2776,福济医院
2777,科学园医院
2778,筠连一一八中医医院
2779,筠连县中医医院
2780,筠连县人民医院
2781,筠连县沐爱镇中心卫生院
2782,筠连县联合苗族乡卫生院
2783,筠连县蒿坝镇民族中心卫生院
2784,筠连县镇舟镇卫生院
2785,筠连大众医院
2786,筠连应四哥骨伤医院
2787,简阳市中医医院
2788,简阳市江源镇卫生院
2789,简阳市青龙镇卫生院
2790,米易县湾丘彝族乡中心卫生院
2791,绵竹东区医院
2792,绵竹市妇幼保健计划生育服务中心（绵竹市妇幼保健院，绵竹市妇女儿童医院）
2793,绵竹市汉旺镇卫生院
2794,绵竹市第二人民医院
2795,绵阳市安州区中医院
2796,绵阳市安州区第二人民医院
2797,绵阳市涪城区石塘社区卫生服务中心
2798,绵阳市游仙区小枧中心卫生院
2799,绵阳德康疼痛医院
2800,绵阳经济技术开发区塘汛街道社区卫生服务中心
2801,绵阳高新技术产业开发区普明街道社区卫生服务中心
2802,罗江安康精神病医院
2803,美姑县牛牛坝镇中心卫生院
2804,美姑县龙门乡卫生院
2805,美姑新区医院
2806,自流井区新街社区卫生服务中心
2807,自贡市沿滩区联络镇中心卫生院
2808,自贡市沿滩区邓关街道社区卫生服务中心
2809,自贡市贡井区妇幼保健院
2810,自贡市贡井区建设镇卫生院
2811,自贡市贡井区龙潭中心卫生院
2812,芦山勇康医院
2813,苍溪县文昌镇中心卫生院
2814,苍溪县桥溪乡卫生院
2815,苍溪县运山镇卫生院
2816,苍溪县鸳溪镇卫生院
2817,荣县双古中心卫生院
2818,荣县双石中心卫生院
2819,荣县富东医院（荣县结石医院）
2820,荣县广顺医院
2821,荣县度佳镇卫生院
2822,荣县新桥中心卫生院
2823,荥经县五宪镇卫生院
2824,荥经县牛背山镇中心卫生院
2825,营山县小桥中心卫生院
2826,营山县清水乡卫生院
2827,营山县绥安街道中城社区卫生服务中心
2828,蒲江县朝阳湖镇公立卫生院
2829,蒲江县西来公立中心卫生院
2830,蒲江复兴医院
2831,蓬安仁信精神病医院
2832,蓬安县平头乡卫生院
2833,蓬安县徐家中心卫生院
2834,蓬安德仁医院
2835,蓬安怡欣医院
2836,蓬溪仁康精神病医院
2837,蓬溪县中医医院
2838,蓬溪县人民医院
2839,蓬溪县吉祥镇卫生院
2840,蓬溪县常乐镇卫生院
2841,西充仁爱精神病医院
2842,西充华联医院
2843,西充县仁和镇卫生院
2844,西充县罐垭乡卫生院
2845,西充县青狮镇卫生院
2846,西充益民医院
2847,西南兵工成都医院
2848,西南财经大学医院
2849,西昌东大医院
2850,西昌力平医院
2851,西昌市中医医院
2852,西昌市人民医院
2853,资中县中医医院
2854,资中县妇幼保健计划生育服务中心
2855,资中县铁佛镇卫生院
2856,资阳市雁江区东峰镇卫生院
2857,资阳市雁江区丰裕镇中心卫生院
2858,资阳市雁江区伍隍镇中心卫生院
2859,资阳市雁江区宝莲社区卫生服务中心
2860,资阳市雁江区祥符镇中心卫生院
2861,资阳市雁江区老君镇卫生院
2862,越西县板桥镇中心卫生院
2863,越西县越城镇社区卫生服务中心
2864,达川新侨医院
2865,达州华康医院
2866,达州市中心医院
2867,达州市达川区大堰镇卫生院
2868,达州市达川区平滩镇卫生院
2869,达州市达川区渡市镇中心卫生院
2870,达州市达川区赵固镇卫生院
2871,达州市达川区麻柳镇中心卫生院
2872,达州市通川区磐石镇卫生院
2873,达州职业技术学院附属医院
2874,达州骨科医院
2875,通川区复兴镇卫生院
2876,通川区江陵镇卫生院
2877,通江县兴隆镇卫生院
2878,通江县板桥口镇卫生院
2879,通江县泥溪镇卫生院
2880,通江县烟溪镇卫生院
2881,通江县诺水河中心卫生院
2882,通江县铁佛中心卫生院
2883,通江楠山医院
2884,通江老城中西医结合医院
2885,遂宁博济医院有限公司
2886,遂宁市安居区会龙镇卫生院
2887,遂宁市安居区柔刚社区卫生服务中心
2888,遂宁市安居区横山镇观音卫生院
2889,遂宁市安居区聚贤镇卫生院
2890,遂宁市安居区西眉镇马家卫生院
2891,遂宁市船山区唐家乡卫生院
2892,遂宁敬平精神病医院
2893,遂宁爱尔眼科医院
2894,遂宁益民医院
2895,遂宁船山诚康精神病医院
2896,邛崃仁德医院
2897,邛崃兴盛医院
2898,邛崃市医疗中心医院
2899,邛崃市孔明街道卫生院
2900,邛崃市火井镇中心卫生院
2901,邻水县城北镇卫生院
2902,邻水县柑子镇中心卫生院
2903,邻水县椿木镇卫生院
2904,邻水县牟家镇卫生院
2905,邻水合协医院
2906,邻水和平康复医院
2907,都江堰岷刚医院
2908,都江堰市妇幼保健院
2909,都江堰市精神卫生中心（都江堰市第三人民医院）
2910,都江堰长风医院
2911,金堂县又新镇卫生院
2912,金堂县官仓社区卫生服务中心（金堂县官仓街道公共卫生所）
2913,金堂县第二人民医院
2914,金堂悦康医院
2915,金川县安宁乡中心卫生院
2916,金阳华大医院对坪分院
2917,金阳县人民医院
2918,长宁县铜锣镇卫生院
2919,长宁惠民医院
2920,阆中九五医院
2921,阆中博杨中医医院
2922,阆中市天宫镇卫生院
2923,阆中市柏垭镇中心卫生院
2924,阆中市沙溪社区卫生服务中心
2925,阆中市金垭镇卫生院
2926,阆中德善医院
2927,阆中樊恩胜医院
2928,阿坝县各莫镇中心卫生院
2929,阿坝县垮沙中心卫生院
2930,阿坝藏族羌族自治州人民医院
2931,雅安市名山区中峰镇卫生院
2932,雅安市名山区前进镇卫生院
2933,雅安市名山区红星镇卫生院
2934,雅安市名山区车岭镇中心卫生院
2935,雅安市第四人民医院（雅安市精神病医院、雅安市精神卫生中心）
2936,雅安市雨城区八步镇中心卫生院
2937,雅安德仁医院
2938,雷波县妇幼保健计划生育服务中心
2939,雷波县拉咪乡卫生院
2940,雷波县瓦岗镇卫生院
2941,雷波平安医院
2942,青川县三锅镇卫生院
2943,青川县青溪镇中心卫生院
2944,马边彝族自治县劳动镇卫生院
2945,高坪区阙家镇卫生院
2946,高坪区青莲社区卫生服务中心
2947,黑水县慈民医院有限责任公司
2948,龙马潭仁康医院
2949,万源仁安医院
2950,万源市官渡中心卫生院
2951,万源市旧院中心卫生院
2952,万源市曾家乡卫生院
2953,万源市石塘中心卫生院
2954,万源市石窝镇卫生院
2955,万源市蜂桶乡卫生院
2956,三台仁康医院
2957,三台县中医院
2958,三台县乐安镇中心卫生院
2959,三台县刘营镇中心卫生院
2960,三台县古井镇中心卫生院
2961,三台县忠孝乡卫生院
2962,三台县西平镇中心卫生院
2963,三台县龙树镇中心卫生院
2964,三台景福阳光医院
2965,三台绍军骨康医院
2966,中国十九冶集团有限公司职工医院
2967,中江万祥医院
2968,中江华音精神病医院
2969,中江县富兴镇卫生院
2970,中江县积金镇卫生院
2971,中江县集凤中心卫生院
2972,中江县黄鹿镇卫生院
2973,中江县龙台中心卫生院
2974,中江民瑞医院
2975,丹巴长征骨科医院
2976,乐山市五通桥区精神病医院
2977,乐山市市中区大佛街道社区卫生服务中心
2978,乐山市市中区茅桥镇中心卫生院
2979,乐山市沙湾区中医医院
2980,乐山市沙湾区文豪社区卫生服务中心
2981,乐山海棠张公桥社区卫生服务中心
2982,乐山老年病专科医院
2983,乐至县良安镇中心卫生院（乐至县第三人民医院）
2984,乐至县高寺镇卫生院
2985,乐至珑腾医院
2986,井研县纯复镇卫生院
2987,井研县镇阳镇卫生院
2988,什邡市马井中心卫生院
2989,仁寿人康医院
2990,仁寿县中医医院
2991,仁寿县城中社区卫生服务中心
2992,仁寿县大化镇卫生院
2993,仁寿县第四人民医院（仁寿县文宫镇卫生院）
2994,仁寿县谢安镇卫生院
2995,仪陇县先锋镇卫生院
2996,仪陇县大仪镇卫生院
2997,仪陇县大寅中心卫生院
2998,仪陇县板桥乡卫生院
2999,仪陇县金城镇社区卫生服务中心
3000,仪陇德新医院
3001,会东县老君滩乡中心卫生院
3002,会东县鲁吉镇中心卫生院
3003,会东天济医院
3004,会东紫荆花医院
3005,会理市关河镇卫生院
3006,会理市城南街道中心卫生院(会理市城南街道社区卫生服务中心)
3007,会理康诚医院
3008,兴文县共乐镇中心卫生院
3009,兴文周家联友医院
3010,内江中西骨科医院
3011,内江云川医院
3012,内江市东兴区双桥镇卫生院
3013,内江市东兴区郭北中心卫生院
3014,内江市市中区人民医院
3015,内江长生怡德医院
3016,冕宁县和爱乡卫生院
3017,冕宁县妇幼保健计划生育服务中心
3018,冕宁县彝海镇卫生院
3019,冕宁县沙坝汇龙医院
3020,冕宁县河边惠康医院
3021,冕宁县泸沽华医医院
3022,冕宁县第二人民医院
3023,凉山州喜德县两河口镇中心卫生院
3024,前锋仁仁医院
3025,前锋医院
3026,剑阁仁爱医院(普通合伙）
3027,剑阁县东宝镇卫生院
3028,剑阁县中医医院
3029,剑阁县江口镇中心卫生院
3030,剑阁县第一人民医院
3031,剑阁县羊岭镇卫生院
3032,剑阁县金仙镇长岭卫生院
3033,北川羌族自治县人民医院
3034,北川羌族自治县小坝镇中心卫生院
3035,北川羌族自治县开坪乡卫生院
3036,北川羌族自治县漩坪乡卫生院
3037,北川羌族自治县白坭乡卫生院
3038,华蓥博爱医院
3039,华蓥市蓥城社区卫生服务中心
3040,南充国宁精神卫生医院
3041,南充市嘉陵区中医医院
3042,南充市嘉陵区曲水镇卫生院
3043,南充市嘉陵区李渡镇中心卫生院（南充市嘉陵区第二人民医院）
3044,南充市嘉陵区都尉社区卫生服务中心
3045,南充市嘉陵区龙蟠镇中心卫生院
3046,南充市身心医院
3047,南充市顺庆区李家镇中心卫生院
3048,南充市顺庆区渔溪镇卫生院
3049,南充市顺庆区潆溪街道社区卫生服务中心
3050,南充市顺庆区西城社区卫生服务中心
3051,南充庞氏仁爱医院
3052,南充民健医院
3053,南充纺织医院
3054,南充鹤鸣山护理院
3055,南江县仁和镇卫生院
3056,南江县关坝镇卫生院
3057,南江县兴马镇卫生院
3058,南江县妇幼保健院
3059,南江县贵民镇中心卫生院
3060,南江县集州街道大堂坝社区卫生服务中心
3061,南江县高塔镇卫生院
3062,南部县三官镇卫生院
3063,南部县五灵乡卫生院
3064,南部县伏虎中心卫生院
3065,南部县八尔湖镇卫生院
3066,南部县南隆社区卫生服务中心
3067,南部县太霞乡卫生院
3068,南部县宏观乡卫生院
3069,南部县河坝镇卫生院
3070,南部县流马镇卫生院
3071,南部县满福社区卫生服务中心
3072,南部安泰医院
3073,南部康宁医院
3074,南部盛泰医院
3075,叙州区新城社区卫生服务中心
3076,叙永县两河中心卫生院
3077,叙永县人民医院
3078,叙永县天池镇卫生院
3079,叙永县落卜中心卫生院
3080,叙永县赤水镇卫生院
3081,叙永民康医院
3082,叙永献康医院
3083,古蔺县二郎中心卫生院
3084,古蔺县妇幼保健计划生育服务中心（古蔺县妇幼保健院）
3085,古蔺县石屏中心卫生院
3086,古蔺永乐永诚中医康复医院
3087,合江优扬医院
3088,合江凤鸣中医院
3089,合江县石龙镇卫生院
3090,合江县福宝中心卫生院
3091,合江白沙关怀医院
3092,合江精神康复医院
3093,四川华蓥山广能（集团）有限责任公司总医院
3094,四川友谊医院
3095,四川宝石花医院
3096,四川省八一康复中心（四川省康复医院）
3097,四川省妇幼保健院
3098,四川省林业中心医院
3099,四川省第三退役军人医院（四川省退役军人养护院）
3100,四川肛肠医院
3101,大竹中信长生医院
3102,大竹县中医院
3103,大竹县人民医院
3104,大竹县月华镇卫生院
3105,大竹县清河中心卫生院
3106,大竹县石子中心卫生院
3107,大英县人民医院
3108,大英县天保中心卫生院
3109,大英县妇幼保健院
3110,大英县河边中心卫生院
3111,大英县玉峰镇智水卫生院
3112,大邑县王泗镇公立卫生院（大邑县第五人民医院）
3113,大邑川西医院
3114,大邑康邻医院
3115,大邑望县中医医院（大邑望县中医医院互联网医院）
3116,大邑绍成医院
3117,夹江县人民医院
3118,夹江县华头镇中心卫生院
3119,威远县严陵镇卫生院(威远县第二人民医院）
3120,威远县山王镇卫生院
3121,威远宝立康医院
3122,威远连兴医院
3123,娇点医学美容医院
3124,宁南县幸福镇卫生院
3125,宁南县跑马镇卫生院（跑马镇妇幼保健计划生育服务站）
3126,安岳县兴隆镇中心卫生院
3127,安岳县周礼镇中心卫生院
3128,安岳县康复医院
3129,安岳县李家镇中心卫生院
3130,安岳县来凤乡卫生院
3131,安岳县永清镇中心卫生院
3132,安岳新南山医院有限责任公司
3133,安岳锦民妇女儿童医院
3134,安州善行医院
3135,宜宾三江新区江南镇卫生院
3136,宜宾协同医院
3137,宜宾天池医院
3138,宜宾宜庆精神病医院
3139,宜宾川戎医院
3140,宜宾市南溪区长兴镇中心卫生院
3141,宜宾市叙州区双龙镇中心卫生院
3142,宜宾市叙州区安边镇中心卫生院
3143,宜宾市叙州区樟海镇中心卫生院
3144,宜宾市第三中医医院
3145,宜宾市翠屏区双谊镇中心卫生院
3146,宜宾康慈精神病医院
3147,宜宾爱尔优视眼科医院
3148,宜宾竞康医院
3149,宜宾翠屏川北医院
3150,宜宾荷花池医院
3151,宝兴县蜂桶寨乡卫生院
3152,宣汉县南坝镇中心卫生院
3153,宣汉县君塘镇中心卫生院
3154,宣汉县清溪镇中心卫生院
3155,宣汉县红峰镇凤鸣卫生院
3156,宣汉县红峰镇卫生院
3157,宣汉县老君乡卫生院
3158,宣汉县蒲江街道社区卫生服务中心
3159,宣汉宣德精神病医院有限公司
3160,宣汉精诚医院
3161,富顺县兜山镇卫生院
3162,富顺县狮市镇中心卫生院
3163,富顺毛桥医院
3164,富顺福民中医医院
3165,射洪市东岳镇卫生院
3166,射洪市人民医院
3167,射洪市太和街道城南社区卫生服务中心
3168,射洪市文升镇卫生院
3169,射洪市红十字医院（射洪市武安中心卫生院）
3170,射洪德康医院
3171,射洪铭仁综合医院
3172,小金县两河口镇卫生院
3173,小金县妇幼保健院
3174,小金县宅垄镇卫生院
3175,屏山县屏边彝族乡卫生院
3176,岳池诚鑫医院有限公司
3177,峨眉山华港医院
3178,峨眉山市人民医院
3179,峨眉山市符溪镇中心卫生院
3180,峨眉山市胜利街道社区卫生服务中心
3181,峨眉山星颐老年护理院
3182,崇州市怀远镇卫生院
3183,崇州市白头镇卫生院
3184,崇州恩慈医院
3185,川投西昌医院
3186,巴中同康医院
3187,巴中嘉禾妇儿医院
3188,巴中市巴州区陇桥社区卫生服务中心
3189,巴中市恩阳区妇幼保健院
3190,巴中市恩阳区文治社区卫生服务中心
3191,巴中市蓉蓉眼科医院
3192,巴中骨质增生医院
3193,巴州区白庙乡卫生院
3194,布拖县中彝医院
3195,布拖县人民医院
3196,布拖县基只乡卫生院
3197,布拖县妇幼保健计划生育服务中心
3198,平昌县板庙镇中心卫生院
3199,平昌县澌岸镇卫生院
3200,平武县中医医院
3201,平武县古城镇中心卫生院
3202,广元川北糖尿病专科医院
3203,广元市昭化区妇幼保健院
3204,广元市朝天区中子镇中心卫生院
3205,广元市朝天区人民医院
3206,广安市前锋区人民医院
3207,广安市广安区官盛镇卫生院
3208,广安市广安区龙台镇卫生院
3209,广安民和安精神病医院
3210,广旺矿区赵家坝医院
3211,广汉澄铭医院
3212,康定市人民医院
3213,康定市民族医院
3214,康定市第二人民医院
3215,彭州四方医院
3216,彭州市丽春镇卫生院
3217,彭州市天彭街道西郊社区卫生服务中心
3218,彭州市第四人民医院（彭州市精神卫生中心）
3219,彭州市隆丰街道军乐社区卫生服务中心
3220,彭州思文医院
3221,彭州磊络福兴医院
3222,德昌县热河镇中心卫生院
3223,德阳市口腔医院
3224,德阳市旌阳区双东镇卫生院
3225,德阳市旌阳区德新镇卫生院
3226,德阳市旌阳区柏隆镇卫生院
3227,德阳美康皮肤病专科医院
3228,成都东部新区新民卫生院
3229,成都东部新区灵仙卫生院
3230,成都东部新区石盘社区卫生服务中心
3231,成都东部新区第二人民医院
