,0
全量模型-其他数据集,8428.601668775305
其他模型-其他数据集,8463.335013395405
全量模型-妇幼数据集,2294.93963953032
其他模型-妇幼数据集,1925.398413527738
全量模型-口腔数据集,11213.841568716287
口腔模型-口腔数据集,9141.838823581846
全量模型-肿瘤数据集,7246.8822806242815
肿瘤模型-肿瘤数据集,6282.622251114483
全量模型-骨科数据集,7468.906006589489
骨科模型-骨科数据集,7401.721930884029
