,basy_zyzd_jbbm_for_str_3,basy_yydj,HAOCAI-3-only_disease-E,JCJY-3-only_disease-E,YP-3-only_disease-E,ZFY-3-only_disease-E,记录条数-3-only_disease
24,A09,5,344.07688888888885,2418.5355555555557,1323.0551111111113,5676.941555555555,45
25,A09,6,424.71215384615385,3044.515153846154,1672.0622307692308,7102.323461538462,130
26,A09,7,455.9793103448276,904.7682758620689,948.8672413793104,3590.5010344827588,29
28,A15,3,543.188947368421,1555.0973684210526,1079.0823684210525,4990.343947368421,38
29,A15,4,1677.4068181818184,3540.8663636363635,3685.335909090909,14347.652272727271,22
30,A15,5,648.3420422535211,3532.0540845070423,2103.4088732394366,9695.872746478874,142
31,A15,6,1907.0326108998731,6131.481723700887,3614.5669961977183,16008.95380228137,789
34,A16,3,467.90790123456793,3162.2782716049383,1268.730987654321,7893.931604938271,81
35,A16,4,1963.3969230769233,3656.8423076923073,2441.3165384615386,11959.08923076923,26
36,A16,5,893.5707738095238,4343.836607142857,2359.756011904762,11240.805714285714,168
37,A16,6,1367.9768352941178,6073.751305882353,3318.364,14415.321482352942,850
43,A17,6,1790.945294117647,13368.719411764705,9881.265647058823,35354.61035294118,85
47,A18,5,1441.3151428571427,3591.9722857142856,2018.6034285714284,11719.32257142857,35
48,A18,6,4281.7030699088145,7026.197477203648,4531.181550151976,23962.240699088146,329
54,A19,6,528.8597916666666,9923.8575,7206.415208333333,22460.82625,48
66,A31,6,575.4738095238096,7708.039047619048,3312.825238095238,16154.647142857144,21
80,A40,6,1732.6215384615386,12948.83846153846,12260.057307692306,38965.505,26
81,A41,1,730.807,1843.9366666666667,2608.6856666666667,9483.210666666668,30
82,A41,2,679.1672500000001,5218.2474999999995,5689.47925,17187.050750000002,40
83,A41,3,973.1026627218936,6611.667041420118,5953.844082840237,22368.5675147929,169
84,A41,4,1619.5497714285716,8744.235314285714,11944.842342857142,34324.520514285716,175
85,A41,5,1243.9916885245902,6756.913770491803,5550.438459016394,20815.789213114753,610
86,A41,6,2471.054781746032,11217.541769179896,9966.579087301587,35038.24558201058,3024
87,A41,7,862.3058333333333,3274.15,5113.292083333333,14383.6325,24
94,A48,6,1862.15,11187.335925925927,6489.518148148148,27552.00259259259,27
98,A49,4,2066.6329729729728,8565.560000000001,11698.408648648649,37141.267567567564,37
99,A49,5,992.8078181818182,4898.447272727272,4412.955090909091,16097.077818181819,55
100,A49,6,816.0664545454546,5684.756454545454,4551.4627272727275,16120.439454545456,110
106,A52,6,776.832258064516,4306.980322580645,3373.2929032258066,11980.148387096773,31
117,A63,6,506.46255813953485,1605.0767441860467,1870.3541860465116,8962.001860465116,43
127,A86,6,862.1233816425121,7206.315555555556,4021.592415458937,18281.085120772947,207
131,A87,6,512.0668000000001,5400.109,2388.834,11037.6446,50
137,B00,6,1554.778611111111,7469.538888888889,5597.232222222222,20772.756388888887,36
141,B02,3,367.9076923076923,1410.8692307692309,2278.3189743589746,6358.458717948718,39
142,B02,4,438.5176923076923,2098.587692307692,1476.961923076923,6579.424230769231,26
143,B02,5,948.5869105691057,1741.3582113821137,1164.3279674796747,6014.539105691057,123
144,B02,6,1403.2339111111112,2739.5186222222223,1658.5887555555555,9929.614385185185,675
145,B02,7,518.4055813953488,1148.8576744186046,857.8518604651163,4468.051395348837,43
154,B08,6,327.065625,1745.02875,984.114375,4402.875,32
164,B18,6,2639.8604848484847,4744.894787878788,4476.564424242424,17752.670242424243,165
170,B20,6,750.9103571428572,9359.334642857142,10926.71505952381,26241.898095238095,168
175,B22,6,1074.78234375,12061.7640625,14146.97984375,33401.9034375,64
182,B24,6,573.4195238095238,5512.955714285715,3188.6745238095236,12986.385476190475,42
190,B27,6,380.19834862385324,1741.6170642201835,1196.7981651376147,4886.937431192661,109
202,B37,6,1476.8872607260728,10345.856633663367,9381.50603960396,30318.041155115512,303
209,B44,5,1027.2164102564104,4473.139743589744,6090.84282051282,17582.406923076924,39
210,B44,6,1384.9246666666666,7484.306646464646,8436.950141414141,24679.309818181817,495
213,B45,6,3905.4436170212766,8254.311276595745,9182.027659574467,27424.918510638297,47
220,B49,3,456.8932142857143,2049.019642857143,2297.2414285714285,8377.214285714286,28
221,B49,4,603.9330769230769,4640.560769230769,5900.081923076923,16136.663461538461,26
222,B49,5,784.4541121495326,3416.5340186915887,3909.9689719626167,15680.887570093457,107
223,B49,6,1804.2124333333334,7005.194483333334,7500.846016666667,25285.319716666665,600
230,B59,6,5489.7396078431375,16192.375098039216,21548.652156862747,61933.89588235294,51
236,B67,6,13195.68649122807,7702.098596491228,8791.853859649122,44862.003333333334,114
253,B99,6,2259.615714285714,6614.909999999999,4900.198571428571,19924.262380952383,21
263,C02,6,9250.58891566265,6924.582891566265,4128.789879518073,36826.26843373494,83
266,C03,6,12282.344655172414,6620.683448275862,3557.8484482758618,46456.747413793106,58
269,C04,6,13529.464516129034,7314.952258064516,4501.541612903226,47018.21548387097,31
272,C05,6,5643.6430434782615,5698.853478260869,2266.981304347826,28963.770869565218,23
276,C06,6,9827.142545454544,6799.732,3566.3767272727273,40020.10872727272,55
