,0
其他模型-其他数据平均OE,4.067869447831288
全量模型-其他数据平均OE,4.210631704260135
妇幼模型-妇幼数据平均OE,1.9838553992336512
全量模型-妇幼数据平均OE,3.0924329195224285
口腔模型-口腔数据平均OE,2.0131139839078407
全量模型-口腔数据平均OE,2.342767159706099
肿瘤模型-肿瘤数据平均OE,4.105974888318433
全量模型-肿瘤数据平均OE,2.6184083837867567
骨科模型-骨科数据平均OE,2.953150499265463
全量模型-骨科数据平均OE,3.1379764628701343
中医模型-中医数据平均OE,2.8780341313586972
全量模型-中医数据平均OE,4.8944068155700435
