,basy_zyzd_jbbm_for_str_5,basy_yydj,HAOCAI-5-only_disease-E,JCJY-5-only_disease-E,YP-5-only_disease-E,ZFY-5-only_disease-E,记录条数-5-only_disease
8,A02.0,5,84.11,1434.338,632.266,3222.3916,25
9,A02.0,6,152.7242857142857,1478.857142857143,628.9028571428571,3330.9979365079366,63
23,A03.9,3,35.737096774193546,737.3593548387097,390.1293548387097,2019.5709677419356,31
34,A04.9,3,59.1588,983.816,837.3908,2452.5204,25
36,A04.9,5,57.15455882352941,1089.1111764705881,533.8189705882353,2570.216470588235,68
37,A04.9,6,95.2263125,1206.8888124999999,477.25406250000003,2668.620125,160
38,A04.9,7,17.928545454545457,632.9661818181818,592.1790909090909,1650.9774545454545,55
51,A08.0,3,54.341071428571425,683.8714285714286,244.92357142857142,1810.139642857143,28
53,A08.0,5,45.39074074074074,652.1592592592592,197.93074074074073,1447.5862962962963,27
54,A08.0,6,54.38333333333333,1046.6595238095238,197.41309523809525,2223.005476190476,42
59,A08.1,6,173.1485964912281,1368.5350877192982,433.6177192982456,2831.293684210526,57
73,A09.0,1,38.23464285714285,857.7342857142858,1284.7964285714286,2868.6235714285713,28
74,A09.0,2,28.26809523809524,788.4071428571428,795.9388095238095,2144.305714285714,42
75,A09.0,3,42.804033613445384,828.2475630252102,450.511974789916,1993.622268907563,238
76,A09.0,4,67.60137499999999,1311.0276250000002,505.48375,2651.1955000000003,80
77,A09.0,5,66.67716666666666,1267.349861111111,561.3016111111111,2724.5509166666666,360
78,A09.0,6,110.15581818181818,1790.6999545454546,871.0463181818182,3848.836045454546,440
79,A09.0,7,15.653731092436974,612.7036470588235,596.0274789915966,1599.4923865546218,595
80,A09.9,1,43.18385416666667,910.3432291666667,1097.8479166666666,2668.305208333333,96
81,A09.9,2,33.286227272727274,947.5552272727273,1012.7955000000001,2537.4684545454547,220
82,A09.9,3,36.953816199376945,976.0854672897196,481.8609813084112,2095.919112149533,642
83,A09.9,4,55.102874251497006,1244.5040718562873,514.9052095808383,2357.4844311377246,167
84,A09.9,5,50.98690031152648,1240.4534579439253,420.67263239875393,2436.224984423676,642
85,A09.9,6,101.37162162162163,1612.0459300476948,702.7836089030206,3367.9102543720187,629
86,A09.9,7,15.261102803738316,559.6072074766355,593.0703831775701,1536.8176859813084,5350
89,A15.0,3,101.50102040816327,1360.541836734694,985.1948979591838,4383.061734693877,98
90,A15.0,4,115.67,1983.2617647058821,1588.3744117647057,5665.409411764706,34
91,A15.0,5,175.62587628865978,2726.8397250859107,1506.6502749140893,6747.673367697595,291
92,A15.0,6,370.6236353944563,5161.192313432835,3272.4849040511726,11774.768720682303,938
93,A15.0,7,166.4697260273973,2211.880821917808,2393.878082191781,7160.12109589041,73
100,A15.2,5,1453.8408108108108,2948.491891891892,2018.6248648648648,9847.999729729729,37
101,A15.2,6,7641.5509909909915,6869.602432432433,3809.651891891892,24619.196936936936,111
103,A15.3,3,193.91363636363636,1501.1181818181817,757.4030909090909,4332.084,55
104,A15.3,4,185.53027027027028,2618.674594594595,2084.6845945945947,8189.672432432432,37
105,A15.3,5,176.56971428571427,2432.0457142857144,1327.9145714285714,6227.433714285714,35
106,A15.3,6,363.4565806451613,4477.818129032258,1765.0568064516128,9207.716483870967,310
110,A15.5,6,699.1354545454545,3886.727727272727,1230.0404545454546,9136.884545454544,22
114,A15.6,6,1930.3461818181818,5512.234363636364,3933.4343636363637,17267.234545454547,55
120,A16.0,3,209.18905172413793,1314.7637931034483,889.6905172413793,4514.514051724138,116
122,A16.0,5,167.78426666666667,2341.1728,1078.008,5407.752666666667,75
123,A16.0,6,491.8923972602739,4229.346095890412,1524.8104794520548,8933.373698630137,146
124,A16.0,7,219.25227272727273,2501.068181818182,1716.726818181818,6284.96090909091,22
132,A16.2,2,104.68095238095239,1590.452380952381,1376.2080952380952,5229.865238095238,21
133,A16.2,3,86.96436363636363,1792.2932727272728,940.6236363636364,4695.228681818182,220
134,A16.2,4,132.39455696202532,1641.4126582278482,1371.3541772151898,4920.417848101266,79
135,A16.2,5,469.5968954248366,3015.989607843137,1622.3425163398692,7779.253790849673,306
136,A16.2,6,548.4045650500385,5387.885242494226,2714.8888221709008,11077.536643571979,1299
137,A16.2,7,56.40661764705882,1233.261911764706,1086.4914705882352,3963.8852941176474,68
141,A16.4,6,588.2042105263157,3994.133947368421,2225.069210526316,9792.66710526316,38
145,A16.5,5,336.1647619047619,3112.149365079365,1422.2414285714285,7193.767777777778,63
146,A16.5,6,819.2887826086957,4917.177086956522,2104.757260869565,11318.567304347825,230
149,A16.7,4,92.3721153846154,2169.548076923077,853.0826923076924,4542.816346153846,52
162,A17.0,6,1660.2095744680848,7247.250212765957,4776.624893617021,19487.288936170215,47
167,A17.8,6,823.8325,9528.653529411764,6694.47705882353,22770.81411764706,68
170,A18.0,3,166.7313043478261,1934.2565217391304,730.3321739130434,5628.881739130435,23
173,A18.0,6,5309.608241758242,7163.36543956044,4834.89021978022,26396.598296703294,182
179,A18.1,6,1036.6301149425287,4428.040804597701,1866.7597701149425,10904.032183908044,87
185,A18.2,6,1091.4948958333332,4150.051979166667,1444.8568750000002,10061.3928125,96
191,A18.3,6,1960.0371428571427,7528.437333333333,5697.8884761904765,20264.814285714285,105
201,A18.8,6,1845.8942307692307,8093.325384615384,4157.107307692308,19604.693461538463,26
205,A19.0,6,397.598,7972.876222222222,4697.945111111111,16536.662,45
214,A19.8,6,362.39666666666665,7740.468148148148,5552.671851851853,18484.125185185185,27
245,A31.0,6,346.9290697674419,6252.187209302326,2512.731162790698,11796.85,43
266,A38.x,5,43.12875,676.7096875,362.1203125,1862.4025,32
267,A38.x,6,91.05580645161291,871.4580645161291,465.47903225806454,2232.3929032258065,31
286,A41.0,6,2317.898823529412,14042.18274509804,14307.05274509804,43420.45431372549,51
290,A41.1,6,1532.4403333333335,9156.173999999999,8149.408333333334,28151.629333333334,30
293,A41.2,5,272.8985714285714,3888.6104761904767,2892.4942857142855,10938.914761904762,21
294,A41.2,6,1836.4362264150943,11056.788301886792,10197.340566037738,35504.39264150943,53
302,A41.5,3,203.69268292682926,4993.620731707318,3614.6046341463416,13321.386585365854,41
303,A41.5,4,726.5972972972972,5891.327567567568,4901.568378378378,18924.372702702705,37
304,A41.5,5,477.6615611814346,4359.306582278481,2897.7505063291137,11496.103080168778,237
305,A41.5,6,1902.0879935794544,10020.463772070625,8331.685377207063,30760.690064205457,623
310,A41.8,6,3044.3654430379747,11776.262151898734,13110.451772151899,40111.15936708861,79
312,A41.9,1,571.7470588235294,2481.5586274509806,2745.1292156862746,9939.244117647058,51
313,A41.9,2,260.9837323943662,3046.794014084507,2954.2058450704226,9144.115140845071,142
314,A41.9,3,240.84346518987343,2803.6219936708862,2063.8358386075947,7642.685237341772,632
315,A41.9,4,667.3120923913044,4599.503559782609,5092.314266304348,15452.893478260869,368
316,A41.9,5,511.6936723602484,3556.307639751553,2652.4419177018635,10284.12007763975,1288
317,A41.9,6,1406.6013971476916,7537.935025380711,6010.056707759246,22000.036473289823,4137
318,A41.9,7,125.76231292517008,1584.2391156462584,1785.3042176870747,5353.193129251701,147
329,A46.x,5,40.17208333333333,1428.16875,1052.0975,3558.265,24
330,A46.x,6,134.07961038961037,1923.0935064935065,1357.635974025974,5807.353246753247,77
336,A48.1,6,888.8726666666666,6664.399333333334,4271.059333333334,16563.696,30
343,A49.0,6,317.6246875,4751.765,4079.6184375,12785.0940625,32
356,A49.3,2,33.454047619047614,627.5738095238095,626.979761904762,1770.9350000000002,42
357,A49.3,3,30.11402985074627,914.4355223880597,644.3792537313433,2496.1336194029855,268
358,A49.3,4,61.78462962962963,1007.3501851851851,832.6981481481481,2833.471111111111,54
359,A49.3,5,44.7455376344086,1010.8403225806451,592.7611827956989,2452.2467204301074,186
360,A49.3,6,48.16522003034901,895.6623216995447,598.7134294385432,3095.9737329286795,659
361,A49.3,7,30.7925,517.1526973684211,561.9822368421053,1617.7501315789473,152
363,A49.8,2,125.5067741935484,1663.5709677419354,2636.2725806451613,6431.0635483870965,31
364,A49.8,3,146.7328813559322,2732.293050847458,2427.026271186441,7838.304745762712,59
365,A49.8,4,1291.0647999999999,5328.843000000001,6713.088,22627.763,50
366,A49.8,5,182.3804347826087,2821.971847826087,2431.0089130434785,8001.246521739131,92
367,A49.8,6,959.4327205882354,4744.166397058823,3447.4496323529415,13439.906323529412,136
368,A49.8,7,17.96125,825.1655357142857,1267.6173214285716,2843.716785714286,56
370,A49.9,2,102.12115384615385,2482.0923076923077,2722.9692307692308,9164.406538461539,26
371,A49.9,3,99.59588235294119,1486.575294117647,988.4731372549019,3849.870588235294,51
373,A49.9,5,250.94953642384104,1649.8089403973509,1206.5186754966887,4831.88701986755,151
374,A49.9,6,250.80690721649486,3467.1661855670104,1846.3926804123712,7923.197319587629,97
375,A49.9,7,21.720625000000002,967.5165625,502.2909375,2024.9859375,32
396,A52.3,6,256.49810344827586,2667.070517241379,1999.8772413793104,7088.208965517241,58
405,A53.9,6,177.06208333333333,1477.25,1168.4725,3862.3729166666667,24
414,A54.2,7,0.0,654.3933333333333,2285.7903333333334,3207.9173333333333,30
444,A63.0,5,167.09285714285716,1189.4011904761905,260.40714285714284,3077.9938095238094,42
445,A63.0,6,374.55062499999997,1545.593625,1131.35275,6918.042125,80
458,A75.3,3,40.5678125,1045.171875,607.2765625,2812.4484375,32
476,A86.x,3,118.89260869565219,2491.8826086956524,987.9565217391304,4924.898695652174,23
477,A86.x,4,279.69875,3080.619166666667,2091.4104166666666,8228.15875,24
478,A86.x,5,172.1786842105263,3372.021052631579,1498.3823684210527,7069.421578947369,38
479,A86.x,6,539.2271584699454,5290.972267759563,2824.841393442623,13268.268551912568,366
486,A87.9,6,251.87833333333336,4529.94875,1803.0359722222222,9078.91875,144
525,B00.4,6,2287.0833333333335,10479.9375,12227.310416666665,33629.2025,24
531,B00.5,5,29.012222222222224,928.7185185185185,506.01851851851853,2342.573703703704,27
532,B00.5,6,50.72114285714286,1170.9922857142858,585.0137142857143,2752.2002857142857,35
540,B00.9,3,12.339090909090908,667.8818181818182,631.3977272727273,3309.61,22
543,B00.9,6,229.135,2940.6400000000003,978.2965,5609.5015,40
544,B00.9,7,14.856578947368419,469.08210526315787,391.5181578947369,1305.416842105263,38
556,B01.9,3,32.5599,667.949,290.5351,1652.7286,100
558,B01.9,5,52.21380530973451,828.3304424778761,391.7275221238938,2167.2530973451326,113
559,B01.9,6,68.33760869565218,1095.6165217391303,708.7163586956522,2858.393804347826,184
560,B01.9,7,19.310561797752808,460.56853932584266,345.47640449438205,1253.4301123595505,89
567,B02.2,1,426.58815384615383,759.6195384615385,1284.502923076923,3704.489076923077,65
568,B02.2,2,48.44756944444444,843.3708333333333,1118.6158333333333,3241.0213194444445,144
569,B02.2,3,51.712055084745764,1024.9174576271187,929.0880508474576,3671.055466101695,472
570,B02.2,4,110.45564356435644,1293.1884653465347,958.7202475247524,4683.910544554456,202
571,B02.2,5,169.08387461459404,1137.3506577595067,846.5090750256937,3953.735005138746,973
572,B02.2,6,372.9248291233284,1734.4384249628529,1105.1109509658247,5999.641348439822,2692
573,B02.2,7,31.758756073858116,608.6797376093294,715.8878231292517,2213.171671525753,1029
578,B02.3,5,33.91125,906.8549999999999,612.28625,2569.719,40
579,B02.3,6,68.41363636363636,1261.4727272727273,1005.5545454545455,3735.684090909091,44
580,B02.3,7,11.075000000000001,519.5821428571428,563.9885714285714,1650.077857142857,28
583,B02.7,3,50.117777777777775,930.7694444444444,984.8516666666668,3126.2638888888887,36
584,B02.7,4,33.67333333333333,743.9571428571429,475.60809523809525,2295.2390476190476,21
585,B02.7,5,58.10725,1044.75375,768.21475,3169.01875,40
586,B02.7,6,157.67018867924529,1706.279245283019,926.2756603773585,4851.3803773584905,53
587,B02.7,7,12.00055785123967,527.0280165289256,570.1735123966942,1612.4784090909093,484
589,B02.8,2,40.72666666666667,760.9749999999999,819.8669444444445,2513.7052777777776,36
590,B02.8,3,61.02842105263158,831.9273684210527,963.196105263158,3904.8795789473684,95
591,B02.8,4,75.78864864864865,969.4459459459459,605.658918918919,3457.2810810810815,37
592,B02.8,5,66.34476923076923,1161.0507692307692,750.6938461538462,3389.8096923076923,65
593,B02.8,6,111.77625850340137,1380.6627891156463,1576.1161904761907,5189.384353741497,147
594,B02.8,7,21.169228187919465,496.83439597315436,817.6079865771812,1964.204597315436,298
595,B02.9,1,28.4623,600.4065,1842.2945000000002,3632.4970000000003,100
596,B02.9,2,48.133223140495865,1240.8524793388428,1382.3219008264464,3586.4810743801654,121
597,B02.9,3,51.9730487804878,980.7975609756097,883.3558536585367,3287.8986585365856,164
598,B02.9,4,30.990714285714283,1042.6357142857141,711.9033333333333,2863.0816666666665,42
599,B02.9,5,76.61583333333333,1064.6166666666666,619.7278333333333,3112.9388333333336,120
600,B02.9,6,128.12632183908048,1442.4042911877395,998.4063218390804,4604.595287356322,261
601,B02.9,7,15.212445690259285,498.67080588647514,607.1263139453399,1693.5214856341977,1427
626,B08.4,2,63.440000000000005,554.3265217391305,335.1913043478261,1440.2052173913044,23
627,B08.4,3,40.174285714285716,484.2290612244898,345.0582448979592,1400.0327755102041,245
628,B08.4,4,49.9384,596.626,396.43559999999997,1641.1544000000001,100
629,B08.4,5,49.01804093567252,514.4365789473684,332.4533918128655,1463.4697368421052,342
630,B08.4,6,68.57985042735042,888.7826282051283,396.7919871794872,2013.9712606837609,468
631,B08.4,7,54.36385714285714,462.4154285714286,276.106,1302.7802857142856,70
633,B08.5,2,53.591818181818184,519.2848484848486,341.0943939393939,1332.1431818181818,66
634,B08.5,3,37.64769072164949,508.76331958762887,320.808618556701,1357.7715051546393,485
635,B08.5,4,44.35082568807339,570.0158715596331,302.13834862385323,1477.552018348624,109
636,B08.5,5,39.23646728971962,544.6808037383178,335.0726355140187,1468.934336448598,535
637,B08.5,6,55.19760744985673,767.7867621776505,339.6286246418338,1744.9957449856734,698
638,B08.5,7,25.928597285067873,451.8014479638009,321.7296380090498,1176.1731221719458,221
655,B16.9,6,96.25479999999999,2404.74,1478.496,5274.2724,25
672,B18.1,3,28.652916666666666,1193.1395833333333,1153.2220833333333,3464.6145833333335,48
673,B18.1,4,85.59200000000001,1456.076,1025.756,3961.7024,25
674,B18.1,5,142.36724489795918,1764.4903061224488,1281.6022448979593,4392.932040816327,98
675,B18.1,6,868.7010256410257,2836.231504273504,2453.047829059829,8932.847025641026,585
676,B18.1,7,82.24451612903225,1324.8096774193548,1815.4732258064516,4527.572580645161,31
