,basy_yydj,basy_ssjczbm1_for_str_5,HAOCAI-only_operation-5-E,JCJY-only_operation-5-E,YP-only_operation-5-E,ZFY-only_operation-5-E,记录条数-only_operation-5
0,1,,78.2452936181775,1089.9378286859355,1967.3854518900928,5188.888438338484,29443
11,1,01.41,2114.896296296296,2681.814814814815,5355.359629629629,19090.95962962963,27
15,1,03.09,8722.2475,1860.109375,2847.6103125,21475.651875,32
16,1,03.31,282.73999999999995,1770.25,6248.721351351352,13476.743378378378,74
18,1,03.53,11361.296296296296,2098.9925925925927,4236.394444444445,25050.024814814817,27
21,1,03.91,743.4588372093023,1359.4186046511627,1614.611395348837,6313.220697674418,43
32,1,04.49,215.06785714285712,1255.644642857143,2437.216785714286,8438.159464285714,56
33,1,04.74,1768.2204545454545,614.0931818181818,2547.468181818182,12216.29590909091,22
35,1,04.81,83.2620350877193,929.0252631578948,952.2501754385964,4364.331298245614,285
39,1,06.11,11649.139898989897,1813.539393939394,2538.9875757575755,21862.28808080808,99
41,1,06.31,14882.51,1477.04,3042.8232500000004,26634.41075,40
55,1,08.49,133.48211009174312,571.6709174311926,281.122752293578,1838.759357798165,109
68,1,09.81,605.4792857142858,585.5761904761905,717.3496428571428,3551.1158333333333,84
74,1,10.91,21.04,1025.936,785.6576,2108.8456,25
79,1,11.32,409.31349726775954,631.2056284153006,265.8301092896175,2276.0498907103824,183
80,1,11.39,300.06425605536333,528.5785813148789,187.45460207612456,2186.4023529411766,289
92,1,13.41,2136.4610731437015,703.6895936461027,168.5829312892501,5295.556575544883,5414
95,1,13.70,2607.2047878787876,632.760606060606,294.3450606060606,4850.129242424242,330
96,1,13.71,1975.629005524862,557.6810313075506,153.26315837937386,4486.402872928177,1086
105,1,14.6x,1557.8779411764706,718.214705882353,291.8791176470588,5614.285294117647,34
108,1,14.74,4055.482395833333,760.578125,361.75322916666664,10577.781041666667,96
109,1,14.79,156.58722222222224,555.125,255.61041666666668,1947.027916666667,72
127,1,17.91,95.71031496062993,701.8413385826772,1413.4221653543307,4375.1268110236215,254
128,1,17.92,95.8669696969697,1248.6916666666666,1696.3760606060607,5073.412272727273,66
130,1,17.95,64.30330459770114,815.8129310344829,1745.0052011494254,4058.9264942528735,348
131,1,17.96,89.44558823529412,864.125,1979.9897058823533,4945.810294117647,34
132,1,17.97,153.2432978723404,729.8079787234042,1604.2269148936173,3253.236382978723,94
133,1,17.98,3728.00765625,501.391796875,5449.898828125,11703.3661328125,256
144,1,20.49,1342.3405714285714,1743.5685714285714,4209.478285714285,13740.199428571428,35
154,1,21.69,1450.8064814814816,714.2574074074074,1475.5661111111112,5834.55074074074,54
157,1,21.84,1196.3327027027026,861.4000000000001,2290.9702702702702,6932.592162162162,37
166,1,22.53,1319.9288034188035,1255.3119658119658,3078.350512820513,9953.281623931623,117
167,1,22.60,170.8037037037037,752.5555555555555,1353.5948148148148,5565.578518518519,27
184,1,28.6x,1946.3694594594594,1103.6162162162163,1561.4256756756756,7688.125675675677,37
187,1,29.39,1128.819642857143,1317.0,3198.675357142857,8018.2867857142855,28
188,1,30.09,934.3606493506494,696.964935064935,1613.2667532467533,5549.714415584415,77
191,1,32.24,14308.24090909091,1765.2727272727273,1022.7003030303031,20679.87272727273,33
198,1,34.04,170.3280769230769,1641.0069230769232,2932.075384615385,7004.003846153846,26
202,1,34.91,375.64000000000004,2178.4888888888886,2129.514074074074,6754.758518518519,27
