,basy_yydj,basy_ssjczbm1_for_str_3,age_group,AGE-HAOCAI-only_operation-3-E,AGE-JCJY-only_operation-3-E,AGE-YP-only_operation-3-E,AGE-ZFY-only_operation-3-E,记录条数-only_operation-3
0,1,,0,187.98836222355052,784.9848953974895,1025.0807232516438,4656.237704722056,1673
1,1,,1,54.55159944367176,823.7817802503477,1254.0273296244784,3796.744993045897,719
2,1,,2,68.03422198041349,957.5582480957563,1606.4928182807398,5251.803264417846,919
3,1,,3,75.44241588156123,1012.4015006729476,1864.7855181695827,5397.970323014805,1486
4,1,,4,102.16995928338763,1000.5455985342021,1970.8008957654722,5648.942548859935,2456
5,1,,5,87.50125172890733,1034.9276953665283,1926.6871732365144,5343.49851659751,5784
6,1,,6,60.38920769230769,1085.3737711538463,2022.911326923077,4850.929996153846,5200
7,1,,8,57.42080094576622,1157.0798817792227,2074.7276015959806,4885.76182207773,6767
8,1,,9,71.14013741833746,1325.4721896823607,2369.592203198919,5934.111581437261,4439
26,1,03.,4,4921.73125,1779.483125,3772.526875,17098.2728125,32
27,1,03.,5,3846.600576923077,1755.771153846154,3892.0634615384615,14597.6675,52
28,1,03.,6,4747.54,1796.3646341463414,4531.764634146341,16301.497317073172,41
29,1,03.,8,1739.1965517241379,1562.1724137931035,3630.3120689655175,11123.236551724138,29
33,1,04.,3,841.0096666666667,1022.2616666666667,1467.7573333333335,7074.711333333334,30
34,1,04.,4,240.87436619718312,874.38,1319.3791549295775,5974.314225352113,71
35,1,04.,5,855.0596323529412,1019.8423529411765,1656.3424264705882,7435.879411764706,136
36,1,04.,6,1263.564929577465,920.8395774647887,1580.7487323943662,7114.082957746479,71
37,1,04.,8,337.9511111111111,1102.1758333333335,1301.0355555555554,5156.965138888889,72
49,1,06.,3,13828.73794117647,1985.1605882352942,3283.7541176470586,26318.881176470586,34
50,1,06.,4,10551.524883720931,1866.8441860465116,2869.330930232558,21379.459069767443,43
51,1,06.,5,9499.873018867924,2243.1603773584907,2850.8903773584907,21083.05283018868,53
59,1,08.,8,121.62072463768116,601.5152173913044,348.15028985507246,2102.5699999999997,69
64,1,09.,5,809.3022580645161,635.1948387096775,806.078064516129,3685.548387096774,31
65,1,09.,6,517.89,599.9074074074074,549.0411111111111,2975.5055555555555,27
66,1,09.,8,475.5921739130435,568.5039130434783,397.22391304347826,2521.28,23
79,1,11.,4,232.1554347826087,553.9260869565217,258.87760869565216,2213.419347826087,46
80,1,11.,5,307.41568807339445,577.9047706422018,302.54504587155964,2377.7677981651377,109
81,1,11.,6,331.27564935064936,574.1143506493506,205.19435064935064,2123.5623376623375,154
82,1,11.,8,411.61815602836884,571.9337588652483,176.6717730496454,2160.2836170212763,141
92,1,13.,4,2851.0888311688313,672.5919480519481,217.3477922077922,6742.364155844156,77
93,1,13.,5,2840.9170812603647,669.1985737976783,179.24948590381427,6315.495422885572,603
94,1,13.,6,2210.936061925496,689.1449346879535,176.64141267537494,5182.051712626996,2067
95,1,13.,8,1996.0267369385883,672.7610143599144,167.4835655362053,4932.176241979835,3273
96,1,13.,9,1909.7905514705883,667.8745710784314,170.4635049019608,4887.834840686274,816
100,1,14.,4,2914.7136363636364,774.8227272727272,393.28909090909093,6563.429999999999,22
101,1,14.,5,2073.791794871795,724.9474358974359,317.40294871794873,6483.609102564103,78
102,1,14.,6,2486.806,661.4826666666667,354.00826666666666,7888.097866666666,75
103,1,14.,8,3979.6011904761904,658.1892857142857,332.6219047619048,8190.259047619048,42
118,1,17.,1,2432.4195238095235,547.4047619047619,4013.441904761905,8612.681428571428,42
119,1,17.,2,3278.8698611111113,483.32916666666665,4425.735277777778,9831.474722222223,72
120,1,17.,3,1713.1286419753087,551.632098765432,3082.317037037037,7055.39962962963,81
121,1,17.,4,1435.7038926174496,665.7929530201342,3231.990536912752,7400.376644295301,149
122,1,17.,5,747.4430194805195,744.6329545454546,2238.3311038961037,5318.3778896103895,308
123,1,17.,6,396.741978021978,804.8571428571429,1908.6303296703297,4925.310714285714,182
124,1,17.,8,336.07632183908044,875.9902298850574,1996.6709195402298,5004.779597701149,174
125,1,17.,9,341.31745762711864,985.0584745762711,1819.7188135593221,5106.256610169492,59
152,1,21.,4,1112.471818181818,789.5227272727273,2021.1640909090909,6479.33590909091,22
153,1,21.,5,1243.280512820513,654.9820512820513,1795.4471794871795,6096.0215384615385,39
161,1,22.,4,1318.6092592592593,1392.5925925925926,3342.8307407407406,10543.425925925925,27
162,1,22.,5,885.9474418604651,1016.5720930232558,2462.1046511627906,8358.99953488372,43
163,1,22.,6,766.3308000000001,999.62,1947.0395999999998,7233.1588,25
177,1,28.,0,1853.502857142857,1206.0285714285715,1456.6671428571428,7780.559523809524,21
196,1,30.,5,956.0204347826087,911.4391304347826,1648.75,5982.196956521739,23
232,1,38.,4,1555.8620588235294,1347.2176470588236,2332.5327941176474,14364.163529411764,68
233,1,38.,5,1109.460994475138,1429.1511049723758,2389.884364640884,15015.622983425414,181
234,1,38.,6,1114.6650806451612,1498.4862096774193,2840.3812096774195,15488.695322580645,124
235,1,38.,8,1349.928787878788,1607.620909090909,2482.9089393939394,15053.28090909091,66
239,1,39.,2,2841.8231818181816,868.1763636363637,3268.7168181818183,13491.667272727273,22
240,1,39.,3,3247.6050793650793,1293.5173015873015,2822.7576190476193,15763.52746031746,63
241,1,39.,4,3559.0299159663864,1315.4205042016808,3504.0311764705884,14134.29243697479,119
242,1,39.,5,3536.6824060150375,1258.394962406015,3063.229210526316,13378.88635338346,266
243,1,39.,6,2926.233,1321.1760666666667,2642.0244666666667,12129.373466666666,150
244,1,39.,8,3316.5532727272725,1361.8675454545453,2982.935727272727,14034.305999999999,110
245,1,39.,9,1949.5299999999997,1836.23,4794.524,16883.82966666667,30
262,1,43.,2,340.72214285714284,413.47499999999997,4056.207142857143,5892.911428571429,28
263,1,43.,3,288.5267857142857,578.4892857142856,4045.433571428571,6078.606785714285,28
264,1,43.,4,255.20227848101266,644.3740506329115,2784.512405063291,5140.149873417722,79
265,1,43.,5,369.61378881987577,761.0047204968944,2624.8542236024846,5335.95099378882,161
266,1,43.,6,657.6633766233766,994.0253246753247,2511.2806493506496,5903.7755844155845,77
267,1,43.,8,296.4559523809524,1034.990476190476,1777.8647619047617,4588.770476190476,42
271,1,44.,3,369.50559999999996,1303.4112,1060.438,3760.8504,25
272,1,44.,4,95.90051282051282,1296.8776923076923,1555.7941025641026,4569.823076923077,39
273,1,44.,5,85.52103773584905,1155.9514150943396,1221.0835849056605,3638.319433962264,106
274,1,44.,6,98.03645833333333,1321.9045833333332,1707.7565625,4243.022083333333,96
275,1,44.,8,80.73272727272727,1464.3128571428572,1968.5997402597402,4707.772597402597,77
279,1,45.,3,156.6179411764706,849.1441176470589,2002.6208823529412,3858.7735294117642,34
280,1,45.,4,590.0808450704225,872.166338028169,1797.233661971831,4745.130422535211,71
281,1,45.,5,470.57459459459454,1099.515,1452.6259459459461,4634.785810810811,148
282,1,45.,6,439.24746666666664,1160.8837333333333,2174.3384,5364.9039999999995,75
283,1,45.,8,958.5426315789474,1237.8361403508773,2112.7036842105263,6041.625614035087,57
291,1,47.,4,806.5328571428571,1019.312380952381,2277.2233333333334,6991.584761904762,21
292,1,47.,5,802.6016000000001,1203.0644,1978.3039999999999,6398.7412,25
301,1,48.,5,1426.6919047619047,1316.482857142857,2879.799761904762,8107.963809523809,42
302,1,48.,6,806.9428571428571,932.9619047619047,2737.2609523809524,7021.103809523809,21
305,1,49.,1,4502.051833333333,576.7983333333334,2895.0446666666667,9925.1715,60
306,1,49.,2,4266.775878378378,552.9074324324324,3381.629054054054,10319.63804054054,148
307,1,49.,3,3707.152213740458,570.0247328244275,3653.0491603053433,10263.756106870229,131
308,1,49.,4,3837.1066153846155,610.5093846153846,3877.7219999999998,11591.495384615384,130
309,1,49.,5,3376.39505882353,601.7304705882352,3207.6788823529414,9240.870882352941,170
310,1,49.,6,2730.508846153846,719.1482692307692,2760.8015384615383,8689.413846153846,52
311,1,49.,8,1866.6576923076925,678.4607692307692,2234.2153846153847,7440.725769230769,26
321,1,51.,2,2242.583947368421,1874.3184210526317,5713.053684210527,13503.14447368421,38
322,1,51.,3,2309.1946376811593,1768.0260869565218,5201.177101449276,13048.403768115943,69
323,1,51.,4,2132.2112195121954,1616.9879268292684,4379.453536585366,11501.995121951219,82
324,1,51.,5,1849.1901973684212,1531.5694078947367,4016.810460526316,11000.73947368421,152
325,1,51.,6,1916.7950724637678,1672.403768115942,3752.8520289855073,10910.402028985507,69
326,1,51.,8,1669.09,1459.0423255813953,3150.849534883721,9520.771395348836,43
334,1,53.,5,1919.5022580645161,901.6416129032258,1307.0970967741937,6140.81129032258,31
335,1,53.,6,1621.04825,1077.33675,1525.1905000000002,6582.946249999999,40
336,1,53.,8,1481.7226666666668,1042.8693333333333,1409.5206666666666,6377.636333333333,30
339,1,54.,2,1254.3927027027028,725.3745945945946,1184.571891891892,16626.124324324323,74
340,1,54.,3,1473.2903370786516,670.570786516854,1065.3059550561798,16982.74,89
341,1,54.,4,982.7236363636364,956.8454545454546,1871.6381818181817,14424.847575757576,33
354,1,56.,2,4484.37125,2041.325,3982.620833333333,13997.713333333333,24
355,1,56.,3,5863.293214285714,1993.2964285714286,4852.385714285714,17065.882142857143,56
356,1,56.,4,6046.084852941177,2067.9732352941173,4579.754852941177,16867.043529411763,68
357,1,56.,5,5327.7370909090905,1945.0518181818184,4306.534545454545,15750.590727272727,110
358,1,56.,6,5320.065428571429,2071.7828571428568,4144.324,15361.196285714286,35
363,1,57.,6,427.69840000000005,1778.116,3214.1771999999996,8230.7796,25
364,1,57.,8,863.6395454545454,2235.4552272727274,3221.593181818182,8786.202272727272,44
365,1,57.,9,756.3056410256411,2494.276923076923,3105.295641025641,8794.354358974359,39
375,1,59.,4,2478.9509677419355,1599.1709677419356,2959.579032258064,8651.077419354839,31
376,1,59.,5,4370.433076923076,1572.5653846153846,3363.491923076923,12064.375,26
383,1,60.,8,1350.3696666666665,1925.5600000000002,3753.0843333333332,15087.744,30
412,1,66.,2,223.5857971014493,717.4262318840579,1748.2331884057971,14201.37420289855,69
413,1,66.,3,375.09793650793654,757.4530158730159,1567.9790476190478,13411.62619047619,63
424,1,68.,3,321.3473333333334,1117.8271111111112,1317.5762222222222,9125.549555555555,45
425,1,68.,4,923.1657142857142,1338.4278571428572,1786.0089285714287,9460.205,28
430,1,69.,2,238.72457142857144,1054.7265714285713,619.3597142857143,6453.476,35
431,1,69.,3,102.80542857142858,1274.1688571428572,673.1454285714286,5581.902571428572,35
432,1,69.,4,248.75818181818184,856.6218181818182,1084.714090909091,4844.043181818181,22
443,1,71.,2,634.96625,2042.40425,715.87625,16802.363,40
444,1,71.,3,750.1058064516129,1934.820322580645,588.9632258064516,17994.15064516129,31
450,1,73.,2,571.0214814814815,1519.0942592592592,703.872037037037,12005.121481481483,54
454,1,74.,2,845.4603157894737,1378.7919298245615,1183.029087719298,15215.515543859648,285
455,1,74.,3,1062.3032882882883,1899.9935585585586,1433.1960810810813,20799.45644144144,222
456,1,74.,4,1144.0209523809524,3193.96,1719.4838095238097,27722.860476190475,21
458,1,75.,2,577.3775294117646,1738.8028235294116,770.2388235294118,13057.557999999999,85
459,1,75.,3,649.218552631579,2638.6076315789473,669.4215789473684,18296.63592105263,76
