,basy_zyzd_jbbm_for_str_5,basy_yydj,HAOCAI-5-only_disease-E,JCJY-5-only_disease-E,YP-5-only_disease-E,ZFY-5-only_disease-E,记录条数-5-only_disease
34,A09.0,5,360.27608695652174,2063.5978260869565,1593.7213043478262,5686.521739130435,23
35,A09.0,6,396.33360655737704,3385.1995081967216,2130.9662295081966,8228.886557377049,61
41,A09.9,5,327.1413636363636,2789.606818181818,1040.0859090909091,5666.925909090909,22
42,A09.9,6,449.8004347826087,2743.3304347826083,1266.3644927536232,6106.376376811594,69
43,A09.9,7,467.8348148148148,874.151111111111,924.6229629629629,3562.412592592593,27
45,A15.0,3,396.54761904761904,1499.2714285714287,1194.4914285714285,4612.053333333333,21
47,A15.0,5,436.0295833333334,3593.638854166667,2134.3053125,9501.068958333333,96
48,A15.0,6,668.9491051454139,6082.261364653244,3983.0617225950787,14558.505749440717,447
55,A15.2,5,1916.7454545454545,3505.0136363636366,2628.445,12286.826818181818,22
56,A15.2,6,10064.684222222222,9014.25,4911.915111111111,32557.857444444442,90
60,A15.3,6,567.952816091954,5195.091954022989,2183.875689655172,11233.410977011494,174
67,A15.6,6,1728.9731250000002,5605.892500000001,3742.724791666667,16432.383125,48
69,A16.0,3,489.4202380952381,1533.2619047619048,984.0552380952381,4878.370714285715,42
71,A16.0,5,445.7704545454546,3511.665909090909,1816.0604545454546,9107.824545454547,22
72,A16.0,6,888.5889333333333,5252.189866666667,1872.7238666666667,11660.1148,75
76,A16.2,3,496.08769230769235,6336.042692307692,1782.5007692307695,13912.803076923077,26
78,A16.2,5,1106.6422641509434,4850.064245283019,2832.279528301887,12901.947924528302,106
79,A16.2,6,1386.2277881040893,6580.876208178439,3915.9989776951675,15415.517676579926,538
83,A16.4,6,760.9581818181817,3893.3142424242424,2040.5257575757578,10052.460909090909,33
87,A16.5,5,597.257027027027,3502.224054054054,1421.304054054054,8157.167297297297,37
88,A16.5,6,1110.0446113989638,5275.159067357513,2322.9905699481865,12537.8903626943,193
98,A17.0,6,2159.158125,14791.3478125,10631.2571875,39348.597187499996,32
102,A17.8,6,1568.6281132075471,12509.773962264151,9428.440566037736,32943.14660377359,53
106,A18.0,6,8417.628981481483,8175.601111111111,5889.771944444445,35232.457037037035,108
111,A18.1,6,2594.6769387755103,5293.554897959184,3931.5795918367344,20726.655102040815,49
115,A18.2,6,1304.1252941176472,4388.510147058823,1561.1357352941177,11335.127205882352,68
119,A18.3,6,2660.0581818181818,8853.733484848486,5457.284393939394,21976.58378787879,66
125,A18.8,6,2563.02,8435.861818181818,4702.0259090909085,21968.24090909091,22
127,A19.0,6,599.6760869565217,10801.606956521739,7162.553043478261,23537.03652173913,23
134,A19.8,6,440.2479166666667,9198.0875,7350.792916666666,21438.252916666668,24
173,A41.0,6,3918.982888888889,15705.198222222223,16535.54088888889,58317.24088888888,45
178,A41.1,6,10691.438333333334,25980.287500000002,51208.23583333333,120757.67958333333,24
182,A41.2,6,1968.5965789473685,12673.149210526315,12732.657105263159,38478.766052631574,38
189,A41.5,5,753.2530088495575,5498.915840707965,4183.852654867256,15504.79221238938,113
190,A41.5,6,2916.2006947890823,13378.936699751861,12505.089702233252,43239.7081885856,403
195,A41.8,6,4658.116323529412,14470.617058823529,17929.127794117645,53349.68852941176,68
197,A41.9,1,730.807,1843.9366666666667,2608.6856666666667,9483.210666666668,30
198,A41.9,2,621.1324324324324,5281.2972972972975,5790.011351351352,17319.934864864863,37
199,A41.9,3,888.4953741496599,6302.310612244898,5580.27156462585,19797.84693877551,147
200,A41.9,4,1563.5909933774833,8530.698145695364,10700.562052980133,32362.884370860927,151
201,A41.9,5,1330.4666451612902,6968.990451612904,5833.092817204301,21890.504559139783,465
202,A41.9,6,2240.2410368852456,10525.253799180327,8768.105217213115,31881.68189344262,2440
203,A41.9,7,925.9019047619047,3139.2761904761905,5472.675238095238,14993.764285714286,21
212,A48.1,6,1862.15,11187.335925925927,6489.518148148148,27552.00259259259,27
230,A49.8,4,2433.9648,8752.655999999999,11705.285600000001,38504.86,25
231,A49.8,5,555.1976,4750.186,4575.4592,14897.5916,25
232,A49.8,6,957.0985714285714,5676.5482142857145,4815.0175,17093.719107142857,56
239,A49.9,6,768.0273076923077,6524.651153846154,4322.597692307692,16437.05192307692,26
245,A52.3,6,654.625,3557.359090909091,3656.9190909090908,10648.698636363637,22
257,A63.0,6,506.46255813953485,1605.0767441860467,1870.3541860465116,8962.001860465116,43
270,A86.x,6,864.7264077669902,7218.050097087379,4036.7485922330097,18329.093689320387,206
274,A87.9,6,512.0668000000001,5400.109,2388.834,11037.6446,50
293,B02.2,3,410.53,1606.6692307692308,2672.0926923076922,7579.420769230769,26
295,B02.2,5,1157.422391304348,1861.013695652174,1252.7610869565217,6660.863260869565,92
296,B02.2,6,1499.9441186161448,2768.2775453047775,1656.8284514003294,10196.87489291598,607
297,B02.2,7,726.8639130434782,1299.7652173913043,770.0208695652174,5346.479565217392,23
316,B02.9,6,505.3715151515152,2272.293939393939,1418.0754545454545,6689.029393939394,33
345,B18.1,6,2845.219668874172,4777.07642384106,4580.579933774834,18415.725165562915,151
355,B20.1,6,1007.537619047619,9526.521428571428,7349.854523809524,22675.35714285714,42
365,B20.7,6,699.7583720930232,10622.23965116279,15522.349767441861,32721.323372093026,86
377,B22.7,6,1120.428275862069,12442.808620689655,14814.836034482758,34699.91155172414,58
386,B24.x,6,599.1036842105262,5800.184210526316,3004.0047368421056,13059.128157894736,38
391,B27.0,6,320.45814814814815,1688.0333333333333,1390.9729629629628,5017.257037037037,27
395,B27.8,6,330.0881818181818,1445.9636363636364,1256.1812121212122,4559.603636363637,33
401,B27.9,6,446.86408163265304,1970.2563265306121,1049.811224489796,5035.577959183674,49
418,B37.1,6,1357.8767272727273,9942.342254545454,8444.764290909092,28309.859963636365,275
433,B44.0,6,1811.6644827586206,10641.944655172414,12079.145172413793,33236.66155172414,58
436,B44.1,5,962.0562962962963,4677.764814814815,5710.701851851853,16509.62814814815,27
437,B44.1,6,1314.0688607594936,7574.734734177216,8666.555974683544,24849.350987341775,395
