,basy_zyzd_jbbm_for_str_6,basy_yydj,basy_ssjczbm1_for_str_6,age_group,AGE-HAOCAI-6-6-E,AGE-JCJY-6-6-E,AGE-YP-6-6-E,AGE-ZFY-6-6-E,记录条数-6-6
2364,A41.90,6,38.930,5,1491.4109090909092,11799.820454545454,9380.642727272729,32052.648636363636,22
2366,A41.90,6,38.930,8,1689.2755882352942,12229.072647058825,9329.220588235294,32818.059705882355,34
2367,A41.90,6,38.930,9,2042.239090909091,13554.281212121214,13048.579393939393,40222.56787878788,33
2642,A41.90,6,93.900,5,992.0473913043478,9057.30695652174,7099.851304347825,24054.724782608697,23
2643,A41.90,6,93.900,6,1030.4953846153846,10236.44846153846,5331.063076923077,22992.504358974362,39
2644,A41.90,6,93.900,8,1352.212153846154,9197.954461538462,6562.500615384615,25027.30553846154,65
2645,A41.90,6,93.900,9,1058.2560784313725,9397.20294117647,6627.7381372549025,24136.549019607843,102
2660,A41.90,6,96.040,8,3019.9372413793108,20006.24172413793,11981.375172413793,59428.84275862069,29
2672,A41.90,6,96.710,5,2020.9768965517242,7432.597586206897,6936.145172413794,22715.790344827587,29
2673,A41.90,6,96.710,6,2315.4314705882352,7493.732941176471,7704.786764705882,23673.755,34
2674,A41.90,6,96.710,8,2024.861724137931,8956.012413793103,8544.70448275862,26333.400344827587,58
2675,A41.90,6,96.710,9,2141.488888888889,9505.704722222223,6837.353611111112,25701.77,36
2680,A41.90,6,96.720,5,8102.659285714285,23860.428571428572,26329.082499999997,84760.09999999999,28
2681,A41.90,6,96.720,6,19388.470689655172,40442.65551724138,54284.31034482759,182629.28068965516,29
2682,A41.90,6,96.720,8,7561.946833333333,30821.3565,29388.544833333333,102709.63166666667,60
2683,A41.90,6,96.720,9,6218.599999999999,25131.26913043478,26555.07804347826,86977.28608695652,46
2702,A41.90,6,99.210,0,326.57190476190476,1931.404761904762,2180.5814285714287,6663.870952380953,21
3070,A86.x0,6,03.310,0,619.7340909090909,4447.966818181819,2853.2227272727273,11487.585,22
3075,A86.x0,6,03.310,5,907.4228571428572,8047.400952380953,3142.3004761904763,19027.422857142858,21
3269,B02.20,6,,8,351.67413793103447,2490.5206896551726,1738.383448275862,6480.086206896552,29
3294,B02.20,6,04.2x0,5,1479.3273913043479,2640.296086956522,966.6778260869565,9062.307826086955,23
3295,B02.20,6,04.2x0,6,1377.9513043478262,3250.8223913043475,1183.0452173913043,10208.71847826087,46
3296,B02.20,6,04.2x0,8,1645.0969444444445,4104.708333333333,1144.2305555555556,12131.346666666666,36
3303,B02.20,6,04.490,6,2298.6076000000003,3167.6240000000003,1194.4564,11386.796,25
3304,B02.20,6,04.490,8,2877.0468,2937.4159999999997,1059.3447999999999,11843.5916,25
3565,B18.10,6,,3,312.00428571428574,3193.052380952381,4359.969047619048,9893.142857142857,21
3883,B27.90,6,,0,363.62041666666664,1506.8458333333335,727.99375,4025.720416666667,24
3942,B37.10,6,,8,626.3568,5736.9016,6557.4364000000005,17525.8412,25
3943,B37.10,6,,9,586.3984375,7434.086875,6010.274375,18537.7184375,32
