,basy_zyzd_jbbm_for_str_5,basy_yydj,basy_ssjczbm1_for_str_5,age_group,AGE-HAOCAI-5-5-E,AGE-JCJY-5-5-E,AGE-YP-5-5-E,AGE-ZFY-5-5-E,记录条数-5-5
294,A15.0,6,,5,407.19925925925924,5626.553333333333,5940.737037037037,14993.831481481482,27
295,A15.0,6,,6,417.37624999999997,4848.715,3148.529,11050.305499999999,40
296,A15.0,6,,8,448.0736111111111,5748.268055555555,3998.1830555555553,13231.631666666666,36
323,A15.0,6,33.24,5,427.95977777777773,6551.325333333333,3650.967111111111,14655.573999999999,45
324,A15.0,6,33.24,6,578.8118604651163,6255.742325581395,3378.891860465116,14084.793720930233,43
325,A15.0,6,33.24,8,355.00969696969696,5723.774242424242,2922.0784848484845,12901.951515151513,33
522,A15.3,6,33.24,5,479.9756,5255.444,2059.0316000000003,10597.9224,25
523,A15.3,6,33.24,6,601.707037037037,5391.885555555556,2144.6855555555558,11312.815925925926,27
774,A16.2,6,,5,378.55125,4490.51625,3462.25125,10157.321249999999,24
775,A16.2,6,,6,385.66964285714283,4779.140357142857,4079.8939285714287,11873.4525,28
776,A16.2,6,,8,359.5811764705882,5058.2091176470585,3252.904411764706,10885.226764705883,34
815,A16.2,6,33.24,1,498.52076923076925,7213.788461538462,3225.548076923077,13501.707307692308,26
816,A16.2,6,33.24,2,455.57107142857143,6114.060357142857,3036.785,12584.896428571428,28
817,A16.2,6,33.24,3,429.19588235294117,6480.081764705882,3489.2008823529413,13403.346176470588,34
819,A16.2,6,33.24,5,446.863,6729.186749999999,3103.0845,13188.78675,40
820,A16.2,6,33.24,6,537.4528205128205,6450.294358974359,2665.060769230769,13292.853846153846,39
821,A16.2,6,33.24,8,484.4590909090909,5982.330606060606,2843.197878787879,12362.123636363636,33
1714,A41.5,6,,6,543.7509523809524,9406.868095238096,6098.244761904762,22047.214285714286,21
1715,A41.5,6,,8,552.448888888889,7563.464444444445,5687.48,19236.78962962963,27
1716,A41.5,6,,9,581.9531578947368,8041.48552631579,5836.940263157895,20248.73289473684,38
2098,A41.9,5,,8,444.53066666666666,4947.415,3180.125666666667,12571.894333333334,30
2099,A41.9,5,,9,353.8232,4529.058,2536.2864,11483.6008,25
2237,A41.9,6,,0,329.5294285714286,1954.1678095238094,1347.594,5227.447904761905,105
2241,A41.9,6,,4,609.7268181818182,6345.070454545454,7013.401363636363,19196.155000000002,22
2242,A41.9,6,,5,856.9100000000001,5909.720555555556,6279.036111111111,17437.638055555555,72
2243,A41.9,6,,6,562.7317441860465,6472.445581395348,5443.745,16852.08848837209,86
2244,A41.9,6,,8,507.108115942029,6995.697463768116,4754.700797101449,16471.33391304348,138
2245,A41.9,6,,9,623.2491428571429,6372.685071428572,4317.315571428572,17369.8465,140
2295,A41.9,6,33.24,6,917.92,11883.753703703704,8488.507037037038,31017.925925925927,27
2296,A41.9,6,33.24,8,913.5228125,12509.789375,8303.420937500001,32869.12625,32
2297,A41.9,6,33.24,9,996.417,12321.085000000001,7486.5485,32573.296500000004,40
2337,A41.9,6,38.93,5,1491.4109090909092,11799.820454545454,9380.642727272729,32052.648636363636,22
2339,A41.9,6,38.93,8,1689.2755882352942,12229.072647058825,9329.220588235294,32818.059705882355,34
2340,A41.9,6,38.93,9,2042.239090909091,13554.281212121214,13048.579393939393,40222.56787878788,33
2614,A41.9,6,93.90,5,992.0473913043478,9057.30695652174,7099.851304347825,24054.724782608697,23
2615,A41.9,6,93.90,6,1030.4953846153846,10236.44846153846,5331.063076923077,22992.504358974362,39
2616,A41.9,6,93.90,8,1352.212153846154,9197.954461538462,6562.500615384615,25027.30553846154,65
2617,A41.9,6,93.90,9,1058.2560784313725,9397.20294117647,6627.7381372549025,24136.549019607843,102
2632,A41.9,6,96.04,8,3019.9372413793108,20006.24172413793,11981.375172413793,59428.84275862069,29
2644,A41.9,6,96.71,5,2020.9768965517242,7432.597586206897,6936.145172413794,22715.790344827587,29
2645,A41.9,6,96.71,6,2315.4314705882352,7493.732941176471,7704.786764705882,23673.755,34
2646,A41.9,6,96.71,8,2024.861724137931,8956.012413793103,8544.70448275862,26333.400344827587,58
2647,A41.9,6,96.71,9,2141.488888888889,9505.704722222223,6837.353611111112,25701.77,36
2652,A41.9,6,96.72,5,8102.659285714285,23860.428571428572,26329.082499999997,84760.09999999999,28
2653,A41.9,6,96.72,6,19388.470689655172,40442.65551724138,54284.31034482759,182629.28068965516,29
2654,A41.9,6,96.72,8,7561.946833333333,30821.3565,29388.544833333333,102709.63166666667,60
2655,A41.9,6,96.72,9,6218.599999999999,25131.26913043478,26555.07804347826,86977.28608695652,46
2674,A41.9,6,99.21,0,326.57190476190476,1931.404761904762,2180.5814285714287,6663.870952380953,21
3037,A86.x,6,03.31,0,619.7340909090909,4447.966818181819,2853.2227272727273,11487.585,22
3042,A86.x,6,03.31,5,907.4228571428572,8047.400952380953,3142.3004761904763,19027.422857142858,21
3235,B02.2,6,,8,351.67413793103447,2490.5206896551726,1738.383448275862,6480.086206896552,29
3260,B02.2,6,04.2x,5,1479.3273913043479,2640.296086956522,966.6778260869565,9062.307826086955,23
3261,B02.2,6,04.2x,6,1377.9513043478262,3250.8223913043475,1183.0452173913043,10208.71847826087,46
3262,B02.2,6,04.2x,8,1645.971052631579,3985.1973684210525,1116.3139473684212,11859.066315789474,38
