,医院名称,平均OE值
3051,自流井区新街社区卫生服务中心,0.431309703
2812,眉山市彭山区中医医院,0.430981824
67,三台县灵兴镇卫生院,0.430867425
2703,甘孜藏族自治州卫生学校附属医院,0.430834331
715,南充百姓医院,0.430669365
11,万源市大竹中心卫生院,0.430110552
1401,射洪市青岗中心卫生院,0.429852548
989,大安区三多寨镇卫生院,0.429709995
4046,龙马潭区金龙镇卫生院,0.429098304
139,丹棱南苑中医医院,0.429098091
3326,蓬溪长庚中医肛肠医院,0.428797371
3280,蓬安县徐家中心卫生院,0.428739075
1483,峨边彝族自治县人民医院,0.428696383
3358,西昌小天使妇女儿童医院,0.428516486
2344,松潘县中藏医院,0.428398324
3541,达州火峰山老年病医院,0.427884136
596,北川羌族自治县妇幼保健计划生育服务中心,0.427769849
1228,宜宾市南溪区裴石镇卫生院,0.42695905
1046,大英县金元镇卫生院,0.426680382
3281,蓬安县新园乡卫生院,0.426667648
3252,营山祥润康复医院,0.42643043
573,剑阁县樵店乡卫生院,0.42614504
1757,广安市广安区官盛镇卫生院,0.426131169
2886,简阳市新市街道社区卫生服务中心,0.425962545
1897,德阳市罗江区中医医院,0.425773773
1310,宣汉县峰城镇中心卫生院,0.425400677
3393,资中县妇幼保健计划生育服务中心,0.425120744
3981,青神康达骨科医院,0.424765474
3161,苍溪县龙山镇中心卫生院,0.424736112
774,南部县伏虎中心卫生院,0.424655209
3209,营山博康肾病医院,0.424556734
3137,苍溪县文昌镇中心卫生院,0.424441157
3028,绵阳高新雨辰护理院,0.424440786
2532,泸县毗卢镇卫生院,0.424383408
468,内江市东兴区双才中心卫生院,0.424293439
69,三台县秋林镇卫生院,0.424146393
1853,彭州茂康中医医院,0.424145877
2517,沙湾友安老年病专科医院,0.424057371
563,剑阁县剑门关镇中心卫生院,0.423936384
2527,泸县太伏中心卫生院,0.423856529
2222,成都高新区西园社区卫生服务中心,0.423715856
3957,青川县妇幼保健院,0.423586616
1618,平昌县得胜镇五木卫生院,0.423208879
1422,屏山县屏山镇中心卫生院,0.422813961
2166,成都爱道医院,0.422782169
3502,达州市达川区双庙镇卫生院,0.422746369
2832,眉山肿瘤医院,0.422646259
158,乐山市五通桥区石麟镇卫生院,0.422616169
3297,蓬安颐康医院,0.422336249
3411,资中县龙结镇卫生院,0.422131589
3770,金阳县人民医院,0.42189845
3564,通江县两河口镇卫生院,0.421822784
3954,青川县关庄镇中心卫生院,0.421609396
1752,广安市广安区北辰社区卫生服务中心,0.421222092
841,叙永县白腊苗族乡卫生院,0.42116034
1510,崇州市白头镇卫生院,0.420627178
2453,江油市妇幼保健计划生育服务中心,0.420627007
2981,绵阳市安州区雎水镇卫生院,0.420586198
1698,广元市昭化区中医医院,0.420416181
3052,自流井区第二人民医院,0.420226533
3003,绵阳市游仙区沉抗镇卫生院,0.420125129
870,古蔺县石宝中心卫生院,0.420052279
3591,通江县诺江镇卫生院,0.420014497
2870,筠连县腾达镇卫生院,0.419745841
2920,米易老年病医院,0.41974039
1292,宣汉县三墩土家族乡卫生院,0.419537964
1696,广元市利州区龙潭乡卫生院,0.419529217
1331,宣汉县红峰镇卫生院,0.41922066
1647,平昌县龙岗镇中心卫生院,0.419155965
705,南充格瑞尔医院,0.418755238
3142,苍溪县河地镇卫生院,0.418490544
3344,西充县槐树中心卫生院,0.418427767
344,仁寿运长医院,0.418330195
1293,宣汉县上峡镇卫生院,0.418160191
61,三台县新德镇卫生院,0.418114213
2514,沐川宏健医院,0.417851046
3746,金堂县赵家镇卫生院(金堂县赵家镇公共卫生所）,0.417685091
1778,广汉市三星堆镇中心卫生院,0.417627706
2737,盐亭县玉龙镇中心卫生院,0.417506043
3400,资中县球溪镇卫生院,0.417280567
711,南充海圣堂医院,0.417198626
8,万源市古东关街道社区卫生服务中心,0.417163562
2377,武胜县妇幼保健计划生育服务中心,0.417090548
4042,龙马潭区特兴街道社区卫生服务中心,0.416199771
1553,巴中市恩阳区柳林镇卫生院,0.416004892
1165,安岳县思贤镇卫生院,0.41597553
998,大竹众幸医院,0.415622331
46,三台县中太镇中心卫生院,0.414991349
2948,绵竹市孝德镇卫生院,0.414776349
1152,安岳县周礼镇中心卫生院,0.414264306
1270,宜宾市翠屏区李端镇卫生院,0.414127784
3572,通江县新场镇卫生院,0.414114881
3559,通川区碑庙中心卫生院,0.4140432
39,万源忠栋医院,0.413942034
867,古蔺县永乐街道社区卫生服务中心,0.413939646
244,九寨沟县人民医院,0.413797744
3284,蓬安县河舒中心卫生院,0.413681083
577,剑阁县涂山镇卫生院,0.413617342
2130,成都市龙泉驿区西平社区卫生服务中心,0.413583444
3766,金阳华大医院,0.413535294
3136,苍溪县彭店乡卫生院,0.413529238
3073,自贡市沿滩区永安镇中心卫生院,0.413474568
1158,安岳县姚市镇卫生院,0.413362814
3537,达州市通川区磐石镇卫生院,0.413176046
2090,成都市金牛区天回社区卫生服务中心,0.413030161
994,大安区新民镇卫生院,0.412592315
2439,江油华厦眼科医院,0.412471156
2539,泸县福集镇卫生院,0.411876707
1541,巴中市恩阳区下八庙镇卫生院,0.410918366
2025,成都市新津区安西镇公立卫生院,0.410831293
3430,资阳市雁江区南津镇中心卫生院,0.410644543
3158,苍溪县高坡镇卫生院,0.410611032
52,三台县北坝镇中心卫生院,0.410576026
296,仁和区仁和社区卫生服务中心,0.410158044
1683,广元市利州区中医医院,0.410067443
2811,眉山市妇幼保健院,0.409975209
1173,安岳县林凤镇卫生院,0.409849481
3749,金堂县转龙镇中心卫生院,0.409422021
3708,都江堰市妇幼保健院,0.409071059
2224,成都高新华南医院,0.408964471
7,万源市八台镇卫生院,0.408892415
2488,江阳区邻玉街道社区卫生服务中心,0.408623898
2345,松潘县人民医院,0.408615654
2057,成都市温江区天府街道社区卫生服务中心,0.40852568
1354,富顺县怀德镇中心卫生院,0.408509683
3123,苍溪仁泰医院,0.408404382
2930,纳溪区大渡口中心卫生院（泸州市纳溪区第三人民医院）,0.408371545
2481,江阳区大山坪街道社区卫生服务中心,0.408322328
248,九寨沟县第二人民医院（九寨沟县漳扎镇卫生院））,0.40751507
2,万源健安医院,0.407369681
2063,成都市温江区金马街道社区卫生服务中心,0.407348674
3659,邛崃市固驿街道卫生院,0.407167921
2213,成都风湿医院（成都风湿医院互联网医院）,0.406702307
175,乐山市市中区安谷镇中心卫生院,0.406682885
2669,犍为成康医院,0.406607394
3436,资阳市雁江区松涛镇卫生院,0.406435891
2531,泸县方洞镇卫生院,0.406315699
53,三台县古井镇中心卫生院,0.4061593
2110,成都市青白江区龙王镇卫生院,0.405776526
1013,大竹县文星中心卫生院,0.405725347
1556,巴中市恩阳区群乐镇卫生院,0.404972669
2705,甘洛县中彝医院,0.404934403
417,会东康和医院,0.404709185
50,三台县八洞镇卫生院,0.404624793
3274,蓬安县兴旺中心卫生院,0.404598914
3007,绵阳市游仙区石马中心卫生院,0.40438177
3324,蓬溪忠仁老年病医院,0.404380195
3580,通江县沙溪中心卫生院,0.40430996
795,南部县楠木中心卫生院,0.404307135
1810,开江县新宁镇卫生院,0.404049553
2836,眉山蜀西眼耳鼻咽喉专科医院有限公司,0.403976544
3429,资阳市雁江区保和镇中心卫生院,0.403393653
1860,德昌县妇幼保健计划生育服务中心,0.403241448
2542,泸县长生肾病医院,0.402881433
3648,道孚县人民医院,0.402730086
2077,成都市郫都区团结街道社区卫生服务中心,0.402601347
277,什邡丽人医院,0.402556154
3275,蓬安县利溪镇卫生院,0.402347139
18,万源市永宁镇卫生院,0.402330495
607,北川羌族自治县禹里镇中心卫生院,0.402266465
2749,盐亭爱瞳眼科医院,0.40209864
2480,江阳区南城街道社区卫生服务中心,0.401919948
2327,朝天华仁医院,0.401848324
3664,邛崃市孔明街道卫生院,0.401690389
3752,金堂县高板社区卫生服务中心（金堂县高板街道公共卫生所）,0.401265638
1407,小金县人民医院,0.401088122
3494,达州市民康医院,0.401045299
2185,成都西部中西医结合医院,0.400995293
2735,盐亭县文通镇中心卫生院,0.400522934
3151,苍溪县石马镇卫生院,0.400214533
657,南充市嘉陵区大通镇中心卫生院,0.400104929
3396,资中县新桥镇卫生院,0.399374359
25,万源市石窝镇卫生院,0.399350105
1635,平昌县笔山镇中心卫生院,0.399346001
1271,宜宾市翠屏区永兴镇中心卫生院,0.399270332
1611,平昌县大寨镇中心卫生院,0.399233697
586,剑阁县金仙镇卫生院,0.399128455
3072,自贡市沿滩区富全镇卫生院,0.399027887
2866,筠连县巡司镇中心卫生院,0.398962114
3587,通江县空山镇卫生院,0.398163309
1988,成都威高肾病医院,0.398073373
898,合江县尧坝镇卫生院,0.397986747
140,丹棱县人民医院,0.397985015
2366,梓潼县黎雅镇中心卫生院,0.397555666
1104,威远县观英滩镇卫生院,0.397544446
585,剑阁县羊岭镇卫生院,0.397154911
3392,资中县太平镇卫生院,0.397007131
1478,峨眉山市龙池镇中心卫生院,0.396808913
3867,隆昌市妇幼保健院,0.396661389
2281,旺苍县妇幼保健院,0.396652617
3415,资阳中欣肛肠医院,0.396647494
3187,荣县来牟镇卫生院,0.396592672
2544,泸州中科胃肠病医院,0.396521476
1022,大竹县清河中心卫生院,0.396226376
3283,蓬安县正源镇卫生院,0.396168038
557,剑阁县东宝镇卫生院,0.395296852
1943,成都中医大银海眼科医院（成都中医大银海眼科医院互联网医院）,0.395259928
1808,开江县广福镇卫生院,0.395063048
1385,射洪市妇幼保健院（射洪市妇幼保健卫生服务中心）,0.394399533
2559,泸州市龙马潭区妇幼保建计划生育服务中心（泸州市龙马潭区妇幼保健院）,0.393892827
3614,遂宁市安居区人民医院,0.393822986
2566,泸州现代耳鼻喉专科医院,0.393463302
2306,昭觉县妇幼保健计划生育服务中心,0.39338676
762,南江镇阳医院,0.393347953
3168,苍溪福昌中医疼痛医院,0.393333643
3546,达州紫荆妇产医院,0.393236299
2538,泸县石桥镇卫生院,0.393100121
97,中江县回龙中心卫生院,0.393088693
1731,广元昭化仁心医院,0.393030343
2081,成都市郫都区德源街道社区卫生服务中心,0.392963735
1804,开江县八庙镇卫生院,0.392936719
1353,富顺县富世街道社区卫生服务中心,0.392515867
285,什邡市妇幼保健院（什邡市妇女儿童医院、什邡市妇幼保健计划生育中心）,0.392267763
2257,攀枝花盛泰康复医院有限公司,0.39153538
2043,成都市新都区桂湖街道城东社区卫生服务中心,0.391523676
717,南充罾康医院,0.391514016
3313,蓬溪县第三人民医院（蓬溪县天福中心卫生院）,0.391423254
901,合江县法王寺镇卫生院,0.390945053
3878,隆昌曾氏中科医院,0.390775109
4012,高县月江镇中心卫生院,0.39039888
2052,成都市温江区万春镇中心卫生院,0.390317058
2598,渠县中滩镇卫生院,0.389984962
3736,金堂县妇幼保健院（金堂县妇女儿童医院）,0.389822794
3141,苍溪县永宁镇卫生院,0.389571374
2127,成都市龙泉驿区洛带镇公立卫生院,0.389532724
3441,资阳市雁江区资溪社区卫生服务中心,0.389448988
1043,大英县玉峰中心卫生院,0.389307497
3602,遂宁博济医院有限公司,0.389050393
3873,隆昌市胡家镇中心卫生院,0.388986629
4036,高新龙翔医院,0.388712506
3955,青川县凉水镇中心卫生院,0.388401143
86,中康凉山康复医院,0.388202913
3422,资阳市雁江区东峰镇卫生院,0.387925636
489,内江市市中区交通镇卫生院,0.387879697
3835,阆中市洪山镇中心卫生院,0.38768331
1616,平昌县岳家镇卫生院,0.387610689
102,中江县富兴镇卫生院,0.387482956
2736,盐亭县永泰镇卫生院,0.387384128
802,南部县王家中心卫生院,0.387346258
3874,隆昌市金鹅中心卫生院,0.387052179
3988,马边彝族自治县人民医院,0.386887871
3586,通江县瓦室中心卫生院,0.386773703
3077,自贡市沿滩区联络镇中心卫生院,0.386657251
243,九寨沟县中藏医院,0.386635293
3249,营山民康医院,0.385583974
1848,彭州市龙门山镇卫生院,0.385253996
2300,昭觉华大医院,0.385101225
3579,通江县永安中心卫生院,0.384969635
1951,成都九龙医院（成都九龙中医医院）,0.384902647
1843,彭州市致和街道社区卫生服务中心,0.384795594
2459,江油市枫顺乡卫生院,0.384507872
3150,苍溪县皮肤病性病防治院,0.383961504
910,合江县符阳街道社区卫生服务中心(合江县符阳街道卫生院),0.383737988
1039,大英县回马镇卫生院,0.383097111
2108,成都市青白江区福洪镇卫生院,0.382172387
3571,通江县广纳中心卫生院,0.382148442
1286,宝兴县人民医院,0.381962593
2028,成都市新津区武阳社区卫生服务中心,0.381826224
2788,眉山仁德精成中医骨伤医院,0.381400867
1771,广安蘇福康护理院,0.381261477
559,剑阁县义兴镇卫生院,0.381233443
2448,江油市双河镇卫生院,0.381165618
1547,巴中市恩阳区双胜镇卫生院,0.380799543
1465,峨眉山市九里镇中心卫生院,0.380580799
3170,若尔盖县藏医院,0.380469396
13,万源市妇幼保健计划生育服务中心,0.380215726
3140,苍溪县歧坪镇中心卫生院,0.379871686
3851,阿坝县人民医院,0.379631778
3965,青川县竹园镇中心卫生院,0.379455498
554,剑阁仁爱医院(普通合伙）,0.379418914
862,古蔺县大村中心卫生院,0.379342056
3473,越西王氏医院,0.378633388
709,南充民瑞医院,0.378598905
549,凉山爱尔眼科医院,0.378591122
879,古蔺县黄荆中心卫生院,0.378268728
1630,平昌县泥龙镇卫生院,0.378235342
3741,金堂县竹篙镇中心卫生院（金堂县竹篙镇公共卫生所）,0.378117893
2119,成都市龙泉驿区仁爱社区卫生服务中心,0.377714684
787,南部县妇幼保健计划生育服务中心（南部县妇幼保健院、南部县妇女儿童医院）,0.37736852
723,南江仁爱医院,0.377211212
2789,眉山子瞻老年病医院有限公司,0.377141221
3797,长宁县硐底镇卫生院,0.376683296
68,三台县石安镇中心卫生院,0.376551027
3372,西昌市第二人民医院（西昌市精神病专科医院）,0.376267244
1807,开江县宝石医养结合服务中心,0.376003539
1608,平昌县响滩镇中心卫生院,0.375859072
893,合江县先市中心卫生院,0.375838838
218,乐至县中和场镇卫生院,0.37575441
783,南部县大桥中心卫生院,0.3756536
1113,威远正和医院,0.375589795
1255,宜宾市第三中医医院,0.375379673
3871,隆昌市石碾镇中心卫生院,0.375263007
197,乐山市沙湾区福禄镇中心卫生院,0.375003288
3125,苍溪县东溪镇中心卫生院,0.374997118
2202,成都锦江安吉拉医疗美容医院,0.3748114
1233,宜宾市叙州区南岸街道社区卫生服务中心,0.374707662
2926,纳溪区上马中心卫生院（泸州市纳溪区第五人民医院）,0.374672337
4025,高坪区白塔社区卫生服务中心,0.374436474
3751,金堂县骨伤科医院（金堂县淮口社区卫生服务中心、金堂县淮口街道公共卫生所）,0.374126896
