,basy_zyzd_jbbm_3,count,耗材费
71,71,791,800.3859544879899
72,72,236,1046.6461864406779
73,73,634,704.0328706624606
74,74,592,629.3765709459459
75,75,150,1027.1170666666667
76,76,609,750.51039408867
77,77,222,497.6842792792793
78,78,394,721.6451269035533
79,79,410,1438.9928780487803
80,80,678,959.7085250737463
81,81,295,434.5983050847458
82,82,1407,1532.289722814499
83,83,594,1268.61101010101
84,84,1349,1582.3018161601185
85,85,347,995.8523919308358
86,86,545,1887.1643486238534
87,87,3084,1656.2606939040209
88,88,138,3130.1638405797103
89,89,1982,1684.834561049445
90,90,54,4609.417592592592
91,91,907,1913.673197353914
92,92,2750,1484.6033672727274
93,93,64,2737.5396875
94,94,755,1528.7048741721853
95,95,360,1998.8494722222224
96,96,1335,1611.1811685393257
97,97,676,1472.3605917159764
98,98,124,11003.677822580645
99,99,345,7085.275739130435
100,100,664,1583.1393674698795
101,101,58,4320.32224137931
102,102,244,11865.318483606557
103,103,220,11846.236545454545
104,104,70,2683.0238571428567
105,105,90,10047.335333333334
106,106,148,7546.255945945947
107,107,58,11086.883620689656
108,108,24,619.5708333333333
109,109,90,12437.636111111111
110,110,12,2219.2925
111,111,49,1992.9104081632654
112,112,31,1016.0203225806451
113,113,99,2813.047474747475
114,114,89,1878.9320224719102
115,115,65,2133.9075384615385
116,116,145,4905.668344827586
117,117,151,7084.333178807948
118,118,270,8605.92774074074
119,119,196,6595.560459183674
120,120,256,6855.1168359375
121,121,258,8470.742209302327
122,122,354,6370.051638418078
123,123,321,6125.733925233645
124,124,226,8478.939601769913
125,125,465,5600.380666666667
126,126,398,4515.323291457286
127,127,483,3671.587142857143
128,128,276,5730.623188405797
129,129,1230,7717.65225203252
130,130,2610,9008.40750191571
131,131,4436,9780.630946798918
132,132,4671,9733.188122457717
133,133,3424,8994.526775700935
134,134,7858,8999.497057775514
135,135,5086,9652.451645694062
136,136,9365,8582.478345969033
137,137,5883,8267.249976202618
138,138,10285,8093.687944579485
139,139,7510,9387.599051930758
140,140,5302,7972.570726141079
141,141,9399,7991.183704649431
142,142,4134,8693.564954039672
143,143,6325,7902.342320948616
144,144,2807,7896.947826861418
145,145,10167,7211.511056358808
146,146,10615,9120.167155911446
147,147,15510,9623.228818826563
148,148,3451,6123.157510866416
149,149,8352,9500.393302203065
150,150,7487,9392.707213837317
151,151,7771,9092.908201003731
152,152,6901,8621.821553398058
153,153,495,3833.331191919192
154,154,14797,9144.56172399811
155,155,438,5830.205958904109
156,156,541,2966.3060258780038
157,157,8406,8053.330561503688
158,158,679,3937.460250368189
159,159,2446,3534.153045789043
160,160,3924,3408.459006116208
161,161,2851,3394.6390354261666
162,162,1087,4452.2753633854645
163,163,3997,3643.941953965474
164,164,4752,3486.95429503367
165,165,1258,4719.845031796503
166,166,3608,4017.4782483370286
167,167,4514,3595.081360212672
168,168,1128,4129.981418439716
169,169,2506,3398.631169193935
170,170,5941,3572.046192560175
171,171,1619,3062.8994193946883
172,172,962,4797.047515592516
173,173,3598,4012.921981656476
174,174,2726,3336.419471753485
