,basy_zyzd_jbbm_3,count,耗材费
929,929,13576,856.3501075427225
930,930,10448,969.0173746171515
931,931,6998,883.6220820234353
932,932,7010,863.2052196861626
933,933,5289,898.8777765172999
934,934,6040,916.0965331125827
935,935,4630,904.3751166306696
936,936,1991,1130.1278051230538
937,937,2925,1012.1103863247863
938,938,8356,912.7594722355194
939,939,3327,663.3412714156899
940,940,4661,823.064035614675
941,941,4412,729.946219401632
942,942,5147,845.251225956868
943,943,6897,756.7900956937799
944,944,5126,838.1112621927429
945,945,5641,809.8526006027299
946,946,4536,687.9403549382716
947,947,5067,873.3052239984212
948,948,6214,785.8971017058255
949,949,5166,596.8768660472319
950,950,4728,801.2073350253806
951,951,6072,764.8538306982872
952,952,3742,668.6260823089257
953,953,3256,886.1513544226044
954,954,1898,905.8263171759747
955,955,1148,898.1019773519163
956,956,1489,903.6709536601746
957,957,3370,753.6675430267063
958,958,642,923.5406853582555
959,959,3132,884.1180363984674
960,960,4434,752.6329409111412
961,961,1120,746.2623839285715
962,962,3429,888.8767483231263
963,963,1258,1145.2990858505564
964,964,3304,853.9897003631962
965,965,3411,808.963221929053
966,966,3501,1020.1595229934305
967,967,5382,855.425232255667
968,968,574,1329.6702264808362
969,969,663,790.4587028657617
970,970,6429,998.7859340488411
971,971,1588,553.1828022670026
972,972,1140,1209.8138245614034
973,973,1018,1358.590913555992
974,974,79,533.5039240506329
975,975,516,1049.7062403100776
976,976,2505,818.2427744510977
977,977,2329,782.2103306139975
978,978,2911,949.7522706973548
979,979,1517,582.419301252472
980,980,567,1043.9638447971781
981,981,2326,768.5714531384351
982,982,3128,645.9914609974425
983,983,1792,556.1219921875
984,984,1508,1091.0600464190982
985,985,2860,574.5718706293707
986,986,148,959.3308783783784
987,987,533,829.9228893058162
988,988,63,1316.8195238095238
989,989,177,742.3937288135594
990,990,888,618.2550900900901
991,991,242,825.7152066115704
992,992,549,966.2801821493624
993,993,1770,619.7447627118644
994,994,275,516.7390181818182
995,995,499,512.854629258517
996,996,365,596.8036164383561
997,997,86,1119.576511627907
998,998,503,525.7688071570577
999,999,279,667.0577777777778
1000,1000,361,488.0736288088642
1001,1001,325,985.9975076923077
1002,1002,403,901.5233498759304
1003,1003,421,793.4360332541568
1004,1004,98,1177.4075510204082
1005,1005,107,1455.895327102804
1006,1006,114,867.3667543859649
1007,1007,158,1254.3593670886075
1008,1008,126,933.0623015873016
1009,1009,108,1624.8532407407406
1010,1010,269,875.6318587360595
1011,1011,127,1597.7837007874016
1012,1012,157,2581.288025477707
1013,1013,68,3451.3276470588235
1014,1014,92,2445.495
1015,1015,80,6232.736625
1016,1016,169,1701.8120118343195
1017,1017,224,3419.888660714286
1018,1018,326,1880.5462576687116
1019,1019,98,5574.565714285715
1020,1020,695,14252.262776978418
1021,1021,75,3452.006
1022,1022,192,4810.56703125
1023,1023,590,2036.3543389830509
1024,1024,334,7125.8770059880235
1025,1025,877,17396.60781071836
1026,1026,1224,11212.05260620915
1027,1027,323,8596.453777089782
1028,1028,1968,12774.328348577237
1029,1029,679,5018.838159057437
1030,1030,839,18978.621847437425
1031,1031,1540,8131.02975974026
1032,1032,700,10278.159642857143
1033,1033,1360,9916.955176470588
1034,1034,1309,9355.07345301757
1035,1035,538,13583.146821561339
1036,1036,1368,13910.631184210528
1037,1037,858,6178.810303030304
1038,1038,482,7968.973029045643
1039,1039,559,2437.143237924866
1040,1040,632,8093.808765822784
1041,1041,519,4664.216705202312
1042,1042,494,2640.215182186235
1043,1043,650,4323.233323076924
1044,1044,244,3253.3622540983606
1045,1045,951,15208.015867507886
1046,1046,450,2861.9865555555552
1047,1047,199,4956.532261306533
1048,1048,859,1696.5298253783471
1049,1049,441,7479.64537414966
1050,1050,224,3393.9764285714286
1051,1051,591,2036.0674111675128
1052,1052,724,3415.086837016575
1053,1053,404,2089.765569306931
1054,1054,641,1962.3827145085804
1055,1055,456,2403.4127850877194
1056,1056,787,1885.3112325285895
1057,1057,542,3510.4728228782287
1058,1058,588,1414.1115136054423
1059,1059,468,1608.8912820512821
1060,1060,519,4086.121078998073
1061,1061,223,3357.0295515695066
1062,1062,766,2458.5676501305484
1063,1063,279,5501.120573476703
1064,1064,2652,1065.6897775263951
1065,1065,341,6234.136510263929
1066,1066,297,4859.761346801347
1067,1067,466,3534.226759656652
1068,1068,221,5046.028009049774
1069,1069,379,1883.7818205804751
1070,1070,360,3972.2505277777777
1071,1071,589,2411.015687606112
1072,1072,409,6748.7723716381415
1073,1073,1818,1312.8517601760177
1074,1074,452,3900.9430973451326
1075,1075,225,5817.076222222222
1076,1076,296,1898.3470945945946
1077,1077,402,2078.396965174129
1078,1078,289,2323.878200692042
1079,1079,295,2297.9709152542373
1080,1080,591,5153.034568527919
1081,1081,214,3119.9407476635515
1082,1082,2141,2379.879864549276
1083,1083,237,4639.489240506329
1084,1084,725,2920.94955862069
1085,1085,488,1906.4362909836066
1086,1086,381,1385.0381627296588
1087,1087,885,1271.7843389830507
1088,1088,790,2385.817151898734
1089,1089,144,2453.492013888889
1090,1090,482,2837.792323651452
1091,1091,737,1538.9306105834467
1092,1092,380,853.6450263157894
1093,1093,1963,1363.5096535914417
1094,1094,954,1059.6922431865828
1095,1095,522,2298.811111111111
1096,1096,572,1392.0422202797204
1097,1097,401,1311.1713216957605
1098,1098,1022,750.2444716242661
1099,1099,1445,1004.9765743944636
1100,1100,226,840.4449115044247
1101,1101,215,1584.517488372093
1102,1102,181,1570.3045303867402
1103,1103,652,1131.5574386503067
1104,1104,640,1260.82790625
1105,1105,751,1023.7943009320906
1106,1106,475,776.3696210526316
1107,1107,314,1845.9242356687896
1108,1108,585,823.4045641025641
1109,1109,481,766.0739708939709
1110,1110,1524,858.6846062992126
1111,1111,198,1490.3133838383837
1112,1112,256,1051.085390625
1113,1113,180,1040.754888888889
1114,1114,119,654.0570588235294
1115,1115,59,1139.5840677966103
1116,1116,711,1102.4609985935303
1117,1117,348,1467.0066666666667
1118,1118,256,937.394140625
1119,1119,294,797.5248299319727
1120,1120,98,854.2178571428572
1121,1121,243,1353.9698353909464
1122,1122,543,883.5337753222836
1123,1123,488,999.4913524590164
1124,1124,268,2667.7489552238803
1125,1125,504,954.386369047619
1126,1126,544,1360.8998529411765
1127,1127,348,1982.6128448275863
1128,1128,270,1245.1315555555557
1129,1129,330,1107.0047272727272
1130,1130,490,2172.3464897959184
1131,1131,519,1210.8600192678227
1132,1132,628,1923.9627866242035
1133,1133,421,2083.3838954869357
1134,1134,456,1394.2218859649124
1135,1135,687,2328.771630276565
1136,1136,574,1257.1421951219513
1137,1137,908,2024.8710682819383
1138,1138,417,2297.950815347722
1139,1139,981,1765.3340672782874
1140,1140,490,1118.442918367347
1141,1141,635,1629.9933543307086
1142,1142,116,1140.820948275862
1143,1143,356,1101.696966292135
1144,1144,324,2442.0474074074073
1145,1145,284,553.9580633802817
1146,1146,350,2459.0524
1147,1147,98,1783.6330612244897
1148,1148,452,2517.2536946902655
1149,1149,653,1272.8957580398162
1150,1150,2055,2244.3021605839417
1151,1151,486,1636.0965020576132
1152,1152,871,1439.0140528128588
1153,1153,142,689.0304929577464
1154,1154,129,1362.3942635658914
1155,1155,336,1384.8225892857142
1156,1156,1275,2241.0645647058823
1157,1157,962,4824.481735966736
1158,1158,1376,4056.4124055232555
1159,1159,1451,2369.4306409372844
1160,1160,1875,2248.745930666667
1161,1161,3287,4758.16574079708
1162,1162,3536,4646.127522624434
1163,1163,910,1199.754846153846
1164,1164,2583,3564.1448432055754
1165,1165,683,1312.1487554904832
1166,1166,1070,1287.397710280374
1167,1167,2187,3817.5279423868315
1168,1168,5209,5815.348823190631
1169,1169,138,7734.004637681159
1170,1170,1307,1917.6546595256314
1171,1171,4575,4511.437180327869
1172,1172,7272,5121.995792079208
1173,1173,107,1526.2720560747664
1174,1174,1362,2475.8023861967695
1175,1175,4498,4053.8827301022675
1176,1176,6189,5589.779791565681
1177,1177,3593,4855.000918452547
1178,1178,487,6363.174168377823
1179,1179,617,4169.590064829821
1180,1180,3527,5551.165772611284
1181,1181,1233,6778.626739659367
1182,1182,841,4505.463198573127
1183,1183,3727,5903.852315535282
1184,1184,378,3257.6128835978834
1185,1185,2971,5805.6360282733085
1186,1186,6728,5853.227112068966
1187,1187,12251,5717.471060321606
1188,1188,464,6033.848685344828
1189,1189,135,5406.125925925926
1190,1190,3907,5524.578333759919
1191,1191,3679,6040.663835281326
1192,1192,859,5279.128079161816
1193,1193,3617,6202.887168924523
1194,1194,186,4902.055752688172
1195,1195,3731,5510.618134548379
1196,1196,8278,5555.846792703552
1197,1197,11249,5637.658607876256
1198,1198,497,3319.9567806841046
1199,1199,164,3115.1313414634146
1200,1200,7680,6821.64196875
1201,1201,4885,8067.093821903787
1202,1202,3138,5415.049792861695
1203,1203,4529,4756.5478140869955
1204,1204,936,5262.5513782051285
1205,1205,4510,6218.565847006652
1206,1206,7251,4486.600135153772
1207,1207,13399,4898.476675871333
1208,1208,890,4117.424943820225
1209,1209,648,5478.767268518518
1210,1210,8330,6647.744176470588
1211,1211,5977,6676.539488037478
1212,1212,3687,6245.311036072688
1213,1213,3203,3938.67451451764
1214,1214,1173,10837.953674339302
1215,1215,5587,5419.564113119742
1216,1216,5902,3762.027078956286
1217,1217,8039,3259.2584351287474
1218,1218,401,3390.059501246883
1219,1219,1444,7947.371301939058
1220,1220,8715,4208.876121629374
1221,1221,4254,3880.874402914904
1222,1222,5861,4661.168921685719
1223,1223,2581,3053.5243200309956
1224,1224,931,10306.823168635874
1225,1225,3737,3561.249684238694
1226,1226,9374,6330.566960742479
1227,1227,9348,5543.565179717586
1228,1228,481,3312.4398752598754
1229,1229,2042,3370.2319539666996
1230,1230,6971,3290.6995208721846
1231,1231,2832,2203.4242090395483
1232,1232,4384,3856.1685629562044
1233,1233,7323,6497.154651099276
1234,1234,2049,2589.0976964372862
1235,1235,2601,2158.4186774317573
1236,1236,12871,6462.534461191826
1237,1237,18496,6693.1497913062285
1238,1238,1929,7422.7922654224985
1239,1239,1213,2463.2699340478157
1240,1240,7876,6395.821043676993
1241,1241,6483,7170.187183402745
1242,1242,1731,2555.6724378971694
1243,1243,7043,5208.951419849496
1244,1244,2172,7227.1405662983425
1245,1245,7034,6870.097436735854
1246,1246,9772,4922.786510437986
1247,1247,15184,5572.612651475237
1248,1248,3117,8940.60553416747
1249,1249,577,4522.975667244367
1250,1250,12370,6562.890785772029
1251,1251,7291,6682.777898779316
1252,1252,6427,8048.286676520927
1253,1253,2033,3496.5040973930154
1254,1254,798,5799.379962406015
1255,1255,7292,5424.677369720242
1256,1256,3731,6166.667359957117
1257,1257,4037,3704.8508867971263
1258,1258,692,5638.745144508671
1259,1259,801,3399.1105368289636
1260,1260,7940,5286.542423173804
1261,1261,9305,6280.75296399785
1262,1262,1591,10107.481074795727
1263,1263,400,7414.2584
1264,1264,815,4083.0816073619635
1265,1265,2426,3113.9638829348723
1266,1266,595,7843.964991596638
1267,1267,290,6578.431827586207
1268,1268,268,4342.729514925373
1269,1269,648,2946.331327160494
1270,1270,2373,3664.8632659081327
1271,1271,2680,3651.0184701492535
1272,1272,446,4706.555515695068
1273,1273,625,1978.6358080000002
1274,1274,615,3193.7018536585365
1275,1275,380,2791.882842105263
1276,1276,340,2826.3885882352943
1277,1277,500,3717.1511
1278,1278,918,2003.8680392156864
1279,1279,815,2158.27445398773
1280,1280,360,2957.577611111111
1281,1281,331,3639.4414199395774
1282,1282,760,1957.5844868421052
1283,1283,874,1395.1217734553775
1284,1284,304,5371.405460526315
1285,1285,415,2780.6505542168675
1286,1286,722,3012.742299168975
1287,1287,538,3003.1472304832714
1288,1288,358,4178.014301675978
1289,1289,651,4670.385760368664
1290,1290,604,2168.3219205298014
1291,1291,328,4800.595335365853
1292,1292,719,2935.9359527121005
1293,1293,712,3997.723988764045
1294,1294,405,8810.735456790124
1295,1295,253,1680.9143083003953
1296,1296,432,3117.54587962963
1297,1297,390,2515.7510512820513
1298,1298,245,2452.3533877551017
1299,1299,224,3123.672321428571
1300,1300,244,4734.8093852459015
1301,1301,205,8332.177707317072
1302,1302,279,10197.262903225806
1303,1303,343,4490.402011661808
1304,1304,202,3058.715643564357
1305,1305,21,6230.026666666667
1306,1306,69,2411.61
1307,1307,143,13703.225524475525
1308,1308,365,1990.6470136986302
1309,1309,114,2867.120438596491
1310,1310,400,3260.127675
1311,1311,277,2460.8429963898916
1312,1312,327,3881.257217125383
1313,1313,14,2945.473571428571
1314,1314,58,1297.078620689655
1315,1315,35,2066.3422857142855
1316,1316,391,3533.124961636829
1317,1317,106,2463.8493396226413
1318,1318,110,2017.4759090909092
1319,1319,187,4387.639144385027
1320,1320,537,4213.313054003725
1321,1321,241,3783.0788381742736
1322,1322,108,3302.6269444444447
1323,1323,586,3301.1206313993175
1324,1324,552,2831.4770289855073
1325,1325,562,2761.7148398576514
1326,1326,626,4098.900127795527
1327,1327,874,3335.5166933638443
1328,1328,1017,3563.4050147492626
1329,1329,869,7549.298066743384
1330,1330,267,3922.8968913857675
1331,1331,556,2289.649784172662
1332,1332,523,5519.959674952199
1333,1333,542,777.2427490774908
1334,1334,1672,4702.379072966507
1335,1335,592,4879.98410472973
1336,1336,1773,2505.8377664974623
1337,1337,1312,8107.841753048781
1338,1338,1025,1520.0603707317075
1339,1339,725,8351.974400000001
1340,1340,919,2990.805070729053
1341,1341,910,4055.5707802197803
1342,1342,1055,4302.081497630332
1343,1343,814,5246.142616707616
1344,1344,1028,6029.528910505836
1345,1345,874,6181.3100457665905
1346,1346,718,2682.041643454039
1347,1347,2094,4286.306146131806
1348,1348,1634,2800.167154222766
1349,1349,1250,1487.4781679999999
1350,1350,1519,5296.380928242264
1351,1351,1373,2031.2066569555716
1352,1352,451,10061.725498891354
1353,1353,213,2493.6851173708924
1354,1354,368,2023.8073369565216
1355,1355,1108,1823.95130866426
1356,1356,82,2224.4453658536586
1357,1357,1661,1102.9581396748947
1358,1358,1471,1575.3664989802855
1359,1359,586,1222.7506655290103
1360,1360,1431,1757.2356743535988
1361,1361,829,961.457876960193
1362,1362,518,676.9382046332046
1363,1363,1779,915.7927093872962
1364,1364,1226,1071.1423898858075
1365,1365,419,480.5581145584726
1366,1366,1765,874.9456203966006
1367,1367,442,4089.416334841629
1368,1368,800,4609.85595
1369,1369,1991,3697.0534806629835
1370,1370,879,4644.348839590443
1371,1371,2070,2905.8693381642515
1372,1372,1385,6627.929574007221
1373,1373,9791,826.5903840261465
1374,1374,11415,990.3185913272011
1375,1375,1078,2183.574443413729
1376,1376,1210,1093.8051983471075
1377,1377,15999,1164.3268748046753
1378,1378,22350,1376.659308277405
1379,1379,633,10096.86802527646
1380,1380,1244,8174.592266881028
1381,1381,2132,3362.034169793621
1382,1382,724,11812.03437845304
1383,1383,1804,12224.628492239468
1384,1384,9611,1219.0947934658204
1385,1385,18043,1100.6148229230173
1386,1386,2690,5807.534078066915
1387,1387,1553,4025.5085898261427
1388,1388,28692,1542.5779091732886
1389,1389,41666,1391.3219121105938
1390,1390,12531,1416.7525911738887
1391,1391,1683,5693.521212121212
1392,1392,28954,1325.7880959452925
1393,1393,9241,1437.904191104859
1394,1394,21805,1410.9011130474662
1395,1395,2222,6814.241462646264
1396,1396,21323,1329.6670187121888
1397,1397,33201,1324.2898566308245
1398,1398,813,2320.560541205412
1399,1399,8012,944.6062793310035
1400,1400,563,2319.89486678508
1401,1401,22537,1271.2011878244666
1402,1402,168,3015.7472619047617
1403,1403,21100,1273.4574919431282
1404,1404,291,2358.489175257732
1405,1405,18,12622.524444444445
1406,1406,158,3677.776518987341
1407,1407,50,6836.3434
1408,1408,30,3697.5179999999996
1409,1409,23,6505.988695652173
1410,1410,129,3325.0842635658914
1411,1411,179,1561.8650837988826
1412,1412,175,1616.9517714285714
1413,1413,45,3557.6946666666668
1414,1414,262,3599.8269083969467
1415,1415,40,6879.09325
1416,1416,172,2145.589127906977
1417,1417,168,4060.457202380953
1418,1418,36,2456.1222222222223
1419,1419,12,3715.258333333333
1420,1420,114,4953.526140350877
1421,1421,154,2360.9347402597405
1422,1422,179,1593.4248044692736
1423,1423,165,1234.4463030303032
1424,1424,7,3609.0242857142853
