,basy_yydj,basy_ssjczbm1_for_str_6,HAOCAI-only_operation-6-E,JCJY-only_operation-6-E,YP-only_operation-6-E,ZFY-only_operation-6-E,记录条数-only_operation-6
0,1,,78.2452936181775,1089.9378286859355,1967.3854518900928,5188.888438338484,29443
11,1,01.410,2114.896296296296,2681.814814814815,5355.359629629629,19090.95962962963,27
18,1,03.310,282.73999999999995,1770.25,6248.721351351352,13476.743378378378,74
20,1,03.530,11361.296296296296,2098.9925925925927,4236.394444444445,25050.024814814817,27
23,1,03.910,743.4588372093023,1359.4186046511627,1614.611395348837,6313.220697674418,43
36,1,04.490,212.5781818181818,1247.2927272727275,2378.681090909091,8395.09909090909,55
41,1,04.810,83.2620350877193,929.0252631578948,952.2501754385964,4364.331298245614,285
45,1,06.110,11649.139898989897,1813.539393939394,2538.9875757575755,21862.28808080808,99
47,1,06.310,14882.51,1477.04,3042.8232500000004,26634.41075,40
61,1,08.490,133.48211009174312,571.6709174311926,281.122752293578,1838.759357798165,109
74,1,09.810,605.4792857142858,585.5761904761905,717.3496428571428,3551.1158333333333,84
80,1,10.910,21.04,1025.936,785.6576,2108.8456,25
85,1,11.320,409.31349726775954,631.2056284153006,265.8301092896175,2276.0498907103824,183
86,1,11.390,300.06425605536333,528.5785813148789,187.45460207612456,2186.4023529411766,289
98,1,13.410,2136.4610731437015,703.6895936461027,168.5829312892501,5295.556575544883,5414
101,1,13.700,2607.2047878787876,632.760606060606,294.3450606060606,4850.129242424242,330
102,1,13.710,1975.629005524862,557.6810313075506,153.26315837937386,4486.402872928177,1086
111,1,14.6x0,1557.8779411764706,718.214705882353,291.8791176470588,5614.285294117647,34
114,1,14.740,4055.482395833333,760.578125,361.75322916666664,10577.781041666667,96
115,1,14.790,156.58722222222224,555.125,255.61041666666668,1947.027916666667,72
133,1,17.912,100.35941908713693,697.1869294605808,1390.0131120331948,4363.421618257262,241
135,1,17.920,57.56666666666667,1245.1100000000001,1624.3148333333334,4951.470166666667,60
139,1,17.950,33.15052083333333,775.3288194444444,1896.2752777777778,4006.4417013888888,288
141,1,17.957,248.7173333333333,1128.9488888888889,961.3444444444444,4725.940666666667,45
142,1,17.961,89.44558823529412,864.125,1979.9897058823533,4945.810294117647,34
143,1,17.970,141.81416666666667,700.8513888888889,1781.9520833333333,3395.6075,72
148,1,17.983,3906.2634146341466,504.7926829268293,5374.106585365854,11575.86868292683,205
149,1,17.985,3409.3628888888884,457.2533333333334,6259.637333333333,13224.091777777778,45
160,1,20.490,1342.3405714285714,1743.5685714285714,4209.478285714285,13740.199428571428,35
170,1,21.690,1450.8064814814816,714.2574074074074,1475.5661111111112,5834.55074074074,54
173,1,21.840,1196.3327027027026,861.4000000000001,2290.9702702702702,6932.592162162162,37
182,1,22.530,1319.9288034188035,1255.3119658119658,3078.350512820513,9953.281623931623,117
183,1,22.600,170.8037037037037,752.5555555555555,1353.5948148148148,5565.578518518519,27
200,1,28.6x0,1946.3694594594594,1103.6162162162163,1561.4256756756756,7688.125675675677,37
203,1,29.390,1128.819642857143,1317.0,3198.675357142857,8018.2867857142855,28
204,1,30.090,975.292602739726,707.0068493150685,1637.35698630137,5586.946164383562,73
208,1,32.240,14308.24090909091,1765.2727272727273,1022.7003030303031,20679.87272727273,33
215,1,34.040,170.3280769230769,1641.0069230769232,2932.075384615385,7004.003846153846,26
219,1,34.910,375.64000000000004,2178.4888888888886,2129.514074074074,6754.758518518519,27
224,1,38.300,2582.3862222222224,1174.5111111111112,1589.4924444444446,10151.750888888888,45
226,1,38.590,998.7169870129869,1471.335038961039,2497.9994805194806,16016.187168831168,385
230,1,38.930,441.80434782608694,1807.6965217391303,5214.442608695652,11318.570869565217,23
234,1,39.270,416.97107142857146,1089.3728571428571,2044.1732142857143,6220.223928571429,28
237,1,39.310,10927.4059375,973.1671875000001,4325.2196875,25687.290312499998,32
241,1,39.500,7224.618494623656,1018.6705376344086,731.862688172043,12358.025268817206,93
246,1,39.790,9512.6621875,1922.06171875,4019.689765625,22140.342578125,128
248,1,39.950,495.29027272727274,1213.1786666666667,3071.1360303030306,8973.449848484848,330
250,1,39.970,214.38793103448276,1441.9570689655172,3854.5620689655175,19413.166379310343,116
263,1,43.410,291.3434669811321,742.7812735849056,2704.436863207547,5189.126273584906,424
267,1,44.130,81.82586592178771,1249.9397765363128,1637.2622346368714,4144.495782122905,358
269,1,45.130,107.64430379746835,1291.1348101265821,881.800506329114,2865.843417721519,79
272,1,45.230,98.53122448979592,1096.145918367347,1559.7546938775508,3983.337755102041,49
278,1,45.420,682.283212121212,737.5465454545454,2499.675575757576,5802.836242424242,165
279,1,45.430,552.2842528735632,1303.3321839080459,1253.6524137931033,4734.175402298851,87
283,1,47.010,889.4911249999999,1225.031125,1861.4637500000001,6594.9065,80
284,1,47.090,480.615,951.382,2164.7696666666666,5503.743666666666,30
289,1,48.360,643.2648192771085,676.9915662650603,3587.462530120482,7202.435180722891,83
294,1,49.010,526.4380952380952,883.7238095238096,1534.4528571428573,4541.681904761905,21
295,1,49.040,3074.0682978723403,520.345,4438.634574468086,10479.79744680851,94
297,1,49.120,2295.4340625,541.78125,4152.065,9352.3096875,32
