,全量模型-其他数据集,其他模型-其他数据集,全量模型-妇幼数据集,其他模型-妇幼数据集,全量模型-口腔数据集,口腔模型-口腔数据集,全量模型-肿瘤数据集,肿瘤模型-肿瘤数据集,全量模型-骨科数据集,骨科模型-骨科数据集
0,8428.601668775305,8463.335013395405,2294.93963953032,1925.398413527738,11213.841568716287,9141.838823581846,7246.8822806242815,6282.622251114483,7468.906006589489,7401.721930884029
