,basy_zyzd_jbbm_for_str_7,basy_yydj,basy_ssjczbm1_for_str_7,age_group,AGE-HAOCAI-7-7-E,AGE-JCJY-7-7-E,AGE-YP-7-7-E,AGE-ZFY-7-7-E,记录条数-7-7
27,A02.000,6,,0,160.52615384615385,1205.208076923077,481.5261538461539,2855.1530769230767,26
173,A04.900,5,,0,59.4112,557.056,314.60560000000004,1671.0676,25
190,A04.900,6,,0,72.4579104477612,926.0194029850745,296.79716417910447,1947.4441791044776,67
295,A08.000,5,,0,44.95434782608696,672.2913043478261,197.05521739130435,1485.6530434782608,23
316,A08.101,6,,0,81.42866666666667,1092.4793333333332,306.56433333333337,2132.565,30
433,A09.000,7,,8,16.766190476190474,819.2380952380952,679.3057142857143,1961.59,21
510,A09.001,7,,1,12.993333333333334,431.685,392.39124999999996,1119.7495833333332,24
514,A09.001,7,,5,15.501641791044774,598.0138805970149,668.5911940298507,1645.9635820895521,67
515,A09.001,7,,6,15.209142857142858,691.4821428571429,736.5898571428571,1806.3537142857142,70
516,A09.001,7,,8,17.62912087912088,666.0603296703297,627.8142857142857,1654.9150549450549,91
556,A09.004,3,,0,57.956393442622954,562.5803278688525,272.7675409836066,1544.4127868852459,61
582,A09.004,4,,0,48.710476190476186,675.3857142857144,291.7528571428572,1713.7495238095237,21
604,A09.004,5,,0,52.136785714285715,597.9359523809524,306.95476190476194,1543.674761904762,84
612,A09.004,5,,9,57.27478260869565,942.4239130434783,311.1386956521739,2036.8765217391306,23
664,A09.004,6,,0,85.65225352112677,820.5832394366197,321.51352112676057,2036.2094366197182,71
672,A09.004,6,,9,99.39777777777779,1783.2374074074075,480.3611111111111,3367.7825925925927,27
735,A09.004,7,,5,12.423333333333334,580.45375,507.8908333333333,1480.19125,24
736,A09.004,7,,6,5.570769230769231,549.031923076923,543.8980769230769,1503.396923076923,26
737,A09.004,7,,8,12.332727272727272,700.3263636363637,592.9645454545454,1804.6831818181818,22
843,A09.900,3,,0,44.62723076923077,586.3027692307693,289.7790769230769,1498.2876923076922,65
849,A09.900,3,,6,39.09538461538462,1352.3634615384615,747.4576923076924,2614.162692307692,26
850,A09.900,3,,8,35.803200000000004,1272.2839999999999,728.2724000000001,2644.4716000000003,25
851,A09.900,3,,9,40.440769230769234,1129.7192307692308,719.795,2580.9134615384614,26
915,A09.900,5,,0,35.19847826086957,654.8271739130435,210.86847826086958,1377.3923913043477,46
922,A09.900,5,,8,76.90625,1688.0729166666667,538.0483333333333,3087.998333333333,24
980,A09.900,6,,0,43.72425531914894,943.1234042553192,244.36,1939.5676595744678,47
988,A09.900,6,,9,91.80827586206897,1570.585172413793,843.403448275862,3731.091724137931,29
1075,A09.900,7,,0,19.834177215189875,405.1778481012658,247.34594936708862,985.9727848101267,79
1076,A09.900,7,,1,15.008817204301074,489.12688172043016,382.17268817204297,1173.2574193548387,93
1077,A09.900,7,,2,13.935882352941176,507.60470588235296,529.3273529411765,1257.9220588235294,34
1078,A09.900,7,,3,10.398113207547171,488.4275471698113,415.54811320754715,1171.362641509434,53
1079,A09.900,7,,4,13.879569892473118,586.9769892473118,617.5311827956989,1528.1,93
1080,A09.900,7,,5,11.861538461538462,524.2024291497976,613.4712955465587,1470.3571659919028,247
1081,A09.900,7,,6,11.004634146341463,559.104349593496,604.959593495935,1524.8283739837398,246
1082,A09.900,7,,8,14.446807817589576,600.3063517915309,635.9727035830618,1626.5274267100976,307
1083,A09.900,7,,9,20.02059829059829,637.8629914529914,631.1363247863247,1672.701623931624,117
1157,A09.901,3,,0,25.15409090909091,450.8484848484849,203.34757575757575,1037.580909090909,66
1158,A09.901,3,,1,16.20027027027027,727.7297297297297,333.5216216216216,1413.5313513513515,37
1162,A09.901,3,,5,29.231153846153845,898.4115384615385,517.3488461538461,1959.2146153846154,26
1164,A09.901,3,,8,44.57344827586207,1435.844827586207,716.983103448276,2949.967931034483,29
1222,A09.901,5,,0,29.008372093023254,605.5081395348836,166.93918604651162,1247.3388372093023,86
1227,A09.901,5,,5,29.623636363636365,1397.3236363636363,395.0536363636364,2396.5145454545454,22
1271,A09.901,6,,0,33.95759259259259,711.8514814814815,188.64962962962963,1426.2224074074072,54
1320,A09.901,7,,0,22.59266355140187,413.88037383177567,260.13873831775703,964.3274766355139,214
1321,A09.901,7,,1,9.945247524752475,420.3322442244224,385.76537953795383,1073.7409240924092,303
1322,A09.901,7,,2,16.565473684210527,421.1842105263158,392.83315789473687,1090.5847368421053,95
1323,A09.901,7,,3,10.362014388489207,493.85604316546767,443.31604316546765,1209.266834532374,139
1324,A09.901,7,,4,10.150255474452555,511.61379562043794,551.8331386861314,1396.9357664233578,274
1325,A09.901,7,,5,11.09116564417178,561.3807208588956,626.395536809816,1571.3189877300613,652
1326,A09.901,7,,6,13.402586206896553,576.3841666666667,696.0629166666666,1662.461896551724,696
1327,A09.901,7,,8,15.35374855824683,590.3512572087658,695.4338523644752,1690.973875432526,867
1328,A09.901,7,,9,16.65579104477612,608.3022686567165,704.8732537313433,1751.2483283582087,335
1571,A09.902,7,,5,8.912549019607843,575.8458823529412,553.4954901960784,1616.9435294117645,51
1572,A09.902,7,,6,11.6213698630137,613.4790410958905,667.3623287671232,1731.6198630136987,73
1573,A09.902,7,,8,12.61277777777778,619.2633333333333,611.2206666666667,1675.3895555555555,90
1628,A09.903,6,,9,145.72375,1044.7908333333332,645.5033333333333,2944.5429166666668,24
1680,A15.000,5,,5,122.00518518518518,1978.884074074074,1213.0411111111111,4992.115185185185,27
1681,A15.000,5,,6,119.32851851851852,2378.014814814815,1372.4199999999998,6214.065555555555,27
1682,A15.000,5,,8,162.31076923076924,2748.8634615384613,1379.366153846154,6787.0219230769235,26
1725,A15.000,6,,2,106.52,3773.8930434782606,3540.3582608695656,9293.427826086956,23
1726,A15.000,6,,3,134.70518518518517,4082.9333333333334,2274.875925925926,8165.085185185186,27
1727,A15.000,6,,4,160.17117647058822,3744.444705882353,3032.9861764705884,9684.031470588236,34
1728,A15.000,6,,5,165.54972222222221,4443.12125,3402.1230555555553,10149.935694444444,72
1729,A15.000,6,,6,213.28744680851065,4222.634893617022,2987.8397872340424,9621.163617021277,94
1730,A15.000,6,,8,369.4583582089552,4816.77119402985,3442.0246268656715,11452.931343283582,67
1731,A15.000,6,,9,230.00259259259258,6366.081481481482,3225.1614814814816,12671.891481481482,27
1766,A15.000,6,33.2400,5,387.4716,4536.8152,2209.9432,10444.2088,25
1767,A15.000,6,33.2400,6,521.8732,5389.9424,2467.1124,12213.1844,25
1777,A15.000,6,33.2403,3,195.6141666666667,6343.241666666666,3030.130833333333,12601.609166666667,24
1778,A15.000,6,33.2403,4,244.40518518518522,7794.614814814815,6074.6662962962955,17171.20111111111,27
1779,A15.000,6,33.2403,5,261.489756097561,8114.464634146341,4589.313170731707,15915.60756097561,41
1780,A15.000,6,33.2403,6,381.54333333333335,7643.366666666667,4539.395454545454,16068.111515151517,33
2715,A16.200,3,,3,67.70384615384616,1639.526923076923,524.7680769230769,4173.236153846154,26
2716,A16.200,3,,4,77.3275,2440.8375,813.6958333333333,5943.832083333334,24
2717,A16.200,3,,5,42.320499999999996,1532.8600000000001,707.0052499999999,3892.9682500000004,40
2780,A16.200,5,,4,128.25681818181818,2340.640909090909,1602.6159090909093,6026.427272727273,22
2781,A16.200,5,,5,134.13692307692307,2780.500512820513,1036.415641025641,5877.789487179487,39
2782,A16.200,5,,6,134.51838709677418,2171.993548387097,1652.5596774193548,6012.521935483871,31
2783,A16.200,5,,8,101.4175,1691.9229166666667,1244.685,4668.966666666666,24
2856,A16.200,6,,1,128.67666666666665,3148.450833333334,1927.9075,6406.547916666666,24
2857,A16.200,6,,2,91.7675,3913.5769999999998,2300.215,7846.873750000001,40
2858,A16.200,6,,3,225.8156756756757,3834.6340540540536,2208.0291891891893,7847.526216216215,37
2859,A16.200,6,,4,160.8590566037736,3789.512075471698,2941.278113207547,8817.689056603775,53
2860,A16.200,6,,5,151.07734693877552,3828.6616326530616,2505.784081632653,8060.668061224489,98
2861,A16.200,6,,6,188.8609195402299,4191.3431034482755,2838.492183908046,9073.003218390804,87
2862,A16.200,6,,8,223.39302325581394,3525.328023255814,2154.6122093023255,7596.030581395349,86
2863,A16.200,6,,9,163.0090909090909,4260.150000000001,1882.4660606060606,8131.189696969697,33
2899,A16.200,6,33.2400,1,141.90857142857143,3235.041904761905,477.54809523809524,5968.174761904762,21
2901,A16.200,6,33.2400,3,306.4484,3461.8712,1256.4516,7324.5912,25
2903,A16.200,6,33.2400,5,255.33608695652177,3614.3434782608692,928.181304347826,7190.84,23
2904,A16.200,6,33.2400,6,310.94173913043477,3451.0226086956523,1578.4095652173912,8138.634347826087,23
2905,A16.200,6,33.2400,8,407.96391304347827,4352.078695652174,2092.9291304347826,10377.495217391304,23
2912,A16.200,6,33.2403,1,191.6855172413793,6846.637931034483,2945.026896551724,12221.487241379311,58
2913,A16.200,6,33.2403,2,198.64614285714285,7348.254142857142,3104.993,12959.483428571428,70
2914,A16.200,6,33.2403,3,202.5951219512195,8057.195121951219,4139.449268292683,14930.288292682926,41
2915,A16.200,6,33.2403,4,209.4372972972973,7586.278378378378,3974.476756756757,14073.881621621622,37
2916,A16.200,6,33.2403,5,207.6682456140351,7508.812807017544,3116.8347368421055,13259.770175438596,57
2917,A16.200,6,33.2403,6,233.02302325581394,7347.588139534883,2293.3027906976745,11881.532093023256,43
2918,A16.200,6,33.2403,8,228.88612903225808,7487.93870967742,3641.1338709677416,14242.968387096775,31
3317,A16.700,4,,0,95.85913043478261,1939.0869565217392,739.8078260869567,4098.8060869565215,23
3318,A16.700,4,,1,95.4011111111111,2349.037037037037,1006.4940740740741,4983.624814814814,27
4210,A38.x00,5,,0,45.531724137931036,684.2658620689655,341.34517241379314,1807.7806896551724,29
4214,A38.x00,6,,0,83.765,897.3090909090909,415.9,2162.965,22
4566,A41.501,5,,8,159.3275,3397.8775,1681.121111111111,7180.979166666667,36
4623,A41.501,6,,5,313.7293548387097,4824.832258064515,3332.222258064516,11317.852258064515,31
4624,A41.501,6,,6,314.865641025641,5667.655128205128,3009.164871794872,12450.187435897436,39
4625,A41.501,6,,8,228.1142857142857,5333.603571428572,2724.354523809524,11625.945952380953,42
4626,A41.501,6,,9,278.8808333333333,5516.604583333334,3048.8349999999996,12075.268958333334,48
5052,A41.900,3,,9,143.4174074074074,2301.0555555555557,1643.251111111111,6184.512222222222,27
5122,A41.900,5,,0,119.50423076923077,852.6715384615384,779.1642307692308,2765.4784615384615,26
5212,A41.900,6,,0,101.50092592592593,1215.1668518518518,504.1787962962963,2826.0125,108
5216,A41.900,6,,4,201.0761904761905,4682.05,2927.7490476190474,11710.596666666666,21
5217,A41.900,6,,5,379.7146153846154,3908.4365384615385,3351.304230769231,10150.17076923077,26
5218,A41.900,6,,6,297.6490322580645,5401.046451612903,3053.941612903226,11397.156129032259,31
5219,A41.900,6,,8,351.3347222222222,5612.601944444444,3147.0847222222224,12341.379166666668,36
5220,A41.900,6,,9,285.6964864864865,3303.6937837837836,1475.8979729729729,7351.592432432432,74
5438,A41.900,7,,6,53.441428571428574,1152.0957142857142,862.7452380952382,2698.2161904761906,21
5439,A41.900,7,,8,49.10173913043479,1344.7065217391305,1140.1439130434783,3500.6104347826085,23
5501,A41.901,3,,0,58.469216867469875,863.416265060241,485.4026506024096,2189.078795180723,166
5502,A41.901,3,,1,40.69347826086957,929.5173913043479,602.9265217391304,2212.7965217391306,23
5507,A41.901,3,,6,142.5990909090909,3031.5777272727278,1830.4245454545453,6696.227272727273,22
5508,A41.901,3,,8,200.3826829268293,3977.743902439024,3468.880243902439,10743.350975609756,41
5509,A41.901,3,,9,122.203,2508.8416666666667,1409.8655,6003.703666666666,60
5602,A41.901,4,,0,51.63988095238095,800.5654761904761,499.1691666666667,2126.0542857142855,84
5608,A41.901,4,,8,234.27599999999998,4087.6933333333336,3168.4183333333335,9884.616,30
5609,A41.901,4,,9,358.3908,5209.4432,3465.2584,12783.2052,25
5698,A41.901,5,,0,58.468558558558556,945.9262162162162,499.08444444444444,2340.896786786787,333
5702,A41.901,5,,4,157.58363636363637,2646.9363636363637,1309.270909090909,6296.071363636364,22
5703,A41.901,5,,5,119.43758620689655,3367.0344827586205,1926.0051724137932,7930.601034482758,29
5704,A41.901,5,,6,150.94,2990.3097222222223,1455.4825,6785.953611111112,36
5705,A41.901,5,,8,237.88468354430378,4057.3245569620253,2140.7830379746833,9274.606455696203,79
5706,A41.901,5,,9,140.12245098039216,2565.504705882353,1389.2435294117647,6047.392843137254,102
5898,A41.901,6,,0,109.88747514910537,1393.4699602385685,635.0224254473162,3209.3074353876736,503
5899,A41.901,6,,1,122.32106382978724,1875.1587234042554,1152.1338297872342,4411.625319148937,47
5900,A41.901,6,,2,222.81400000000002,3624.8691999999996,1661.306,7380.446800000001,25
5901,A41.901,6,,3,326.5175,4964.645833333333,2673.215833333333,10451.738333333333,24
5902,A41.901,6,,4,317.8186842105263,5593.0318421052625,4325.920789473684,14315.804999999998,38
5903,A41.901,6,,5,533.1712403100775,5283.52550387597,4386.737286821705,13803.139147286822,129
5904,A41.901,6,,6,335.2419863013699,5044.950821917808,3932.2594520547946,12363.50205479452,146
5905,A41.901,6,,8,339.15915094339624,6137.887735849056,3549.6475943396226,13328.18179245283,212
5906,A41.901,6,,9,396.68142259414225,5356.267071129708,3129.226569037657,13352.493765690375,239
5916,A41.901,6,17.9500,0,172.37029411764706,1261.9835294117647,691.8852941176472,3484.3167647058826,34
5962,A41.901,6,33.2400,8,954.9966666666667,12451.098095238096,10613.17,31483.19904761905,21
5972,A41.901,6,33.2403,8,851.5744444444443,11669.476296296296,6409.775185185185,30595.667407407407,27
5973,A41.901,6,33.2403,9,620.5778260869565,11019.081739130435,8255.505217391305,30697.876086956523,23
6054,A41.901,6,38.9900,0,381.56,2356.875,1222.3104166666667,5372.228749999999,24
6317,A41.901,6,93.9000,6,821.9045714285714,8658.054285714286,4159.394857142857,19194.807714285715,35
