,basy_zyzd_jbbm_for_str_4,basy_yydj,age_group,AGE-HAOCAI-4-only_disease-E,AGE-JCJY-4-only_disease-E,AGE-YP-4-only_disease-E,AGE-ZFY-4-only_disease-E,记录条数-4-only_disease
1691,C54.,6,4,3970.2774193548385,7534.843548387096,2280.4175268817207,26805.876129032258,93
1692,C54.,6,5,4951.04195,7831.65835,3034.43895,29540.360750000003,200
1693,C54.,6,6,4815.78536231884,9037.60652173913,3729.3721739130433,32172.339420289853,69
1694,C54.,6,8,4144.45,8557.697948717949,2736.778717948718,26628.175897435896,39
1727,C56.,5,5,2037.4821739130437,5998.181304347827,4097.895652173914,21194.500869565218,23
1734,C56.,6,3,8917.423214285714,7522.575,5132.961071428572,36033.56392857143,28
1735,C56.,6,4,6000.129411764706,9028.783382352942,5129.926323529412,34919.92220588235,68
1736,C56.,6,5,7312.715965909091,8710.318806818183,5571.737272727273,35008.49153409091,176
1737,C56.,6,6,5375.980736842105,8546.71305263158,6330.366947368421,31908.081894736846,95
1738,C56.,6,8,5093.084464285714,9284.156428571428,6915.267321428572,32274.815535714286,56
1775,C61.,4,8,916.3509523809523,5948.135238095238,4206.87,21935.795714285716,21
1778,C61.,5,6,2557.589333333333,4294.238333333333,2312.0413333333336,14488.872666666666,30
1779,C61.,5,8,1559.4157647058823,4485.071411764706,2310.442,12727.048,85
1780,C61.,5,9,1557.106,4684.923333333333,3792.1204444444447,14792.538222222222,45
1782,C61.,6,5,3997.5501408450705,5889.220563380281,2798.6715492957746,32322.091549295776,71
1783,C61.,6,6,3811.8925446428575,5917.594419642856,2831.9933482142856,27702.420000000002,224
1784,C61.,6,8,3028.720988235294,5955.571270588235,2796.3127529411763,22156.142541176472,425
1785,C61.,6,9,1849.7406410256408,6056.136153846154,3431.37782051282,17778.141217948716,156
1828,C64.,6,3,6132.156785714286,5011.631428571428,2865.1825,34057.13392857143,28
1829,C64.,6,4,6123.452765957448,6580.1142553191485,3348.642978723404,33084.53957446808,47
1830,C64.,6,5,5618.749105691057,6394.49243902439,3662.5984552845525,34197.70926829268,123
1831,C64.,6,6,5325.539850746269,6685.48552238806,3530.666567164179,31255.79776119403,67
1832,C64.,6,8,4952.904,6340.924599999999,2770.8653999999997,24593.4784,50
1849,C65.,6,8,6814.018076923077,9453.862692307692,6447.581538461538,43367.166153846156,26
1884,C67.,5,6,2297.172,3716.086333333333,2305.898333333333,13415.038333333334,30
1885,C67.,5,8,2482.001739130435,3992.1684782608695,2679.994347826087,15115.580869565218,46
1886,C67.,5,9,2058.467333333333,4200.376666666667,2738.0923333333335,14551.153666666667,30
1891,C67.,6,4,4020.0350000000003,4102.617333333334,3028.049333333334,18196.685999999998,30
1892,C67.,6,5,3522.7263779527557,4177.763700787402,2973.849212598425,19807.69291338583,127
1893,C67.,6,6,3555.9267272727275,4635.543696969697,3295.3973939393936,19281.967696969696,165
1894,C67.,6,8,3515.7486425339366,4954.401221719457,3354.599864253393,20259.35371040724,221
1895,C67.,6,9,3522.7122123893805,5710.076991150442,3634.8842477876105,21838.689734513275,113
1942,C71.,6,0,8671.455862068964,7992.214482758621,5383.127931034483,36527.79551724138,29
1943,C71.,6,1,10627.355454545455,8261.438181818183,6293.352727272728,48246.468181818185,22
1946,C71.,6,4,14867.033548387097,11499.577096774194,7744.7225806451615,55105.40225806452,31
1947,C71.,6,5,16648.009523809524,13307.564285714287,11638.13761904762,66871.59285714285,63
1948,C71.,6,6,16382.995405405405,14064.578648648649,11107.976486486486,65951.75513513513,37
1949,C71.,6,8,16795.710789473684,13181.732368421051,9609.238157894737,62860.011578947364,38
1976,C73.,4,2,1396.2981818181818,3793.2045454545455,3893.896818181818,26737.769545454546,22
1977,C73.,4,3,1350.2259999999999,3785.661111111111,3740.204888888889,27230.52288888889,45
1978,C73.,4,4,1555.3076315789474,3884.823684210526,3787.8957894736845,26734.662894736844,38
1979,C73.,4,5,1501.8888571428572,3839.785714285714,4004.508857142857,27181.133142857143,35
1985,C73.,5,3,1855.04,3604.516818181818,1180.1595454545457,13933.184545454546,22
1987,C73.,5,5,2743.334444444444,4509.061111111111,1355.0496296296294,16076.034074074074,27
1992,C73.,6,2,4656.672865497077,4240.326228070176,1986.3687426900585,21219.70105263158,342
1993,C73.,6,3,4490.164118589744,4303.901923076923,1914.1556089743592,20822.760705128203,624
1994,C73.,6,4,4132.360345423143,4386.71207253886,1892.3445768566494,20444.981243523318,579
1995,C73.,6,5,4181.533167587477,4630.153112338859,1866.9802394106814,20588.82744014733,543
1996,C73.,6,6,4382.794140127389,5630.221974522293,2715.442101910828,22392.247261146495,157
1997,C73.,6,8,4164.266111111111,6364.1033333333335,2066.131296296296,24004.872222222224,54
2043,C76.,6,5,2639.481714285714,5731.0894285714285,2660.0262857142857,18947.71657142857,35
2044,C76.,6,6,4182.921034482758,5922.312068965517,3462.6606896551725,22752.21068965517,29
2045,C76.,6,8,1693.2719444444444,6296.528333333334,2833.182777777778,16503.02,36
2068,C77.,6,4,2379.70303030303,6607.418181818181,3850.4469696969695,19231.647575757575,33
2069,C77.,6,5,2042.4142105263159,7196.8730263157895,2996.931052631579,17647.380789473682,76
2070,C77.,6,6,1407.1533333333334,6475.75126984127,2686.5509523809524,16114.028888888888,63
2071,C77.,6,8,2082.5356756756755,7906.272162162162,4281.192972972974,20275.458648648648,37
2095,C78.,5,5,1791.0545454545454,3582.244318181818,1890.8581818181817,10931.466136363637,44
2096,C78.,5,6,3391.9785,3751.8425,2373.8557499999997,13461.46375,40
2097,C78.,5,8,1928.0800000000002,3539.831111111111,2495.3997777777777,11858.324888888888,45
2102,C78.,6,4,4931.944054054054,6389.127162162162,4520.588243243244,24907.49459459459,74
2103,C78.,6,5,5458.096226415094,5710.174867924528,4040.3468301886787,22030.59203773585,265
2104,C78.,6,6,4291.811279620853,5564.3225118483415,3558.579099526066,19392.051090047393,211
