,医院名称,检查检验费均值
658,南充市嘉陵区妇幼保健计划生育服务中心,842.9134066
3881,雅安博爱医院,842.872
1649,平昌新华医院,842.1720513
2812,眉山市彭山区中医医院,841.7613969
3547,达州职业技术学院附属医院,841.6006645
2145,成都成华泰兴医院,840.9175
4038,黑水县人民医院,840.6814978
3545,达州睛泰眼科医院,840.3939394
1803,开江县任市中心卫生院（开江县第二人民医院）,839.8661184
213,乐山鲍氏医疗投资有限公司乐山嘉定医院,839.1062147
3696,邻水县袁市镇卫生院,838.6534091
3656,邛崃市临邛社区卫生服务中心,836.9931889
1748,广安市前锋区观阁中心卫生院,836.7375
2572,泸州骨康骨科医院,836.7362832
3305,蓬溪县妇幼保健计划生育服务中心（蓬溪县妇幼保健院）,835.2897727
1216,宜宾国康骨科医院,835.2375189
1163,安岳县岳阳镇中心卫生院（安岳县第五人民医院）,833.7384131
2220,成都高新区肖家河社区卫生服务中心,832.2125
3625,遂宁市安居区石洞镇卫生院,831.9076087
1172,安岳县来凤乡卫生院,831.7451923
1875,德阳市口腔医院,831.6713333
3642,遂宁市船山骨科医院有限责任公司,831.3478261
1246,宜宾市叙州区蕨溪镇中心卫生院,830.0318126
2026,成都市新津区宝墩镇公立卫生院,829.9476364
2752,盐源县中医医院,829.1887755
3169,若尔盖县人民医院,829.1703252
3988,马边彝族自治县人民医院,828.347711
1238,宜宾市叙州区妇幼保健计划生育服务中心,828.1006094
1680,广元市优抚医院,828
1749,广安市前锋区龙塘街道社区卫生服务中心,825.8918919
797,南部县河东中心卫生院,825.7951923
2024,成都市新津区妇幼保健计划生育服务中心（成都市新津区妇幼保健院）,825.3204589
2561,泸州平安中医骨科医院,824.7055172
1607,平昌县兰草镇中心卫生院,824.2682741
2367,梓潼太康医院,824.2475248
1797,康定市人民医院,823.3381643
2636,渠县第三人民医院（渠县静边镇中心卫生院）,823.1576182
2137,成都慈爱肿瘤医院,823.0775862
1851,彭州爱瞳眼科医院,822.7456522
395,会东县中医医院,822.4133663
1517,崇州民仁汾州医院,822.276378
2473,江油怡康老年病医院,820.7666667
2545,泸州丽人妇产医院,820.34375
3300,蓬溪县中医医院,820.098674
2395,武胜爱尔眼科医院,819.0639269
3122,苍溪仁信医院,818.6956522
3394,资中县孟塘镇卫生院,818.436
1944,成都中医药大学第三附属医院（四川省糖尿病防治中心）,817.9371069
2646,炉霍县人民医院,817.6511792
3255,蒲江县大兴镇公立卫生院,815.7232639
1320,宣汉县清溪镇中心卫生院,814.0034722
1975,成都双流海尔森老年病医院,813.4956522
2257,攀枝花盛泰康复医院有限公司,813.4636364
2476,江阳区况场街道社区卫生服务中心（泸州市江阳区第三人民医院）,813.3413223
1060,大邑县花水湾镇公立卫生院,812.66375
1737,广元福康老年病医院,812.55
1255,宜宾市第三中医医院,811.8792545
2192,成都金牛瑞小满康复医疗中心,811.7230769
1312,宣汉县新华镇中心卫生院,811.5473123
591,剑阁友好医院,810.6818182
1911,德阳骨科医院,810.6298246
821,双流复馨康复医院,810.0461538
80,三台县龙树镇中心卫生院,809.036689
1383,射洪市太和街道城南社区卫生服务中心,808.8815789
2964,绵阳华厦眼科医院,808.7051613
236,乐至县高寺镇凉水卫生院,808.6381395
3617,遂宁市安居区分水镇卫生院,808.5972973
186,乐山市市中区苏稽镇中心卫生院,807.2420366
3357,西南医科大学附属口腔医院,806.8965909
1357,富顺县板桥镇中心卫生院,805.4346749
293,什邡市马井中心卫生院,804.176378
1855,得荣县人民医院,802.9256757
466,内江市东兴区中医医院,802.8907928
157,乐山市五通桥区妇幼保健院,802.4237288
1042,大英县河边中心卫生院,801.8493333
1837,彭州市敖平镇卫生院（彭州市第三人民医院）,800.7905099
2252,攀枝花市第三人民医院,800.0479592
464,内江中西骨科医院,798.7183099
2641,渠县鞍康医院,798.4392523
3434,资阳市雁江区宝莲社区卫生服务中心,797.1305785
3687,邻水县妇幼保健计划生育服务中心,797.0091324
1627,平昌县江口镇社区卫生服务中心,796.7875
1567,巴塘县人民医院,796.626943
2298,旺苍红城医院,796.45
1110,威远同心医院,796.0397878
1053,大邑县安仁镇公立卫生院,795.5366474
1301,宣汉县南坪镇卫生院,795.4899329
3972,青神县中医医院,793.7163194
1732,广元曾家山老年病专科医院,793.3076923
3478,达川区杨柳街道社区卫生服务中心,793.1428571
1852,彭州磊络福兴医院,792.4198964
1753,广安市广安区协兴中心卫生院,792.3792763
2138,成都成华三松肾病医院,791.058
1311,宣汉县庙安镇卫生院,790.5865385
1558,巴中市恩阳区茶坝镇中心卫生院,789.7765306
2956,绵竹市紫岩街道社区卫生服务中心,788.5896552
3917,雅江县中藏医院,788.4107143
3918,雅江县人民医院,788.2228261
1633,平昌县灵山镇卫生院,787.4985393
72,三台县紫河镇中心卫生院,787.3868235
2530,泸县得胜镇卫生院,786.3295265
553,前锋世纪医院,785.4153153
3251,营山益康精神病专科医院,784.8033333
1303,宣汉县厂溪乡卫生院,784.6286713
1991,成都宏明电子股份有限公司医院,783.4195122
60,三台县断石乡卫生院,781.6230263
2154,成都普瑞眼科医院,781.205036
2627,渠县涌兴镇中心卫生院,780.1342318
2852,稻城县人民医院,780.0093458
1421,屏山县大乘镇卫生院,779.9251613
1159,安岳县岳城街道城南社区服务中心,779.9038462
925,四川地质医院,779.5928571
1518,崇州浩康疼痛康复医院,779.447619
2603,渠县佑安医院,779.0542522
1052,大邑县妇幼保健计划生育服务中心,777.7934189
76,三台县观桥镇中心卫生院,777.4231884
1849,彭州段氏中医骨科医院,775.3248299
1481,峨眉山锦欣老年病医院,774.9153226
3709,都江堰市幸福街道社区卫生服务中心,774.6345499
3711,都江堰市沿江卫生院,774.1559911
2151,成都新视界眼科医院,774.1427778
1651,平武县中医医院,773.3
3685,邻水县城南镇卫生院,772.6142857
3624,遂宁市安居区白马镇中心卫生院,771.5174419
3193,荣县长山中心卫生院,771.2646617
237,乐至县高寺镇卫生院,771.1381944
3291,蓬安县银汉镇卫生院,770.4877551
1809,开江县新宁社区卫生服务中心,770.2401961
3984,马尔康市人民医院,768.5886076
42,三台华厦眼科医院,766.3856209
285,什邡市妇幼保健院（什邡市妇女儿童医院、什邡市妇幼保健计划生育中心）,765.3721239
2638,渠县第四人民医院（渠县有庆镇中心卫生院）,765.1109272
1373,富顺赵化岭南医院,762.2336283
2570,泸州长江慢性病专科医院,762.1178571
686,南充市顺庆区李家镇中心卫生院,760.9869973
3016,绵阳爱贝尔妇产医院,760.4081633
2023,成都市新津区兴义镇中心卫生院,760.3528814
3390,资中县双龙镇卫生院,760.1135204
3055,自贡佳德安宁疗护医院（高新区）,759.2265193
3914,雅安河北医院,757.8167599
3424,资阳市雁江区丰裕镇中心卫生院,757.7864554
2907,米兰柏羽医学美容医院,757.1794872
220,乐至县佛星镇卫生院,757.0304636
3627,遂宁市安居区聚贤镇卫生院,756.8607595
1683,广元市利州区中医医院,756.7035473
569,剑阁县普安镇中心卫生院,756.5631068
630,南充东江医院,755.8276786
675,南充市妇幼保健计划生育服务中心（南充市妇幼保健院）,755.8258333
2214,成都骨伤医院（成都市金牛区骨伤医院）,752.8137097
440,会理市第二人民医院,752.4682927
3637,遂宁市船山区桂花镇中心卫生院,750.4529703
387,仪陇县观紫中心卫生院,749.2843621
1243,宜宾市叙州区横江镇中心卫生院,749.2068085
2775,盐边县中医院,748.6194805
1225,宜宾市南溪区大观镇中心卫生院,748.4992806
1338,宣汉县马渡关镇庆云卫生院,748.4791667
3652,邛崃可利特结石医院,748.2847926
2056,成都市温江区和盛镇中心卫生院（成都市温江区第二人民医院）,747.3713793
1218,宜宾川南体育骨科医院,746.7831461
1554,巴中市恩阳区渔溪中心卫生院,746.7193158
615,华瑞医院,746.4449761
3442,资阳市雁江区迎接镇卫生院,746.3735915
3082,自贡市第六人民医院,746.3333333
3265,蒲江县鹤山街道天华社区卫生服务中心,745.9754948
1829,彭州市九尺镇卫生院,745.72759
2941,绵竹川西医院,745.05
240,乐至民仁医院,744.7198582
3106,船山区妇幼保健院,744.5140845
576,剑阁县江口镇中心卫生院,743.6118182
3032,美姑县人民医院,743.4662507
1281,宜宾普爱老年病医院,742.903012
2215,成都高新中和中医医院,742.8672897
2576,洪雅乾州骨科医院,741.6521531
3673,邛崃爱尔眼科医院,741.512987
1326,宣汉县石铁乡卫生院,741.5128205
3610,遂宁市安居区三家镇大安卫生院,741.3666667
1559,巴中市恩阳区雪山中心卫生院,741.3016519
3383,西昌肛泰肛肠医院,739.9902098
251,乡城县人民医院,739.8601399
2114,成都市青羊区文家社区卫生服务中心（成都市青羊区文家社区医院）,739.4265306
1213,宜宾和康白花骨科医院,738.9978386
2642,渠县鲜渡镇卫生院,738.972973
2600,渠县临巴镇中心卫生院,738.7078507
1362,富顺县童寺镇中心卫生院,738.4945455
848,叙永县黄坭镇卫生院,738.1242775
748,南江县沙河镇中心卫生院,738.1034155
1308,宣汉县天生镇中心卫生院,737.4
3403,资中县重龙镇卫生院（资中县重龙社区卫生服务中心）,736.8413598
3190,荣县留佳中心卫生院,736.6615385
1196,安岳易视眼科医院有限公司,736.5741935
3859,阿坝州藏医院,736.1258065
3839,阆中市精神卫生中心,735.9568047
1986,成都天大不孕不育医院,735.5444444
3489,达州宏泽康复医院,735.3333333
2675,珙县孝儿镇中心卫生院,734.6126697
3981,青神康达骨科医院,733.669802
3590,通江县诺水河中心卫生院,732.2194737
3521,达州市达川区石桥镇中心卫生院,731.954955
1667,广元万江眼科医院,731.4822006
3660,邛崃市大同镇卫生院,731.150104
2592,渠县万寿镇卫生院（渠县板桥乡卫生院）,730.6974063
2534,泸县潮河中心卫生院,730.6263158
140,丹棱县人民医院,730.3717972
3267,蒲江西南任氏骨科医院,730.36
1385,射洪市妇幼保健院（射洪市妇幼保健卫生服务中心）,730.3094326
227,乐至县盛池镇卫生院,729.8935185
2524,泸县喻寺中心卫生院,729.6337325
2312,昭觉阳光医院,728.8736364
3760,金川县中藏医院,728.6278351
1241,宜宾市叙州区柳嘉镇中心卫生院,728.4519608
1557,巴中市恩阳区花丛中心卫生院,727.6471588
3792,长宁县双河镇中心卫生院,725.4842987
2604,渠县卷硐镇卫生院,724.89
3867,隆昌市妇幼保健院,724.1039474
1406,小金县中藏医院,723.7291815
2626,渠县济兴医院,722.6380368
987,壤塘县人民医院,722.4004219
2169,成都珍君医院,721.6934307
225,乐至县大佛镇中心卫生院,721.5847222
1187,安岳县长河源镇卫生院,720.6136585
1366,富顺县飞龙镇卫生院,720.5313869
3912,雅安恒博医院,718.3319783
2093,成都市金牛区茶店子社区卫生服务中心,716.4777778
844,叙永县观兴镇卫生院,716.0142349
3341,西充县太平中心卫生院,715.9763804
999,大竹县东柳街道社区卫生服务中心,715.5699153
2204,成都长江紫东老年病医院,715.3837838
3258,蒲江县寿安社区卫生服务中心,715.0850895
746,南江县桥亭镇中心卫生院,715.0656356
3132,苍溪县元坝镇中心卫生院,714.4227027
3018,绵阳睿达精神病医院,714.25
747,南江县正直镇中心卫生院,714.045344
1621,平昌县望京镇中心卫生院,712.9116505
1207,宜宾三江新区沙坪社区卫生服务中心,712.4582927
244,九寨沟县人民医院,712.4469136
471,内江市东兴区平坦镇卫生院,712.2292683
482,内江市东兴区顺河中心卫生院,711.6862528
3028,绵阳高新雨辰护理院,711.5
3717,都江堰市聚源镇中心卫生院,711.4826464
3816,阆中市保宁社区卫生服务中心,711.3813665
714,南充现代妇产医院,711.1619048
708,南充民心医院,710.3085973
496,内江市市中区朝阳镇卫生院,708.5066434
2076,成都市郫都区唐昌镇卫生院,708.0742857
1425,屏山县新市镇民族中心卫生院,708.0268657
1671,广元佑安中医医院,707.9594595
706,南充民健医院,707.65
1235,宜宾市叙州区双龙镇中心卫生院,707.3405082
3725,都江堰爱尔眼科医院,707.1894737
884,古蔺树强骨科医院,707.1338129
2345,松潘县人民医院,706.9061174
1509,崇州市江源街道社区卫生服务中心,706.8259259
1512,崇州市街子镇卫生院,706.6427848
1550,巴中市恩阳区尹家镇卫生院,705.8564286
564,剑阁县妇幼保健院,704.7984496
2080,成都市郫都区安靖街道社区卫生服务中心,704.3550673
3755,金堂晟康精神病医院,704.0470588
652,南充市嘉陵区中医医院,703.9549598
3103,自贡荣州骨科医院,703.7842105
1295,宣汉县东乡街道社区卫生服务中心,703.6610169
1943,成都中医大银海眼科医院（成都中医大银海眼科医院互联网医院）,703.6038806
2004,成都市双流区永安中心卫生院,703.4732143
473,内江市东兴区杨家镇卫生院,703.1230088
1363,富顺县赵化镇中心卫生院,702.872809
139,丹棱南苑中医医院,702.7635328
1374,富顺鸽王护理院,702.4685567
2469,江油市雁门镇中心卫生院,701.7591111
642,南充复康老年病医院,701.7457944
1302,宣汉县南坪镇观山卫生院,701.6363636
1954,成都交通医院,701.6050847
1528,巴中博雅眼科医院,700.7944444
2458,江油市方水镇卫生院,700.7801802
1537,巴中市巴州区妇幼保健院（巴中市巴州区妇幼保健计划生育服务中心、巴中市巴州区妇女儿童医院）,700.6129412
712,南充爱尔麦格眼科医院,700.4170616
840,叙永县江门镇卫生院,700.0368
2827,眉山彭山福康老年病医院,699.7526882
3331,西充县仁和镇卫生院,699.7135593
2444,江油市二郎庙镇卫生院,699.3898455
1985,成都天使儿童医院,699.371308
1093,威远县东联镇卫生院,698.6826316
1713,广元市朝天区中医医院,697.9282305
3405,资中县银山镇卫生院,696.9625475
1521,崇州西湖骨伤专科医院,696.7522465
500,内江市市中区龙门镇卫生院,696.3277778
691,南充市顺庆区荆溪街道社区卫生服务中心,696.2570175
1637,平昌县粉壁镇卫生院,695.833913
1337,宣汉县马渡关镇卫生院,695.6666667
3754,金堂悦康医院,695.5547619
3329,西充县义兴中心卫生院,694.9150735
470,内江市东兴区富溪镇卫生院,694.8991632
837,叙永县正东镇卫生院（叙永县矿山救护中心）,694.6081281
150,乐山五通桥中医医院,694.237069
2526,泸县天兴镇卫生院,694.1137339
699,南充市高坪区龙门社区卫生服务中心,693.9268714
4033,高坪区青居中心卫生院,693.340625
3833,阆中市河溪街道中心卫生院（阆中市第四人民医院）,692.3264574
2477,江阳区分水岭镇卫生院,691.6588367
3856,阿坝县藏医院,691.0699029
1834,彭州市天彭街道社区卫生服务中心,690.3919192
2741,盐亭县西陵镇卫生院,690.2728546
224,乐至县回澜镇龙溪卫生院,690.1655556
208,乐山瑞和医院（肖坝病区）,690.1333333
3259,蒲江县成佳镇公立卫生院,689.1151515
3850,阿坝兴富医院,689.0283871
1333,宣汉县胡家镇中心卫生院,688.9721408
3261,蒲江县甘溪镇公立卫生院,688.7034146
1720,广元市朝天区曾家镇中心卫生院（广元市朝天区第二人民医院）,688.3346304
1897,德阳市罗江区中医医院,687.5923387
3555,通川区安云乡卫生院,687.0212766
2032,成都市新津区花源街道中心卫生院,686.4276347
3017,绵阳益康老年护理院,686.3857143
2947,绵竹市妇幼保健计划生育服务中心（绵竹市妇幼保健院，绵竹市妇女儿童医院）,686.2724576
1343,宣汉济康医院,685.9
2296,旺苍德康骨科医院,685.1151832
1204,宜宾三江新区双城社区卫生服务中心,684.6120853
3343,西充县晋城中心卫生院,684.22
864,古蔺县妇幼保健计划生育服务中心（古蔺县妇幼保健院）,684.0722917
13,万源市妇幼保健计划生育服务中心,683.9589041
2453,江油市妇幼保健计划生育服务中心,683.8604167
871,古蔺县石屏中心卫生院,683.2914024
1427,屏山县锦屏镇中心卫生院,682.9333333
3196,荥经兴恒康医院,682.6980198
1684,广元市利州区嘉陵街道千佛社区卫生服务中心,682.5882353
3539,达州市通川区金石镇卫生院,682.3170103
1483,峨边彝族自治县人民医院,681.8940754
3635,遂宁市船山区唐家乡卫生院,681.5222222
3638,遂宁市船山区永兴镇中心卫生院（遂宁市船山区第一人民医院）,681.1
575,剑阁县汉阳镇卫生院,680.6363636
832,叙永县天池镇卫生院,680.0244
2703,甘孜藏族自治州卫生学校附属医院,679.8937824
1724,广元市朝天区羊木镇中心卫生院,679.4917355
787,南部县妇幼保健计划生育服务中心（南部县妇幼保健院、南部县妇女儿童医院）,679.4462054
3704,都江堰岷刚医院,678.8416
891,合江县九支中心卫生院(合江县第二人民医院),678.3649074
55,三台县妇幼保健院,678.3182
696,南充市高坪区妇幼保健计划生育服务中心（南充市高坪区妇幼保健院）,678.2103806
3667,邛崃市桑园镇卫生院,678.0310606
1522,崇州金鸡医院,677.663388
3758,金堂纺织妇产医院,677.5604839
1643,平昌县金宝街道六门卫生院,677.4604167
3670,邛崃市羊安街道中心卫生院,677.4102372
2344,松潘县中藏医院,677.0826087
243,九寨沟县中藏医院,676.3108108
2676,珙县巡场发科骨科医院,675.5489796
3171,茂县中医院,675.0741573
1114,威远谷沿怡康顺诚医院,674.8191304
3722,都江堰市龙池镇中心卫生院,674.3114754
1814,开江县灵岩镇卫生院,674.2285714
2136,成都弘成和众中医医院,674.14
1845,彭州市通济镇卫生院,673.6972268
890,合江县临港街道社区卫生服务中心（合江县第三人民医院）,673.5309524
2601,渠县乐康中医医院,672.8129252
2251,攀枝花市妇幼保健院,672.2974296
2100,成都市青白江区城厢镇公立中心卫生院,672.2566955
792,南部县建兴中心卫生院（南部县第三人民医院）,672.1589109
4014,高县沙河镇中心卫生院,671.6259675
2874,筠连益民眼科医院,670.5682353
3770,金阳县人民医院,670.5345482
770,南部县东风社区卫生服务中心,669.7
2683,珙县珙泉镇卫生院,669.3929688
3439,资阳市雁江区老君镇卫生院,669.3586643
3544,达州田氏骨病医院,669.2903885
1330,宣汉县红峰镇凤鸣卫生院,668.8717949
117,中江县辑庆中心卫生院,668.7737557
2831,眉山老年病医院有限公司,668.6707627
2632,渠县渠江街道北门社区卫生服务中心(渠县渠江镇卫生院),668.4598214
322,仁寿县第七人民医院（仁寿县钟祥镇卫生院）,668.1204663
3052,自流井区第二人民医院,667.5762712
3440,资阳市雁江区莲花社区卫生服务中心,666.6078947
241,乐至蓝天医院,666.4275676
847,叙永县麻城镇卫生院,666.2477064
1291,宣汉博仁医院有限公司,665.9473684
1645,平昌县青云镇卫生院,665.7746914
122,中江县龙台中心卫生院,665.1541667
2179,成都蒲江颐养居老年病医院,664.5
2516,沐川益康医院,664.4235294
2552,泸州市江阳区妇幼保健院（泸州市江阳区妇女儿童医院、泸州市江阳区妇幼保健计划生育服务中心）,664.2712963
2529,泸县妇幼保健计划生育服务中心（泸县妇幼保健院）,663.56
1738,广元青林医院,663.3376623
476,内江市东兴区永福镇卫生院,663.1328125
480,内江市东兴区胜利中心卫生院,663.0789474
64,三台县景福镇中心卫生院,662.0333959
3372,西昌市第二人民医院（西昌市精神病专科医院）,661.7391304
1319,宣汉县毛坝镇卫生院,661.6326531
2938,经开综合医院,661.5555556
3944,雷波百信医院,661.2816901
1407,小金县人民医院,660.9331719
3648,道孚县人民医院,660.4559585
1632,平昌县澌岸镇卫生院,660.4362245
3360,西昌市中医医院,660.2796935
2605,渠县合力镇卫生院,659.9642857
2030,成都市新津区第二人民医院,659.5822785
638,南充友谊医院,659.537415
1348,富顺县代寺镇中心卫生院,659.3853659
830,叙永县向林镇卫生院,659.2803089
2018,成都市成华区第七人民医院,658.6123077
1799,康定市第二人民医院,658.5709497
1341,宣汉县龙泉土家族乡卫生院,658.0220588
1417,屏山县中都镇中心卫生院,657.858363
3295,蓬安泰和玉都康复医疗中心,657.2380952
1502,崇州市元通镇卫生院,657.0619847
3358,西昌小天使妇女儿童医院,654.65
2548,泸州川蓝康复专科医院,654.01
2228,成都高新城南妇幼医院,653.78
363,仪陇县复兴中心卫生院,653.7479058
1324,宣汉县白马镇卫生院,653.6933333
3633,遂宁市船山区仁里镇中心卫生院,653.0122549
2594,渠县三板镇卫生院,652.9468085
507,冕宁县中医医院,651.8965909
1883,德阳市旌阳区妇幼保健计划生育服务中心（德阳市妇幼保健院，德阳市旌阳区妇幼保健院）,651.6292308
2521,泸县云龙中心卫生院,651.4313305
2608,渠县天星街道社区卫生服务中心,651.260274
3155,苍溪县陵江镇中心卫生院（苍溪县第三人民医院）,651.2571429
1602,平昌县云台镇中心卫生院,651.1603261
283,什邡市南泉镇卫生院,650.8373684
1847,彭州市隆丰街道社区卫生服务中心,649.4543284
2890,简阳市涌泉镇卫生院,648.8197279
3720,都江堰市青城山镇中心卫生院,648.6688772
1960,成都儿童专科医院,648.1770982
57,三台县建中镇卫生院,647.9772021
1592,布拖县妇幼保健计划生育服务中心,647.5588235
2482,江阳区方山镇卫生院,647.5130653
833,叙永县妇幼保健计划生育服务中心（叙永县妇幼保健院）,647.4347826
1250,宜宾市叙州区龙池乡卫生院,647.0680851
1359,富顺县狮市镇中心卫生院,647.0535211
1,万源仁安医院,646.7818182
1850,彭州熊氏中医骨科医院,646.0184834
1629,平昌县江家口镇喜神卫生院,645.9490476
63,三台县新鲁镇卫生院,645.7868805
3479,达川区石板街道社区卫生服务中心,644.8842105
475,内江市东兴区永兴镇卫生院,644.7507692
3076,自贡市沿滩区瓦市镇中心卫生院,644.6785366
941,四川天府新区籍田中心卫生院,644.4765027
2750,盐亭福缘医院,644.2378788
874,古蔺县观文中心卫生院,644.0649425
2535,泸县牛滩中心卫生院,644.0143885
1334,宣汉县芭蕉镇卫生院,643.859375
1100,威远县新场镇卫生院,643.7626062
1111,威远大生医院,643.6188525
2998,绵阳市游仙区妇幼保健院,643.3494087
4013,高县来复镇中心卫生院,643.0133065
1634,平昌县白衣镇中心卫生院,642.8143187
2528,泸县奇峰中心卫生院,642.5784127
348,仪陇仁惠胃肠医院,642.4254237
308,仁寿县妇幼保健院,642.4101399
2701,甘孜州皮肤病防治院（甘孜州海螺沟景区人民医院）,642.2619048
1977,成都双流蛟龙港医院有限公司,641.8572165
3739,金堂县白果社区卫生服务中心（金堂县白果街道公共卫生所）,641.4635795
51,三台县刘营镇中心卫生院,640.536478
167,乐山市妇幼保健院,640.1287674
3680,邻水县兴仁镇中心卫生院,640.0579151
3715,都江堰市石羊镇中心卫生院,639.263944
493,内江市市中区史家镇中心卫生院,639.247451
1805,开江县回龙中心卫生院,639.010596
3166,苍溪百姓老年病专科医院,637.7407407
526,冕宁县第二人民医院,637.7401392
3023,绵阳肾病医院,637.2424242
2193,成都鑫国光医院,635.4865497
1815,开江县甘棠镇卫生院,635.2543424
1606,平昌县元山镇中心卫生院,633.5221957
1021,大竹县清水中心卫生院,633.4556962
4015,高县罗场镇中心卫生院,633.4497653
1381,射洪市太乙中心卫生院,633.1592179
1827,彭州市丹景山镇卫生院,632.7291971
1839,彭州市濛阳街道三界社区卫生服务中心,632.7235556
3337,西充县双凤中心卫生院,632.6595745
47,三台县中新镇卫生院,632.3501094
3641,遂宁市船山区龙凤镇中心卫生院(遂宁市船山区第二人民医院),631.5455508
284,什邡市回澜卫生院,631.1979021
2483,江阳区江北中心卫生院,630.5546569
1811,开江县普安镇卫生院,630.2110092
3299,蓬溪县三凤中心卫生院,630.1865672
2515,沐川新区中医医院,629.7654762
1758,广安市广安区广福社区卫生服务中心（枣山园区）,629.5920833
2569,泸州锦欣妇产医院,629.3675
3176,荣县乐德中心卫生院,629.2603896
345,仁寿鳌峰外科医院,628.6406716
3399,资中县狮子镇卫生院,628.470297
1286,宝兴县人民医院,628.3567358
2470,江油市青莲镇中心卫生院,628.3321792
1552,巴中市恩阳区明阳镇卫生院,628.0413793
1236,宜宾市叙州区合什镇中心卫生院,627.3943363
3851,阿坝县人民医院,626.7624791
233,乐至县蟠龙镇卫生院,626.7327586
2031,成都市新津区花桥街道公立卫生院,626.3675676
1563,巴中经济开发区第二人民医院(四川巴中经济开发区西锦社区卫生服务中心),626.0959016
2833,眉山苏沈老年病医院有限公司,625.8912791
2629,渠县渠北镇卫生院,625.2753623
3014,绵阳德康疼痛医院,625.2571429
2731,盐亭县嫘祖镇卫生院,625.1940909
881,古蔺县龙山镇鱼化卫生院,624.9710526
3543,达州爱尔眼视光眼科医院,624.3404255
1105,威远县越溪镇卫生院,624.3165289
1507,崇州市怀远镇卫生院,624.2160452
99,中江县城南社区卫生服务中心,623.7386037
43,三台县三元镇卫生院,623.6909091
1189,安岳县高升乡卫生院,623.6017391
2595,渠县东安镇卫生院（渠县流溪镇卫生院）,623.4454976
1180,安岳县白塔寺乡卫生院,623.4361702
1030,大竹县第四人民医院,622.9129534
1610,平昌县土垭镇卫生院,622.7912921
3866,隆昌市圣灯镇中心卫生院,622.7374545
1102,威远县界牌镇卫生院,622.017284
1307,宣汉县大成镇卫生院,621.9888579
823,叙永县两河中心卫生院,621.4451429
1041,大英县妇幼保健院,620.9924731
2490,江阳区黄舣镇弥陀卫生院,620.8888889
2216,成都高新区中和社区卫生服务中心,620.8440367
109,中江县永太中心卫生院,620.276324
77,三台县郪江镇中心卫生院,620.2559406
1106,威远县连界镇卫生院,619.7230667
3170,若尔盖县藏医院,618.9136364
2113,成都市青羊区府南金沙社区卫生服务中心,618.846
860,古蔺县双沙中心卫生院,618.6177612
1609,平昌县土兴镇中心卫生院,618.3789226
78,三台县金石镇中心卫生院,618.2457077
723,南江仁爱医院,617.7482927
1474,峨眉山市罗目镇卫生院,617.1247232
3582,通江县洪口中心卫生院,616.9190476
3721,都江堰市骨伤专科医院,616.7347458
596,北川羌族自治县妇幼保健计划生育服务中心,616.2857143
3285,蓬安县睦坝镇卫生院,616.0952381
1240,宜宾市叙州区柏溪街道喜捷社区卫生服务中心,615.5470588
2161,成都民生福音耳鼻喉专科医院,615.288587
1733,广元民政康养医院,615.0833333
2523,泸县兆雅中心卫生院,614.7477322
1879,德阳市旌阳区八角井镇卫生院,614.6785877
3404,资中县铁佛镇卫生院,614.623913
472,内江市东兴区新江社区卫生服务中心,614.6133333
3297,蓬安颐康医院,614.2040984
2060,成都市温江区柳城街道社区卫生服务中心,614.1225071
1418,屏山县书楼镇卫生院,614.1079602
2046,成都市新都区石板滩街道木兰社区卫生服务中心,613.2067925
826,叙永县分水中心卫生院,612.6768889
917,喜德县妇幼保健计划生育服务中心,612.4941176
3070,自贡市沿滩区升坪街社区卫生服务中心,612.1324138
3108,色达县妇幼保健计划生育服务中心,612.097561
716,南充纺织医院,611.9533333
680,南充市顺庆区北城社区卫生服务中心,610.9707224
3445,资阳爱尔眼科医院有限公司,610.392381
221,乐至县劳动镇卫生院,609.923871
1735,广元爱尔眼科医院,609.6723164
1192,安岳县龙台镇中心卫生院（安岳县第四人民医院）,609.2135484
755,南江县长赤镇中心卫生院,608.8807381
3393,资中县妇幼保健计划生育服务中心,608.5511811
697,南充市高坪区第三人民医院(南充市高坪区东观中心卫生院),608.3700243
2397,汉密尔顿美容医院,608.1333333
3398,资中县水南镇卫生院（资中县水南社区卫生服务中心）,607.5271454
3714,都江堰市玉堂镇卫生院,606.8602041
2447,江油市厚坝镇卫生院,606.6783626
2544,泸州中科胃肠病医院,606.3449476
4039,龙马潭区双加镇卫生院,605.77109
2142,成都成华成量医院,605.7033557
3062,自贡市大安区回龙镇卫生院,605.568375
831,叙永县大石镇卫生院,605.2871658
184,乐山市市中区白马镇卫生院,605.1436364
29,万源市罗文中心卫生院,604.9795082
3592,通江县铁佛中心卫生院,604.7001572
3524,达州市达川区管村镇中心卫生院,604.1020942
3593,通江县铁溪中心卫生院,602.8243056
903,合江县白沙中心卫生院,602.4160512
216,乐至县东山镇卫生院,602.2541667
2746,盐亭同德医院,602.0290909
3286,蓬安县石孔乡卫生院,601.9288889
3093,自贡市贡井区成佳中心卫生院,601.9167866
3828,阆中市柏垭镇中心卫生院,601.3600962
2677,珙县底洞镇中心卫生院,601.1772727
3252,营山祥润康复医院,601.1343195
3100,自贡康立眼科医院（高新区）,600.5199115
645,南充安德实业有限公司职工医院,600.406
766,南部升钟利康医院,600.3787879
2281,旺苍县妇幼保健院,599.6111842
1280,宜宾旌宏眼科医院,599.5320548
1197,安岳锦民妇女儿童医院,599.4272807
