,医院名称,检查检验费均值
3897,雅安市名山区车岭镇中心卫生院,223.7306513
1703,广元市昭化区射箭镇卫生院,223.561039
105,中江县普兴镇卫生院,223.2111111
200,乐山市沙湾区踏水镇中心卫生院,223.171608
1938,成都东部新区芦葭卫生院,223.0392157
986,壤塘县上寨中心卫生院,223.0166667
2684,珙县罗渡苗族乡卫生院,222.66
1473,峨眉山市绥山镇卫生院,222.4634259
3532,达州市达川区金垭镇卫生院,222.069
1396,射洪市瞿河镇卫生院,221.6610738
3157,苍溪县陵江镇江南社区卫生服务中心,221.6203704
3321,蓬溪县鸣凤中心卫生院,221.5813953
1232,宜宾市叙州区华盛社区卫生服务中心,221.44
2772,盐源县金河镇卫生院,221.3538462
2504,沐川县底堡乡卫生院,221.1341772
601,北川羌族自治县桂溪镇卫生院,220.9132075
2770,盐源县盐塘镇卫生院,220.6272727
3282,蓬安县杨家镇卫生院,220.498374
1223,宜宾市南溪区刘家镇卫生院,220.3393701
456,兴文县古宋镇卫生院,220.1234982
1344,宣汉蒲晶眼科医院,219.7315436
2876,简阳市三合镇卫生院,219.7209945
2360,梓潼县石牛镇卫生院,219.644898
2250,攀枝花市仁和区金江镇卫生院（攀枝花市仁和区金江镇妇幼保健站）,219.5538462
2455,江油市彰明镇卫生院,219.5047244
885,古蔺永乐永诚中医康复医院,219.2196721
336,仁寿县龙正中心卫生院,219.1553633
92,中江县会龙镇卫生院,218.4810127
3975,青神县瑞峰镇中心卫生院,218.2142857
453,兴文县仙峰苗族乡中心卫生院,216.7428571
3234,营山县消水中心卫生院,216.4650485
2428,江安县大井镇卫生院,216.3638298
3841,阆中市金垭镇卫生院,216.3269231
353,仪陇县义路镇卫生院,216.0157534
443,会理市通安镇中心卫生院,215.7285444
451,兴文县五星镇卫生院,215.6244
2868,筠连县筠连镇中心卫生院（筠连镇社区卫生服务中心）,215.525724
260,井研县周坡镇中心卫生院,215.3531323
2914,米易县新山傈僳族乡卫生院,215.2166667
2903,简阳施家金玉医院,215.0343949
1445,岳池县秦溪镇卫生院,215
93,中江县兴隆中心卫生院,214.5758879
176,乐山市市中区安谷镇车子卫生院,214.5586207
3092,自贡市贡井区建设镇卫生院,214.2651163
88,中江县东北镇卫生院,213.7675676
3892,雅安市名山区永兴街道卫生院,213.2459854
1886,德阳市旌阳区德新镇卫生院,213.0764
2973,绵阳市安州区塔水镇中心卫生院,212.9529032
1931,成都东部新区清风卫生院,212.5440559
3974,青神县汉阳镇中心卫生院,212.2758621
3832,阆中市沙溪社区卫生服务中心,211.7651163
2784,盐边县红格中心卫生院,211.6666667
3941,雷波平安医院,211.4881356
3574,通江县杨柏镇卫生院,211.4691176
934,四川天府新区华阳社区卫生服务中心（四川天府新区华阳社区医院）,211.4438095
147,丹棱县齐乐镇社区卫生服务中心,211.4333333
269,井研县镇阳镇卫生院,211.3702128
2429,江安县大妙镇卫生院,211.0711712
610,北川羌族自治县都贯乡卫生院,210.5863014
2825,眉山帅氏医院有限公司,210.5588235
455,兴文县共乐镇中心卫生院,210.0990991
784,南部县大河镇卫生院,209.6981132
3898,雅安市名山区马岭镇卫生院,209.6173913
2795,眉山市东坡区多悦镇卫生院,209.5988142
1887,德阳市旌阳区新中镇卫生院,208.6111111
3763,金川县安宁乡中心卫生院,208
1066,大邑德全骨伤科医院,207.979661
2122,成都市龙泉驿区大面公立卫生院,207.9586207
1397,射洪市精神卫生中心（射洪市大榆中心卫生院）,207.8636364
2757,盐源县平川镇卫生院,207.6631579
3800,长宁县花滩镇中心卫生院,206.5972051
3692,邻水县王家镇卫生院,206.0870968
2758,盐源县树河镇卫生院,205.9525
810,南部县西水镇卫生院,205.9
3978,青神县西龙镇中心卫生院,205.8372093
659,南充市嘉陵区安平镇中心卫生院,205.7184874
3019,绵阳经济技术开发区塘汛街道城南社区卫生服务中心,205.5072165
3702,邻水安康医院,205.4339623
3842,阆中市飞凤镇卫生院,205.3432692
2768,盐源县白乌镇卫生院,204.4580645
3958,青川县姚渡镇卫生院,204.2608696
2272,旺苍县九龙镇卫生院,204.1702703
736,南江县关门镇卫生院,203.9510619
1051,大邑县出江镇公立卫生院,203.6223529
1229,宜宾市南溪区长兴镇中心卫生院,203.2522936
2822,眉山市彭山区青龙街道社区卫生服务中心,203.1380665
2351,梓潼县卧龙镇卫生院,202.9636364
1877,德阳市旌阳区东山社区卫生服务中心,202.7693182
427,会理市城北街道外北卫生院,202.7237113
1800,康定罗义堂中藏医院有限责任公司木雅路中藏医院,202.5932203
2126,成都市龙泉驿区柏合镇公立卫生院,202.52
10,万源市大沙镇卫生院,202.2801075
381,仪陇县永光镇卫生院,201.9581395
3468,越西县贡莫镇中心卫生院,201.8322581
851,叙永天星桥医院,201.5583562
3457,越西县妇幼保健计划生育服务中心（越西县妇幼保健院）,201.3703704
1194,安岳康肤皮肤病医院,201.1906977
728,南江县仁和镇卫生院,201.1115584
3090,自贡市自流井区高峰乡卫生院（高新区）,200.9
3952,青川县乔庄镇中心卫生院,200.3491525
2485,江阳区茜草街道社区卫生服务中心,200.2968254
262,井研县宝五镇卫生院,200.1176471
360,仪陇县双胜镇卫生院,200.0533333
3365,西昌市安哈镇中心卫生院,199.7904762
2980,绵阳市安州区花荄镇卫生院,199.7605405
3378,西昌市黄联关镇中心卫生院,199.7527273
1091,夹江县马村镇中心卫生院,198.9444444
2724,盐亭仁康医院,198.8871795
2324,普格县螺髻山镇卫生院,198.8573913
2819,眉山市彭山区观音街道社区卫生服务中心,198.6015723
3942,雷波心诚医院,198.5849462
3303,蓬溪县吉祥镇卫生院,198.465625
318,仁寿县满井镇卫生院,198.1889401
937,四川天府新区正兴社区卫生服务中心,197.8181818
3903,雅安市雨城区八步镇中心卫生院,197.603125
256,井研县东林镇卫生院,197.2840336
3156,苍溪县陵江镇回水社区卫生服务中心,197.0681818
3969,青川县青溪镇中心卫生院,197.0378788
2887,简阳市施家中心卫生院,196.5766038
2394,武胜县龙女镇卫生院,196.28
627,华蓥市高兴镇中心卫生院,196
465,内江市东兴区东兴社区卫生服务中心,195.6333333
339,仁寿帝尔医院,195.554902
3318,蓬溪县金桥镇卫生院,194.9555556
3946,雷波荣兴医院,194.887069
326,仁寿县第四人民医院（仁寿县文宫镇卫生院）,194.6996711
408,会东县满银沟镇中心卫生院,194.2472727
1536,巴中市巴州区化成中心卫生院,194.2444545
2685,珙县观斗苗族乡卫生院,194.2428571
1890,德阳市旌阳区泰山社区卫生服务中心,194.073029
756,南江县集州中心卫生院,193.9102349
788,南部县宏观乡卫生院,193.8477273
1019,大竹县欧家镇卫生院,193.2419355
3899,雅安市名山区黑竹镇卫生院,193.1302083
3191,荣县观山镇卫生院,193.126776
3237,营山县灵鹫镇卫生院,193.1136986
3694,邻水县石滓镇卫生院,193.009901
4030,高坪区走马镇卫生院,192.3920635
3819,阆中市天宫镇卫生院,192.3481481
179,乐山市市中区棉竹镇卫生院,192.08
1793,广汉瑞视眼科医院,191.4779412
1476,峨眉山市高桥镇中心卫生院,191.4208
492,内江市市中区凌家镇中心卫生院,191.3156627
3745,金堂县第四人民医院（金堂县精神卫生中心）,191.0911765
743,南江县天池镇卫生院,190.6157353
3456,越西县大花镇卫生院,190.5333333
1715,广元市朝天区临溪乡卫生院,190.5
2986,绵阳市涪城区城厢社区卫生服务中心,190.48
189,乐山市市中区通江街道社区卫生服务中心,190.4222222
3786,金阳对坪永康医院有限公司,190.3061404
2389,武胜县赛马镇卫生院,189.2
1577,巴州区江北社区卫生服务中心,188.9775
597,北川羌族自治县小坝镇中心卫生院,188.9243243
1936,成都东部新区福田社区卫生服务中心,188.2322581
2785,眉山东坡博康医院,188.2075472
1277,宜宾市翠屏区金坪镇中心卫生院,188.1233668
749,南江县石滩镇卫生院,188.1016288
3949,青川县三锅镇卫生院,187.9012346
3992,马边彝族自治县建设镇卫生院,187.4947368
402,会东县姜州镇中心卫生院,187.4864
3908,雅安市雨城区望鱼镇中心卫生院,187.3263889
1139,安岳县九龙乡卫生院,187.1598131
628,南充东大肛肠医院,187.0558333
162,乐山市五通桥区西坝镇中心卫生院,186.7304348
359,仪陇县凤仪乡卫生院,186.2352941
939,四川天府新区煎茶卫生院,186.221978
1462,岳池诚鑫医院有限公司,185.1247788
2449,江油市含增镇卫生院,184.5875
2946,绵竹市剑南街道社区卫生服务中心,184.3137255
3809,阆中市七里社区卫生服务中心,184.225
2040,成都市新都区新繁街道社区卫生服务中心,184.187234
1285,宝兴县中医医院,184.084252
3825,阆中市文成镇中心卫生院,184.0317308
2244,攀枝花市仁和区啊喇彝族乡中心卫生院（攀枝花市仁和区啊喇彝族乡妇幼保健站）,184.0139535
313,仁寿县新店镇卫生院,183.63875
3691,邻水县牟家镇卫生院,183.4705882
462,兴文县莲花镇卫生院,183.1576271
679,南充市顺庆区共兴镇卫生院,182.6181818
1479,峨眉山市龙门乡卫生院,181.8109091
3905,雅安市雨城区多营镇中心卫生院,181.4067797
1666,平武县高村乡卫生院,181.3692308
3147,苍溪县白驿镇卫生院,181.1503759
270,井研县门坎镇卫生院,180.5422819
3634,遂宁市船山区保升中心卫生院,180.1666667
662,南充市嘉陵区曲水镇卫生院,179.9678161
1993,成都小青草眼科医院,178.99375
196,乐山市沙湾区沙湾镇中心卫生院,178.7448276
772,南部县五灵乡卫生院,178.3981481
1145,安岳县千佛乡卫生院,178.0507042
3909,雅安市雨城区碧峰峡镇中心卫生院,177.8857143
3336,西充县占山乡卫生院,177.795
3210,营山县东升镇卫生院,177.7666667
138,丹巴长征骨科医院,176.9477612
796,南部县永定镇卫生院,176.6631148
3980,青神县高台镇卫生院,176.2716049
1709,广元市昭化区红岩镇卫生院,176.265625
3088,自贡市自流井区荣边镇卫生院,176.0481481
2803,眉山市东坡区松江镇卫生院,175.6826446
3446,资阳雁江黄添医院,175.5102041
776,南部县升水镇卫生院,175.4756757
2381,武胜县清平镇卫生院,175.4285714
2863,筠连县团林苗族乡卫生院,175.1777778
2003,成都市双流区怡心街道社区卫生服务中心,174.8581818
946,四川巴中经济开发区奇章卫生院,174.2758065
3362,西昌市佑君镇中心卫生院,174.1643678
3551,通川区凤北社区卫生服务中心,174
936,四川天府新区新兴卫生院,173.8496552
3596,通江县青峪镇卫生院,173.7129032
3200,荥经县新添镇中心卫生院,173.1810345
2408,汉源县安乐镇卫生院,172.6071429
2680,珙县洛亥镇卫生院,172.494
3109,色达县泥朵镇卫生院,172.3333333
375,仪陇县来仪乡卫生院,172.09
664,南充市嘉陵区河西镇卫生院,171.7130435
201,乐山市沙湾区轸溪镇中心卫生院,170.89
2042,成都市新都区新都街道龙虎社区卫生服务中心,170.8624277
2780,盐边县新九镇卫生院,170.69375
1475,峨眉山市胜利街道社区卫生服务中心,170.3465649
2895,简阳市简城街道滨江社区卫生服务中心,170.2285714
3480,达川区麻柳镇东兴卫生院,170.1315789
1561,巴中市蓉蓉眼科医院,169.6043
383,仪陇县福临乡卫生院,169.3512195
3552,通川区北山镇卫生院,169.2380952
415,会东县鲹鱼河镇中心卫生院,169.2360976
3124,苍溪县三川镇卫生院,169.0876471
2370,武胜县万隆镇中心卫生院,168.7538462
389,仪陇县金城镇社区卫生服务中心,168.4491228
2037,成都市新都区大丰街道太平社区卫生服务中心,168.323913
639,南充同星医院,167.8753846
2518,沙湾神安精神病医院,167.4864865
2805,眉山市东坡区秦家镇卫生院,167.2545455
1124,宁南县宁远镇卫生院,166.7708861
340,仁寿汪洋肛肠医院,166.6521739
3979,青神县青竹街道黑龙中心卫生院,166.64
2820,眉山市彭山区谢家街道社区卫生服务中心,166.1557471
376,仪陇县杨桥镇卫生院,166.047541
2888,简阳市杨家镇卫生院,165.7409016
3959,青川县建峰镇卫生院,165.6727273
641,南充地调处医院,165.2193452
370,仪陇县思德镇卫生院,165.175
3901,雅安市雨城区上里镇中心卫生院,164.9184466
1708,广元市昭化区磨滩镇卫生院,164.7081967
2801,眉山市东坡区崇礼镇卫生院,164.6918605
3810,阆中市七里街道双龙卫生院,164.4555556
2195,成都银康银屑病医院（成都银康银屑病医院互联网医院）,164.3895425
3823,阆中市彭城镇卫生院,164.0285714
2248,攀枝花市仁和区布德镇卫生院 （攀枝花市仁和区布德镇妇幼保健站、攀枝花市仁和区民政中医院）,163.8916667
361,仪陇县回春镇卫生院,163.8474576
2437,江安县铁清镇卫生院,163.7505263
2983,绵阳市安州区黄土镇中心卫生院,163.6735135
2972,绵阳市安州区千佛镇卫生院,163.5473684
141,丹棱县仁美镇卫生院,163.1677419
2816,眉山市彭山区凤鸣街道社区卫生服务中心,162.7969925
259,井研县千佛镇卫生院,162.5413043
4032,高坪区阙家镇卫生院,162.2621212
2908,米易县丙谷镇中心卫生院,161.9953704
104,中江县悦来镇卫生院,161.5099174
3818,阆中市博树回族乡卫生院,161.2059524
3239,营山县绥安街道中城社区卫生服务中心,161.0583333
2710,甘洛县妇幼保健计划生育服务中心,160.9166667
3470,越西县越城镇社区卫生服务中心,160.6136691
3968,青川县蒿溪回族乡卫生院,160.4666667
2495,汶川县映秀镇中心卫生院,160.3844068
1092,夹江县黄土镇卫生院,160.1
420,会理市云甸镇卫生院,160.0237762
3145,苍溪县白山乡卫生院,159.7777778
3561,通川区青宁镇卫生院,159.4864865
1190,安岳县高屋乡卫生院,158.9491429
1125,宁南县宁远镇社区卫生服务中心（宁远镇妇幼保健计划生育服务站）,158.3578947
2826,眉山弘济中医医院,158.3545455
3183,荣县度佳镇卫生院,157.7096154
2240,攀枝花市仁和区中坝乡卫生院（攀枝花市仁和区中坝乡妇幼保健站）,156.59
2388,武胜县街子镇卫生院,156.4637681
3568,通江县周子坪社区卫生服务中心,156.4166667
2791,眉山市东坡区三苏镇卫生院,156.3909574
625,华蓥市蓥城社区卫生服务中心,156.2608696
793,南部县杰龄门诊部,155.6375
3681,邻水县北城社区卫生服务中心,155.5
494,内江市市中区城东街道城南社区卫生服务中心(挂靠)（眼科医院）,154.8722222
268,井研县纯复镇卫生院,154.3904762
536,凉山州喜德县李子乡卫生院,154.22
2407,汉源县大树中心卫生院,153.7064516
3976,青神县白果乡卫生院,153.58
3895,雅安市名山区茅河镇卫生院,153.180198
3317,蓬溪县荷叶乡卫生院,152.8888889
3688,邻水县御临镇卫生院,152.8
2543,泸州东大肛肠医院,152.599
2790,眉山市东坡区万胜镇卫生院,152.5113879
798,南部县河坝镇卫生院,151.9903226
3089,自贡市自流井区飞龙峡镇卫生院,151.6461538
314,仁寿县方家镇卫生院,151.590991
1010,大竹县妈妈镇卫生院,150.9111111
38,万源市黑宝山镇卫生院,150.7272727
1928,成都东部新区新民卫生院,150.2333333
3306,蓬溪县宝梵镇卫生院,150.1730769
689,南充市顺庆区舞凤社区卫生服务中心,149.7793103
1087,夹江县新场镇中心卫生院,149.7773333
514,冕宁县巨龙中心卫生院,149.1753425
542,凉山州喜德县鲁基乡卫生院,149.0947368
3133,苍溪县唤马镇卫生院,148.3958333
1997,成都市双流区东升社区卫生服务中心,148.2606498
303,仁寿县城中社区卫生服务中心,148.253125
3020,绵阳经济技术开发区塘汛街道社区卫生服务中心,148.1810056
193,乐山市沙湾区嘉农镇卫生院,147.9652174
2503,沐川县富新镇卫生院,147.9111111
3448,越西县中彝医医院,147.7509804
114,中江县精神病医院（中江县安康医院，中江县第三人民医院）,147.75
431,会理市小黑箐镇中心卫生院,147.7043478
2117,成都市龙泉驿区东安社区卫生服务中心,147.6
3153,苍溪县运山镇卫生院,147.3529412
3139,苍溪县桥溪乡卫生院,147.3125
3232,营山县木顶乡卫生院,147.125
1129,宁南县石梨镇卫生院（石梨镇妇幼保健计划生育服务站）,147.1076923
1691,广元市利州区白朝乡卫生院,147
170,乐山市市中区全福街道社区卫生服务中心,146.1333333
1880,德阳市旌阳区双东镇卫生院,145.8897059
3449,越西县中所镇中心卫生院,145.5786164
3970,青川县骑马乡卫生院,145.2727273
2323,普格县荞窝镇卫生院,145.1153846
118,中江县通山乡卫生院,144.7257042
146,丹棱县齐乐镇卫生院,144.0708861
2916,米易县白坡彝族乡卫生院,143.96
264,井研县研城街道城南社区卫生服务中心,143.8279793
3447,资阳高新口腔医院有限公司,143.4705882
808,南部县老鸦镇卫生院,143.3791667
311,仁寿县宝马镇卫生院,143.3763441
2800,眉山市东坡区尚义镇卫生院,143.3673716
4006,高县嘉乐镇卫生院,143.1282353
620,华蓥市庆华镇中心卫生院,143.1221374
1088,夹江县木城镇中心卫生院,142.9433071
1477,峨眉山市黄湾镇卫生院,142.7652174
2278,旺苍县大两镇卫生院,142.4814815
2505,沐川县杨村乡卫生院,142.4261905
767,南部县万年镇卫生院,142.0018519
3837,阆中市石滩镇卫生院,141.8789474
2293,旺苍县高阳镇卫生院,141.075
807,南部县神坝镇卫生院,140.6761905
28,万源市紫溪乡卫生院,140.4090909
2814,眉山市彭山区公义镇卫生院,140.3903226
2350,梓潼县仁和镇中心卫生院,140.2458599
425,会理市古城街道中心卫生院(会理市古城街道社区卫生服务中心),140.1215569
1984,成都天使之翼整形美容医院,140
1447,岳池县花园镇卫生院,139.1538462
2265,新龙县中藏医院,139.1515152
1725,广元市朝天区麻柳乡卫生院,138.6666667
3138,苍溪县月山乡卫生院,138.5957447
3814,阆中市五马镇卫生院,138.5615385
1121,宁南县华弹镇卫生院（华弹镇妇幼保健计划生育服务站）,138.4352113
759,南江县集州街道朝阳社区服务中心,138.2858974
3247,营山县骆市中心卫生院,138.2693694
750,南江县神门乡卫生院,137.8473171
2821,眉山市彭山区锦江镇卫生院,137.63125
2423,江安县五矿镇卫生院,137.33
1754,广安市广安区大安镇卫生院,136.5454545
1545,巴中市恩阳区关公镇卫生院,136.3645
1595,布拖县拖觉镇中心卫生院,136.2691489
2304,昭觉县四开镇中心卫生院,136.1044776
3276,蓬安县城南社区卫生服务中心,135.9454545
1133,宁南县骑骡沟镇卫生院（骑骡沟镇妇幼保健计划生育服务站）,135.9357143
3376,西昌市阿七镇中心卫生院,135.5986301
1574,巴州区大茅坪镇卫生院,135.5428571
2421,江安县下长镇卫生院,135.2091954
2769,盐源县盐井街道卫生院（盐井社区卫生服务中心）,135.1891403
1431,岳池县临溪镇卫生院,134.8181818
519,冕宁县沙坝中心卫生院,134.72
3146,苍溪县白桥镇卫生院,133.4983784
2432,江安县怡乐镇卫生院,133.0037037
171,乐山市市中区剑峰镇卫生院,132.6
854,叙永献康医院,132.3488889
3556,通川区朝阳社区卫生服务中心,132.1578947
1571,巴州区东城社区卫生服务中心,131.730303
3369,西昌市海南社区卫生服务中心,131.4571429
3371,西昌市礼州镇中心卫生院,130.4816143
255,井研县三江镇卫生院,130.4290909
2380,武胜县沿口镇卫生院,130.3368421
2695,甘孜县妇幼保健计划生育服务中心,130
2666,犍为县铁炉镇卫生院,129.8385965
424,会理市内东乡卫生院,129.558209
1586,布拖县乐安镇中心卫生院,129.3472527
1438,岳池县天平镇卫生院,128.9
2847,石棉容大医院,128.7971014
1085,夹江县华头镇中心卫生院,128.6476868
3367,西昌市川兴镇中心卫生院,128.6392857
2808,眉山市东坡区通惠街道社区卫生服务中心,128.2668342
3197,荥经县严道街道社区卫生服务中心,128.1333333
3889,雅安市名山区前进镇卫生院,127.7947368
2391,武胜县飞龙镇中心卫生院,126.5555556
373,仪陇县新政镇第二社区卫生服务中心,125.9381215
1375,射洪市东岳镇卫生院,125.7428571
3520,达州市达川区石家湾社区卫生服务站,124.96
355,仪陇县五福镇卫生院,124.9416667
4034,高坪区青莲社区卫生服务中心,124.8066667
2912,米易县得石镇中心卫生院,124.68125
2762,盐源县沃底乡卫生院,124.4
2497,汶川县绵虒中心卫生院,123.42
3214,营山县双流镇孔雀卫生院,123.412069
3588,通江县胜利乡卫生院,123.275
209,乐山绿心肖坝社区卫生服务中心（成都理工大学工程技术学院卫生所）,123.0074074
598,北川羌族自治县开坪乡卫生院,122.56
350,仪陇县三河镇卫生院,122.5
302,仁寿县城东社区卫生服务中心,122.2222222
2664,犍为县舞雩镇卫生院,121.8530864
3320,蓬溪县高升乡卫生院,121.2916667
775,南部县八尔湖镇卫生院,121.284375
2039,成都市新都区斑竹园街道社区卫生服务中心,121.1743363
3085,自贡市自流井区五星街社区卫生服务中心,121.1333333
533,凉山州喜德县光明镇中心卫生院（光明社区卫生服务中心）,121.1254902
432,会理市彰冠镇中心卫生院,121.1138462
2794,眉山市东坡区复兴镇卫生院,121.0886905
600,北川羌族自治县曲山镇卫生院,120.4681818
2157,成都武侯乐颐乐康复医疗中心,119.8562044
529,冕宁县高阳街道社区卫生服务中心,119.0486486
310,仁寿县宝飞镇卫生院,119.0428986
327,仁寿县藕塘镇卫生院,118.9880952
3094,自贡市贡井区桥头镇卫生院,118.8470588
1080,天全县新场镇中心卫生院,118.8142857
3454,越西县南箐镇卫生院,117.8609195
434,会理市新发镇卫生院,117.7688889
306,仁寿县城西社区卫生服务中心,117.7283951
604,北川羌族自治县片口乡卫生院,117.6520548
1583,巴州区龙泉社区卫生服务中心,117.4310714
3233,营山县柏林乡卫生院,117.1741176
1706,广元市昭化区清水镇卫生院,116.4907407
668,南充市嘉陵区都尉社区卫生服务中心,116.1
1580,巴州区玉堂街道凌云社区卫生服务中心石门诊部,115.918
790,南部县富利镇卫生院,115.1235294
757,南江县集州街道大堂坝社区卫生服务中心,115.080597
307,仁寿县大化镇卫生院,114.8166667
799,南部县流马镇卫生院,114.8123288
399,会东县堵格镇中心卫生院,113.8747826
112,中江县白果乡卫生院,113.4863636
1143,安岳县元坝镇卫生院,112.8333333
3244,营山县蓼叶镇卫生院,112.7425926
178,乐山市市中区悦来镇卫生院,112.5132075
1403,射洪汇格九安精神病医院,112.4285714
1443,岳池县白庙镇中心卫生院,112.0465116
1456,岳池县齐福镇卫生院,112
3995,马边彝族自治县民建镇卫生院,111.1906323
521,冕宁县河边镇卫生院,110.9392157
1926,成都东部新区坛罐卫生院,110.3111111
3217,营山县城南街道碑垭口社区卫生服务中心,110.1964286
1856,得荣县瓦卡镇中心卫生院,110.0823529
2644,游仙康耀医院,110.0766917
3779,金阳县洛觉镇卫生院,109.9614035
3309,蓬溪县新会镇卫生院,109.725
3246,营山县青山镇卫生院,109.6906977
3461,越西县新民镇中心卫生院,109.49375
3469,越西县越城镇中心卫生院,109.0478469
3894,雅安市名山区红星镇卫生院,108.793
2433,江安县江安镇卫生院,108.5407407
3307,蓬溪县常乐镇卫生院,108.5340136
2860,筠连县丰乐乡卫生院,108.3098333
130,丹巴县妇幼保健计划生育服务中心,108
682,南充市顺庆区双桥镇卫生院,107.9214286
3366,西昌市安宁镇中心卫生院,107.8769231
3558,通川区江陵镇卫生院,107.3064516
1599,布拖县龙潭镇中心卫生院,106.5256757
606,北川羌族自治县白坭乡卫生院,106.3448148
331,仁寿县谢安镇卫生院,106.2758065
2500,沐川县利店镇卫生院,106.1657658
316,仁寿县板桥镇卫生院,105.50325
778,南部县南隆社区卫生服务中心,105.0904762
1086,夹江县吴场镇中心卫生院,105.0862069
3977,青神县罗波乡卫生院,104.94
2336,木里县瓦厂镇卫生院,104.8
803,南部县盘龙中心卫生院,104.2308511
2712,甘洛县新市坝镇卫生院,104
3130,苍溪县亭子镇卫生院,103.8966667
1654,平武县响岩镇卫生院,102.7870968
173,乐山市市中区大佛街道社区卫生服务中心,102.637037
1932,成都东部新区灵仙卫生院,102.3625
422,会理市六华镇中心卫生院,102.084375
3477,达川区明月江街道社区卫生服务中心,101.6315789
135,丹巴县甲居镇卫生院,101.5153846
433,会理市彰冠镇富乐卫生院,100.872
403,会东县新街镇中心卫生院,100.7527273
3697,邻水县观音桥镇卫生院,100.6764706
3776,金阳县对坪镇卫生院,99.87843602
1655,平武县土城藏族乡卫生院,99.77931034
540,凉山州喜德县红莫镇中心卫生院,99.35294118
2322,普格县花山镇卫生院,98.77052632
511,冕宁县大桥中心卫生院,98.25
1450,岳池县西板镇卫生院,97.91043956
144,丹棱县杨场镇中心卫生院,97.42254902
794,南部县桐坪镇卫生院,97.27795276
786,南部县太霞乡卫生院,96.78095238
758,南江县集州街道春场坝社区卫生服务中心,96.68670213
1589,布拖县俄里坪镇中心卫生院,96.05
413,会东县铅锌镇中心卫生院,95.8694864
2325,普格县西洛镇卫生院,95.49662921
436,会理市木古镇中心卫生院,95.46666667
672,南充市嘉陵区金宝镇卫生院,95.41764706
398,会东县嘎吉镇中心卫生院,95.38461538
2650,犍为县九井镇卫生院,95.27887324
673,南充市嘉陵区龙岭镇卫生院,95.2685
1663,平武县虎牙藏族乡卫生院,95.2
815,南部县黄金镇卫生院,94.80939227
2773,盐源县长柏镇卫生院,93.96
619,华蓥市天池镇中心卫生院,93.5
3245,营山县西桥镇卫生院,93.46888889
1119,宁南县俱乐镇卫生院（俱乐镇妇幼保健计划生育服务站）,93.42352941
3350,西充县高院镇卫生院,93.31121951
445,会理市黎溪镇卫生院,93.28085106
3359,西昌市东城健康路社区卫生服务中心,93.03243243
527,冕宁县若水镇卫生院,92.68411765
404,会东县松坪镇中心卫生院,91.83709677
271,井研县集益镇卫生院,91.54185022
1389,射洪市文升镇卫生院,91.45918367
4022,高坪区擦耳镇卫生院,91.36842105
390,仪陇县铜鼓乡卫生院,91.30555556
2512,沐川县高笋乡卫生院,90.68776978
3339,西充县城北新区社区卫生服务中心,90.55377358
2806,眉山市东坡区苏祠街道社区卫生服务中心,90.4010989
3224,营山县悦中乡卫生院,90.155
3452,越西县依洛地坝镇中心卫生院,89.93454545
428,会理市城南街道中心卫生院(会理市城南街道社区卫生服务中心),89.8368932
1924,成都东部新区丹景社区卫生服务中心,89.76923077
522,冕宁县泸宁中心卫生院,89.62857143
160,乐山市五通桥区精神病医院,89
684,南充市顺庆区搬罾街道社区卫生服务中心,88.80222222
1861,德昌县巴洞镇中心卫生院,88.485
2392,武胜县鸣钟镇卫生院,88.40714286
2425,江安县仁和镇卫生院,86.93731343
1076,天全县始阳镇中心卫生院,86.80692308
626,华蓥市阳和镇卫生院,86.68421053
3045,美姑县洪溪镇中心卫生院,86.65964912
1763,广安市广安区白市镇卫生院,86.5
515,冕宁县巨龙康美医院,86.40533333
411,会东县金江街道社区卫生服务中心,86.35897436
2793,眉山市东坡区复兴卫生院,86.23513514
2502,沐川县大楠镇炭库卫生院,86.18518519
539,凉山州喜德县米市镇卫生院,86.1
2352,梓潼县双板镇卫生院,86.01714286
2354,梓潼县宏仁镇卫生院,84.51020408
617,华蓥市华龙社区卫生服务中心,84.1
3675,邻水县两河镇卫生院,83.90697674
2492,汶川县三江镇中心卫生院,83.36964286
1653,平武县古城镇中心卫生院,83.24597701
3773,金阳县天地坝镇卫生院,82.38837209
82,东部新区养马社区卫生服务中心,82.29552239
2355,梓潼县宝石乡卫生院,82.15384615
2320,普格县普基镇社区卫生服务中心,81.74683544
1927,成都东部新区壮溪卫生院,81.62622951
2412,汉源县富林镇卫生院,81.3902439
4000,马边彝族自治县荣丁镇卫生院,80.96774194
2506,沐川县武圣乡卫生院,80.94054054
3110,色达县翁达镇卫生院,80.88888889
2431,江安县康复医院,80.74897959
1122,宁南县大同镇卫生院（大同镇妇幼保健计划生育服务站）,80.73442623
2361,梓潼县自强镇中心卫生院,80.25111111
1440,岳池县新场镇卫生院,80.17647059
3964,青川县石坝乡卫生院,79.53333333
1971,成都博仕胃肠病医院,79.45238095
332,仁寿县贵平镇卫生院,79.35909091
2761,盐源县棉桠镇卫生院,79.02857143
426,会理市城北街道中心卫生院（会理市城北街道社区卫生服务中心）,77.94782609
137,丹巴县革什扎镇中心卫生院,77.5
655,南充市嘉陵区吉安镇卫生院,77.43392857
2779,盐边县惠民中心卫生院,77.2
3121,芦山县龙门镇中心卫生院,76.99086294
535,凉山州喜德县尼波镇卫生院,76.58823529
3690,邻水县椿木镇卫生院,76.56521739
685,南充市顺庆区新复乡卫生院,76.29661017
