,basy_zyzd_jbbm_for_str_5,basy_yydj,age_group,AGE-HAOCAI-5-only_disease-E,AGE-JCJY-5-only_disease-E,AGE-YP-5-only_disease-E,AGE-ZFY-5-only_disease-E,记录条数-5-only_disease
136,A15.0,5,5,369.4604545454545,2965.8063636363636,1725.0804545454548,8015.577727272727,22
137,A15.0,5,6,476.6445833333334,4285.457916666667,2807.0829166666667,11341.93,24
138,A15.0,5,8,459.8718181818182,3527.295909090909,1713.2718181818184,8911.328181818182,22
141,A15.0,6,2,590.5895238095238,6624.051428571428,4046.017142857143,14736.573333333332,21
142,A15.0,6,3,728.460909090909,6673.124242424243,5010.080909090909,15963.918484848487,33
143,A15.0,6,4,739.7583333333333,6319.888095238095,4362.967857142857,14845.60380952381,42
144,A15.0,6,5,816.4648571428571,6167.888380952381,4165.730190476191,15067.172857142856,105
145,A15.0,6,6,545.0421621621622,5696.110540540541,3647.768738738739,13417.534414414415,111
146,A15.0,6,8,689.6741111111112,5888.520333333333,3787.862222222222,14614.248666666665,90
147,A15.0,6,9,518.6140625,6828.5334375,4000.6871875,16163.6109375,32
173,A15.2,6,5,10664.046551724137,9332.67827586207,4681.109310344828,35367.151379310344,29
198,A15.3,6,5,502.7835,5271.50375,2267.5715,11229.649000000001,40
199,A15.3,6,6,555.2481081081081,5261.2978378378375,2517.4056756756754,11436.900810810812,37
200,A15.3,6,8,693.4177777777777,6107.4459259259265,3005.471111111111,14049.116296296297,27
282,A16.2,5,5,895.8247826086957,4596.498695652174,2219.0934782608697,12049.610434782608,23
287,A16.2,6,1,717.9308888888888,6565.89111111111,2957.78,12979.501555555555,45
288,A16.2,6,2,1473.441403508772,6703.677894736842,4108.552807017544,15959.02649122807,57
289,A16.2,6,3,1588.8593333333333,6797.713000000001,4027.2786666666666,16234.416333333333,60
290,A16.2,6,4,1752.36,6413.661224489796,4632.5344897959185,16373.693265306121,49
291,A16.2,6,5,1584.273240740741,6801.391296296297,4260.155648148148,16104.85861111111,108
292,A16.2,6,6,1690.1791489361701,6612.303085106383,4129.107021276595,16644.552872340424,94
293,A16.2,6,8,1067.4484269662921,5917.0204494382015,3241.566629213483,13213.605056179777,89
294,A16.2,6,9,750.1535714285714,7128.050357142857,4065.1467857142857,15684.270357142857,28
328,A16.5,6,1,648.3112,4412.9,1078.976,8706.3328,25
329,A16.5,6,2,1223.3066666666666,4762.403703703704,2519.562962962963,12559.744444444443,27
330,A16.5,6,3,1008.4612,4746.9748,1999.5656,11176.39,25
331,A16.5,6,4,1181.8708,4299.7504,2609.4496,11852.2132,25
332,A16.5,6,5,2100.395666666667,6630.8640000000005,3424.6723333333334,16516.517,30
334,A16.5,6,8,672.9473913043478,5095.817826086956,2163.09,11786.894347826088,23
390,A18.0,6,5,10582.3671875,8304.1828125,5621.3121875,37680.505625,32
622,A41.5,5,6,1029.015,5813.425416666666,5385.119583333333,18369.62041666667,24
623,A41.5,5,8,697.9694594594595,5388.745945945946,3718.1605405405408,14503.992432432431,37
624,A41.5,5,9,631.1945833333333,5649.122916666667,3762.12125,14941.8975,24
628,A41.5,6,4,6924.549565217392,14978.133913043479,22934.07869565217,63536.9952173913,23
629,A41.5,6,5,2054.1070833333333,10885.93861111111,11330.044444444446,34893.94402777778,72
630,A41.5,6,6,2866.190833333333,15284.434642857143,13436.477023809524,50109.301666666666,84
631,A41.5,6,8,2733.9216666666666,11600.52903508772,7742.737631578947,33186.13421052632,114
632,A41.5,6,9,2030.1606382978723,14223.376702127658,10105.415212765958,40732.01680851064,94
669,A41.9,3,6,560.7577272727273,7589.293181818182,4569.3322727272725,19901.214545454543,22
670,A41.9,3,8,900.9333333333334,5942.008717948718,6778.899487179488,19600.599230769232,39
671,A41.9,3,9,977.5259649122808,6513.024210526316,5398.069649122806,19670.548771929825,57
