,basy_caption,OE
517,宜宾市中医医院,0.6873686834558697
518,宜宾市中西医结合医院,0.709557941997662
519,宜宾市南溪区大观镇中心卫生院,0.32992205142993464
520,宜宾市南溪区妇幼保健计划生育服务中心、宜宾市南溪区妇幼保健院,0.2837484828089715
521,宜宾市叙州区双龙镇中心卫生院,0.1991478603812687
522,宜宾市叙州区妇幼保健计划生育服务中心,0.491442506379665
523,宜宾市叙州区柳嘉镇中心卫生院,0.4424939242057705
524,宜宾市叙州区横江镇中心卫生院,0.15525890302201836
525,宜宾市叙州区泥溪镇中心卫生院,0.35517832397042104
526,宜宾市叙州区蕨溪镇中心卫生院,0.510797086946328
527,宜宾市叙州区观音镇中心卫生院,0.4208565649299542
528,宜宾市叙州区高场镇中心卫生院,0.29064217333845854
529,宜宾市妇幼保健计划生育服务中心,0.7290412352669092
530,宜宾市工人医院,0.6950252822724545
531,宜宾市矿山急救医院,0.4647949294911144
532,宜宾市第一人民医院,0.9401874320055382
533,宜宾市第三中医医院,0.3929349633085074
534,宜宾市第三人民医院,0.7285064564331704
535,宜宾市第二中医医院,0.476370482890323
536,宜宾市第二人民医院,0.9858886936156259
537,宜宾市第五人民医院、宜宾市南溪区人民医院,0.6455774481318627
538,宜宾市第六人民医院,0.6325348229062543
539,宜宾市第四人民医院,0.7383994593823183
540,宜宾市翠屏区妇幼保健计划生育服务中心,0.3884679353441415
541,宜宾戎南骨科医院,0.8538171448318578
542,宜宾旌宏眼科医院,1.103657465087495
543,宜宾普爱老年病医院,0.8701549997551433
544,宜宾民心创伤骨科医院,0.8312443925202434
545,宜宾爱尔优视眼科医院,0.9795145788405424
546,宜宾肛泰肛肠医院,0.8523358757658746
547,宝兴县人民医院,0.39726057364933276
548,宣汉县三墩土家族乡卫生院,0.13012279764020268
549,宣汉县中医院,0.728039677798406
550,宣汉县人民医院,1.0266689471402353
551,宣汉县南坝镇中心卫生院,0.48238454243866735
552,宣汉县厂溪乡卫生院,0.19871417186130508
553,宣汉县土黄镇中心卫生院,0.4462913028117378
554,宣汉县大成镇卫生院,0.22893645738071608
