,basy_zyzd_jbbm_3,basy_ssjczbm1_3,count,耗材费
10205,269,92,1,387.72
10206,269,93,17,491.19176470588235
10207,269,96,1,2155.6
10208,269,99,88,566.3256818181818
10209,269,100,113,334.96884955752216
10210,270,17,10,333.246
10211,270,29,1,318.11
10212,270,33,1,441.81
10213,270,34,8,817.5862500000001
10214,270,38,33,950.6869696969696
10215,270,39,5,591.124
10216,270,40,4,2641.6400000000003
10217,270,41,105,1014.9528571428572
10218,270,42,1,8465.47
10219,270,43,7,484.4557142857143
10220,270,44,59,400.3198305084746
10221,270,45,45,756.0271111111111
10222,270,48,6,577.575
10223,270,49,1,370.0
10224,270,54,1,352.44
10225,270,57,6,863.86
10226,270,65,1,343.62
10227,270,68,2,2561.185
10228,270,69,13,400.7161538461539
10229,270,70,1,275.04
10230,270,73,1,326.82
10231,270,74,8,816.28
10232,270,75,1,1296.0
10233,270,78,1,3331.02
10234,270,81,2,1159.655
10235,270,83,1,5327.3
10236,270,86,4,551.6525
10237,270,87,1,202.05
10238,270,88,3,1277.0666666666668
10239,270,89,6,347.0883333333333
10240,270,90,21,708.4233333333333
10241,270,93,12,601.9425
10242,270,96,12,4464.426666666667
10243,270,97,1,572.94
10244,270,99,205,717.9463414634147
10245,270,100,240,431.98970833333334
10246,271,0,1,297.46
10247,271,1,1,4113.17
10248,271,17,28,439.86499999999995
10249,271,29,1,342.4
10250,271,31,1,437.53
10251,271,33,3,23245.71666666667
10252,271,34,1,1467.72
10253,271,38,19,1950.651052631579
10254,271,39,21,8335.618571428573
10255,271,40,4,1846.745
10256,271,41,223,4271.770896860987
10257,271,44,7,1925.0757142857142
10258,271,45,13,1323.2415384615383
10259,271,48,1,473.7
10260,271,54,2,5468.935
10261,271,55,20,836.769
10262,271,56,1,10879.41
10263,271,57,1,3254.85
10264,271,73,1,948.75
10265,271,74,1,751.8
10266,271,81,1,226.8
10267,271,84,1,7654.62
10268,271,86,4,818.2375
10269,271,87,4,518.05
10270,271,88,4,2247.51
10271,271,89,11,351.5609090909091
10272,271,90,6,716.1483333333334
10273,271,93,7,485.63000000000005
10274,271,96,5,8160.360000000001
10275,271,99,104,509.9046153846154
10276,271,100,112,410.64660714285714
10277,272,0,3,610.5200000000001
10278,272,6,1,531.84
10279,272,17,31,384.0732258064516
10280,272,18,1,1146.9
10281,272,20,1,406.57
10282,272,21,2,2519.38
10283,272,31,2,2183.37
10284,272,32,1,879.18
10285,272,33,4,800.735
10286,272,34,8,1255.5375
10287,272,38,32,1835.0
10288,272,39,51,6894.339019607843
10289,272,40,3,1008.02
10290,272,41,314,4320.128757961783
10291,272,44,15,357.96933333333334
10292,272,45,16,573.6956250000001
10293,272,54,5,1565.766
10294,272,55,37,614.2394594594595
10295,272,57,1,245.59
10296,272,59,1,924.45
10297,272,64,1,698.55
10298,272,74,3,1091.6466666666668
10299,272,81,10,2772.4700000000003
10300,272,83,1,477.17
10301,272,86,4,468.45
10302,272,87,4,538.9775
10303,272,88,8,672.5074999999999
10304,272,89,29,485.53379310344826
10305,272,90,8,829.76625
10306,272,92,1,417.9
10307,272,93,20,426.703
10308,272,96,4,648.0125
10309,272,99,277,779.4467509025271
10310,272,100,263,411.85463878327
10311,273,0,2,214.275
10312,273,1,1,52975.13
10313,273,3,3,1022.4200000000001
10314,273,6,1,1645.36
10315,273,17,27,489.09814814814814
10316,273,21,1,1613.08
10317,273,29,1,364.16
10318,273,31,2,489.95000000000005
10319,273,33,3,2613.346666666667
10320,273,34,2,374.645
10321,273,38,30,1061.4946666666667
10322,273,39,35,5724.210285714286
10323,273,40,5,2315.946
10324,273,41,172,5300.441686046512
10325,273,43,1,13678.7
10326,273,44,3,465.67333333333335
10327,273,45,17,1090.96
10328,273,48,1,551.37
10329,273,49,1,7827.99
10330,273,54,2,361.15
10331,273,55,18,605.1194444444445
10332,273,57,1,326.45
10333,273,68,1,622.0
10334,273,74,2,488.185
10335,273,76,1,1985.1
10336,273,77,2,3201.22
10337,273,86,2,390.095
10338,273,87,1,260.0
10339,273,88,4,1805.215
10340,273,89,11,443.8172727272727
10341,273,90,10,501.46900000000005
10342,273,93,15,1083.4206666666666
10343,273,96,4,3669.685
10344,273,99,144,1025.1116666666667
10345,273,100,110,399.56845454545453
10346,274,1,5,4002.3900000000003
10347,274,3,1,7058.71
10348,274,16,2,1195.255
10349,274,17,5,408.008
10350,274,33,3,4120.206666666666
10351,274,34,5,1211.4279999999999
10352,274,38,13,1209.9538461538461
10353,274,39,2,9455.2
10354,274,40,3,981.1066666666666
10355,274,41,91,1014.7750549450549
10356,274,42,2,812.23
10357,274,43,1,620.81
10358,274,44,23,546.8547826086957
10359,274,45,25,816.6424000000001
10360,274,51,1,331.94
10361,274,54,3,424.9766666666667
10362,274,57,4,363.025
10363,274,58,1,799.0
10364,274,67,1,1762.22
10365,274,69,4,428.6
10366,274,73,3,383.72
10367,274,74,7,801.6642857142857
10368,274,75,1,263.92
10369,274,81,2,315.1
10370,274,83,1,2543.39
10371,274,86,4,2280.7425000000003
10372,274,87,1,209.0
10373,274,88,4,5658.9425
10374,274,89,6,372.58166666666665
10375,274,90,13,630.1992307692308
10376,274,93,13,927.2515384615385
10377,274,96,9,3302.198888888889
10378,274,97,1,417.74
10379,274,98,1,273.51
10380,274,99,146,1021.5327397260274
10381,274,100,143,525.0934965034965
10382,275,0,5,909.2120000000001
10383,275,1,3,24156.753333333338
10384,275,3,3,1367.3066666666666
10385,275,6,3,467.64000000000004
10386,275,17,42,457.62714285714287
10387,275,26,1,257.82
10388,275,29,2,903.545
10389,275,31,1,2340.82
10390,275,33,5,3187.8599999999997
10391,275,34,2,1464.435
10392,275,38,36,1004.4030555555556
10393,275,39,27,5902.944814814815
10394,275,40,3,556.4333333333333
10395,275,41,256,3886.4379296875
10396,275,43,1,302.38
10397,275,44,7,272.4871428571428
10398,275,45,15,860.5573333333334
10399,275,51,1,24037.980000000003
10400,275,54,4,3259.5125
10401,275,55,33,769.9957575757576
10402,275,57,2,1350.2199999999998
10403,275,77,2,2734.135
10404,275,80,1,356.89
10405,275,81,3,5806.16
10406,275,86,2,277.91999999999996
10407,275,87,3,339.1566666666667
10408,275,88,3,324.87
10409,275,89,14,397.07428571428574
10410,275,90,27,547.9862962962964
10411,275,93,17,1634.1052941176472
10412,275,96,6,4024.939999999999
10413,275,99,105,577.1718095238095
10414,275,100,149,439.3511409395973
10415,276,17,3,351.74
10416,276,21,1,348.4
10417,276,27,1,1887.63
10418,276,29,1,1035.97
10419,276,33,1,414.95
10420,276,34,1,277.21
10421,276,38,4,4616.3375
10422,276,39,37,6312.712432432432
10423,276,40,2,1440.715
10424,276,41,124,8101.397661290323
10425,276,44,4,320.055
10426,276,45,1,1789.45
10427,276,54,4,668.165
10428,276,81,4,2842.8375
10429,276,83,1,3597.53
10430,276,88,1,5990.9400000000005
10431,276,89,2,202.72500000000002
10432,276,90,4,948.3000000000001
10433,276,92,1,238.69
10434,276,93,2,248.66
10435,276,96,3,5274.126666666666
10436,276,99,53,1213.728679245283
10437,276,100,44,416.9738636363636
10438,277,3,1,3487.82
10439,277,27,1,2095.1
10440,277,32,5,12405.398000000001
10441,277,33,3,1181.83
10442,277,38,3,2208.2833333333333
10443,277,40,6,4410.256666666667
10444,277,41,9,1003.1877777777778
10445,277,54,1,2359.92
10446,277,77,4,1920.595
10447,277,83,1,8603.45
10448,277,86,1,686.81
10449,277,89,2,488.655
10450,277,90,3,306.44
10451,277,93,2,1525.3
10452,277,96,2,10962.750000000002
10453,277,99,7,665.4042857142857
10454,277,100,6,1101.9466666666667
10455,278,3,1,654.02
10456,278,18,1,400.7000000000001
10457,278,26,1,1253.84
10458,278,31,1,288.21000000000004
10459,278,33,3,1976.71
10460,278,37,1,368.59
10461,278,38,3,526.9533333333333
10462,278,40,5,966.35
10463,278,41,53,798.0756603773585
10464,278,43,1,10441.79
10465,278,44,2,239.54500000000002
10466,278,45,4,4039.8425
10467,278,54,1,2205.96
10468,278,55,1,320.63
10469,278,74,1,380.48
10470,278,77,1,1925.26
10471,278,88,1,685.28
10472,278,89,1,294.82
10473,278,90,8,498.835
10474,278,93,2,604.835
10475,278,96,1,496.75
10476,278,99,121,1410.5415702479338
10477,278,100,50,448.0636
10478,279,0,4,621.99
10479,279,1,3,23527.27
10480,279,3,2,1777.815
10481,279,17,11,425.7009090909091
10482,279,27,1,2819.08
10483,279,32,17,12698.36117647059
10484,279,33,8,545.01875
10485,279,34,4,535.4575
10486,279,38,17,1214.219411764706
10487,279,39,52,7871.134615384615
10488,279,40,17,1466.244705882353
10489,279,41,257,6649.704552529183
10490,279,44,10,471.672
10491,279,45,13,735.6484615384616
10492,279,50,1,8910.67
10493,279,54,5,1357.44
10494,279,55,25,727.2144000000001
10495,279,57,2,546.3199999999999
10496,279,59,1,820.82
10497,279,77,3,4532.856666666667
10498,279,79,1,11687.46
10499,279,81,1,496.15
10500,279,86,3,3084.216666666667
10501,279,87,2,434.535
10502,279,88,2,217.055
10503,279,89,12,424.51666666666665
10504,279,90,17,833.6282352941176
10505,279,92,1,4123.46
10506,279,93,9,865.9366666666666
10507,279,96,4,7945.9275
10508,279,99,70,721.0594285714286
10509,279,100,105,388.10047619047623
10510,280,0,1,207.6
10511,280,32,4,22417.989999999998
10512,280,33,3,989.4499999999999
10513,280,34,1,11041.55
10514,280,38,2,626.2
10515,280,39,1,974.71
10516,280,40,6,1000.1766666666667
10517,280,41,26,926.8561538461538
10518,280,44,5,640.1780000000001
10519,280,50,1,1559.41
10520,280,51,1,3102.74
10521,280,54,1,743.26
10522,280,73,1,547.6899999999999
10523,280,74,1,607.69
10524,280,89,1,256.6
10525,280,90,1,672.99
10526,280,93,2,6509.405
10527,280,99,44,1620.9411363636364
10528,280,100,30,359.924
10529,281,1,1,50804.59
10530,281,3,1,461.0
10531,281,7,1,6352.9400000000005
10532,281,16,1,822.23
10533,281,32,4,11027.835
10534,281,33,8,1691.71
10535,281,34,2,568.25
10536,281,37,1,624.35
10537,281,38,2,1685.07
10538,281,39,1,7735.83
10539,281,40,7,1280.0885714285716
10540,281,41,31,1508.0383870967742
10541,281,44,1,551.62
10542,281,51,1,1352.95
10543,281,54,1,1883.57
10544,281,60,1,1119.46
10545,281,77,2,989.745
10546,281,83,2,2355.0950000000003
10547,281,86,2,771.08
10548,281,88,4,1080.435
10549,281,90,1,537.6
10550,281,93,3,607.2233333333334
10551,281,96,4,1782.0125
10552,281,99,41,1579.72
10553,281,100,20,589.487
10554,282,0,1,7775.26
10555,282,1,3,7725.4766666666665
10556,282,3,2,1578.5149999999999
10557,282,4,1,7684.030000000001
10558,282,6,758,5102.301596306069
10559,282,8,2,751.0
10560,282,29,3,740.5733333333333
10561,282,31,3,4752.863333333334
10562,282,32,1,10293.38
10563,282,33,4,775.47
10564,282,34,1,218.72
10565,282,38,2,3673.4349999999995
10566,282,39,1,83608.64
10567,282,40,4,932.77
10568,282,41,28,2392.3614285714284
10569,282,44,3,298.56333333333333
10570,282,45,1,337.3
10571,282,54,1,1426.67
10572,282,55,1,661.0799999999999
10573,282,66,1,1847.89
10574,282,74,1,483.4
10575,282,77,1,2116.82
10576,282,80,1,25117.03
10577,282,83,3,849.9799999999999
10578,282,86,4,1826.6525000000001
10579,282,90,5,587.8979999999999
10580,282,92,1,1166.76
10581,282,93,3,1407.3566666666666
10582,282,96,3,740.7166666666667
10583,282,99,18,1579.9794444444444
10584,282,100,20,1236.907
10585,283,6,52,11244.595192307692
10586,283,11,1,475.7
10587,283,15,2,419.78
10588,283,16,15,543.7293333333333
10589,283,32,8,14560.6275
10590,283,33,6,518.02
10591,283,34,4,680.6225
10592,283,38,1,1026.01
10593,283,39,24,5817.7575
10594,283,40,6,988.735
10595,283,41,72,10884.993611111111
10596,283,43,2,550.41
10597,283,45,2,211.94
10598,283,48,1,235.31
10599,283,74,2,910.175
10600,283,88,4,1053.0225
10601,283,89,1,7116.96
10602,283,92,8,451.0525
10603,283,93,1,256.19
10604,283,96,3,2032.1033333333335
10605,283,99,1,218.23
10606,283,100,39,408.5133333333333
10607,284,3,3,418.6666666666667
10608,284,4,3,5245.1900000000005
10609,284,6,2286,4674.927755905512
10610,284,17,3,2831.8266666666664
10611,284,29,4,614.715
10612,284,31,8,1846.15875
10613,284,34,6,3048.045
10614,284,38,4,2035.35
10615,284,39,1,8133.84
10616,284,40,1,591.58
10617,284,41,15,708.2253333333333
10618,284,44,2,296.445
10619,284,45,1,237.72
10620,284,54,1,9702.45
10621,284,68,2,4389.47
10622,284,74,2,470.04499999999996
10623,284,75,2,519.755
10624,284,83,2,496.85
10625,284,86,3,521.68
10626,284,87,1,412.7
10627,284,88,3,931.9666666666667
10628,284,89,1,8034.29
10629,284,90,5,1370.514
10630,284,93,2,301.59
10631,284,96,2,2082.4049999999997
10632,284,99,56,1343.5298214285715
10633,284,100,73,1096.9279452054795
10634,285,1,4,26146.9175
10635,285,3,1,5891.150000000001
10636,285,4,1,1159.43
10637,285,6,1133,5230.1348808473085
10638,285,8,3,843.6333333333333
10639,285,10,2,282.75
10640,285,11,1,460.5
10641,285,15,1,700.5300000000001
10642,285,16,122,410.5844262295082
10643,285,17,2,240.79500000000002
10644,285,27,2,737.26
10645,285,29,2,254.6
10646,285,31,4,214.11
10647,285,32,24,12047.235833333332
10648,285,33,14,885.4421428571429
10649,285,34,9,1993.4422222222222
10650,285,37,2,1803.09
10651,285,38,3,1415.5666666666666
10652,285,39,1,2877.74
10653,285,40,14,1083.3657142857141
10654,285,41,23,1429.1252173913042
10655,285,44,1,201.5
10656,285,45,2,293.105
10657,285,54,1,1414.54
10658,285,55,1,202.85
10659,285,57,1,3624.3
10660,285,68,1,372.02
10661,285,71,1,287.12
10662,285,73,1,455.2
10663,285,74,2,414.74
10664,285,87,2,763.2599999999999
10665,285,88,4,888.3425
10666,285,89,2,910.335
10667,285,90,2,438.05000000000007
10668,285,92,122,463.5727868852459
10669,285,93,5,674.228
10670,285,96,3,7640.5199999999995
10671,285,99,17,1672.0670588235294
10672,285,100,92,956.428804347826
10673,286,3,3,435.0133333333333
10674,286,6,1306,5096.08397396631
10675,286,8,2,402.26
10676,286,13,3,1932.6299999999999
10677,286,16,70,471.5212857142857
10678,286,17,3,521.1366666666667
10679,286,23,1,412.1
10680,286,29,1,1235.5099999999998
10681,286,31,1,250.85
10682,286,33,1,947.19
10683,286,34,2,451.325
10684,286,37,2,2774.005
10685,286,38,9,927.2722222222224
10686,286,39,1,1221.85
10687,286,40,2,293.51
10688,286,41,1,253.43
10689,286,44,2,407.0
10690,286,45,6,893.5500000000001
10691,286,54,1,890.4
10692,286,55,1,690.03
10693,286,57,3,285.50666666666666
10694,286,59,1,2115.53
10695,286,74,2,1380.675
10696,286,83,1,636.6
10697,286,85,1,12603.8
10698,286,86,6,852.5799999999999
10699,286,88,8,1808.40375
10700,286,89,12,405.93416666666667
10701,286,92,44,495.1940909090909
10702,286,93,10,380.168
10703,286,95,1,1162.62
10704,286,96,5,1692.896
10705,286,99,27,857.86
10706,286,100,159,629.4916352201258
10707,287,0,6,666.7616666666667
10708,287,1,1,393.74
10709,287,3,5,320.58599999999996
10710,287,4,3,1877.7133333333331
10711,287,6,226,5967.819690265486
10712,287,8,1,1045.0
10713,287,9,2,415.93
10714,287,10,3,309.23
10715,287,11,1,271.34000000000003
10716,287,12,3,3416.9266666666663
10717,287,13,685,2210.846875912409
10718,287,14,109,4783.054495412844
10719,287,16,77,435.5298701298702
10720,287,17,127,375.5091338582677
10721,287,18,1,227.4
10722,287,20,1,980.43
10723,287,21,3,238.09
10724,287,22,1,245.24
10725,287,23,2,251.1
10726,287,27,1,249.12
10727,287,29,7,263.7185714285714
10728,287,30,1,577.0
10729,287,31,11,312.2318181818182
10730,287,32,4,16703.84
10731,287,33,20,916.04
10732,287,34,19,857.8568421052632
10733,287,36,2,16028.150000000001
10734,287,38,119,1016.0646218487395
10735,287,39,107,2596.850747663551
10736,287,40,6,962.8433333333334
10737,287,41,6,799.5183333333333
10738,287,42,1,2674.7
10739,287,43,8,3433.2775
10740,287,44,69,351.2446376811594
10741,287,45,96,471.1134375
10742,287,48,8,432.89
10743,287,49,1,536.73
10744,287,50,2,1714.595
10745,287,51,1,1227.2
10746,287,52,2,426.045
10747,287,54,6,1145.6666666666667
10748,287,55,22,631.2913636363636
10749,287,57,51,390.43549019607843
10750,287,59,2,884.095
10751,287,64,1,1123.92
10752,287,68,1,451.88
10753,287,69,1,381.11
10754,287,71,1,395.68
10755,287,74,1,749.2
10756,287,75,1,484.08
10757,287,77,15,4208.794
10758,287,78,7,19478.93571428571
10759,287,81,4,299.28999999999996
10760,287,83,7,1995.152857142857
10761,287,84,35,3476.6748571428575
10762,287,86,204,1685.2151470588235
10763,287,87,15,427.59933333333333
10764,287,88,64,1131.7740625
10765,287,89,87,517.6442528735632
10766,287,92,26,471.615
10767,287,93,170,406.6097058823529
10768,287,94,1,223.89
10769,287,95,8,468.065
10770,287,96,59,1889.8013559322035
10771,287,97,2,729.8050000000001
10772,287,99,610,410.202868852459
10773,287,100,1963,408.16067753438614
10774,288,0,1,345.21000000000004
10775,288,6,1028,4258.565875486381
10776,288,13,7,3759.862857142857
10777,288,14,3,4344.623333333333
10778,288,16,1,320.96000000000004
10779,288,17,10,397.079
10780,288,20,1,1208.19
10781,288,29,1,9427.51
10782,288,31,5,299.868
10783,288,32,11,13153.985454545455
10784,288,33,11,1241.0218181818182
10785,288,34,2,5909.860000000001
10786,288,38,19,1401.6236842105263
10787,288,39,2,517.465
10788,288,40,8,1759.26875
10789,288,41,3,2159.5899999999997
10790,288,42,1,473.12
10791,288,43,1,435.4
10792,288,44,7,368.0214285714286
10793,288,45,6,352.6366666666667
10794,288,55,2,737.65
10795,288,57,2,688.27
10796,288,59,1,1193.65
10797,288,73,1,660.0
10798,288,74,4,1543.28
10799,288,78,1,366.41
10800,288,83,2,395.79499999999996
10801,288,85,1,621.21
10802,288,86,8,692.5775
10803,288,88,3,596.39
10804,288,89,5,453.538
10805,288,93,22,451.7063636363637
10806,288,94,1,1429.12
10807,288,99,48,575.9039583333333
10808,288,100,256,4830.48796875
10809,289,0,9,284.16
10810,289,3,8,446.60749999999996
10811,289,4,9,1473.1277777777777
10812,289,6,97,3230.6909278350518
10813,289,8,3,254.05333333333337
10814,289,9,3,229.26
10815,289,10,3,299.92333333333335
10816,289,11,1,233.03
10817,289,12,7,2880.88
10818,289,13,2556,2312.3128325508605
10819,289,14,367,4753.042970027248
10820,289,15,1,225.95
10821,289,16,79,563.162911392405
10822,289,17,427,378.8850819672131
10823,289,18,6,362.7166666666667
10824,289,20,6,380.28999999999996
10825,289,21,6,432.86999999999995
10826,289,23,11,317.10909090909087
10827,289,24,2,261.09499999999997
10828,289,27,5,450.62600000000003
10829,289,29,9,365.72222222222223
10830,289,31,17,331.4494117647059
10831,289,33,43,647.3746511627907
10832,289,34,54,880.4070370370371
10833,289,36,2,5759.62
10834,289,37,1,302.40000000000003
10835,289,38,266,1035.9253383458647
10836,289,39,201,2775.5935323383087
10837,289,40,10,914.3960000000001
10838,289,41,21,643.1561904761905
10839,289,42,3,293.5366666666667
10840,289,43,39,1215.1997435897435
10841,289,44,220,414.6564090909091
10842,289,45,268,556.8351865671641
10843,289,47,1,1613.85
10844,289,48,40,631.488
10845,289,49,4,491.09749999999997
10846,289,50,5,1239.986
10847,289,51,2,1751.775
10848,289,52,2,20623.165
10849,289,54,6,597.005
10850,289,55,85,610.5415294117647
10851,289,56,2,1334.22
10852,289,57,127,436.56291338582673
10853,289,58,4,370.35499999999996
10854,289,59,5,2041.48
10855,289,60,7,1556.8957142857143
10856,289,61,1,1651.91
10857,289,67,2,361.25
10858,289,68,3,415.8966666666667
10859,289,69,2,380.005
10860,289,71,4,231.9825
10861,289,73,2,464.16999999999996
10862,289,74,1,667.76
10863,289,77,43,3836.7658139534883
10864,289,78,14,14685.182142857142
10865,289,79,2,3395.14
10866,289,80,2,9111.685
10867,289,81,13,478.77923076923076
10868,289,83,19,2307.572631578947
10869,289,84,101,3633.7356435643565
10870,289,85,2,315.07
10871,289,86,512,1675.21896484375
10872,289,87,28,352.9357142857143
10873,289,88,142,910.647323943662
10874,289,89,182,497.2798351648352
10875,289,90,4,483.20000000000005
10876,289,91,1,541.7
10877,289,92,59,598.438813559322
10878,289,93,409,413.14870415647925
10879,289,94,1,339.58
10880,289,95,32,460.24625000000003
10881,289,96,127,1672.50031496063
10882,289,97,4,476.18
10883,289,98,1,925.18
10884,289,99,1416,386.3522881355932
10885,289,100,5222,531.6827747989277
10886,290,0,2,288.065
10887,290,3,11,416.11
10888,290,4,3,291.73333333333335
10889,290,5,1,440.52
10890,290,6,1116,4947.3267831541225
10891,290,7,1,945.72
10892,290,9,3,257.55333333333334
10893,290,12,4,1614.54
10894,290,13,814,2255.462469287469
10895,290,14,144,4901.278819444445
10896,290,16,9,394.36777777777775
10897,290,17,174,389.3790229885057
10898,290,21,5,443.28599999999994
10899,290,23,4,320.0625
10900,290,25,1,275.42
10901,290,27,1,554.0600000000001
10902,290,29,7,312.89428571428573
10903,290,31,6,685.665
10904,290,33,25,470.5176
10905,290,34,17,1084.8411764705882
10906,290,36,2,11733.3
10907,290,38,140,1146.6869285714286
10908,290,39,96,3209.4825
10909,290,40,4,985.635
10910,290,41,13,439.8992307692307
10911,290,42,2,612.44
10912,290,43,8,3141.27
10913,290,44,106,403.0912264150943
10914,290,45,124,551.2834677419354
10915,290,47,1,1332.65
10916,290,48,11,572.6509090909091
10917,290,50,1,1624.79
10918,290,51,1,1146.26
10919,290,52,1,4083.67
10920,290,54,4,555.16
10921,290,55,42,607.0452380952381
10922,290,57,59,407.42610169491525
10923,290,58,1,302.15000000000003
10924,290,59,2,786.645
10925,290,60,1,700.5
10926,290,65,1,412.99
10927,290,67,1,827.31
10928,290,71,2,244.0
10929,290,74,5,1132.274
10930,290,77,12,7881.396666666667
10931,290,78,4,10339.1325
10932,290,81,1,10416.11
10933,290,83,4,6838.0599999999995
10934,290,84,36,3610.4533333333334
10935,290,85,2,786.61
10936,290,86,212,1955.121462264151
10937,290,87,7,556.4357142857143
10938,290,88,68,1227.3054411764706
10939,290,89,94,472.6363829787234
10940,290,90,2,1441.13
10941,290,92,1,250.95
10942,290,93,210,435.5374761904762
10943,290,94,1,247.02
10944,290,95,7,641.1585714285715
10945,290,96,56,3988.0883928571425
10946,290,97,3,491.2933333333333
10947,290,98,1,269.51
10948,290,99,600,379.3291
10949,290,100,2248,411.6773131672598
10950,291,0,6,293.215
10951,291,3,10,375.321
10952,291,4,8,1269.7275
10953,291,6,1089,6009.261395775941
10954,291,8,3,355.84999999999997
10955,291,9,1,281.88
10956,291,10,1,447.69
10957,291,11,1,478.08
10958,291,12,3,5274.68
10959,291,13,1364,2294.5650366568916
10960,291,14,240,5030.3029166666665
10961,291,15,2,414.555
10962,291,16,68,514.5269117647059
10963,291,17,204,478.85637254901957
10964,291,18,4,401.9975
10965,291,21,4,410.38
10966,291,23,13,327.2307692307692
10967,291,24,1,213.88
10968,291,26,2,445.31
10969,291,27,2,428.56
10970,291,29,6,354.20166666666665
10971,291,31,13,330.7546153846154
10972,291,32,9,13274.656666666668
10973,291,33,33,742.0818181818182
10974,291,34,22,727.2686363636363
10975,291,37,2,444.08000000000004
10976,291,38,127,912.6510236220472
10977,291,39,91,2006.8035164835164
10978,291,40,8,1230.7549999999999
10979,291,41,10,454.71999999999997
10980,291,42,4,361.97
10981,291,43,101,18098.557227722773
10982,291,44,121,1830.9027272727274
10983,291,45,161,594.7864596273291
10984,291,48,23,587.7430434782609
10985,291,49,2,629.28
10986,291,50,2,1577.33
10987,291,52,2,298.01
10988,291,54,5,1345.376
10989,291,55,58,608.0734482758621
10990,291,57,54,610.6072222222223
10991,291,59,6,2135.4683333333337
10992,291,60,3,938.3666666666668
10993,291,64,2,971.9
10994,291,67,1,326.43
10995,291,68,1,731.73
10996,291,71,1,268.9
10997,291,77,32,6050.2790625
10998,291,78,9,13074.147777777778
10999,291,79,2,1472.93
11000,291,80,1,20238.62
11001,291,81,9,460.5955555555556
11002,291,83,12,632.9016666666666
11003,291,84,58,4376.4791379310345
11004,291,85,1,854.37
11005,291,86,296,2282.5718581081082
11006,291,87,15,323.43
11007,291,88,115,801.5758260869566
11008,291,89,103,439.9633009708738
11009,291,90,2,1241.6100000000001
11010,291,92,72,487.4497222222222
11011,291,93,205,378.9794634146341
11012,291,94,3,267.54
11013,291,95,8,451.59125
11014,291,96,52,1586.581153846154
11015,291,97,4,441.935
11016,291,99,730,412.9913698630137
11017,291,100,2562,425.0603473848556
11018,292,3,1,287.36999999999995
11019,292,4,3,1497.6933333333334
11020,292,6,1108,5343.978393501805
11021,292,8,2,438.125
11022,292,12,2,710.105
11023,292,13,131,2281.164122137405
11024,292,14,52,6226.905
11025,292,15,2,616.785
11026,292,16,66,517.0522727272727
11027,292,17,18,375.5677777777778
11028,292,21,1,332.84000000000003
11029,292,22,1,1701.83
11030,292,29,2,342.86
11031,292,31,2,347.765
11032,292,33,4,1315.2
11033,292,34,2,1763.01
11034,292,37,1,6765.18
11035,292,38,26,772.3265384615383
11036,292,39,5,2884.62
11037,292,40,2,792.19
11038,292,41,2,1647.8400000000001
11039,292,43,1,220.16
11040,292,44,15,564.8546666666666
11041,292,45,9,525.8211111111111
11042,292,54,1,212.18
11043,292,55,3,569.71
11044,292,57,5,335.35
11045,292,59,1,257.47
11046,292,65,1,3518.29
11047,292,71,1,489.48
11048,292,74,5,510.134
11049,292,75,1,330.17
11050,292,77,4,3580.6324999999997
11051,292,78,1,333.55
11052,292,81,1,1139.3
11053,292,83,3,2107.0733333333333
11054,292,84,7,4587.464285714285
11055,292,85,3,6083.873333333334
11056,292,86,14,6003.907142857143
11057,292,88,4,736.0375
11058,292,89,18,610.74
11059,292,90,1,816.9
11060,292,92,57,451.35245614035085
11061,292,93,21,388.1666666666667
11062,292,96,21,1144.3114285714287
11063,292,99,37,688.3445945945946
11064,292,100,304,528.3686513157895
11065,293,0,8,6592.840000000001
11066,293,3,6,396.5016666666667
11067,293,4,5,304.162
11068,293,6,1399,5306.579849892781
11069,293,8,4,282.8875
11070,293,9,2,402.505
11071,293,10,2,687.2
11072,293,12,4,357.6125
11073,293,13,678,2178.8280088495576
11074,293,14,182,4556.656373626373
11075,293,15,3,835.8333333333334
11076,293,16,54,847.9633333333333
11077,293,17,188,424.04962765957447
11078,293,18,1,201.89
11079,293,20,1,258.95
11080,293,21,2,892.295
11081,293,23,5,368.07399999999996
11082,293,24,1,209.5
11083,293,26,1,396.02
11084,293,29,1,256.1
11085,293,31,5,475.296
11086,293,33,23,454.07695652173913
11087,293,34,22,1148.1095454545455
11088,293,37,1,1925.1
11089,293,38,92,1126.815652173913
11090,293,39,67,1934.4622388059702
11091,293,40,5,1031.366
11092,293,41,10,488.48999999999995
11093,293,42,1,622.6
11094,293,43,169,19407.09106508876
11095,293,44,117,1798.4403418803417
11096,293,45,158,555.6201898734178
11097,293,47,1,1115.93
11098,293,48,22,826.2413636363636
11099,293,49,2,283.91499999999996
11100,293,50,1,1267.8
11101,293,51,2,1122.415
11102,293,52,2,311.725
11103,293,54,2,781.865
11104,293,55,32,562.1471875
11105,293,57,36,446.1277777777778
11106,293,59,3,1072.8966666666665
11107,293,60,5,959.95
11108,293,77,14,4547.816428571428
11109,293,78,3,16758.936666666665
11110,293,80,1,1829.8
11111,293,81,11,374.83818181818185
11112,293,83,5,9814.548
11113,293,84,48,3737.5362499999997
11114,293,86,268,1752.78
11115,293,87,17,298.07529411764705
11116,293,88,85,932.33
11117,293,89,93,509.9187096774194
11118,293,90,4,316.4425
11119,293,92,60,573.5598333333334
11120,293,93,197,405.70076142131984
