,0
全量模型-其他数据集,14863.011794244454
其他模型-其他数据集,13688.59060643763
全量模型-妇幼数据集,3383.8353245380963
其他模型-妇幼数据集,2010.4329138737087
全量模型-口腔数据集,10645.098896900696
口腔模型-口腔数据集,9836.840767828506
全量模型-肿瘤数据集,8063.485601859596
肿瘤模型-肿瘤数据集,7148.497964082467
全量模型-骨科数据集,8006.760181004286
骨科模型-骨科数据集,8216.859459946474
全量模型-中医数据集,10298.118185020325
骨科模型-中医数据集,6194.217413038922
