,basy_yydj,basy_ssjczbm1_for_str_5,HAOCAI-only_operation-5-E,JCJY-only_operation-5-E,YP-only_operation-5-E,ZFY-only_operation-5-E,记录条数-only_operation-5
0,1,,722.5190226628895,1457.8878517469311,3631.5153116147308,11798.498290840414,2118
8,1,01.41,2450.232916666667,2706.9375,5485.259166666667,20071.179583333334,24
11,1,03.09,7553.032142857142,2040.3428571428572,3278.4560714285717,21768.920714285716,28
13,1,03.53,13903.834347826087,2081.5760869565215,4215.114347826087,26989.68391304348,23
15,1,03.91,798.3251851851853,1373.2666666666667,1724.3392592592593,7002.9537037037035,27
26,1,04.81,559.0223529411765,1306.9414705882355,1183.7252941176469,5759.0952941176465,34
29,1,06.11,11474.122736842104,1822.4442105263158,2407.509368421053,21450.491789473683,95
31,1,06.31,14327.783333333331,1555.0461538461539,3240.7335897435896,26273.063076923077,39
45,1,09.81,816.0712676056338,547.7077464788732,707.3450704225352,4034.324647887324,71
49,1,11.32,1583.4550980392157,496.9166666666667,338.53117647058826,3333.587254901961,51
50,1,11.39,1021.4037931034484,600.1298850574713,209.9105747126437,3035.101264367816,87
59,1,13.41,2648.3686329386437,734.905715823466,176.56288912809472,5410.500725511302,4645
61,1,13.70,2723.331720779221,630.7987012987013,292.55181818181813,4966.421850649351,308
62,1,13.71,1979.4112163416899,557.8958217270196,157.69837511606315,4443.516109563602,1077
68,1,14.6x,2867.929166666667,718.4166666666666,283.34041666666667,6567.02375,24
71,1,14.74,5473.142816901409,810.1943661971832,378.0176056338028,10958.58014084507,71
87,1,17.97,1085.0696551724138,1013.9689655172414,2027.4634482758622,5356.337931034483,29
88,1,17.98,3829.50425,422.4146428571429,5622.327035714286,11904.073714285714,280
95,1,20.49,1344.0397297297297,1763.9378378378378,4227.12054054054,13874.552702702704,37
102,1,21.69,1377.083023255814,704.3953488372093,1487.8711627906976,5880.856279069768,43
105,1,21.84,1222.1179411764706,719.0470588235295,2137.5805882352943,6720.07205882353,34
110,1,22.53,1469.426126126126,1343.2963963963964,3287.219009009009,10375.087207207207,111
