,basy_yydj,basy_ssjczbm1_for_str_3,HAOCAI-only_operation-3-E,JCJY-only_operation-3-E,YP-only_operation-3-E,ZFY-only_operation-3-E,记录条数-only_operation-3
0,1,,722.5190226628895,1457.8878517469311,3631.5153116147308,11798.498290840414,2118
2,1,01.,3216.789642857143,2706.089285714286,5900.146071428571,21100.953928571427,28
3,1,03.,6677.7625,1791.7896739130433,3496.895434782609,18203.7075,92
4,1,04.,2659.733953488372,1202.9413953488372,2623.3118604651163,11694.132209302326,86
6,1,06.,10822.521217948717,1927.954294871795,2829.029358974359,21846.03762820513,156
8,1,09.,892.5208536585367,546.7701219512195,665.4174390243903,3898.603048780488,82
10,1,11.,1215.2452857142857,561.7217857142857,258.4222142857143,3130.414714285714,140
12,1,13.,2533.4016892561986,697.7362710743803,179.4135272727273,5216.2892909090915,6050
13,1,14.,4833.490083333333,795.0511666666666,400.71458333333334,9699.972833333333,120
16,1,17.,3335.9726966292137,526.5162921348315,4971.805449438202,10791.950674157304,356
19,1,20.,1261.1554545454546,1589.846590909091,3886.7022727272724,12549.90181818182,44
20,1,21.,1310.6138541666667,739.9229166666668,1849.6695833333333,6193.390625,96
21,1,22.,1364.824923076923,1261.4561538461537,3031.887076923077,9872.769076923078,130
24,1,28.,1927.6041304347825,919.9652173913043,1648.380652173913,7047.250217391304,46
25,1,29.,1260.452142857143,1493.9517857142857,3439.1585714285716,8653.283571428572,28
26,1,30.,956.86703125,614.465625,1410.705,5164.43859375,64
27,1,32.,12853.1909375,1848.4375,1054.0228125,19195.143125,32
28,1,33.,713.6985714285714,1679.2908571428572,2177.2245714285714,7360.576857142857,35
29,1,34.,548.2024242424243,1898.4881818181818,2961.8081818181818,8010.1812121212115,33
32,1,38.,1396.1052154195013,1494.2414965986395,2619.950725623583,16030.143764172337,441
33,1,39.,7350.572222222222,1436.8526666666667,3423.9043703703705,18150.709728395064,405
37,1,43.,1474.1125581395347,755.448527131783,3068.0988372093025,7503.057364341085,129
38,1,44.,863.4423684210526,1387.534210526316,2675.011842105263,9110.597368421053,38
39,1,45.,1237.3982323232324,791.099797979798,1974.2980808080808,5664.948282828283,198
41,1,47.,1010.139375,1088.499,2036.5919999999999,6510.047375,80
42,1,48.,2216.3848076923077,822.09,3161.242884615385,9186.309615384615,52
43,1,49.,4462.05803806735,546.3532503660323,3694.765666178624,11003.866090775988,683
45,1,51.,2287.3085496183207,1732.9239440203562,4585.320916030534,12249.764783715013,393
46,1,53.,1792.984358974359,970.7217948717948,1416.7118803418805,6619.125811965811,117
47,1,54.,1390.5313274336283,791.0718141592921,1693.7424778761062,16937.739867256638,226
48,1,55.,4833.105588235294,2286.0852941176468,5907.0505882352945,18910.503235294116,34
49,1,56.,5659.121848184818,1968.0291749174917,4360.29600660066,16093.164026402641,303
50,1,57.,1617.4903703703703,1701.5538888888889,2868.5731481481484,9228.148333333333,54
52,1,59.,3853.200632911392,1692.0962025316455,3413.154810126582,11263.832405063291,79
53,1,60.,1425.7136507936507,1851.9514285714286,4214.634761904762,15892.744920634921,63
56,1,63.,860.3866666666667,204.82727272727274,606.5799999999999,14235.057575757577,33
58,1,65.,1125.0659375,1369.3834375,1529.6809375,9587.3940625,32
59,1,66.,902.4063829787234,1006.7534042553192,1411.1244680851064,11670.824893617022,47
61,1,68.,954.7992307692307,1192.686,1633.0256923076922,8801.401076923075,65
62,1,69.,569.2704347826086,634.3458695652174,903.6836956521738,6403.917173913043,46
63,1,70.,660.9525,853.7639285714286,833.9521428571428,7825.755,28
64,1,71.,806.9971111111112,2037.0744444444447,824.0782222222222,19297.477555555557,45
66,1,73.,656.0586274509803,1573.9249019607844,788.0994117647059,13336.287647058823,51
67,1,74.,1104.9227133479212,1746.3266083150984,1423.6960831509846,18841.325995623632,457
68,1,75.,784.1851219512196,2316.879837398374,794.3776422764228,17381.23227642276,123
70,1,77.,5191.39746031746,1285.8598412698414,3222.5993650793653,18828.813015873016,63
71,1,78.,2068.458925,885.526125,1621.34255,7116.4448,400
72,1,79.,6911.094028892456,1637.7180898876404,3270.2586677367576,15277.153097913324,623
73,1,80.,4655.95916426513,1340.2100576368875,3037.570778097983,14221.906512968299,347
74,1,81.,11735.499566074952,1775.1281065088756,3235.064654832347,22409.714911242605,507
75,1,82.,5906.695098039216,661.5276470588235,2555.576862745098,11714.464901960784,51
76,1,83.,2823.010684931507,988.9805479452056,2572.3983561643836,9370.848767123287,73
77,1,84.,4758.2813636363635,768.5052272727273,3584.664090909091,13779.879545454545,44
79,1,86.,4887.13,1082.4037566137565,4004.044761904762,16445.05328042328,189
81,1,88.,1586.8419718309858,1423.3239436619717,3595.826901408451,11387.800140845071,71
83,1,92.,3018.0325308641977,2087.548148148148,14330.74290123457,33777.91154320988,162
84,1,93.,1085.491052631579,1909.753092105263,4571.320197368422,12997.912105263158,152
86,1,96.,799.2293548387097,3446.174193548387,5416.142258064517,17110.9464516129,31
87,1,97.,415.47864864864863,800.8031081081081,1695.8145945945946,4688.452027027027,74
89,1,99.,6044.087193548387,1968.776193548387,2895.999193548387,16069.582,310
90,2,,463.56353737811486,1648.38372156013,3097.1505904658725,7733.639144095341,1846
92,2,01.,8997.5175,5782.26,7595.4235714285705,34711.527500000004,28
94,2,03.,8197.25015037594,2008.6336090225566,4075.626240601504,20271.275338345866,133
95,2,04.,2423.8498437499998,1059.15046875,1900.84421875,9598.5484375,64
96,2,06.,691.598888888889,1819.262962962963,1530.78,7922.864814814815,27
100,2,11.,1155.6051851851853,523.8148148148148,145.88925925925926,2844.703703703704,27
102,2,13.,2455.0994285714287,639.3558059299191,169.7447385444744,5404.4992506738545,1855
103,2,14.,3287.4996153846155,655.3826923076923,620.6088461538461,7960.698846153847,52
104,2,17.,2290.893665158371,1425.456108597285,1492.7063348416289,7936.82180995475,221
108,2,21.,847.6520895522389,1092.3537313432835,1252.232089552239,5678.593134328358,67
109,2,22.,965.1027380952381,1104.9466666666667,1666.1642857142856,7302.573095238095,84
113,2,27.,728.9027272727272,1374.5545454545454,1449.044090909091,5993.993636363636,22
114,2,28.,1031.74,892.5848484848484,1703.1054545454547,6515.039696969697,33
116,2,30.,772.5881818181819,1048.8030303030303,1328.469696969697,5919.025151515151,33
119,2,33.,533.502,3040.46,2633.217142857143,10878.054285714286,35
120,2,34.,539.9513043478261,2691.9873913043475,3470.6641739130437,10064.729913043479,115
123,2,38.,1373.7036809815952,2173.2144785276073,3862.3733742331287,12426.978404907975,163
124,2,39.,2653.705080645161,1217.6256048387097,3905.1912500000003,19301.582822580644,248
128,2,43.,1269.063831168831,1538.0605194805196,1733.8003246753246,7225.158571428571,154
129,2,44.,542.7078313253012,2285.9919277108434,2564.648313253012,7732.433614457831,83
130,2,45.,861.0782404692081,1731.4372727272728,1433.7209384164223,6124.1451319648095,341
132,2,47.,1222.9274496644293,1293.5208053691276,1684.1785906040268,7055.089284116331,447
133,2,48.,1372.021652173913,1733.1770869565216,1459.5874782608696,7566.593695652174,230
134,2,49.,1509.612202072539,995.3660751295337,1552.3516062176166,7151.876619170985,772
136,2,51.,1626.095200486027,1603.0359173754557,2105.735868772783,8832.592150668286,823
138,2,53.,1874.7586486486487,1167.7610038610037,1263.667335907336,7039.26555984556,259
139,2,54.,1539.154096385542,1791.1434939759038,3030.718313253012,10345.723373493976,83
140,2,55.,4219.987922077922,2321.8247402597403,2816.519805194805,14996.094415584415,154
141,2,56.,2900.993389121339,1483.955920502092,1528.9262552301254,9173.25468619247,478
142,2,57.,827.738402366864,2110.002840236686,3708.6150887573963,9827.370059171597,169
144,2,59.,2936.258625,1641.4154999999998,1523.461375,8324.921125,80
145,2,60.,1513.9216814159292,1879.7448672566372,2942.5976106194694,10324.999115044247,113
150,2,65.,969.5649999999999,1683.3977173913042,1775.9052173913044,8645.337717391303,92
151,2,66.,759.1658181818183,1045.9441818181817,1638.6673636363637,7408.923727272727,110
152,2,67.,396.0896551724138,1023.845,847.1791379310345,3849.0265517241382,58
153,2,68.,950.2247941176471,1465.7000882352943,1548.5932647058823,7698.783735294118,340
154,2,69.,385.32536082474223,1178.7873195876289,778.4512371134022,3800.595979381443,97
155,2,70.,537.5589830508475,1190.2147457627118,1480.0137288135593,5953.729152542373,59
156,2,71.,395.80622641509433,754.2471698113208,546.4711320754717,3660.135471698113,53
158,2,73.,370.07480000000004,836.5324,638.7314,4092.824,50
159,2,74.,482.74880758807586,864.9686720867209,1274.3188753387533,5759.40970189702,738
