,basy_zyzd_jbbm_for_str_6,basy_yydj,HAOCAI-6-only_disease-E,JCJY-6-only_disease-E,YP-6-only_disease-E,ZFY-6-only_disease-E,记录条数-6-only_disease
34,A09.00,5,360.27608695652174,2063.5978260869565,1593.7213043478262,5686.521739130435,23
35,A09.00,6,396.33360655737704,3385.1995081967216,2130.9662295081966,8228.886557377049,61
41,A09.90,5,327.1413636363636,2789.606818181818,1040.0859090909091,5666.925909090909,22
42,A09.90,6,449.8004347826087,2743.3304347826083,1266.3644927536232,6106.376376811594,69
43,A09.90,7,467.8348148148148,874.151111111111,924.6229629629629,3562.412592592593,27
45,A15.00,3,396.54761904761904,1499.2714285714287,1194.4914285714285,4612.053333333333,21
47,A15.00,5,436.0295833333334,3593.638854166667,2134.3053125,9501.068958333333,96
48,A15.00,6,668.9491051454139,6082.261364653244,3983.0617225950787,14558.505749440717,447
55,A15.20,5,1916.7454545454545,3505.0136363636366,2628.445,12286.826818181818,22
56,A15.20,6,10064.684222222222,9014.25,4911.915111111111,32557.857444444442,90
60,A15.30,6,567.952816091954,5195.091954022989,2183.875689655172,11233.410977011494,174
67,A15.60,6,1728.9731250000002,5605.892500000001,3742.724791666667,16432.383125,48
70,A16.00,3,478.9845714285714,1534.5714285714287,969.7077142857144,4848.860857142858,35
73,A16.00,6,639.562131147541,5381.746557377049,1950.6090163934425,11746.941147540983,61
83,A16.20,3,496.08769230769235,6336.042692307692,1782.5007692307695,13912.803076923077,26
85,A16.20,5,1106.6422641509434,4850.064245283019,2832.279528301887,12901.947924528302,106
86,A16.20,6,1386.2277881040893,6580.876208178439,3915.9989776951675,15415.517676579926,538
90,A16.40,6,760.9581818181817,3893.3142424242424,2040.5257575757578,10052.460909090909,33
94,A16.50,5,597.257027027027,3502.224054054054,1421.304054054054,8157.167297297297,37
95,A16.50,6,1110.0446113989638,5275.159067357513,2322.9905699481865,12537.8903626943,193
105,A17.00,6,2159.158125,14791.3478125,10631.2571875,39348.597187499996,32
109,A17.80,6,1568.6281132075471,12509.773962264151,9428.440566037736,32943.14660377359,53
113,A18.00,6,10101.409,9310.884142857143,6889.219142857143,41265.671,70
120,A18.03,6,6066.963913043479,5619.410434782609,3854.2443478260866,24076.69043478261,23
126,A18.10,6,3154.8125714285716,5120.791142857143,4089.4637142857146,22052.28714285714,35
133,A18.20,6,1307.2816417910446,4333.711791044776,1517.3728358208955,11221.518805970149,67
139,A18.30,6,3570.021463414634,9965.850487804877,7552.656097560976,27191.053658536584,41
143,A18.31,6,1167.7184,7029.8616,2020.8748,13424.853200000001,25
153,A19.00,6,599.6760869565217,10801.606956521739,7162.553043478261,23537.03652173913,23
