,basy_yydj,basy_ssjczbm1_for_str_4,age_group,AGE-HAOCAI-only_operation-4-E,AGE-JCJY-only_operation-4-E,AGE-YP-only_operation-4-E,AGE-ZFY-only_operation-4-E,记录条数-only_operation-4
0,1,,0,187.98836222355052,784.9848953974895,1025.0807232516438,4656.237704722056,1673
1,1,,1,54.55159944367176,823.7817802503477,1254.0273296244784,3796.744993045897,719
2,1,,2,68.03422198041349,957.5582480957563,1606.4928182807398,5251.803264417846,919
3,1,,3,75.44241588156123,1012.4015006729476,1864.7855181695827,5397.970323014805,1486
4,1,,4,102.16995928338763,1000.5455985342021,1970.8008957654722,5648.942548859935,2456
5,1,,5,87.50125172890733,1034.9276953665283,1926.6871732365144,5343.49851659751,5784
6,1,,6,60.38920769230769,1085.3737711538463,2022.911326923077,4850.929996153846,5200
7,1,,8,57.42080094576622,1157.0798817792227,2074.7276015959806,4885.76182207773,6767
8,1,,9,71.14013741833746,1325.4721896823607,2369.592203198919,5934.111581437261,4439
74,1,04.4,5,1495.6052000000002,1399.108,3044.8016,12032.804399999999,25
83,1,04.8,4,84.51458333333333,824.0881249999999,826.7556249999999,3890.6356250000003,48
84,1,04.8,5,78.24954022988506,886.778275862069,841.630459770115,4539.905287356322,87
85,1,04.8,6,97.34553571428572,894.4180357142858,1027.4089285714285,4561.885,56
86,1,04.8,8,76.45258064516128,1055.8654838709676,1117.1319354838708,4316.96806451613,62
100,1,06.1,4,10272.2875,1754.8285714285714,2223.522142857143,19368.28107142857,28
101,1,06.1,5,11674.771515151515,1843.2121212121212,2528.197272727273,22036.98393939394,33
133,1,08.4,8,122.61419354838709,586.3604838709678,299.28935483870964,2007.9737096774193,62
151,1,09.8,5,592.8588,657.4296,874.1439999999999,3724.6776,25
176,1,11.3,4,236.82555555555555,547.5866666666667,245.21844444444443,2216.7722222222224,45
177,1,11.3,5,330.9831,555.7991999999999,275.03520000000003,2426.221,100
178,1,11.3,6,336.9397350993378,572.9080132450331,200.1221854304636,2129.562052980132,151
179,1,11.3,8,416.01553956834533,571.9069064748202,173.23438848920864,2160.5603597122304,139
204,1,13.4,4,2987.4722950819673,679.191475409836,193.01622950819672,7191.867540983606,61
205,1,13.4,5,2948.0538315789477,687.2278736842105,172.71496842105265,6675.359789473684,475
206,1,13.4,6,2209.232070063694,720.2244458598727,171.07738853503184,5350.787025477707,1570
207,1,13.4,8,1990.1851132075471,699.4029094339622,165.18818490566036,5043.378279245283,2650
208,1,13.4,9,1899.0060956790123,694.9224537037037,171.1803240740741,4993.196296296296,648
215,1,13.7,5,2451.7234399999998,602.9631999999999,203.26528,4977.673360000001,125
216,1,13.7,6,2215.43331300813,590.6607723577235,194.34823170731707,4636.300487804878,492
217,1,13.7,8,2022.5870322580645,559.547564516129,177.2840322580645,4459.828193548387,620
218,1,13.7,9,1963.0023353293413,559.922754491018,167.26023952095807,4495.246526946108,167
243,1,14.7,5,2259.2449206349206,713.7285714285714,319.9326984126984,6584.259206349207,63
244,1,14.7,6,2690.8950847457627,650.6389830508474,362.9342372881356,7979.023898305084,59
245,1,14.7,8,4095.37125,639.20625,326.90825,8343.33375,40
271,1,17.9,1,2432.4195238095235,547.4047619047619,4013.441904761905,8612.681428571428,42
272,1,17.9,2,3278.8698611111113,483.32916666666665,4425.735277777778,9831.474722222223,72
273,1,17.9,3,1713.1286419753087,551.632098765432,3082.317037037037,7055.39962962963,81
274,1,17.9,4,1435.7038926174496,665.7929530201342,3231.990536912752,7400.376644295301,149
275,1,17.9,5,689.8849833887043,735.0702657807309,2271.0902325581396,5269.834950166113,301
276,1,17.9,6,332.71943502824854,798.9497175141244,1925.82395480226,4843.370790960452,177
277,1,17.9,8,326.0879190751445,878.5901734104046,1999.283121387283,4994.675606936416,173
278,1,17.9,9,130.7837931034483,957.4456896551724,1734.7046551724138,4683.211896551724,58
365,1,22.5,4,1318.6092592592593,1392.5925925925926,3342.8307407407406,10543.425925925925,27
366,1,22.5,5,1143.7213333333334,1147.73,2912.259,9492.936666666666,30
424,1,30.0,5,956.0204347826087,911.4391304347826,1648.75,5982.196956521739,23
485,1,38.5,4,694.6328,1369.754,2373.2332,15015.393999999998,50
486,1,38.5,5,1062.1280794701986,1446.807284768212,2526.999536423841,16507.58013245033,151
487,1,38.5,6,949.3213636363637,1471.3313636363637,2481.7464545454545,15414.30790909091,110
488,1,38.5,8,1260.3801851851852,1569.6729629629629,2516.8168518518523,16151.107592592594,54
524,1,39.5,5,7050.482249999999,971.235,620.157,11815.77725,40
531,1,39.7,4,9144.14,2039.5,4986.559310344827,21986.475172413793,29
532,1,39.7,5,8855.22744680851,1990.6382978723404,3879.3025531914896,19619.65765957447,47
533,1,39.7,6,9385.67125,1995.1666666666667,3807.2395833333335,21621.806666666667,24
539,1,39.9,3,697.3051612903226,1321.367741935484,3506.6070967741935,17823.239677419355,31
540,1,39.9,4,474.7950769230769,1127.8993846153846,3576.9186153846154,11514.093846153846,65
541,1,39.9,5,651.6281632653061,1144.4961224489796,3325.0646938775512,11282.272857142858,147
542,1,39.9,6,356.05559139784947,1221.709247311828,2608.0990322580647,9379.345483870968,93
543,1,39.9,8,1557.0390789473684,1492.2946052631578,3200.649605263158,11773.396052631579,76
544,1,39.9,9,560.3816,1890.884,5351.419599999999,16594.6844,25
568,1,43.4,2,340.72214285714284,413.47499999999997,4056.207142857143,5892.911428571429,28
569,1,43.4,3,288.5267857142857,578.4892857142856,4045.433571428571,6078.606785714285,28
570,1,43.4,4,255.20227848101266,644.3740506329115,2784.512405063291,5140.149873417722,79
571,1,43.4,5,325.1700625,739.5766249999999,2570.8540625,5163.907,160
572,1,43.4,6,276.53945205479454,869.1897260273972,2348.742328767123,5059.4841095890415,73
573,1,43.4,8,296.4559523809524,1034.990476190476,1777.8647619047617,4588.770476190476,42
579,1,44.1,3,369.50559999999996,1303.4112,1060.438,3760.8504,25
580,1,44.1,4,95.90051282051282,1296.8776923076923,1555.7941025641026,4569.823076923077,39
581,1,44.1,5,85.52103773584905,1155.9514150943396,1221.0835849056605,3638.319433962264,106
582,1,44.1,6,98.03645833333333,1321.9045833333332,1707.7565625,4243.022083333333,96
583,1,44.1,8,80.73272727272727,1464.3128571428572,1968.5997402597402,4707.772597402597,77
589,1,45.1,5,95.17,1526.7537499999999,789.0728125,2985.1415625,32
607,1,45.4,4,719.7225490196079,910.9156862745098,1836.53,5166.875490196079,51
608,1,45.4,5,655.275,963.0980000000001,1693.2098,5287.795999999999,100
609,1,45.4,6,582.6812244897959,1027.408163265306,2359.881428571429,5871.916326530612,49
610,1,45.4,8,646.0012903225806,1010.1122580645161,2292.901935483871,5654.274193548387,31
619,1,47.0,4,806.5328571428571,1019.312380952381,2277.2233333333334,6991.584761904762,21
620,1,47.0,5,802.6016000000001,1203.0644,1978.3039999999999,6398.7412,25
633,1,48.3,5,767.8584210526316,1091.7,2474.6715789473687,6286.169473684211,38
642,1,49.0,2,3538.9125714285715,436.8285714285714,4128.215428571429,10684.06257142857,35
643,1,49.0,3,2250.7954545454545,564.7684848484848,4087.6551515151514,9289.65,33
661,1,49.4,1,4752.392941176471,584.6019607843137,2651.6433333333334,9982.216666666667,51
662,1,49.4,2,4871.9367999999995,592.856,3246.4776,10751.1682,100
663,1,49.4,3,4548.509146341464,551.5131707317073,3345.977682926829,10838.994634146342,82
664,1,49.4,4,4203.744230769231,603.1578846153845,3887.225865384615,12188.064038461538,104
665,1,49.4,5,3727.8169930069926,584.3708391608392,3156.074685314685,9578.7386013986,143
666,1,49.4,6,3047.0929545454546,722.7388636363637,2711.242272727273,9010.06090909091,44
693,1,51.0,5,3427.655925925926,2203.0851851851853,7749.09888888889,18410.905925925927,27
703,1,51.2,2,1735.935238095238,1607.6285714285714,4285.980952380953,10469.246666666666,21
704,1,51.2,3,1789.434888888889,1615.131111111111,4005.838222222222,10664.515777777779,45
705,1,51.2,4,1643.2485185185185,1427.389074074074,3013.8611111111113,8911.420555555556,54
706,1,51.2,5,1349.8637288135594,1358.4080508474576,3091.632372881356,9002.195762711865,118
707,1,51.2,6,1403.360925925926,1441.9492592592592,2703.58,8676.85925925926,54
708,1,51.2,8,1376.0940625,1282.463125,2592.99625,8170.41375,32
734,1,53.0,5,2003.6475000000003,905.335,1318.0885714285712,6231.876428571429,28
735,1,53.0,6,1597.9228571428573,1072.6105714285716,1570.0694285714285,6516.151428571428,35
736,1,53.0,8,1523.2422222222222,1051.8140740740741,1423.5092592592594,6392.397037037037,27
763,1,54.5,2,1308.027462686567,632.6865671641791,1082.2623880597016,16917.444029850747,67
764,1,54.5,3,1477.0937647058824,618.0541176470588,1042.6098823529412,17225.625294117646,85
765,1,54.5,4,1156.425,757.1692307692308,1162.335,15393.353461538461,26
792,1,56.0,2,4669.851304347826,2054.8826086956524,4105.266956521739,14302.523043478262,23
793,1,56.0,3,5863.293214285714,1993.2964285714286,4852.385714285714,17065.882142857143,56
794,1,56.0,4,6046.084852941177,2067.9732352941173,4579.754852941177,16867.043529411763,68
795,1,56.0,5,5356.2375,1939.9416666666668,4318.651944444444,15841.980185185186,108
796,1,56.0,6,5454.6114705882355,2086.3029411764705,4191.638823529412,15573.254411764707,34
826,1,57.9,8,614.2293333333333,2454.07,3027.522,7817.189666666667,30
827,1,57.9,9,830.0003703703703,3114.9333333333334,3481.4114814814816,9968.476296296296,27
845,1,59.8,4,3116.6431818181823,1823.6454545454544,3320.490909090909,10051.887272727272,22
846,1,59.8,5,5082.019047619047,1442.5714285714287,3430.6042857142857,11915.151904761904,21
858,1,60.2,8,1483.7304545454544,1741.3272727272727,3829.3936363636367,11590.751818181818,22
923,1,66.7,2,98.83478260869565,640.8173913043478,1869.067608695652,15783.200434782608,46
924,1,66.7,3,221.65027027027025,666.2459459459459,1679.321081081081,15442.253513513513,37
946,1,68.2,3,357.8054054054054,1146.7616216216215,1421.3286486486488,10288.614324324324,37
959,1,69.0,2,319.7952,828.7012,611.1608,6220.599200000001,25
960,1,69.0,3,129.9964,865.1252000000001,562.7184000000001,5251.112000000001,25
991,1,71.7,2,647.1397435897436,2081.7479487179485,659.5899999999999,17115.166153846152,39
992,1,71.7,3,806.7985714285714,2099.9089285714285,583.74,19686.63357142857,28
1005,1,73.6,2,659.6935714285714,1721.162857142857,739.5645238095237,13321.168333333331,42
1014,1,74.1,2,845.4603157894737,1378.7919298245615,1183.029087719298,15215.515543859648,285
1015,1,74.1,3,1062.3032882882883,1899.9935585585586,1433.1960810810813,20799.45644144144,222
1025,1,75.6,2,638.6363636363636,1845.737121212121,635.5489393939393,12827.906666666666,66
1026,1,75.6,3,736.6734426229508,2981.1680327868853,651.5447540983607,20545.541311475412,61
1092,1,78.6,2,1280.2558620689654,758.4241379310345,1166.228275862069,5388.805172413793,29
1093,1,78.6,3,871.1616666666666,705.1866666666666,1329.1353333333332,5062.1106666666665,30
1094,1,78.6,4,624.1231578947369,809.374605263158,1283.0684210526315,4887.511052631579,76
1095,1,78.6,5,746.5583756345178,813.1024365482233,1271.8794923857868,5242.7930964467005,197
1096,1,78.6,6,717.5478666666667,808.1158666666666,1187.2540000000001,4669.2698666666665,75
1097,1,78.6,8,597.2841025641026,907.1020512820513,1303.2364102564102,5017.162051282052,39
1120,1,79.1,9,7055.065714285714,2461.1776190476194,3509.967142857143,16644.33380952381,21
