,basy_yydj,basy_ssjczbm1_for_str_3,age_group,AGE-HAOCAI-only_operation-3-E,AGE-JCJY-only_operation-3-E,AGE-YP-only_operation-3-E,AGE-ZFY-only_operation-3-E,记录条数-only_operation-3
0,1,,0,527.9227037037037,1021.3647037037036,1802.852111111111,7849.526092592592,540
1,1,,1,703.7951020408163,1160.8665306122448,2135.1071428571427,7120.978979591836,49
2,1,,2,975.9859322033898,1709.6038983050848,2542.136949152542,12916.908305084746,59
3,1,,3,838.7588172043012,1772.208817204301,3407.252043010753,12945.321935483871,93
4,1,,4,1334.0589130434782,1639.3221739130433,5090.529782608695,18681.784855072463,138
5,1,,5,1180.4348701298702,1716.2900324675322,5554.277954545455,19103.67272727273,308
6,1,,6,704.6815447154472,1414.38581300813,3572.7760569105694,10266.079349593496,246
7,1,,8,584.0795142857144,1350.2692285714286,3608.2396857142853,9430.9292,350
8,1,,9,446.83513432835815,1905.4569850746268,4750.838805970149,12379.810567164179,335
23,1,03.,5,8131.114333333333,1828.3966666666668,2604.3799999999997,17042.29366666667,30
24,1,03.,6,6616.875652173913,1816.213043478261,4093.2965217391306,18704.980869565217,23
31,1,04.,5,4075.2778787878783,1226.4230303030304,3051.6221212121213,14419.067272727272,33
40,1,06.,3,12978.954999999998,1852.8753333333334,3098.5273333333334,24854.434333333335,30
41,1,06.,4,9786.820731707316,1771.8192682926829,2516.253658536585,19819.88512195122,41
42,1,06.,5,9805.368148148149,2073.955185185185,2657.2831481481485,20681.21314814815,54
52,1,09.,5,883.0533333333333,673.7481481481482,866.4051851851851,4199.792592592592,27
63,1,11.,5,1321.5783333333334,611.0354166666667,416.6325,3670.4666666666667,24
64,1,11.,6,1137.8131818181819,590.8704545454545,217.65681818181818,2915.2947727272726,44
65,1,11.,8,1516.3184782608694,528.7097826086957,246.35130434782607,3351.9932608695653,46
75,1,13.,4,4012.5704411764705,723.6460294117647,258.1389705882353,7296.77544117647,68
76,1,13.,5,3560.4558582089553,702.8905223880597,192.94567164179105,6463.842630597015,536
77,1,13.,6,2576.536696181516,704.5987991145545,183.67097952407306,5269.158467072496,1807
78,1,13.,8,2350.1977247769387,694.6032532601236,173.13527796842828,4974.374790665752,2914
79,1,13.,9,2262.9205710306405,686.5999721448468,176.29774373259053,4932.657423398328,718
82,1,14.,5,5675.845428571429,805.2982857142857,395.01314285714284,9806.787428571428,35
83,1,14.,6,4484.451904761905,797.1095238095238,369.6478571428571,10204.054761904761,42
84,1,14.,8,4827.220454545455,675.4681818181817,413.99954545454545,8943.902272727273,22
97,1,17.,1,3398.5325714285714,472.9771428571429,4812.891142857143,10547.629428571428,35
98,1,17.,2,3685.5511111111114,376.15432098765433,5142.481111111111,10732.485061728396,81
99,1,17.,3,4105.795263157895,482.23421052631585,5700.412368421053,12096.33289473684,38
100,1,17.,4,3460.507288135593,464.72033898305085,6026.519491525424,12333.216610169491,59
101,1,17.,5,3227.628941176471,615.7058823529412,4661.221882352941,10466.134352941177,85
102,1,17.,6,2431.4551612903224,678.3709677419355,4292.951935483871,9774.989032258063,31
