,basy_caption,耗材费
591,小金县中藏医院,298.97
592,小金县人民医院,894.3515625
593,屏山县中医医院,1423.987202643172
594,屏山县中都镇中心卫生院,259.235
595,屏山县人民医院,1828.3774772727272
596,屏山县新市镇民族中心卫生院,2547.179230769231
597,岳池县中医医院,1739.6932911392405
598,岳池县九龙街道社区卫生服务中心,270.69
599,岳池县人民医院,3018.622938028169
600,岳池县妇幼保健计划生育服务中心,530.9219512195122
601,岳池县石垭镇中心卫生院,1684.8025
602,岳池县罗渡镇中心卫生院,205.76
603,岳池县酉溪镇中心卫生院,235.22799999999998
604,岳池川东医院（岳池红十字川东医院）,1799.667857142857
605,岳池百兴医院,604.9977906976744
606,峨眉山佛光医院,2179.965854483926
607,峨眉山市中医医院峨眉山市骨科医院,2308.5217570093455
608,峨眉山市人民医院,1643.4811450980392
609,峨眉山市妇幼保健院,568.7184000000001
610,峨眉山市龙池镇中心卫生院,1404.4
611,峨边彝族自治县中医医院,810.3263636363637
612,峨边彝族自治县人民医院,1206.9586746987952
613,崇州二医院,4365.14641723356
614,崇州寿康老年病医院,511.4906666666667
615,崇州市三江街道社区卫生服务中心,265.17466666666667
616,崇州市中医医院,1822.086779252111
617,崇州市人民医院,2281.1569253910952
618,崇州市妇幼保健计划生育服务中心（崇州市妇幼保健院）,561.1062295081967
619,崇州市廖家镇卫生院,1021.8684210526316
620,崇州市街子镇卫生院,341.213076923077
621,崇州恒德医院,241.186
622,崇州民仁汾州医院,3299.031428571429
623,崇州浩康疼痛康复医院,6596.181
624,崇州老年病医院,264.9975
625,崇州蜀州颈腰病医院,1088.1084999999998
626,崇州金鸡医院,408.28999999999996
627,川北医学院附属医院,5200.127368257664
628,川投西昌医院,2011.54259202454
629,巴中仁达医院,432.8666666666666
630,巴中儿童专科医院,410.3877777777778
631,巴中博济医院,903.0653266331658
632,巴中博雅眼科医院,1494.8609756097562
633,巴中嘉禾妇儿医院,1126.1397460317462
634,巴中市中医院（巴中市巴州区人民医院）,2431.423197715917
635,巴中市中心医院(巴中市人民医院),3017.976244635193
636,巴中市妇幼保健院,516.1707168458781
637,巴中市巴州区东城街道大东社区卫生服务中心,768.0
638,巴中市巴州区妇幼保健院（巴中市巴州区妇幼保健计划生育服务中心、巴中市巴州区妇女儿童医院）,435.100625
639,巴中市恩阳区中医医院,1247.7864
640,巴中市恩阳区人民医院,1835.679780658026
641,巴中市恩阳区妇幼保健院,340.38000000000005
642,巴中市恩阳区文治社区卫生服务中心,1006.0884848484848
643,巴中市恩阳区渔溪中心卫生院,873.6448275862069
644,巴中市恩阳区玉山中心卫生院,443.828
645,巴中市恩阳区花丛中心卫生院,3008.15375
646,巴中市恩阳区茶坝镇中心卫生院,717.5999999999999
647,巴中市恩阳区雪山中心卫生院,926.8299999999999
648,巴中市精神卫生中心（巴中市巴州区第二人民医院）,2350.899850746269
649,巴中市蓉蓉眼科医院,1911.3782786885245
650,巴中康达医院,2562.077183098592
651,巴中经济开发区第二人民医院(四川巴中经济开发区西锦社区卫生服务中心),2032.602222222222
652,巴中骨科医院,1725.4413620386642
653,巴中鸿福妇产科医院,802.815625
654,巴塘县人民医院,897.6881818181818
655,巴州北门医院,2159.591639344262
656,巴州区清江中心卫生院,5799.45
657,巴州区鼎山中心卫生院,1015.0090909090909
658,巴州华龙医院,1977.9346192893402
659,布拖县人民医院,1334.588612244898
660,布拖县龙潭镇中心卫生院,308.68
661,平昌县中医医院,1446.1538280166435
662,平昌县云台镇中心卫生院,2646.761111111111
663,平昌县人民医院,2081.73535699879
664,平昌县元山镇中心卫生院,1095.3323076923077
665,平昌县响滩镇中心卫生院,220.27
666,平昌县土兴镇中心卫生院,205.22
667,平昌县妇幼保健计划生育服务中心（平昌县妇幼保健院）,308.0210344827586
668,平昌县得胜镇中心卫生院,1173.5
669,平昌县得胜镇五木卫生院,375.8113333333333
670,平昌县汉王庙社区卫生服务中心,272.0
671,平昌县白衣镇中心卫生院,784.352
672,平昌县第二人民医院,1135.9635737704918
673,平昌县西兴镇中心卫生院,1052.06
674,平昌宝鑫医院,5568.18
675,平昌江龙医院,1774.0608438818565
676,平武县中医医院,1102.209012345679
677,平武县人民医院,994.0224528301887
678,平武县平通羌族乡中心卫生院（平武县第二人民医院）,1029.0
679,广元万江眼科医院,1499.1436036036037
680,广元万缘医院,367.9318181818182
681,广元东晨医院,433.44919999999996
682,广元九龙骨科医院,4796.289277108433
683,广元佑安中医医院,230.0
684,广元口腔医院,204.79
685,广元回龙河医院,211.02
686,广元圣仁康医院,1736.5375
687,广元宝轮二医院,2261.0267938931297
688,广元川北糖尿病专科医院,519.0448837209302
689,广元市中医医院,2257.5210957722174
690,广元市中心医院,3919.2717517308006
691,广元市优抚医院,260.42857142857144
692,广元市利州区上西街道社区卫生服务中心,209.4
693,广元市利州区东坝街道社区卫生服务中心,220.23
694,广元市利州区中医医院,1640.4188819875776
695,广元市利州区嘉陵街道千佛社区卫生服务中心,584.2457142857143
696,广元市利州区嘉陵街道社区卫生服务中心,1299.09
697,广元市利州区大石镇卫生院,447.00333333333333
698,广元市利州区宝轮镇赤化卫生院,214.0
699,广元市利州区河西街道天曌社区卫生服务中心,2062.85
700,广元市利州区第二人民医院,953.8671929824561
701,广元市利州区荣山镇卫生院,1893.0385714285715
702,广元市利州区雪峰街道社区卫生服务中心,582.4433333333333
703,广元市利州区龙潭乡卫生院,1874.9960000000003
704,广元市妇幼保健院,515.3970397111914
705,广元市昭化区人民医院,1577.322991202346
706,广元市昭化区妇幼保健院,923.150406504065
707,广元市朝天区两河口镇卫生院,416.8
708,广元市朝天区中医医院,1049.585573770492
709,广元市朝天区中子镇中心卫生院,427.995
710,广元市朝天区人民医院,1481.392961876833
711,广元市朝天区妇幼保健院,582.5128571428571
712,广元市朝天区曾家镇中心卫生院（广元市朝天区第二人民医院）,216.558
713,广元市朝天区羊木镇中心卫生院,247.0
714,广元市第一人民医院,4238.855819552529
715,广元市第二人民医院,2701.6176796407185
716,广元市精神卫生中心,2675.5863422818793
717,广元德新肾病医院,1831.4177777777777
718,广元曾家山老年病专科医院,357.1
719,广元湘康医院,1013.0485714285714
720,广元爱尔眼科医院,2362.8284132841327
721,广元福康老年病医院,288.5
722,广安市中医医院,1053.5340732265447
723,广安市人民医院/四川大学华西医院广安医院/广安市人民医院互联网医院,3943.3300072115385
724,广安市前锋区人民医院,938.3865193370166
725,广安市前锋区代市中心卫生院,1101.8243333333335
726,广安市前锋区观塘中心卫生院,278.54200000000003
727,广安市前锋区观阁中心卫生院,405.5833333333333
728,广安市前锋区龙塘街道社区卫生服务中心,366.885
729,广安市广安区万盛社区卫生服务中心,233.085
730,广安市广安区人民医院,2790.976582510062
731,广安市广安区协兴中心卫生院,943.7307317073171
732,广安市广安区妇幼保健计划生育服务中心,488.7168049792531
733,广安市广安区官盛镇卫生院,324.1
734,广安市广安区广福社区卫生服务中心（枣山园区）,393.39311111111107
735,广安市广安区恒升中心卫生院,933.2709090909091
736,广安市广安区悦来中心卫生院,464.4333333333334
737,广安市广安区浓洄社区卫生服务中心,2061.31375
738,广安市广安区石笋中心卫生院,860.4649999999999
739,广安市广安区花桥中心卫生院,1176.9554385964911
740,广安恒德医院,709.4305699481865
741,广安新迪眼科医院（枣山园区）,2671.3390547263684
742,广安福源医院,2560.494273858921
743,广旺矿区代池坝医院,293.025
744,广旺矿区宝轮院医院,602.8
745,广汉圣心妇女儿童医院,590.172429906542
746,广汉市中医医院,1773.0359672131146
747,广汉市人民医院,2959.6460347490347
748,广汉市向阳镇卫生院,278.95
749,广汉市妇幼保健院,661.7318897637795
750,广汉市小汉镇中心卫生院,213.75666666666666
751,广汉市连山镇中心卫生院,852.7631578947369
752,广汉市金鱼镇卫生院,1207.7
753,广汉市雒城街道顺德路社区卫生服务中心,349.3
754,广汉市高坪镇中心卫生院,680.165
755,广汉骨科医院,2987.3269807037454
756,康定市人民医院,988.4189393939395
757,康定市第二人民医院,858.0128571428571
758,开江县中医院,1580.6025423728815
759,开江县人民医院,623.8837209302326
760,开江县任市中心卫生院（开江县第二人民医院）,1438.9866666666667
761,开江县妇幼保健计划生育服务中心,447.88491803278686
762,开江县甘棠镇卫生院,1276.1933333333334
763,开江复康医院有限公司,1934.9459055118111
764,开江康仁骨科医院,4549.890869565218
765,彭山瑞正利康医院,1174.634090909091
766,彭州同一医院,920.8316384180791
767,彭州市中医医院,2066.0787324426174
768,彭州市中西医结合医院,1943.3303982300883
769,彭州市九尺镇卫生院,391.38571428571424
770,彭州市人民医院,3090.993769140165
771,彭州市传染病医院,204.53
772,彭州市天彭街道安康护理院,3544.3577777777778
773,彭州市天彭街道西郊社区卫生服务中心,377.5
774,彭州市妇幼保健院 彭州市妇女儿童医院,446.8051724137931
775,彭州市敖平镇卫生院（彭州市第三人民医院）,247.033125
776,彭州市第二人民医院,1897.0804104803492
777,彭州市第四人民医院（彭州市精神卫生中心）,237.365
778,彭州市通济镇卫生院,1271.091111111111
779,彭州市隆丰街道社区卫生服务中心,512.7571428571429
780,彭州段氏中医骨科医院,703.0773728813559
781,彭州熊氏中医骨科医院,3795.690882352941
782,彭州爱瞳眼科医院,3453.855118110236
783,彭州磊络福兴医院,6092.014522292994
784,得荣县瓦卡镇中心卫生院,398.0
785,德昌县中医医院,1788.141604696673
786,德昌县人民医院,2445.57375
787,德昌县妇幼保健计划生育服务中心,413.90615384615387
788,德格县人民医院,982.3514705882352
789,德阳博爱耳鼻喉专科医院,1913.9901197604788
790,德阳市中西医结合医院,3289.4296597353496
791,德阳市人民医院,5002.770593667546
792,德阳市口腔医院,1955.0889855072467
793,德阳市旌阳区中医院（旌阳区人民医院）,1740.2528926905134
794,德阳市旌阳区八角井镇卫生院,2036.0325471698113
795,德阳市旌阳区双东镇卫生院,840.54
796,德阳市旌阳区和新镇卫生院,1281.15
797,德阳市旌阳区妇幼保健计划生育服务中心（德阳市妇幼保健院，德阳市旌阳区妇幼保健院）,353.49317180616737
798,德阳市旌阳区孝感社区卫生服务中心,1503.0685714285714
799,德阳市旌阳区孝泉镇卫生院,2097.764133333333
800,德阳市旌阳区德新镇卫生院,643.5166666666667
801,德阳市旌阳区旌西社区卫生服务中心,874.0316666666668
802,德阳市旌阳区柏隆镇卫生院,1748.2626086956523
803,德阳市旌阳区黄许镇卫生院,1093.6603225806452
804,德阳市第二人民医院,3991.9279154929577
805,德阳市第六人民医院(东汽医院）,1800.8398687664042
806,德阳市精神卫生中心（德阳市安康医院，德阳市第七人民医院）,253.07000000000002
807,德阳市罗江区中医医院,2118.148907103825
808,德阳市罗江区人民医院,1917.2190083905416
809,德阳市罗江区新盛镇卫生院,1126.0941666666665
810,德阳市罗江区鄢家镇中心卫生院,934.3799999999999
811,德阳市罗江区金山镇中心卫生院（德阳市罗江区第二人民医院）,1384.9266666666665
812,德阳爱尔眼科医院,1183.3777740863788
813,德阳眼科医院,1509.470961832061
814,德阳第五医院（德阳第五医院互联网医院）,2524.1316061776065
815,德阳肿瘤医院,2391.5816419919247
816,德阳锦欣护理中心,279.7766666666667
817,德阳骨科医院,5896.554893617022
818,志辉医院,1283.487191780822
819,悦好医学美容医院,4425.9474193548385
820,成都三松肾病医院,4597.098571428572
821,成都上锦南府医院,1977.9411764705883
822,成都东区医院,881.7234313725489
823,成都东区爱尔眼科医院,2624.9853086419757
824,成都东升医院,257.96
825,成都东大肛肠医院,5978.216404494382
826,成都东篱医院,2592.9092253521126
827,成都东部新区三岔中心卫生院（成都东部新区第三人民医院）,1938.407870528109
828,成都东部新区石板中心卫生院,1089.9528767123288
829,成都东部新区第二人民医院,1235.7863532297629
830,成都中医大银海眼科医院（成都中医大银海眼科医院互联网医院）,3269.0805647058824
831,成都中医药大学第三附属医院（四川省糖尿病防治中心）,240.56625
832,成都中医药大学附属医院（四川省中医医院  成都中医药大学附属医院（四川省中医医院）互联网医院）,3256.6647300337463
833,成都中医药大学附属生殖妇幼医院,964.5935714285714
834,成都中德肾病医院,311.0
835,成都中科甲状腺医院,11849.850387596898
836,成都九如城康复医院,4884.26675
837,成都九龙医院（成都九龙中医医院）,2545.5916666666667
838,成都二零四医院,484.8737735849057
839,成都五块石医院,301.96486486486486
840,成都交通医院,1105.1499999999999
841,成都京东方医院,4381.43167038483
842,成都亲睦家爱立康老年病医院,506.12172413793104
843,成都仁品耳鼻喉专科医院,2760.904626262626
844,成都体育学院附属体育医院,6407.498678977273
845,成都保髋股骨头骨科医院（成都保髋股骨头骨科医院互联网医院）,8897.164922547332
846,成都儿童专科医院,508.95828125
847,成都八一骨科医院,4805.312176330422
848,成都八大处医疗美容医院,1583.2410256410258
849,成都军大整形外科医院,3095.1873071895425
850,成都军建医院,442.28909090909093
851,成都冬雷脑科医院,1211.7775
852,成都北新医院,1439.9190217391306
853,成都医学院第一附属医院,4758.497494692144
854,成都华厦眼科医院,3283.451722543353
855,成都博仕胃肠病医院,1739.643956043956
856,成都双华骨科医院,3555.763
857,成都双楠医院,3126.884693084693
858,成都双流海尔森老年病医院,386.2611111111111
859,成都双流蛟龙港医院有限公司,349.7529411764706
860,成都嘉事康复医院,1068.2524
861,成都城东康复医院,617.9738775510205
862,成都城南金花医院,1446.8105544422176
863,成都大华韩艺整形美容医院,8387.714285714286
864,成都大学附属医院（成都大学附属医院互联网医院）,5210.335547772485
865,成都天使之翼整形美容医院,4145.0
866,成都天使儿童医院,335.9451503759399
867,成都天大不孕不育医院,1443.87345323741
868,成都天府新区顾连禾泰康复医院,3028.603181818182
869,成都威高肾病医院,8261.447931034483
870,成都安琪儿妇产医院,434.125
871,成都宝石花医院,1054.3322222222223
872,成都小青草眼科医院,3174.1838235294117
873,成都川蜀血管病医院,1902.3236057692307
874,成都市中西医结合医院,4236.208473985841
875,成都市公共卫生临床医疗中心,3435.7468667763155
876,成都市双流区中医医院,2187.0356986301367
877,成都市双流区妇幼保健院,736.705083251714
878,成都市双流区彭镇卫生院,204.06
879,成都市双流区永安中心卫生院,1044.969014084507
880,成都市双流区第一人民医院,2502.8009831297263
881,成都市双流区西航港社区卫生服务中心,823.934375
882,成都市双流区黄龙溪镇卫生院,244.63375
883,成都市妇女儿童中心医院,1354.1540023337222
884,成都市德康医院,238.29166666666666
885,成都市成华区中医医院,929.2976056338028
886,成都市成华区妇幼保健院,811.4337288135592
887,成都市成华区第七人民医院,468.8
888,成都市成华区第三人民医院,959.7793464052287
889,成都市新津区中医医院,1782.2801367053999
890,成都市新津区人民医院（成都市新津区急救指挥分中心）,3790.3256462179866
891,成都市新津区兴义镇中心卫生院,727.6748148148149
892,成都市新津区妇幼保健计划生育服务中心（成都市新津区妇幼保健院）,898.1242727272728
893,成都市新津区武阳社区卫生服务中心,447.2877777777778
894,成都市新津区第二人民医院,300.0
895,成都市新津区花源街道中心卫生院,938.3566666666666
896,成都市新都区三河街道社区卫生服务中心,203.35000000000002
897,成都市新都区中医医院,2831.210855063675
898,成都市新都区人民医院,3187.0390208034437
899,成都市新都区妇幼保健院,922.435294117647
900,成都市新都区斑竹园街道社区卫生服务中心,347.6
901,成都市新都区新繁街道社区卫生服务中心,231.5952380952381
902,成都市新都区石板滩街道社区卫生服务中心,494.88435483870967
903,成都市新都区第三人民医院,4386.541912350598
904,成都市新都区第二人民医院,1530.187966101695
905,成都市武侯区人民医院,718.0085138004247
906,成都市武侯区第三人民医院,453.1351666666667
907,成都市温江区中医医院,1649.04156641604
908,成都市温江区人民医院,2776.771430107527
909,成都市温江区和盛镇中心卫生院（成都市温江区第二人民医院）,2091.733870967742
910,成都市温江区妇幼保健院（成都市温江区妇幼保健计划生育服务中心）,685.7342116182573
911,成都市第七人民医院,3328.3524807395997
912,成都市第三人民医院,6705.690522363427
913,成都市第二人民医院,4662.66065347351
914,成都市第五人民医院,5370.511142452625
915,成都市第八人民医院（成都市慢性病医院   成都市第八人民医院互联网医院）,873.79389572061
916,成都市第六人民医院,2450.819546362339
917,成都市第四人民医院（精神卫生中心 电子科技大学成都脑科学研究院临床医院 第四人民医院互联网医院,577.623076923077
918,成都市郫都区三道堰镇卫生院,724.46
919,成都市郫都区中医医院,2760.2070614250615
920,成都市郫都区人民医院,2799.9478932126694
921,成都市郫都区团结街道社区卫生服务中心,1160.9926356589147
922,成都市郫都区安德街道社区卫生服务中心,752.3954545454545
923,成都市郫都区安靖街道社区卫生服务中心,1232.4660358056265
924,成都市郫都区犀浦街道社区卫生服务中心（成都市郫都区中西医结合医院）,768.3565217391304
925,成都市郫都区第二人民医院,1468.5339731682145
926,成都市郫都区红光街道社区卫生服务中心,347.02571428571434
927,成都市郫都区郫筒街道社区卫生服务中心,253.2903448275862
928,成都市郫都区骨科医院,5041.274014869889
929,成都市金牛区中医医院,766.9219494584838
930,成都市金牛区人民北路社区卫生服务中心（成都市金牛区第二人民医院、成都市金牛区嗓音专科门诊部）,282.81
931,成都市金牛区人民医院（四川省人民医院金牛医院 成都市脑外伤抢救中心 成都市金牛区人民医院互联网医院）,3247.768886097152
932,成都市金牛区妇幼保健院（成都市金牛区妇幼保健院互联网医院）,633.5291135135136
933,成都市金牛区沙河源社区卫生服务中心（成都市金牛区金建人民医院）,1189.3615178571429
934,成都市锦江区妇幼保健院,1492.1557355242567
935,成都市青白江区中医医院,1768.8426764705882
936,成都市青白江区人民医院,3590.1910681056943
937,成都市青白江区城厢镇公立中心卫生院,3288.053012048193
938,成都市青白江区大弯社区卫生服务中心,299.0043636363637
939,成都市青白江区妇幼保健院,541.298785046729
940,成都市青白江区清泉镇公立中心卫生院,841.8827388535032
941,成都市青白江区祥福镇公立中心卫生院,1309.6951612903226
942,成都市青白江区红阳社区卫生服务中心,1639.1276470588236
943,成都市青白江区龙王镇卫生院,1568.12
944,成都市青羊区妇幼保健计划生育服务中心（成都市青羊区妇幼保健院）,359.3671875
945,成都市青羊区府南金沙社区卫生服务中心,267.66
946,成都市青羊区文家社区卫生服务中心（成都市青羊区文家社区医院）,602.205
947,成都市龙泉驿区中医医院,2286.786627384961
948,成都市龙泉驿区妇幼保健院,487.3718171296296
949,成都市龙泉驿区第一人民医院,2438.0567465990316
950,成都平安医院,6641.505091164096
951,成都康福肾脏病医院,10569.184117647059
952,成都慈爱肿瘤医院,1257.2047826086957
953,成都成华三松肾病医院,1139.4576470588236
954,成都成华南光医院,535.6116666666667
955,成都成华泰兴医院,433.995
956,成都新世纪妇女儿童医院（成都新世纪妇女儿童医院互联网医院）,914.3022222222222
957,成都新丽美医疗美容医院,1038.4782608695652
958,成都新华医院,3325.5338153647513
959,成都新生堂妇女儿童医院,535.0595833333333
960,成都新视界眼科医院,1304.6792857142857
961,成都新都西桥医院,2507.5044236760127
962,成都显微手足外科医院,12052.450147783251
963,成都普瑞眼科医院,2138.4909420289855
964,成都暄妍医学美容医院,5300.0
965,成都本草堂康复医院,3001.756477987421
966,成都武侯乐颐乐康复医疗中心,378.32
967,成都武侯九星肾病医院,2341.5087096774196
968,成都武侯西南医院,1033.3201063829788
969,成都民生福音耳鼻喉专科医院,1150.0
970,成都温江圣母妇产医院,1210.5087378640776
971,成都满地可医院（四川国济甲亢病医院）,796.5932142857143
972,成都爱尔眼科医院,3375.4613832199548
973,成都爱迪眼科医院,1832.1133485714286
974,成都爱道医院,239.5
975,成都玛丽亚天府妇产儿童医院,1401.8048795180723
976,成都玛丽亚妇产儿童医院,943.9695370370371
977,成都画美医疗美容医院,1173.2775
978,成都第一骨科医院（青羊区医疗中心医院）,504.36020979020975
979,成都美美妇产医院,744.4189671361502
980,成都肛肠专科医院,913.4989348591549
981,成都育才骨科医院,224.0
982,成都蒲江颐养居老年病医院,974.2000000000002
983,成都西区医院,2361.3492476933993
984,成都西区安琪儿妇产医院（成都西区安琪儿妇产医院互联网医院）,2963.9598529411765
985,成都西南不孕不育医院,842.4296551724137
986,成都西南脑科医院,2776.731282051282
987,成都西部中西医结合医院,451.16125
988,成都西部痛风风湿医院（成都西部痛风风湿医院互联网医院）,269.8297647058823
989,成都誉美医院,2608.6368283582087
990,成都郫都正诚医院,327.7655944055944
991,成都金沙医院（成都妇女儿童医院）,1269.5107191780821
992,成都金牛关怀老年病医院,257.94444444444446
993,成都金牛华欣美辰医疗美容医院,8313.0
994,成都铜雀台医学美容医院,15180.952380952382
995,成都锦力骨科医院,294.9297658862876
996,成都锦欣中医医院,573.0517857142858
997,成都锦欣妇产科医院,866.0112328767124
998,成都锦欣沙河堡医院,2177.930941704036
999,成都锦欣老年病医院,298.53
1000,成都锦江大观医院,250.3777777777778
1001,成都锦江安吉拉医疗美容医院,4650.0
1002,成都长江医院,1690.8181148564295
1003,成都长江紫东老年病医院,318.2733333333333
1004,成都长济老年病专科医院,540.5320454545454
1005,成都长生肾病医院,3213.3347222222224
1006,成都阴氏骨科医院,14804.644999999999
1007,成都附大强直类凤湿骨科医院,9369.139344262296
1008,成都青城山医院,1214.6125290697676
1009,成都顾连锦宸康复医院,4640.8524050632905
1010,成都颐锦天泰老年病医院,309.255
1011,成都风湿医院（成都风湿医院互联网医院）,409.959375
1012,成都骨伤医院（成都市金牛区骨伤医院）,1521.38453125
1013,成都高新中和中医医院,308.7142857142857
1014,成都高新区中和社区卫生服务中心,235.57222222222222
1015,成都高新区合作社区卫生服务中心,1470.44
1016,成都高新区新北社区卫生服务中心,202.21
1017,成都高新区芳草社区卫生服务中心,223.34
1018,成都高新区西园社区卫生服务中心,358.0211764705882
1019,成都高新区锦城社区卫生服务中心,386.7
1020,成都高新华南医院,270.0
1021,成都高新博力医院,11409.214785714286
1022,成都高新同爱医院,413.3434375
1023,成都高新后美医疗美容医院,19382.92
1024,成都高新城南妇幼医院,985.4575294117647
1025,成都高新好医生第一医院,2004.9724193548388
1026,成都高新普康医院,217.0
1027,成都高新米兰柏羽医学美容医院,7054.397142857143
1028,成都高新锦欣老年病医院,301.376875
1029,成都龙泉驿锦欣老年病医院,350.4422222222222
1030,成飞医院,2706.3550579710145
1031,攀枝花市中心医院,4397.24736730642
1032,攀枝花市中西医结合医院,2872.584527522074
1033,攀枝花市仁和区人民医院,1514.4254266666667
1034,攀枝花市仁和区同德镇中心卫生院（攀枝花市仁和区同德镇妇幼保健站）,384.5
1035,攀枝花市仁和区平地镇中心卫生院（攀枝花市仁和区平地镇妇幼保健站）,282.0
1036,攀枝花市妇幼保健院,678.5408493150685
1037,攀枝花市第三人民医院,267.365
1038,攀枝花市第二人民医院,2761.926264775414
1039,攀枝花市第四人民医院,9903.359999999999
1040,攀枝花煤业（集团）有限责任公司总医院,2229.3135869565217
1041,攀枝花爱尔眼科医院,1091.2922018348622
1042,攀钢西昌医院,1502.7144136657432
1043,攀钢集团总医院,3238.4470488118172
1044,攀钢集团成都医院,883.6709774436091
1045,攀钢集团成都钢铁有限责任公司青白江医院,1309.3194174757282
1046,新津精准肿瘤医院,1043.88738317757
1047,新龙县人民医院,1039.2566666666667
1048,旌阳华仁医院,788.32
1049,旺苍县三江镇中心卫生院,347.0832
1050,旺苍县中医医院,1722.0674204946997
1051,旺苍县人民医院,1867.9897137580795
1052,旺苍县国华镇中心卫生院,400.38571428571424
1053,旺苍县妇幼保健院,417.3008510638298
1054,旺苍县木门镇中心卫生院,306.6
1055,旺苍德康骨科医院,925.3017741935483
1056,旺苍红城医院,2428.8532786885244
1057,昭觉县人民医院,1042.012058287796
1058,昭觉县妇幼保健计划生育服务中心,380.46
1059,昭觉县新城镇中心卫生院,317.5
1060,普格县人民医院,786.2258695652174
1061,普格县妇幼保健院,318.15416666666664
1062,朝天华仁医院,475.48970588235295
1063,木里县中藏医院,330.25
1064,木里藏族自治县人民医院,1352.3782071713147
1065,松潘县中藏医院,828.1791666666667
1066,松潘县人民医院,1131.7422666666666
1067,核工业四一六医院,1323.154844625573
1068,梓潼佳士老年病医院,254.86666666666667
1069,梓潼县中医院,1406.5848258706467
1070,梓潼县人民医院,1801.3104363207547
1071,梓潼县文昌镇中心卫生院,2715.7489473684213
1072,梓潼县许州镇中心卫生院,1216.1
1073,梓潼县黎雅镇中心卫生院,206.1
1074,梓潼太康医院,867.7409473684211
1075,梓潼爱尔眼科医院,1363.8835616438357
1076,武胜县人民医院,3107.2755133079845
1077,武胜县第二人民医院（武胜县烈面镇中心卫生院）,1115.9335507246378
1078,武胜爱尔眼科医院,959.8604377104376
1079,汉密尔顿美容医院,1552.3777777777777
1080,汉源健行骨伤专科医院,4357.498
1081,汉源县中医医院,2363.5778677462886
1082,汉源县人民医院,1513.1295543672015
1083,江安县中医医院,1777.4798140321218
1084,江安县人民医院,1558.5490607734807
1085,江安县四面山镇中心卫生院,664.1
1086,江安县夕佳山镇中心卫生院,668.5971428571429
1087,江安县妇幼保健院,300.59761904761905
1088,江安县红桥镇中心卫生院,2394.94
1089,江油华厦眼科医院,1241.4315789473685
1090,江油宝石花医院,1023.5430952380951
1091,江油市中医医院,986.6465155131265
1092,江油市中坝卫生院,1293.97
1093,江油市人民医院,2535.392867760917
1094,江油市传染病医院（江油市老年病医院）,513.33
1095,江油市大堰镇卫生院,723.5666666666666
1096,江油市太平镇卫生院,1395.60375
1097,江油市妇幼保健计划生育服务中心,431.7745192307693
1098,江油市武都镇中心卫生院,1009.6825
1099,江油市第二人民医院,3516.8619277108432
1100,江油市第五人民医院,1262.6063076923078
1101,江油市第四人民医院,1157.9307317073171
1102,江油市精神病医院,374.8575
1103,江油市雁门镇中心卫生院,404.57
1104,江油市青莲镇中心卫生院,609.4066666666666
1105,江阳区丹林镇卫生院,1178.2222222222222
1106,江阳区况场街道社区卫生服务中心（泸州市江阳区第三人民医院）,1109.9177777777777
1107,江阳区分水岭镇卫生院,2122.4269230769232
1108,江阳区江北中心卫生院,861.59
1109,江阳区通滩中心卫生院（泸州市江阳区第二人民医院）,1387.6414503816793
1110,江阳区黄舣中心卫生院（泸州市江阳区第二中医医院）,864.1666666666666
1111,江阳区黄舣镇弥陀卫生院,256.52
1112,汶川县人民医院,1825.439190751445
1113,沐川县人民医院,1772.0503096330276
1114,沐川宏健医院,2044.140476190476
1115,沐川新区中医医院,1697.0133333333333
1116,沙湾友安老年病专科医院,2718.9284210526316
1117,泸县中医医院,1504.2108088235293
1118,泸县云龙中心卫生院,994.64
1119,泸县人民医院,2538.612433517311
1120,泸县兆雅中心卫生院,718.9578571428572
1121,泸县喻寺中心卫生院,592.04
1122,泸县天兴镇卫生院,942.0
1123,泸县太伏中心卫生院,242.51799999999997
1124,泸县妇幼保健计划生育服务中心（泸县妇幼保健院）,204.58249999999998
1125,泸县潮河中心卫生院,468.2763157894737
1126,泸县牛滩中心卫生院,523.03
1127,泸县第二人民医院,2285.517729805014
1128,泸县长生肾病医院,864.2142857142857
1129,泸州东大肛肠医院,3538.161081081081
1130,泸州中科胃肠病医院,2525.7953383458644
1131,泸州丽人妇产医院,1029.826842105263
1132,泸州久正骨科医院,3065.9834782608696
1133,泸州家和康医院,2449.366635514019
1134,泸州川蓝康复专科医院,218.0
1135,泸州市中医医院,3929.294430461439
1136,泸州市人民医院（泸州市红十字医院、泸州市江阳区人民医院）,2840.599270414993
1137,泸州市妇幼保健院(泸州市第二人民医院）,2153.237941592087
1138,泸州市江阳区妇幼保健院（泸州市江阳区妇女儿童医院、泸州市江阳区妇幼保健计划生育服务中心）,354.52536231884056
1139,泸州市纳溪区中医医院,680.9148780487806
1140,泸州市纳溪区人民医院,1686.0376565656566
1141,泸州市纳溪区妇幼保健计划生育服务中心（泸州市纳溪区妇幼保健院）,301.77833333333336
1142,泸州市龙马潭区中医医院,1640.5502649006623
1143,泸州市龙马潭区人民医院,2819.274201773836
1144,泸州市龙马潭区妇幼保建计划生育服务中心（泸州市龙马潭区妇幼保健院）,420.66824817518244
1145,泸州市龙马潭区第二人民医院,819.0
1146,泸州平安中医骨科医院,3308.471923076923
1147,泸州普惠外科医院,2451.123
