,basy_zyzd_jbbm_for_str_8,basy_yydj,age_group,AGE-HAOCAI-8-only_disease-E,AGE-JCJY-8-only_disease-E,AGE-YP-8-only_disease-E,AGE-ZFY-8-only_disease-E,记录条数-8-only_disease
207,A15.000x,6,3,822.4480769230769,7528.807692307692,5637.726153846154,17861.418461538462,26
208,A15.000x,6,4,807.9091666666667,6692.172222222222,4828.931388888889,15886.817222222224,36
209,A15.000x,6,5,742.4717045454546,6403.171363636363,4596.82715909091,15696.563295454545,88
210,A15.000x,6,6,573.4929347826087,5999.774565217392,3954.0711956521736,14159.755760869566,92
211,A15.000x,6,8,734.8266666666667,6192.450384615385,4081.8973076923075,15427.97858974359,78
212,A15.000x,6,9,551.8126923076923,7380.364230769231,4136.304230769231,16812.769615384615,26
531,A16.200x,6,1,718.2054545454546,6580.525,2986.156818181818,13036.966363636364,44
532,A16.200x,6,2,802.1424074074074,6721.817407407408,3455.651851851852,14148.866296296297,54
533,A16.200x,6,3,1588.8593333333333,6797.713000000001,4027.2786666666666,16234.416333333333,60
534,A16.200x,6,4,1125.8063829787234,6433.540425531915,4684.661276595745,15615.828085106385,47
535,A16.200x,6,5,1165.429108910891,6790.700594059406,4193.181287128713,15411.037227722773,101
536,A16.200x,6,6,706.6643373493976,6669.58,3872.787228915663,15186.655903614457,83
537,A16.200x,6,8,673.3644444444445,6027.42987654321,3286.150740740741,12741.694814814815,81
538,A16.200x,6,9,750.1535714285714,7128.050357142857,4065.1467857142857,15684.270357142857,28
606,A16.500x,6,1,685.7366666666667,4553.9047619047615,1119.81,8974.439047619047,21
607,A16.500x,6,2,681.7404761904761,4480.880952380952,1378.1261904761905,9104.905714285715,21
610,A16.500x,6,5,778.008,5873.2568,1899.3316,11683.364,25
1085,A41.501,5,8,637.4886956521739,5230.154347826087,3140.6795652173914,12051.977391304346,23
1089,A41.501,6,5,1179.86375,8163.2,8968.5796875,23527.97375,32
1090,A41.501,6,6,2064.4778048780486,13587.174146341464,9620.300731707317,36681.19731707317,41
1091,A41.501,6,8,1864.9246666666666,9286.482666666667,5221.386166666666,23439.376833333336,60
1092,A41.501,6,9,1150.2357446808512,10688.564042553191,7165.835106382979,27265.730851063832,47
1118,A41.503,6,8,4604.502916666667,13562.568333333335,10388.600833333332,41993.86625,24
1119,A41.503,6,9,2481.754814814815,15926.893333333333,12936.524074074076,49939.56888888889,27
1208,A41.900,6,0,685.1565217391304,3598.791304347826,2466.890869565217,9756.429999999998,23
1213,A41.900,6,5,1352.2266,8912.5726,8604.669,27508.7254,50
1214,A41.900,6,6,1960.6148648648648,9312.784324324324,8286.554594594596,28436.429459459458,37
1215,A41.900,6,8,1030.7145,6881.3365,4798.71,19336.39925,40
1216,A41.900,6,9,1358.0385714285715,7178.568571428571,5496.549387755102,21224.247346938777,49
1237,A41.900x,5,8,1829.619090909091,12182.186363636363,9933.531363636364,36049.52545454546,22
1244,A41.900x,6,5,4199.622051282052,12304.085128205128,13545.513076923076,44361.68666666667,39
1245,A41.900x,6,6,3138.6659375,14621.1071875,11175.1425,39753.8040625,32
1246,A41.900x,6,8,3371.6650000000004,13417.962121212122,12021.075151515151,40317.14484848485,66
1247,A41.900x,6,9,3677.410724637681,14620.042753623187,10710.859710144927,42937.043913043475,69
1265,A41.901,3,8,933.9548148148148,6124.958888888889,7073.22962962963,20449.214444444446,27
1266,A41.901,3,9,767.98775,7238.5985,4968.44525,19784.2565,40
1273,A41.901,4,8,1153.9123684210526,5735.538421052632,6106.8223684210525,18600.562894736842,38
1274,A41.901,4,9,1034.9142857142856,8281.704642857143,8453.963928571427,24252.706785714287,28
1275,A41.901,5,0,302.27434782608697,1155.0217391304348,580.1526086956521,3359.5369565217393,23
1279,A41.901,5,5,1144.6699999999998,6490.282333333334,4682.1185,20136.369000000002,60
1280,A41.901,5,6,1302.7724137931034,6868.031379310345,5665.297068965517,21167.275689655173,58
1281,A41.901,5,8,1153.7741739130436,6538.416434782609,4893.740173913044,20330.77895652174,115
1282,A41.901,5,9,1075.325909090909,7001.451477272727,5058.537159090909,20962.549545454545,88
1283,A41.901,6,0,664.8468075117371,2993.916525821596,1892.0369014084506,8247.527417840376,213
1284,A41.901,6,1,802.6435294117647,6381.2379411764705,3340.5164705882353,14832.525294117646,34
1285,A41.901,6,2,2124.8555555555554,9827.379259259258,9591.837777777777,31932.645925925928,27
1286,A41.901,6,3,2937.197234042553,14435.287872340426,17830.51425531915,50659.95914893617,47
1287,A41.901,6,4,3772.055274725275,12601.5289010989,11952.987472527473,42712.725054945055,91
1288,A41.901,6,5,2730.281,11068.687039999999,8923.3004,32779.33228,250
