,医院类型,basy_zyzd_jbbm,basy_yydj,耗材费,count
0,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,一级未评等,576.0233333333333,3
1,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,三级乙等,323.3,3
2,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,三级未评等,234.3,1
3,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,三级甲等,2701.221875,16
4,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,二级未评等,3505.0,3
5,其他,(神经)鞘脂类代谢紊乱和其他脂贮积疾患,未评级未评等,663.0,1
6,其他,Q热,三级甲等,585.5975,4
7,其他,一氧化碳的毒性效应,三级乙等,485.83950000000004,40
8,其他,一氧化碳的毒性效应,三级未评等,460.38272727272727,11
9,其他,一氧化碳的毒性效应,三级甲等,1095.5696666666668,240
10,其他,一氧化碳的毒性效应,二级乙等,226.85,1
11,其他,一氧化碳的毒性效应,二级甲等,649.065,18
12,其他,三叉神经疾患,一级未评等,1320.81,5
13,其他,三叉神经疾患,三级乙等,9921.90674796748,123
14,其他,三叉神经疾患,三级未评等,3825.889722222222,36
15,其他,三叉神经疾患,三级甲等,13948.856015831134,1137
16,其他,三叉神经疾患,二级乙等,4070.4425,8
17,其他,三叉神经疾患,二级未评等,13902.698,15
18,其他,三叉神经疾患,二级甲等,4019.9683333333337,12
19,其他,三叉神经疾患,未评级未评等,2676.614,15
20,其他,上呼吸道的其他疾病,一级未评等,1339.4,2
21,其他,上呼吸道的其他疾病,一级甲等,326.3833333333333,6
22,其他,上呼吸道的其他疾病,三级乙等,1221.9834020618557,291
23,其他,上呼吸道的其他疾病,三级未评等,967.37968,125
24,其他,上呼吸道的其他疾病,三级甲等,1649.7611797752809,1780
25,其他,上呼吸道的其他疾病,二级乙等,1158.5956666666668,30
26,其他,上呼吸道的其他疾病,二级未评等,1091.8006878306878,189
27,其他,上呼吸道的其他疾病,二级甲等,898.4846575342466,73
28,其他,上呼吸道的其他疾病,未评级未评等,354.3777777777778,9
29,其他,上消化道的其他先天性畸形,三级乙等,536.4375,4
30,其他,上消化道的其他先天性畸形,三级甲等,3332.2737500000003,56
31,其他,上消化道的其他先天性畸形,二级未评等,2639.1875,16
32,其他,上消化道的其他先天性畸形,二级甲等,3337.245,2
33,其他,上肢单神经病,一级未评等,427.52666666666664,18
34,其他,上肢单神经病,一级甲等,427.1,2
35,其他,上肢单神经病,三级乙等,716.9815648854963,262
36,其他,上肢单神经病,三级未评等,4040.660853658537,82
37,其他,上肢单神经病,三级甲等,1762.599591503268,1224
38,其他,上肢单神经病,二级乙等,513.746923076923,13
39,其他,上肢单神经病,二级未评等,1354.218,10
40,其他,上肢单神经病,二级甲等,1708.682727272727,88
41,其他,上肢单神经病,未评级未评等,746.61,30
42,其他,上肢损伤后遗症,一级未评等,2511.099583333333,24
43,其他,上肢损伤后遗症,一级甲等,2522.831818181818,11
44,其他,上肢损伤后遗症,三级乙等,2209.9510784313725,102
45,其他,上肢损伤后遗症,三级未评等,1861.1814545454545,55
46,其他,上肢损伤后遗症,三级甲等,4209.0988209606985,229
47,其他,上肢损伤后遗症,二级乙等,3833.894333333333,30
48,其他,上肢损伤后遗症,二级未评等,4031.6666666666665,12
49,其他,上肢损伤后遗症,二级甲等,4194.5874747474745,99
50,其他,上肢损伤后遗症,未评级未评等,1291.7144827586208,58
51,其他,"上肢的其他损伤,水平未特指",一级未评等,485.0729166666667,24
52,其他,"上肢的其他损伤,水平未特指",一级甲等,411.044,10
53,其他,"上肢的其他损伤,水平未特指",三级乙等,996.7020253164558,79
54,其他,"上肢的其他损伤,水平未特指",三级未评等,791.444074074074,27
55,其他,"上肢的其他损伤,水平未特指",三级甲等,2022.6495945945946,148
56,其他,"上肢的其他损伤,水平未特指",二级乙等,1452.7488,25
57,其他,"上肢的其他损伤,水平未特指",二级未评等,1626.6457142857143,7
58,其他,"上肢的其他损伤,水平未特指",二级甲等,754.1945977011495,87
59,其他,"上肢的其他损伤,水平未特指",未评级未评等,812.5677777777778,27
60,其他,上肢短小缺陷,三级甲等,1617.25,1
61,其他,"上肢骨折,水平未特指",一级未评等,5733.7,1
62,其他,"上肢骨折,水平未特指",一级甲等,9429.17,1
63,其他,"上肢骨折,水平未特指",三级甲等,17579.16,1
64,其他,"上肢骨折,水平未特指",二级甲等,5226.47,1
65,其他,下泌尿道结石	,一级乙等,1263.8070212765958,47
66,其他,下泌尿道结石	,一级未评等,775.6934579439252,107
67,其他,下泌尿道结石	,一级甲等,969.7942857142858,105
68,其他,下泌尿道结石	,三级乙等,783.4449838187702,1236
69,其他,下泌尿道结石	,三级未评等,712.2177659574468,282
70,其他,下泌尿道结石	,三级甲等,1004.0860910518054,1911
71,其他,下泌尿道结石	,二级乙等,727.4095535714285,224
72,其他,下泌尿道结石	,二级未评等,689.7004000000001,100
73,其他,下泌尿道结石	,二级甲等,837.1833540372671,483
74,其他,下泌尿道结石	,未评级未评等,665.4917391304348,161
75,其他,下肢(不包括足)肌腱端病,一级未评等,289.2,1
76,其他,下肢(不包括足)肌腱端病,三级乙等,5403.705517241379,29
77,其他,下肢(不包括足)肌腱端病,三级未评等,5799.325000000001,4
78,其他,下肢(不包括足)肌腱端病,三级甲等,5113.442056074767,107
79,其他,下肢(不包括足)肌腱端病,二级乙等,881.025,2
80,其他,下肢(不包括足)肌腱端病,二级甲等,2329.0714285714284,7
81,其他,下肢(不包括足)肌腱端病,未评级未评等,889.76125,8
82,其他,下肢单神经病,一级未评等,359.2,2
83,其他,下肢单神经病,一级甲等,241.95,2
84,其他,下肢单神经病,三级乙等,803.1505882352941,17
85,其他,下肢单神经病,三级未评等,924.6057142857143,7
86,其他,下肢单神经病,三级甲等,1672.7388461538462,78
87,其他,下肢单神经病,二级乙等,265.76,1
88,其他,下肢单神经病,二级未评等,1743.5633333333335,3
89,其他,下肢单神经病,二级甲等,951.256,5
90,其他,下肢单神经病,未评级未评等,564.4,2
91,其他,下肢损伤后遗症,一级未评等,6274.116562499999,32
92,其他,下肢损伤后遗症,一级甲等,15373.82625,8
93,其他,下肢损伤后遗症,三级乙等,6337.338623188406,138
94,其他,下肢损伤后遗症,三级未评等,9398.42625,40
95,其他,下肢损伤后遗症,三级甲等,7457.648070866142,254
96,其他,下肢损伤后遗症,二级乙等,7667.62,28
97,其他,下肢损伤后遗症,二级未评等,9444.035714285714,14
98,其他,下肢损伤后遗症,二级甲等,7410.611549295775,71
99,其他,下肢损伤后遗症,未评级未评等,3487.6766666666667,60
100,其他,"下肢溃疡,不可归类在他处者",一级乙等,1821.35,1
101,其他,"下肢溃疡,不可归类在他处者",一级未评等,4199.13,3
102,其他,"下肢溃疡,不可归类在他处者",一级甲等,1068.915,6
103,其他,"下肢溃疡,不可归类在他处者",三级乙等,2209.187016129032,124
104,其他,"下肢溃疡,不可归类在他处者",三级未评等,4802.5,14
105,其他,"下肢溃疡,不可归类在他处者",三级甲等,3458.952182163188,527
106,其他,"下肢溃疡,不可归类在他处者",二级乙等,1419.7747826086957,23
107,其他,"下肢溃疡,不可归类在他处者",二级未评等,2150.8828205128207,39
108,其他,"下肢溃疡,不可归类在他处者",二级甲等,1594.1195833333334,24
109,其他,"下肢溃疡,不可归类在他处者",未评级未评等,1530.866,5
110,其他,"下肢的其他损伤,水平未特指",一级乙等,452.8,2
111,其他,"下肢的其他损伤,水平未特指",一级未评等,372.40109589041094,73
112,其他,"下肢的其他损伤,水平未特指",一级甲等,1534.173846153846,13
113,其他,"下肢的其他损伤,水平未特指",三级乙等,1754.75664,125
114,其他,"下肢的其他损伤,水平未特指",三级未评等,3521.7187179487178,39
115,其他,"下肢的其他损伤,水平未特指",三级甲等,2303.7535294117647,255
116,其他,"下肢的其他损伤,水平未特指",二级乙等,1103.8875,24
117,其他,"下肢的其他损伤,水平未特指",二级未评等,4963.573636363636,11
118,其他,"下肢的其他损伤,水平未特指",二级甲等,1177.3455752212387,113
119,其他,"下肢的其他损伤,水平未特指",未评级未评等,415.325,48
120,其他,下肢短小缺陷,三级甲等,1961.44,7
121,其他,下肢静脉曲张,一级乙等,321.70695652173913,23
122,其他,下肢静脉曲张,一级未评等,461.4727272727273,154
123,其他,下肢静脉曲张,一级甲等,444.64660550458717,109
124,其他,下肢静脉曲张,三级乙等,1012.8864893244663,2857
125,其他,下肢静脉曲张,三级未评等,1282.8353833865815,626
126,其他,下肢静脉曲张,三级甲等,3325.422909177366,10515
127,其他,下肢静脉曲张,二级乙等,1430.5465287356321,435
128,其他,下肢静脉曲张,二级未评等,826.6450573888092,2788
129,其他,下肢静脉曲张,二级甲等,1358.7241976620617,941
130,其他,下肢静脉曲张,未评级未评等,560.8074051896208,501
131,其他,"下肢骨折,水平未特指",一级未评等,327.705,2
132,其他,"下肢骨折,水平未特指",三级乙等,1002.87,1
133,其他,"下肢骨折,水平未特指",三级未评等,1421.38,1
134,其他,"下肢骨折,水平未特指",三级甲等,201.37,1
135,其他,"下肢骨折,水平未特指",二级乙等,596.85,1
136,其他,"下肢骨折,水平未特指",二级甲等,310.9,1
137,其他,"下肢骨折,水平未特指",未评级未评等,1039.6266666666668,3
138,其他,不适和疲劳,三级乙等,667.9546511627907,43
139,其他,不适和疲劳,三级未评等,382.8288888888889,9
140,其他,不适和疲劳,三级甲等,607.9121052631579,76
141,其他,不适和疲劳,二级乙等,492.96,1
142,其他,不适和疲劳,二级甲等,268.55,2
143,其他,与人工授精有关的并发症	,三级乙等,1112.5,1
144,其他,与人工授精有关的并发症	,三级甲等,771.2272727272727,33
145,其他,与人工授精有关的并发症	,二级未评等,458.69000000000005,1
146,其他,与使用、过度使用和压迫有关的软组织疾患,一级未评等,233.09499999999997,4
147,其他,与使用、过度使用和压迫有关的软组织疾患,三级乙等,589.323125,80
148,其他,与使用、过度使用和压迫有关的软组织疾患,三级未评等,358.779,10
149,其他,与使用、过度使用和压迫有关的软组织疾患,三级甲等,900.3403738317757,107
150,其他,与使用、过度使用和压迫有关的软组织疾患,二级乙等,511.9283333333333,6
151,其他,与使用、过度使用和压迫有关的软组织疾患,二级甲等,1056.4513333333334,15
152,其他,与使用、过度使用和压迫有关的软组织疾患,未评级未评等,309.6657142857143,7
153,其他,与依赖于照料人员有关的问题,三级甲等,19571.84,1
154,其他,与其他严重缺陷有关的免疫缺陷,三级甲等,1507.054705882353,17
155,其他,与分娩有关的乳房感染	,三级乙等,837.6925,8
156,其他,与分娩有关的乳房感染	,三级未评等,396.58,1
157,其他,与分娩有关的乳房感染	,三级甲等,674.3526530612245,49
158,其他,与分娩有关的乳房感染	,二级乙等,444.97,1
159,其他,与分娩有关的乳房感染	,二级甲等,277.62,2
160,其他,与医疗设施和其他卫生保健有关的问题,二级未评等,886.05,1
161,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,一级甲等,246.15,1
162,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,三级乙等,1887.3904166666669,48
163,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,三级未评等,614.8666666666667,3
164,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,三级甲等,3132.5751336898397,187
165,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,二级乙等,4066.405,4
166,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,二级甲等,864.2850000000001,4
167,其他,与女性生殖器官和月经周期有关的疼痛和其他情况	,未评级未评等,508.1266666666667,3
168,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",一级甲等,292.34,1
169,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",三级乙等,354.36475806451614,124
170,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",三级未评等,992.9411267605635,71
171,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",三级甲等,1790.915419619545,2681
172,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",二级乙等,217.52,1
173,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",二级未评等,331.17391304347825,23
174,其他,"与孕期短和低出生体重有关的疾患,不可归类在他处者",二级甲等,525.7785869565217,92
175,其他,与孕期长和高出生体重有关的疾患,三级未评等,530.3199999999999,2
176,其他,与孕期长和高出生体重有关的疾患,三级甲等,229.75,1
177,其他,与孕期长和高出生体重有关的疾患,未评级未评等,247.275,2
178,其他,与排尿有关的疼痛,三级乙等,348.525,4
179,其他,与排尿有关的疼痛,三级未评等,350.47166666666664,6
180,其他,与排尿有关的疼痛,三级甲等,3016.65875,8
181,其他,与有毒动物接触的毒性效应,一级未评等,632.5500000000001,2
182,其他,与有毒动物接触的毒性效应,三级乙等,1218.3331343283583,67
183,其他,与有毒动物接触的毒性效应,三级未评等,2729.4049999999997,8
184,其他,与有毒动物接触的毒性效应,三级甲等,1639.1768774703557,253
185,其他,与有毒动物接触的毒性效应,二级乙等,350.554,5
186,其他,与有毒动物接触的毒性效应,二级甲等,573.2370833333333,48
187,其他,与有毒动物接触的毒性效应,未评级未评等,524.0007692307693,13
188,其他,与某些心理社会情况有关的问题,三级乙等,288.46000000000004,1
189,其他,与某些心理社会情况有关的问题,二级甲等,336.784,5
190,其他,与淋巴网状组织和网状组织细胞系统的某些疾病,三级乙等,259.16333333333336,3
191,其他,与淋巴网状组织和网状组织细胞系统的某些疾病,三级未评等,986.3754545454544,11
192,其他,与淋巴网状组织和网状组织细胞系统的某些疾病,三级甲等,3408.4584615384615,247
193,其他,与淋巴网状组织和网状组织细胞系统的某些疾病,二级乙等,360.14,1
194,其他,严重应激反应及适应障碍,三级乙等,282.0,2
195,其他,严重应激反应及适应障碍,三级甲等,341.75100000000003,10
196,其他,中度和轻度蛋白质-能量营养不良,一级甲等,289.0,1
197,其他,中度和轻度蛋白质-能量营养不良,三级乙等,437.504,5
198,其他,中度和轻度蛋白质-能量营养不良,三级未评等,562.2646153846154,13
199,其他,中度和轻度蛋白质-能量营养不良,三级甲等,630.28,56
200,其他,中度和轻度蛋白质-能量营养不良,二级乙等,259.3,1
201,其他,中度精神发育迟缓,三级甲等,329.7,3
202,其他,中度精神发育迟缓,未评级未评等,288.0,1
203,其他,中枢神经系统炎性疾病的后遗症,三级乙等,404.27,1
204,其他,中枢神经系统炎性疾病的后遗症,三级未评等,976.2575,4
205,其他,中枢神经系统炎性疾病的后遗症,三级甲等,2924.6966666666667,6
206,其他,中枢神经系统炎性疾病的后遗症,二级未评等,2915.66,8
207,其他,中枢神经系统炎性疾病的后遗症,未评级未评等,457.47,2
208,其他,中枢神经系统的其他产伤,三级甲等,280.0,1
209,其他,中枢神经系统的其他疾患,三级乙等,4101.677142857143,7
210,其他,中枢神经系统的其他疾患,三级未评等,1674.7342857142855,28
211,其他,中枢神经系统的其他疾患,三级甲等,5572.788783783783,148
212,其他,中枢神经系统的其他疾患,二级未评等,5392.167142857143,7
213,其他,中枢神经系统的其他疾患,二级甲等,235.03500000000003,2
214,其他,中枢神经系统的其他疾患,未评级未评等,2191.51,1
215,其他,中枢神经系统的其他脱髓鞘疾病,一级未评等,232.5,2
216,其他,中枢神经系统的其他脱髓鞘疾病,一级甲等,395.5153846153846,52
217,其他,中枢神经系统的其他脱髓鞘疾病,三级乙等,386.15111111111105,9
218,其他,中枢神经系统的其他脱髓鞘疾病,三级未评等,453.4442105263158,19
219,其他,中枢神经系统的其他脱髓鞘疾病,三级甲等,859.3773,100
220,其他,中枢神经系统的其他脱髓鞘疾病,二级乙等,419.67,9
221,其他,中枢神经系统的其他脱髓鞘疾病,二级未评等,562.88,1
222,其他,中枢神经系统的其他脱髓鞘疾病,二级甲等,360.75333333333333,3
223,其他,中枢神经系统的其他脱髓鞘疾病,未评级未评等,398.63513513513516,37
224,其他,中枢神经系统的非典型病毒感染,三级乙等,218.3,1
225,其他,中枢神经系统的非典型病毒感染,三级未评等,9853.6375,4
226,其他,中枢神经系统的非典型病毒感染,三级甲等,749.6144,25
227,其他,中枢神经系统诊断性影像检查的异常所见,一级未评等,246.75,2
228,其他,中枢神经系统诊断性影像检查的异常所见,三级乙等,791.0811797752809,178
229,其他,中枢神经系统诊断性影像检查的异常所见,三级未评等,847.9714617169374,431
230,其他,中枢神经系统诊断性影像检查的异常所见,三级甲等,2141.5040581542353,791
231,其他,中枢神经系统诊断性影像检查的异常所见,二级乙等,420.0575,8
232,其他,中枢神经系统诊断性影像检查的异常所见,二级未评等,3136.6134782608697,23
233,其他,中枢神经系统诊断性影像检查的异常所见,二级甲等,544.3410526315789,190
234,其他,中枢神经系统诊断性影像检查的异常所见,未评级未评等,344.48125,8
235,其他,中毒性肝病,一级甲等,302.0,1
236,其他,中毒性肝病,三级乙等,884.9807272727272,55
237,其他,中毒性肝病,三级未评等,1026.025294117647,17
238,其他,中毒性肝病,三级甲等,2717.628686327078,373
239,其他,中毒性肝病,二级乙等,357.9666666666667,3
240,其他,中毒性肝病,二级甲等,410.24,4
241,其他,中毒性肝病,未评级未评等,5546.342500000001,4
242,其他,中毒性脑病,三级乙等,1097.8797435897436,39
243,其他,中毒性脑病,三级未评等,1104.4270000000001,10
244,其他,中毒性脑病,三级甲等,1113.3452397260273,292
245,其他,中毒性脑病,二级乙等,267.85,2
246,其他,中毒性脑病,二级未评等,814.0300000000001,3
247,其他,中毒性脑病,二级甲等,1224.2346666666667,15
248,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,一级未评等,224.865,4
249,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,一级甲等,285.91999999999996,5
250,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,三级乙等,3548.416902173913,184
251,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,三级未评等,1305.5632558139534,86
252,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,三级甲等,5884.324135490395,989
253,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,二级乙等,557.046,5
254,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,二级未评等,603.7199999999999,3
255,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,二级甲等,1468.1347368421054,38
256,其他,中耳、呼吸和胸腔内器官动态未定或动态未知的肿瘤,未评级未评等,412.30756756756756,37
257,其他,中耳和乳突的其他疾患,三级乙等,350.975,2
258,其他,中耳和乳突的其他疾患,三级未评等,3287.4179166666668,24
259,其他,中耳和乳突的其他疾患,三级甲等,3115.5245488721807,266
260,其他,中耳和乳突的其他疾患,二级乙等,1814.5,1
261,其他,中耳和乳突的其他疾患,二级未评等,1124.73,1
262,其他,中耳和乳突的其他疾患,未评级未评等,349.78000000000003,1
263,其他,中耳和呼吸系统原位癌,三级乙等,13701.131956521738,92
264,其他,中耳和呼吸系统原位癌,三级未评等,7688.332608695652,46
265,其他,中耳和呼吸系统原位癌,三级甲等,15997.029002079002,962
266,其他,中耳和呼吸系统原位癌,二级甲等,38909.59,1
267,其他,中耳和呼吸系统原位癌,未评级未评等,448.01,2
268,其他,中耳和呼吸系统良性肿瘤,三级乙等,6415.690427046264,281
269,其他,中耳和呼吸系统良性肿瘤,三级未评等,1817.9435,120
270,其他,中耳和呼吸系统良性肿瘤,三级甲等,6944.25227586207,1595
271,其他,中耳和呼吸系统良性肿瘤,二级乙等,1224.3272,25
272,其他,中耳和呼吸系统良性肿瘤,二级甲等,1586.4335849056604,53
273,其他,中耳和呼吸系统良性肿瘤,未评级未评等,657.9,2
274,其他,中耳胆脂瘤,三级乙等,1177.933125,64
275,其他,中耳胆脂瘤,三级未评等,2863.7313114754097,61
276,其他,中耳胆脂瘤,三级甲等,2835.679109907121,1292
277,其他,中耳胆脂瘤,二级乙等,543.8466666666667,6
278,其他,中耳胆脂瘤,二级未评等,958.2191304347826,23
279,其他,中耳胆脂瘤,二级甲等,421.2005555555556,18
280,其他,中耳胆脂瘤,未评级未评等,404.02,3
281,其他,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,三级乙等,607.69,1
282,其他,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,三级未评等,483.4,1
283,其他,临床症状不明显[亚临床]的碘缺乏性甲状腺功能减退症,三级甲等,210.01,1
284,其他,丹毒,一级未评等,253.1,2
285,其他,丹毒,三级乙等,285.34499999999997,14
286,其他,丹毒,三级未评等,307.75374999999997,8
287,其他,丹毒,三级甲等,391.3974285714285,105
288,其他,丹毒,二级乙等,239.6,3
289,其他,丹毒,二级甲等,307.6525,12
290,其他,丹毒,未评级未评等,320.1666666666667,3
291,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,一级甲等,362.6875,4
292,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,三级乙等,730.4526904761905,840
293,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,三级未评等,819.3069784172661,139
294,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,三级甲等,1115.2724503908598,3326
295,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,二级乙等,464.3488,50
296,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,二级未评等,791.7414285714285,112
297,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,二级甲等,605.1818727915195,283
298,其他,为主要与妊娠有关的其他情况给予的孕产妇医疗	,未评级未评等,484.1654545454545,44
299,其他,为其他原因接受的检查和观察,三级甲等,312.515,4
300,其他,"为其他咨询和医疗指导而与保健机构接触的人,不可归类在他处者",三级甲等,2157.13,2
301,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,一级甲等,567.9,1
302,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,三级乙等,715.1762822580645,1240
303,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,三级未评等,756.2830078125,256
304,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,三级甲等,1124.3007845540913,3263
305,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,二级乙等,511.945,84
306,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,二级未评等,899.3761904761905,63
307,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,二级甲等,604.3433034111312,557
308,其他,为其他已知或可疑的胎儿问题给予的孕产妇医疗	,未评级未评等,484.1613725490196,51
309,其他,为可疑疾病和情况接受的医疗观察和评价,一级未评等,278.8,3
310,其他,为可疑疾病和情况接受的医疗观察和评价,三级乙等,1033.3789407407407,1350
311,其他,为可疑疾病和情况接受的医疗观察和评价,三级未评等,977.4336312849161,179
312,其他,为可疑疾病和情况接受的医疗观察和评价,三级甲等,966.763001912046,4707
313,其他,为可疑疾病和情况接受的医疗观察和评价,二级乙等,1065.4219607843138,51
314,其他,为可疑疾病和情况接受的医疗观察和评价,二级未评等,621.9339130434782,23
315,其他,为可疑疾病和情况接受的医疗观察和评价,二级甲等,992.713090909091,110
316,其他,为可疑疾病和情况接受的医疗观察和评价,未评级未评等,703.2266666666666,3
317,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,一级乙等,227.58,5
318,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,一级甲等,473.4812844036697,109
319,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,三级乙等,738.6763897216274,7005
320,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,三级未评等,814.8636462093862,1385
321,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,三级甲等,1182.9486418039896,17295
322,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,二级乙等,584.3895278969958,699
323,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,二级未评等,1072.2792015209127,789
324,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,二级甲等,631.5565664961637,3128
325,其他,为已知或可疑盆腔器官异常给予的孕产妇医疗	,未评级未评等,531.7955687203792,422
326,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,一级甲等,449.2316666666666,6
327,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,三级乙等,758.489347133758,628
328,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,三级未评等,1149.859705882353,102
329,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,三级甲等,1261.7648131170663,2836
330,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,二级乙等,486.511186440678,59
331,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,二级未评等,1212.2711688311688,77
332,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,二级甲等,619.6060855263158,304
333,其他,为已知或可疑胎儿先露异常给予的孕产妇医疗	,未评级未评等,517.0859999999999,35
334,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,三级乙等,516.1230188679245,53
335,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,三级未评等,634.2122222222222,9
336,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,三级甲等,757.8529531568228,491
337,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,二级乙等,921.4,1
338,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,二级未评等,833.1327777777777,18
339,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,二级甲等,420.59117647058827,17
340,其他,为已知或可疑胎儿异常和损害给予的孕产妇医疗	,未评级未评等,327.1766666666667,3
341,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,一级甲等,529.91,2
342,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,三级乙等,676.6346975546976,777
343,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,三级未评等,986.9636956521739,92
344,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,三级甲等,1213.6784229390682,2232
345,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,二级乙等,415.8286597938144,97
346,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,二级未评等,2319.612666666667,30
347,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,二级甲等,605.5092482915718,439
348,其他,为已知或可疑胎盆不称给予的孕产妇医疗	,未评级未评等,546.3340000000001,25
349,其他,为抗某些单一的病毒性疾病采取必要的免疫,三级甲等,505.18,1
350,其他,"为特殊操作而与保健机构接触的人,但操作未进行",三级甲等,320.0,1
351,其他,主动脉瓣和二尖瓣先天性畸形,三级未评等,10678.905999999999,5
352,其他,主动脉瓣和二尖瓣先天性畸形,三级甲等,30452.20810526316,95
353,其他,主动脉瘤和主动脉夹层,一级未评等,221.53333333333333,3
354,其他,主动脉瘤和主动脉夹层,一级甲等,433.98,1
355,其他,主动脉瘤和主动脉夹层,三级乙等,26039.10225,240
356,其他,主动脉瘤和主动脉夹层,三级未评等,9461.20875,72
357,其他,主动脉瘤和主动脉夹层,三级甲等,63469.49027378027,2849
358,其他,主动脉瘤和主动脉夹层,二级乙等,17660.524,5
359,其他,主动脉瘤和主动脉夹层,二级未评等,262.06,1
360,其他,主动脉瘤和主动脉夹层,二级甲等,10031.874800000001,25
361,其他,主动脉瘤和主动脉夹层,未评级未评等,386.99800000000005,5
362,其他,"主要为全身性和血液学的制剂中毒,不可归类在他处者",三级乙等,899.4266666666666,3
363,其他,"主要为全身性和血液学的制剂中毒,不可归类在他处者",三级甲等,761.5022222222223,9
364,其他,主要为非药用物质毒性效应的后遗症,二级未评等,1105.56,1
365,其他,主要为非药用物质毒性效应的后遗症,二级甲等,207.3,1
366,其他,主要作用于平滑肌和骨骼肌及呼吸系统的制剂中毒,三级乙等,1719.1825,4
367,其他,主要作用于平滑肌和骨骼肌及呼吸系统的制剂中毒,三级甲等,2212.121,20
368,其他,主要作用于平滑肌和骨骼肌及呼吸系统的制剂中毒,未评级未评等,210.6,1
369,其他,主要影响心血管系统的制剂中毒,三级乙等,1869.6795000000002,20
370,其他,主要影响心血管系统的制剂中毒,三级未评等,1723.9766666666667,3
