,医院类型,basy_zyzd_jbbm,basy_yydj,耗材费,count
3131,其他,宫颈炎性疾病	,三级甲等,638.2596,150
3132,其他,宫颈炎性疾病	,二级乙等,396.9204109589041,73
3133,其他,宫颈炎性疾病	,二级未评等,390.15999999999997,2
3134,其他,宫颈炎性疾病	,二级甲等,517.133,30
3135,其他,宫颈炎性疾病	,未评级未评等,246.6336956521739,46
3136,其他,宫颈糜烂和外翻	,一级乙等,265.47,8
3137,其他,宫颈糜烂和外翻	,一级未评等,235.07399999999998,5
3138,其他,宫颈糜烂和外翻	,一级甲等,237.825,2
3139,其他,宫颈糜烂和外翻	,三级乙等,267.93333333333334,3
3140,其他,宫颈糜烂和外翻	,三级甲等,950.1120000000001,5
3141,其他,宫颈糜烂和外翻	,二级乙等,328.5968181818182,22
3142,其他,宫颈糜烂和外翻	,二级甲等,416.675,4
3143,其他,宫颈糜烂和外翻	,未评级未评等,271.55,17
3144,其他,对人工造口的维护,一级未评等,792.7533333333332,6
3145,其他,对人工造口的维护,一级甲等,2638.5766666666664,3
3146,其他,对人工造口的维护,三级乙等,3092.056240208877,766
3147,其他,对人工造口的维护,三级未评等,1687.3317567567567,296
3148,其他,对人工造口的维护,三级甲等,6443.462398295234,2581
3149,其他,对人工造口的维护,二级乙等,3372.568333333333,24
3150,其他,对人工造口的维护,二级未评等,359.21655963302754,218
3151,其他,对人工造口的维护,二级甲等,1898.7086486486487,111
3152,其他,对人工造口的维护,未评级未评等,2313.0111111111114,9
3153,其他,"对精神有影响的药物中毒,不可归类在他处者",三级乙等,3263.1278666666667,75
3154,其他,"对精神有影响的药物中毒,不可归类在他处者",三级未评等,1841.0559999999998,10
3155,其他,"对精神有影响的药物中毒,不可归类在他处者",三级甲等,2815.013900414938,241
3156,其他,"对精神有影响的药物中毒,不可归类在他处者",二级甲等,1945.9375,8
3157,其他,小头畸形,三级甲等,80371.3,1
3158,其他,小肠先天性缺如、闭锁和狭窄,三级甲等,6614.2815,40
3159,其他,小肠恶性肿瘤,一级未评等,361.65,2
3160,其他,小肠恶性肿瘤,三级乙等,8663.751414141414,99
3161,其他,小肠恶性肿瘤,三级未评等,2380.359142857143,70
3162,其他,小肠恶性肿瘤,三级甲等,11780.210314371257,668
3163,其他,小肠恶性肿瘤,二级乙等,8542.91,3
3164,其他,小肠恶性肿瘤,二级未评等,5185.839999999999,2
3165,其他,小肠恶性肿瘤,二级甲等,4054.5150000000003,10
3166,其他,小肠恶性肿瘤,未评级未评等,483.28,2
3167,其他,小腿(包括踝)骨折,一级乙等,6694.65294117647,85
3168,其他,小腿(包括踝)骨折,一级未评等,5076.112530241935,992
3169,其他,小腿(包括踝)骨折,一级甲等,6349.062864321608,398
3170,其他,小腿(包括踝)骨折,三级乙等,4540.173168502202,9080
3171,其他,小腿(包括踝)骨折,三级未评等,5157.99345597105,1658
3172,其他,小腿(包括踝)骨折,三级甲等,6453.989767137625,15288
3173,其他,小腿(包括踝)骨折,二级乙等,4957.524076628352,1305
3174,其他,小腿(包括踝)骨折,二级未评等,5663.804613180516,349
3175,其他,小腿(包括踝)骨折,二级甲等,4424.989936639118,3630
3176,其他,小腿(包括踝)骨折,未评级未评等,3042.1671691542288,2010
3177,其他,小腿其他和未特指的损伤,一级未评等,492.0,1
3178,其他,小腿其他和未特指的损伤,三级乙等,2368.145,8
3179,其他,小腿其他和未特指的损伤,三级未评等,1988.93,1
3180,其他,小腿其他和未特指的损伤,三级甲等,4374.313157894737,19
3181,其他,小腿其他和未特指的损伤,二级乙等,501.35,1
3182,其他,小腿其他和未特指的损伤,二级未评等,8146.3150000000005,2
3183,其他,小腿其他和未特指的损伤,二级甲等,728.4939999999999,5
3184,其他,小腿其他和未特指的损伤,未评级未评等,217.9,1
3185,其他,小腿创伤性切断,三级乙等,11275.797142857144,7
3186,其他,小腿创伤性切断,三级甲等,33473.64395348837,43
3187,其他,小腿创伤性切断,二级甲等,2812.6800000000003,2
3188,其他,小腿开放性伤口,一级未评等,331.8,2
3189,其他,小腿开放性伤口,一级甲等,908.5799999999999,2
3190,其他,小腿开放性伤口,三级乙等,1291.0976333333333,300
3191,其他,小腿开放性伤口,三级未评等,2452.4732894736844,76
3192,其他,小腿开放性伤口,三级甲等,3405.014424635332,617
3193,其他,小腿开放性伤口,二级乙等,1426.2228846153846,52
3194,其他,小腿开放性伤口,二级未评等,9169.09090909091,11
3195,其他,小腿开放性伤口,二级甲等,1878.3870588235295,136
3196,其他,小腿开放性伤口,未评级未评等,1062.1468965517242,29
3197,其他,小腿挤压伤,一级甲等,423.0,1
3198,其他,小腿挤压伤,三级乙等,733.9457142857143,14
3199,其他,小腿挤压伤,三级未评等,907.46,1
3200,其他,小腿挤压伤,三级甲等,15278.815217391304,23
3201,其他,小腿挤压伤,二级乙等,6541.15,1
3202,其他,小腿挤压伤,二级未评等,316.21,1
3203,其他,小腿挤压伤,二级甲等,292.3233333333333,3
3204,其他,小腿挤压伤,未评级未评等,624.8000000000001,1
3205,其他,小腿浅表损伤,一级未评等,299.88,20
3206,其他,小腿浅表损伤,一级甲等,418.40000000000003,3
3207,其他,小腿浅表损伤,三级乙等,729.5766666666666,153
3208,其他,小腿浅表损伤,三级未评等,639.480625,32
3209,其他,小腿浅表损伤,三级甲等,1428.398155737705,244
3210,其他,小腿浅表损伤,二级乙等,879.2953846153846,26
3211,其他,小腿浅表损伤,二级未评等,458.92499999999995,2
3212,其他,小腿浅表损伤,二级甲等,975.8588059701493,67
3213,其他,小腿浅表损伤,未评级未评等,638.293870967742,31
3214,其他,尿布皮炎,三级甲等,831.9100000000001,1
3215,其他,尿潴留,一级乙等,279.84,1
3216,其他,尿潴留,一级未评等,1681.345,10
3217,其他,尿潴留,一级甲等,864.46,3
3218,其他,尿潴留,三级乙等,751.5545833333334,48
3219,其他,尿潴留,三级未评等,914.5931578947369,19
3220,其他,尿潴留,三级甲等,787.4824475524476,143
3221,其他,尿潴留,二级乙等,606.4783333333334,6
3222,其他,尿潴留,二级未评等,320.9,2
3223,其他,尿潴留,二级甲等,526.4306451612904,31
3224,其他,尿潴留,未评级未评等,785.5980000000001,10
3225,其他,尿的其他异常所见,三级未评等,266.06,1
3226,其他,尿的其他异常所见,三级甲等,3534.36,1
3227,其他,尿道下裂,三级乙等,557.45,2
3228,其他,尿道下裂,三级未评等,519.925,2
3229,其他,尿道下裂,三级甲等,1559.815236294896,529
3230,其他,尿道下裂,二级甲等,943.505,4
3231,其他,尿道下裂,未评级未评等,1511.12,1
3232,其他,尿道炎和尿道综合征	,一级未评等,209.77,1
3233,其他,尿道炎和尿道综合征	,三级乙等,456.5536363636364,11
3234,其他,尿道炎和尿道综合征	,三级未评等,413.24,3
3235,其他,尿道炎和尿道综合征	,三级甲等,596.994,50
3236,其他,尿道炎和尿道综合征	,二级未评等,343.872,5
3237,其他,尿道炎和尿道综合征	,二级甲等,297.23,4
3238,其他,尿道炎和尿道综合征	,未评级未评等,265.17125,8
3239,其他,尿道狭窄	,一级未评等,614.0209090909091,11
3240,其他,尿道狭窄	,一级甲等,744.6800000000001,5
3241,其他,尿道狭窄	,三级乙等,1294.6963033175355,211
3242,其他,尿道狭窄	,三级未评等,1421.595681818182,88
3243,其他,尿道狭窄	,三级甲等,1835.2654098360656,671
3244,其他,尿道狭窄	,二级乙等,1736.8426666666667,15
3245,其他,尿道狭窄	,二级未评等,6113.338571428571,7
3246,其他,尿道狭窄	,二级甲等,1390.0364814814816,54
3247,其他,尿道狭窄	,未评级未评等,967.3066666666667,6
3248,其他,尿道的其他疾患	,一级乙等,292.2,1
3249,其他,尿道的其他疾患	,一级未评等,282.414375,16
3250,其他,尿道的其他疾患	,一级甲等,299.02750000000003,8
3251,其他,尿道的其他疾患	,三级乙等,504.3757910447762,335
3252,其他,尿道的其他疾患	,三级未评等,469.1037113402062,97
3253,其他,尿道的其他疾患	,三级甲等,685.8640235294118,850
3254,其他,尿道的其他疾患	,二级乙等,330.7629268292683,41
3255,其他,尿道的其他疾患	,二级未评等,485.0736842105263,19
3256,其他,尿道的其他疾患	,二级甲等,574.9636800000001,125
3257,其他,尿道的其他疾患	,未评级未评等,518.820625,32
3258,其他,局部多脂症,一级乙等,422.225,2
3259,其他,局部多脂症,一级甲等,247.73333333333335,3
3260,其他,局部多脂症,三级乙等,1768.8273333333336,15
3261,其他,局部多脂症,三级未评等,2063.5449122807017,57
3262,其他,局部多脂症,三级甲等,1620.4576623376624,77
3263,其他,局部多脂症,二级未评等,557.61,2
3264,其他,局部多脂症,二级甲等,587.74,11
3265,其他,局部多脂症,未评级未评等,5739.100404411765,272
3266,其他,"局限于皮肤的血管炎,不可归类在他处者",三级乙等,345.82500000000005,2
3267,其他,"局限于皮肤的血管炎,不可归类在他处者",三级甲等,373.8916363636364,55
3268,其他,"局限于皮肤的血管炎,不可归类在他处者",二级未评等,455.4466666666667,3
3269,其他,屈光和调节疾患,三级未评等,504.0566666666667,21
3270,其他,屈光和调节疾患,三级甲等,1830.9511424100158,1278
3271,其他,屈光和调节疾患,二级未评等,5002.892857142857,7
3272,其他,屈光和调节疾患,二级甲等,331.66,1
3273,其他,巨细胞病毒病,三级乙等,659.8533333333334,3
3274,其他,巨细胞病毒病,三级未评等,404.19428571428574,7
3275,其他,巨细胞病毒病,三级甲等,1470.4599999999998,74
3276,其他,巩膜疾患,一级甲等,309.9,1
3277,其他,巩膜疾患,三级乙等,4108.0199999999995,2
3278,其他,巩膜疾患,三级未评等,5209.09,43
3279,其他,巩膜疾患,三级甲等,1857.2393333333334,15
3280,其他,巩膜疾患,二级未评等,1392.12,1
3281,其他,巴尔通体病,三级甲等,1847.65,1
3282,其他,布氏菌病,三级乙等,852.8066666666667,9
3283,其他,布氏菌病,三级未评等,2112.1475,4
3284,其他,布氏菌病,三级甲等,3255.215,74
3285,其他,布氏菌病,二级甲等,202.86,1
3286,其他,帕金森病,一级甲等,400.9166666666667,6
3287,其他,帕金森病,三级乙等,2657.0532558139535,86
3288,其他,帕金森病,三级未评等,7014.613913043478,184
3289,其他,帕金森病,三级甲等,37933.05810623556,866
3290,其他,帕金森病,二级乙等,321.5,3
3291,其他,帕金森病,二级未评等,2412.7332142857144,112
3292,其他,帕金森病,二级甲等,377.60181818181815,22
3293,其他,帕金森病,未评级未评等,260.09000000000003,4
3294,其他,带状疱疹,一级乙等,327.25,3
3295,其他,带状疱疹,一级未评等,459.5384337349398,83
3296,其他,带状疱疹,一级甲等,400.78588235294114,17
3297,其他,带状疱疹,三级乙等,1550.6257742402315,691
3298,其他,带状疱疹,三级未评等,660.8387610619469,226
3299,其他,带状疱疹,三级甲等,1926.5022070223438,4386
3300,其他,带状疱疹,二级乙等,406.43851851851855,54
3301,其他,带状疱疹,二级未评等,1170.6471428571429,21
3302,其他,带状疱疹,二级甲等,488.6516666666667,234
3303,其他,带状疱疹,未评级未评等,592.7815846994536,183
3304,其他,"常染色体的单体性和缺失,不可归类在他处者",三级甲等,259.1,1
3305,其他,"常染色体的单体性和缺失,不可归类在他处者",二级甲等,804.8,1
3306,其他,常见变异型免疫缺陷,三级甲等,736.7975,4
3307,其他,并指[趾]畸形,一级未评等,231.5,1
3308,其他,并指[趾]畸形,一级甲等,617.5,1
3309,其他,并指[趾]畸形,三级乙等,669.462380952381,21
3310,其他,并指[趾]畸形,三级未评等,1753.9245454545455,11
3311,其他,并指[趾]畸形,三级甲等,1848.6345081967213,244
3312,其他,并指[趾]畸形,二级乙等,991.2014285714286,7
3313,其他,并指[趾]畸形,二级未评等,289.31,2
3314,其他,并指[趾]畸形,二级甲等,940.6754545454546,11
3315,其他,并指[趾]畸形,未评级未评等,890.85,2
3316,其他,幼年型关节炎,三级未评等,435.6476923076923,13
3317,其他,幼年型关节炎,三级甲等,695.8441176470589,34
3318,其他,幼年型髋关节和骨盆骨软骨病,三级甲等,8991.12,3
3319,其他,库欣综合征[皮质醇增多症],三级乙等,942.1833333333334,3
3320,其他,库欣综合征[皮质醇增多症],三级未评等,960.27,1
3321,其他,库欣综合征[皮质醇增多症],三级甲等,2745.2071052631577,38
3322,其他,库欣综合征[皮质醇增多症],未评级未评等,265.74,1
3323,其他,异位妊娠	,一级乙等,309.532,5
3324,其他,异位妊娠	,一级未评等,783.5497777777778,45
3325,其他,异位妊娠	,一级甲等,673.9527472527473,91
3326,其他,异位妊娠	,三级乙等,1160.3770673876872,2404
3327,其他,异位妊娠	,三级未评等,1171.8226265822784,632
3328,其他,异位妊娠	,三级甲等,1813.854626046025,7648
3329,其他,异位妊娠	,二级乙等,760.5751761517615,369
3330,其他,异位妊娠	,二级未评等,976.2762831858407,226
3331,其他,异位妊娠	,二级甲等,980.1615708154507,1165
3332,其他,异位妊娠	,未评级未评等,637.6944144144144,222
3333,其他,异常的不随意运动,三级乙等,239.27,2
3334,其他,异常的不随意运动,三级未评等,455.385,2
3335,其他,异常的不随意运动,三级甲等,492.70349999999996,20
3336,其他,异常的不随意运动,二级未评等,2372.21,1
3337,其他,异常的步态和移动,三级乙等,1105.92,1
3338,其他,异常的步态和移动,三级未评等,490.9,1
3339,其他,异常的步态和移动,三级甲等,385.09352941176473,34
3340,其他,弓形虫病[弓形体病],三级未评等,1310.445,2
3341,其他,弓形虫病[弓形体病],三级甲等,1558.075,12
3342,其他,引产失败	,三级乙等,696.2169565217391,23
3343,其他,引产失败	,三级未评等,839.87,3
3344,其他,引产失败	,三级甲等,1395.2605504587154,109
3345,其他,引产失败	,二级乙等,524.0799999999999,1
3346,其他,引产失败	,二级甲等,418.165,4
3347,其他,引产失败	,未评级未评等,375.22666666666663,3
3348,其他,引起听力缺陷的耳先天性畸形,三级乙等,293.69,1
3349,其他,引起听力缺陷的耳先天性畸形,三级未评等,4928.2425,4
3350,其他,引起听力缺陷的耳先天性畸形,三级甲等,2105.9947368421053,19
3351,其他,张力失常,三级乙等,529.7583870967743,62
3352,其他,张力失常,三级未评等,2408.836032608696,184
3353,其他,张力失常,三级甲等,10538.26193877551,196
3354,其他,张力失常,二级乙等,1737.7,1
3355,其他,张力失常,二级未评等,2384.6794444444445,18
3356,其他,张力失常,二级甲等,806.6444444444444,18
3357,其他,弥漫性[综合性]发育障碍,三级乙等,310.25,2
3358,其他,弥漫性[综合性]发育障碍,三级甲等,1446.4275,4
3359,其他,弥漫性[综合性]发育障碍,二级甲等,378.37,1
3360,其他,强直性脊柱炎,三级乙等,10200.19,4
3361,其他,强直性脊柱炎,三级未评等,406.3833333333334,3
3362,其他,强直性脊柱炎,三级甲等,1431.238382352941,68
3363,其他,强直性脊柱炎,二级未评等,677.55,2
3364,其他,强迫性障碍,三级甲等,313.423,10
3365,其他,影响多系统的其他特指先天性畸形综合征,三级甲等,15933.719090909091,11
3366,其他,影响多系统的其他特指先天性畸形综合征,二级乙等,562.2766666666666,3
3367,其他,影响多系统的其他特指先天性畸形综合征,二级甲等,224.77,1
3368,其他,循环系统其他和未特指的疾患,一级未评等,580.28,1
3369,其他,循环系统其他和未特指的疾患,三级甲等,5724.580945945946,74
3370,其他,循环系统的其他先天性畸形,三级乙等,10345.317777777778,99
3371,其他,循环系统的其他先天性畸形,三级未评等,4345.080533333333,75
3372,其他,循环系统的其他先天性畸形,三级甲等,12682.062906066536,1022
3373,其他,循环系统的其他先天性畸形,二级甲等,2580.835,16
3374,其他,循环系统的其他先天性畸形,未评级未评等,16696.514,5
3375,其他,"循环系统的操作后疾患,不可归类在他处者",一级未评等,4762.121774193548,62
3376,其他,"循环系统的操作后疾患,不可归类在他处者",三级乙等,6360.488333333333,444
3377,其他,"循环系统的操作后疾患,不可归类在他处者",三级未评等,8341.76932038835,103
3378,其他,"循环系统的操作后疾患,不可归类在他处者",三级甲等,7968.615834411384,3865
3379,其他,"循环系统的操作后疾患,不可归类在他处者",二级乙等,6473.711,10
3380,其他,"循环系统的操作后疾患,不可归类在他处者",二级未评等,8780.430224215246,446
3381,其他,"循环系统的操作后疾患,不可归类在他处者",二级甲等,13727.665705128205,156
3382,其他,"循环系统的操作后疾患,不可归类在他处者",未评级未评等,4062.403103448276,29
3383,其他,心力衰竭,一级乙等,340.2,1
3384,其他,心力衰竭,一级未评等,337.55954022988504,261
3385,其他,心力衰竭,一级甲等,354.78684210526313,228
3386,其他,心力衰竭,三级乙等,993.1975208913648,5744
3387,其他,心力衰竭,三级未评等,1092.245486778846,1664
3388,其他,心力衰竭,三级甲等,1826.9153834915999,15059
3389,其他,心力衰竭,二级乙等,460.21121004566214,438
3390,其他,心力衰竭,二级未评等,444.34000000000003,257
3391,其他,心力衰竭,二级甲等,612.1678220011056,1809
3392,其他,心力衰竭,未评级未评等,381.0664083457526,671
3393,其他,心包的其他疾病,一级未评等,475.2,1
3394,其他,心包的其他疾病,三级乙等,576.3201754385965,57
3395,其他,心包的其他疾病,三级未评等,948.0617391304347,23
3396,其他,心包的其他疾病,三级甲等,3083.4236317135546,391
3397,其他,心包的其他疾病,二级乙等,366.4433333333333,3
3398,其他,心包的其他疾病,二级未评等,306.18,1
3399,其他,心包的其他疾病,二级甲等,700.5649999999999,14
3400,其他,心包的其他疾病,未评级未评等,505.6425,4
3401,其他,心房纤颤和扑动,三级乙等,41312.67139423077,208
3402,其他,心房纤颤和扑动,三级未评等,64644.76485714286,280
3403,其他,心房纤颤和扑动,三级甲等,56683.961025596676,5782
3404,其他,心房纤颤和扑动,二级乙等,281.81,1
3405,其他,心房纤颤和扑动,二级未评等,242.42,3
3406,其他,心房纤颤和扑动,二级甲等,14066.294736842105,38
3407,其他,心房纤颤和扑动,未评级未评等,552.4783333333334,6
3408,其他,心绞痛,一级未评等,300.08,26
3409,其他,心绞痛,一级甲等,236.35999999999999,2
3410,其他,心绞痛,三级乙等,4515.286452250609,6576
3411,其他,心绞痛,三级未评等,4084.336136571952,2182
3412,其他,心绞痛,三级甲等,6076.7368188636365,44000
3413,其他,心绞痛,二级乙等,3818.3251923076923,104
3414,其他,心绞痛,二级未评等,2626.1414893617025,47
3415,其他,心绞痛,二级甲等,1809.380812294182,911
3416,其他,心绞痛,未评级未评等,1093.4524999999999,52
3417,其他,心肌病,一级甲等,592.0875,4
3418,其他,心肌病,三级乙等,1658.9791295116775,471
3419,其他,心肌病,三级未评等,1914.8253076923077,130
3420,其他,心肌病,三级甲等,12598.543064182193,2898
3421,其他,心肌病,二级乙等,856.2128571428572,35
3422,其他,心肌病,二级未评等,326.565,4
3423,其他,心肌病,二级甲等,1609.3390131578947,152
3424,其他,心肌病,未评级未评等,375.8429032258065,31
3425,其他,心脏、纵隔和胸膜恶性肿瘤,三级乙等,1631.5618518518518,27
3426,其他,心脏、纵隔和胸膜恶性肿瘤,三级未评等,980.3563888888889,36
3427,其他,心脏、纵隔和胸膜恶性肿瘤,三级甲等,4804.951193415637,243
3428,其他,心脏、纵隔和胸膜恶性肿瘤,二级乙等,745.35,2
3429,其他,心脏、纵隔和胸膜恶性肿瘤,二级甲等,467.72333333333336,3
3430,其他,心脏停搏,一级未评等,3076.0,1
3431,其他,心脏停搏,一级甲等,625.0166666666668,3
3432,其他,心脏停搏,三级乙等,1165.1129613733906,233
3433,其他,心脏停搏,三级未评等,3623.999130434783,46
3434,其他,心脏停搏,三级甲等,4875.059879227053,414
3435,其他,心脏停搏,二级乙等,1116.8004166666667,24
3436,其他,心脏停搏,二级未评等,328.99285714285713,7
3437,其他,心脏停搏,二级甲等,1984.605164835165,91
3438,其他,心脏停搏,未评级未评等,552.0872727272728,22
3439,其他,心脏和血管假体装置、植入物和移植物的并发症,一级未评等,5024.53488372093,43
3440,其他,心脏和血管假体装置、植入物和移植物的并发症,一级甲等,5832.709090909091,11
3441,其他,心脏和血管假体装置、植入物和移植物的并发症,三级乙等,6657.758484848485,132
3442,其他,心脏和血管假体装置、植入物和移植物的并发症,三级未评等,8529.094705882353,51
3443,其他,心脏和血管假体装置、植入物和移植物的并发症,三级甲等,8096.1946823529415,1275
3444,其他,心脏和血管假体装置、植入物和移植物的并发症,二级乙等,5946.833119266055,109
3445,其他,心脏和血管假体装置、植入物和移植物的并发症,二级未评等,7822.350571428572,140
3446,其他,心脏和血管假体装置、植入物和移植物的并发症,二级甲等,18122.37219047619,105
3447,其他,心脏和血管假体装置、植入物和移植物的并发症,未评级未评等,387.47,1
3448,其他,心脏损伤,三级乙等,3191.9500000000003,4
3449,其他,心脏损伤,三级未评等,6970.35,1
3450,其他,心脏损伤,三级甲等,16729.67052631579,38
3451,其他,心脏损伤,二级甲等,1614.03,2
3452,其他,心脏搏动异常,一级未评等,326.25,1
3453,其他,心脏搏动异常,一级甲等,19635.52,1
3454,其他,心脏搏动异常,三级乙等,9159.55357142857,28
3455,其他,心脏搏动异常,三级未评等,1475.6748387096773,31
3456,其他,心脏搏动异常,三级甲等,7647.938888888889,171
3457,其他,心脏搏动异常,二级未评等,1432.44,2
3458,其他,心脏搏动异常,二级甲等,674.5260000000001,5
3459,其他,心脏搏动异常,未评级未评等,510.5925,4
3460,其他,心脏病的并发症和不明确表述,一级未评等,231.03,2
3461,其他,心脏病的并发症和不明确表述,一级甲等,798.12,2
3462,其他,心脏病的并发症和不明确表述,三级乙等,775.8032142857144,56
3463,其他,心脏病的并发症和不明确表述,三级未评等,730.9616438356165,73
3464,其他,心脏病的并发症和不明确表述,三级甲等,3995.2107216494846,291
3465,其他,心脏病的并发症和不明确表述,二级乙等,855.4099999999999,3
3466,其他,心脏病的并发症和不明确表述,二级未评等,272.585,2
3467,其他,心脏病的并发症和不明确表述,二级甲等,510.45250000000004,20
3468,其他,心脏病的并发症和不明确表述,未评级未评等,285.59222222222223,9
3469,其他,心脏的其他先天性畸形,三级乙等,1066.8471881188118,505
3470,其他,心脏的其他先天性畸形,三级未评等,2186.265369458128,203
3471,其他,心脏的其他先天性畸形,三级甲等,1428.141772702556,1839
3472,其他,心脏的其他先天性畸形,二级乙等,1197.458888888889,9
3473,其他,心脏的其他先天性畸形,二级未评等,552.46,1
3474,其他,心脏的其他先天性畸形,二级甲等,942.624387755102,98
3475,其他,心脏的其他先天性畸形,未评级未评等,1339.654,5
3476,其他,心腔和心连接的先天性畸形,三级未评等,268.56,1
3477,其他,心腔和心连接的先天性畸形,三级甲等,28905.857297297298,74
3478,其他,心间隔先天性畸形,三级乙等,12418.043076923077,52
3479,其他,心间隔先天性畸形,三级未评等,11860.684962406016,266
3480,其他,心间隔先天性畸形,三级甲等,20166.133965383622,3871
3481,其他,心间隔先天性畸形,二级未评等,224.0,1
3482,其他,心间隔先天性畸形,二级甲等,5824.79,3
3483,其他,心间隔先天性畸形,未评级未评等,269.7,1
3484,其他,念珠菌病,三级乙等,897.0768604651163,172
3485,其他,念珠菌病,三级未评等,892.5262626262627,99
3486,其他,念珠菌病,三级甲等,1661.0985036880927,1898
3487,其他,念珠菌病,二级乙等,367.95,4
3488,其他,念珠菌病,二级甲等,459.30421052631584,19
3489,其他,念珠菌病,未评级未评等,439.325,12
3490,其他,急性乙型肝炎,三级乙等,404.72200000000004,5
3491,其他,急性乙型肝炎,三级未评等,446.805,2
3492,其他,急性乙型肝炎,三级甲等,2122.9684615384613,26
3493,其他,急性乙型肝炎,二级甲等,232.4,1
3494,其他,急性乙型肝炎,未评级未评等,340.61,1
3495,其他,急性出血后贫血,一级未评等,335.29,1
3496,其他,急性出血后贫血,三级乙等,677.3061904761905,21
3497,其他,急性出血后贫血,三级未评等,282.5933333333333,3
3498,其他,急性出血后贫血,三级甲等,482.3908695652174,23
3499,其他,急性出血后贫血,二级甲等,448.7418181818182,11
3500,其他,急性和亚急性心内膜炎,一级甲等,399.45,2
3501,其他,急性和亚急性心内膜炎,三级乙等,563.2830434782609,23
3502,其他,急性和亚急性心内膜炎,三级未评等,4746.089375,16
3503,其他,急性和亚急性心内膜炎,三级甲等,26070.550327868852,183
3504,其他,急性和亚急性心内膜炎,二级乙等,216.72,1
3505,其他,急性和亚急性心内膜炎,二级甲等,687.01,1
3506,其他,急性和亚急性心内膜炎,未评级未评等,278.3575,4
3507,其他,急性咽炎,一级未评等,321.276,5
3508,其他,急性咽炎,三级乙等,307.0242857142857,14
3509,其他,急性咽炎,三级未评等,216.1875,4
3510,其他,急性咽炎,三级甲等,323.12819444444443,72
3511,其他,急性咽炎,二级乙等,290.3,3
3512,其他,急性咽炎,二级未评等,846.0,1
3513,其他,急性咽炎,二级甲等,261.86282608695655,46
3514,其他,急性咽炎,未评级未评等,514.88,4
3515,其他,急性喉炎和气管炎,三级乙等,300.74361702127663,47
3516,其他,急性喉炎和气管炎,三级未评等,312.8228,25
3517,其他,急性喉炎和气管炎,三级甲等,327.4735483870968,155
3518,其他,急性喉炎和气管炎,二级乙等,252.23000000000002,2
3519,其他,急性喉炎和气管炎,二级未评等,530.585,6
3520,其他,急性喉炎和气管炎,二级甲等,266.42186440677966,59
3521,其他,急性喉炎和气管炎,未评级未评等,1406.31,2
3522,其他,急性心包炎,三级乙等,869.8937500000001,16
3523,其他,急性心包炎,三级未评等,1663.7783333333334,6
3524,其他,急性心包炎,三级甲等,1429.0321333333334,75
3525,其他,急性心包炎,二级甲等,506.98333333333335,3
3526,其他,急性心肌梗死,一级未评等,346.14000000000004,6
3527,其他,急性心肌梗死,一级甲等,351.935,2
3528,其他,急性心肌梗死,三级乙等,6835.163149337616,4982
3529,其他,急性心肌梗死,三级未评等,8153.812414248021,758
3530,其他,急性心肌梗死,三级甲等,9351.721915232256,16964
3531,其他,急性心肌梗死,二级乙等,1560.299880952381,84
3532,其他,急性心肌梗死,二级未评等,4827.019166666667,12
3533,其他,急性心肌梗死,二级甲等,3991.0521628498727,393
3534,其他,急性心肌梗死,未评级未评等,2139.436388888889,36
3535,其他,急性心肌梗死后的某些近期并发症,三级乙等,3949.3699999999994,3
3536,其他,急性心肌梗死后的某些近期并发症,三级未评等,1000.08,1
3537,其他,急性心肌梗死后的某些近期并发症,三级甲等,17566.908387096777,31
3538,其他,急性心肌炎,一级甲等,1307.5,1
3539,其他,急性心肌炎,三级乙等,1479.418,45
3540,其他,急性心肌炎,三级未评等,1899.6700000000003,8
3541,其他,急性心肌炎,三级甲等,6389.569079754601,326
3542,其他,急性心肌炎,二级甲等,471.95000000000005,4
3543,其他,急性心肌炎,未评级未评等,300.9525,4
3544,其他,急性扁桃体炎,一级未评等,330.90608695652173,69
3545,其他,急性扁桃体炎,一级甲等,256.61199999999997,5
3546,其他,急性扁桃体炎,三级乙等,324.1844408945687,313
3547,其他,急性扁桃体炎,三级未评等,315.16749999999996,216
3548,其他,急性扁桃体炎,三级甲等,361.66840956340957,962
3549,其他,急性扁桃体炎,二级乙等,608.64125,24
3550,其他,急性扁桃体炎,二级未评等,459.25881578947366,76
3551,其他,急性扁桃体炎,二级甲等,267.3729677419355,310
3552,其他,急性扁桃体炎,未评级未评等,280.1128089887641,89
3553,其他,急性支气管炎,一级未评等,339.02458333333334,96
3554,其他,急性支气管炎,一级甲等,238.586,5
3555,其他,急性支气管炎,三级乙等,328.3618032786885,671
3556,其他,急性支气管炎,三级未评等,329.9003044496487,427
3557,其他,急性支气管炎,三级甲等,302.82556447803495,2117
3558,其他,急性支气管炎,二级乙等,285.5355737704918,61
3559,其他,急性支气管炎,二级未评等,391.9254263565891,129
3560,其他,急性支气管炎,二级甲等,278.1482876712329,876
3561,其他,急性支气管炎,未评级未评等,274.5368449197861,374
3562,其他,急性梗阻性喉炎[哮吼]和会厌炎,一级未评等,475.2283333333333,6
3563,其他,急性梗阻性喉炎[哮吼]和会厌炎,三级乙等,376.63825,40
3564,其他,急性梗阻性喉炎[哮吼]和会厌炎,三级未评等,405.0626923076924,26
3565,其他,急性梗阻性喉炎[哮吼]和会厌炎,三级甲等,460.7948387096774,124
3566,其他,急性梗阻性喉炎[哮吼]和会厌炎,二级乙等,218.9,4
