,basy_zyzd_jbbm_for_str_8,basy_yydj,age_group,AGE-HAOCAI-8-only_disease-E,AGE-JCJY-8-only_disease-E,AGE-YP-8-only_disease-E,AGE-ZFY-8-only_disease-E,记录条数-8-only_disease
23,A02.000,6,0,150.0915625,1168.6940625,476.7075,2860.7434375000003,32
168,A04.900x,5,0,54.57909090909091,572.4250000000001,295.88954545454544,1557.9254545454546,22
173,A04.900x,6,0,115.3340579710145,947.3405797101449,403.444347826087,2202.086956521739,69
239,A08.000,5,0,43.081250000000004,683.8000000000001,198.93916666666667,1487.5329166666668,24
241,A08.000,6,0,50.75259259259259,829.3074074074074,178.0840740740741,1647.5292592592593,27
250,A08.101,6,0,190.00454545454548,1351.2386363636363,446.2556818181818,2903.9011363636364,44
316,A09.000x,6,8,244.72095238095238,2853.4533333333334,2285.4885714285715,6944.734285714287,21
368,A09.001,7,1,12.420384615384616,434.4476923076923,392.6342307692308,1144.785,26
372,A09.001,7,5,15.534242424242423,600.4231818181818,674.6386363636364,1657.1946969696971,66
373,A09.001,7,6,15.684324324324326,685.8754054054054,736.7763513513513,1822.1385135135135,74
374,A09.001,7,8,18.202765957446807,671.6094680851064,627.1247872340425,1665.3909574468084,94
399,A09.004,3,0,55.453384615384614,554.7984615384615,279.47061538461537,1538.875076923077,65
408,A09.004,4,0,61.60448275862069,862.3068965517242,300.8193103448276,1963.0244827586207,29
417,A09.004,5,0,54.11654545454545,620.0529090909091,310.89127272727274,1611.547,110
422,A09.004,5,5,59.93,1704.915625,673.4834375,3234.63,32
425,A09.004,5,9,66.80805555555555,1305.9291666666666,580.1802777777777,3125.3816666666667,36
426,A09.004,6,0,89.67247524752476,812.939702970297,353.98326732673263,2055.5563366336632,101
431,A09.004,6,5,110.31099999999999,2150.387,760.9356666666666,4005.6296666666667,30
433,A09.004,6,8,244.51304347826087,3267.2169565217396,1600.2930434782609,7731.669565217391,23
434,A09.004,6,9,117.02615384615386,1605.8438461538462,543.341794871795,3458.0705128205127,39
440,A09.004,7,5,13.435185185185185,575.1907407407407,521.9844444444444,1501.9014814814814,27
441,A09.004,7,6,7.656129032258065,509.4364516129032,514.1387096774193,1425.344193548387,31
442,A09.004,7,8,11.796521739130435,683.1778260869565,585.7908695652175,1782.1499999999999,23
529,A09.900,7,0,14.797446808510639,411.71021276595746,246.04787234042553,974.4163829787234,47
530,A09.900,7,1,12.067027027027027,476.5581081081082,355.8932432432432,1119.6299999999999,74
531,A09.900,7,2,11.836538461538462,474.04692307692306,572.2438461538461,1269.9865384615384,26
532,A09.900,7,3,10.440263157894737,477.38052631578944,387.6842105263158,1164.9565789473684,38
533,A09.900,7,4,10.954310344827586,597.3596551724138,601.0827586206897,1577.3072413793104,58
534,A09.900,7,5,10.265459459459459,499.63729729729727,563.3085945945945,1391.7594054054055,185
535,A09.900,7,6,8.85701923076923,528.8078365384615,555.7114423076923,1445.0266826923075,208
536,A09.900,7,8,13.827330508474576,591.8380508474576,611.0386016949152,1604.9487711864406,236
537,A09.900,7,9,11.498041237113402,603.7494845360825,600.9756701030927,1566.1264948453606,97
556,A09.900x,3,0,39.00796296296296,615.4311111111111,320.78981481481486,1515.0790740740742,54
562,A09.900x,3,6,30.378,1180.9160000000002,705.9216,2415.0316000000003,25
563,A09.900x,3,8,30.22962962962963,1269.148148148148,666.3640740740741,2567.0196296296294,27
564,A09.900x,3,9,56.06129032258064,1093.1999999999998,701.0129032258066,2793.0070967741935,31
574,A09.900x,5,0,45.837346938775504,642.8295918367347,196.87428571428572,1354.4520408163264,49
575,A09.900x,5,1,44.62695652173913,852.241304347826,256.6939130434783,1686.414347826087,23
576,A09.900x,5,2,30.33409090909091,1138.425909090909,360.4909090909091,2254.270909090909,22
578,A09.900x,5,4,75.39655172413794,1610.5655172413794,555.0703448275862,3000.246896551724,29
579,A09.900x,5,5,40.63771428571428,1597.4571428571428,566.97,3037.5714285714284,35
581,A09.900x,5,8,71.74138888888889,1867.051388888889,639.3841666666666,3545.938055555556,36
582,A09.900x,5,9,107.84961538461538,1831.9038461538462,488.63692307692304,3534.263076923077,26
583,A09.900x,6,0,55.00672131147541,853.8877049180328,245.08819672131148,1865.5577049180329,61
584,A09.900x,6,1,58.845862068965516,1116.958275862069,491.478275862069,2348.9582758620686,29
586,A09.900x,6,3,112.94086956521738,1661.6391304347824,644.2013043478261,3259.9095652173914,23
588,A09.900x,6,5,116.24527777777777,2200.911111111111,1170.9147222222223,4555.7575,36
589,A09.900x,6,6,111.85827586206896,1942.8693103448275,872.1710344827586,4113.6696551724135,29
590,A09.900x,6,8,94.03333333333333,2278.9542424242427,993.9757575757577,4420.126666666666,33
591,A09.900x,6,9,63.98725,1539.49425,675.2355,3570.2877500000004,40
592,A09.900x,7,0,26.497575757575756,406.8809090909091,260.6563636363636,1046.6957575757576,33
593,A09.900x,7,1,21.713846153846152,518.0384615384615,438.0953846153846,1335.595769230769,26
