,basy_yydj,basy_ssjczbm1_for_str_6,HAOCAI-only_operation-6-E,JCJY-only_operation-6-E,YP-only_operation-6-E,ZFY-only_operation-6-E,记录条数-only_operation-6
0,1,,722.5190226628895,1457.8878517469311,3631.5153116147308,11798.498290840414,2118
8,1,01.410,2450.232916666667,2706.9375,5485.259166666667,20071.179583333334,24
14,1,03.530,13903.834347826087,2081.5760869565215,4215.114347826087,26989.68391304348,23
16,1,03.910,798.3251851851853,1373.2666666666667,1724.3392592592593,7002.9537037037035,27
30,1,04.810,559.0223529411765,1306.9414705882355,1183.7252941176469,5759.0952941176465,34
33,1,06.110,11474.122736842104,1822.4442105263158,2407.509368421053,21450.491789473683,95
35,1,06.310,14327.783333333331,1555.0461538461539,3240.7335897435896,26273.063076923077,39
49,1,09.810,816.0712676056338,547.7077464788732,707.3450704225352,4034.324647887324,71
53,1,11.320,1583.4550980392157,496.9166666666667,338.53117647058826,3333.587254901961,51
54,1,11.390,1021.4037931034484,600.1298850574713,209.9105747126437,3035.101264367816,87
63,1,13.410,2648.3686329386437,734.905715823466,176.56288912809472,5410.500725511302,4645
65,1,13.700,2723.331720779221,630.7987012987013,292.55181818181813,4966.421850649351,308
66,1,13.710,1979.4112163416899,557.8958217270196,157.69837511606315,4443.516109563602,1077
72,1,14.6x0,2867.929166666667,718.4166666666666,283.34041666666667,6567.02375,24
75,1,14.740,5473.142816901409,810.1943661971832,378.0176056338028,10958.58014084507,71
93,1,17.970,1338.8314285714284,982.5714285714286,2470.25,6191.354761904762,21
96,1,17.983,3932.831341991342,414.052380952381,5477.21025974026,11597.223766233767,231
97,1,17.985,3342.3908163265305,461.83673469387753,6306.448979591837,13350.652040816325,49
104,1,20.490,1344.0397297297297,1763.9378378378378,4227.12054054054,13874.552702702704,37
111,1,21.690,1377.083023255814,704.3953488372093,1487.8711627906976,5880.856279069768,43
114,1,21.840,1222.1179411764706,719.0470588235295,2137.5805882352943,6720.07205882353,34
119,1,22.530,1469.426126126126,1343.2963963963964,3287.219009009009,10375.087207207207,111
132,1,28.6x0,2031.0793103448277,912.4275862068966,1496.1275862068965,7472.955172413794,29
135,1,29.390,1268.628148148148,1531.9166666666667,3496.6307407407407,8797.756666666666,27
136,1,30.090,978.8364516129033,616.7258064516129,1412.9332258064517,5172.800483870968,62
138,1,32.240,15255.048846153846,1724.1538461538462,1049.545769230769,21782.123076923075,26
154,1,38.300,3709.7702380952383,1201.095238095238,1908.5792857142858,12443.111428571428,42
156,1,38.590,1101.3792915531335,1478.5324795640329,2561.4549863760217,16782.923923705723,367
168,1,39.310,17523.738636363636,1166.1704545454545,5891.488181818181,33496.627272727266,22
172,1,39.500,8319.902558139534,983.5190697674418,803.7675581395348,12895.541279069768,86
176,1,39.790,9012.250714285716,1881.6031746031747,3750.4689682539683,21208.79349206349,126
