,basy_zyzd_jbbm_for_str_7,basy_yydj,HAOCAI-7-only_disease-E,JCJY-7-only_disease-E,YP-7-only_disease-E,ZFY-7-only_disease-E,记录条数-7-only_disease
50,A09.004,6,361.12125000000003,2771.54,1435.66375,6447.13625,32
61,A09.900,6,352.79535714285714,2758.5714285714284,1237.1996428571426,6141.918928571429,28
72,A09.902,6,674.8891666666667,3319.870833333333,1220.27375,6776.675833333334,24
78,A15.000,5,439.97557377049185,3351.5904918032784,1722.9965573770494,8698.928196721312,61
79,A15.000,6,694.9283928571429,6359.435892857143,4217.250969387755,15170.829438775509,392
84,A15.007,5,460.2425,4286.910357142858,3187.391071428571,11865.030357142856,28
85,A15.007,6,355.28285714285715,3885.8817142857138,2301.465142857143,9633.004,35
98,A15.200,6,5778.703478260869,5533.244347826087,1727.1947826086955,17826.33956521739,23
101,A15.201,6,12623.90603773585,11131.71679245283,5866.628490566038,40506.83320754717,53
115,A15.300,6,667.2636507936508,4981.397777777778,2555.972222222222,11650.282063492064,63
123,A15.307,6,445.28780487804875,5106.2931707317075,1986.7563414634144,10595.236341463415,41
126,A15.308,6,470.81298245614033,4850.912280701755,1899.2949122807017,10279.463157894737,57
141,A15.601,6,995.6659259259259,5576.578518518519,2028.657777777778,12677.678148148148,27
153,A16.000,3,458.4354166666667,1452.375,821.6841666666666,4581.06125,24
155,A16.000,6,417.4,4243.0756756756755,1873.9764864864867,9233.543513513514,37
182,A16.200,3,496.08769230769235,6336.042692307692,1782.5007692307695,13912.803076923077,26
184,A16.200,5,1034.1109,4827.1660999999995,2856.7925,12847.5325,100
185,A16.200,6,931.3276878612717,6515.525337186898,3761.0978805394993,14544.479479768785,519
203,A16.500,5,574.6528125,3456.8434375,1386.9453125,8001.875625000001,32
204,A16.500,6,773.9410062893081,5227.29962264151,1777.4781132075473,11135.559811320754,159
222,A17.000,6,2159.158125,14791.3478125,10631.2571875,39348.597187499996,32
229,A17.803,6,1363.6737777777778,12821.214666666667,10535.15888888889,34081.57111111111,45
236,A18.006,6,11816.699565217392,9494.992608695653,7269.826086956522,42929.18260869565,23
239,A18.007,6,9671.800357142856,8749.774642857143,6486.610357142857,39323.71785714285,28
269,A18.103,6,4311.549047619048,4426.173809523809,2528.1400000000003,19680.231428571427,21
290,A18.205,6,1408.6374576271187,4509.981186440678,1555.9483050847457,11732.277288135592,59
298,A18.300,6,1500.2924137931034,11522.739310344828,9222.144827586208,28271.556551724138,29
309,A18.314,6,1196.8541666666667,7198.395833333333,2082.0958333333333,13654.492916666668,24
379,A41.000,6,3918.982888888889,15705.198222222223,16535.54088888889,58317.24088888888,45
390,A41.200,6,1968.5965789473685,12673.149210526315,12732.657105263159,38478.766052631574,38
397,A41.500,6,3042.07406779661,16980.780847457627,13076.889661016949,52069.00694915254,59
401,A41.501,5,666.2313432835821,5373.316268656717,3574.387014925373,13542.100298507463,67
402,A41.501,6,1541.4328934010155,10164.927918781726,7301.68807106599,26797.812182741116,197
405,A41.502,6,3192.9109090909096,13528.658636363636,19598.15409090909,55032.98318181818,22
409,A41.503,5,757.9468,5718.8952,4690.5472,16079.1248,25
410,A41.503,6,4504.927340425532,16221.05425531915,17735.89510638298,57195.00170212766,94
430,A41.805,6,5607.4534375,15721.530312500001,17283.928125000002,57034.575,32
437,A41.900,3,1109.9916216216218,6271.373783783784,6589.945135135135,21084.32756756757,37
438,A41.900,4,1727.5761538461538,12663.642820512821,19519.11564102564,57610.3117948718,39
439,A41.900,5,2258.407157894737,9483.651263157895,9583.877263157894,31197.761263157892,95
440,A41.900,6,2374.1576789587853,10380.690238611714,8914.692472885032,31817.242819956617,461
443,A41.901,2,529.6007407407408,4824.403703703703,5139.137777777778,16392.485555555555,27
444,A41.901,3,813.992090909091,6312.716636363636,5240.654090909091,19365.121636363634,110
445,A41.901,4,1506.4890178571427,7091.547767857142,7629.815714285714,23571.36946428571,112
446,A41.901,5,1092.2116486486486,6323.334297297297,4870.053567567567,19500.803513513514,370
447,A41.901,6,2209.0456998484083,10558.929292572006,8733.958312278928,31896.692713491662,1979
457,A48.100,6,1862.15,11187.335925925927,6489.518148148148,27552.00259259259,27
507,A49.815,6,865.5891666666666,5120.14875,3661.384583333334,16057.040833333334,24
528,A52.300,6,654.625,3557.359090909091,3656.9190909090908,10648.698636363637,22
539,A63.000,6,492.95709677419353,1603.7838709677421,2361.3706451612907,10537.530322580646,31
559,A86.x00,6,813.7379213483147,6846.002752808989,3911.7460112359554,17410.578764044945,178
564,A86.x02,6,1188.8675,9583.208214285714,4831.407857142856,24168.22428571429,28
567,A87.900,6,512.0668000000001,5400.109,2388.834,11037.6446,50
591,B02.202,3,384.9368,1575.976,2747.736,7568.942800000001,25
593,B02.202,5,1256.3251898734177,1830.1335443037974,1207.6881012658228,6623.635063291139,79
594,B02.202,6,1649.8452095808382,2808.709021956088,1548.0988423153692,10309.937185628743,501
595,B02.202,7,726.8639130434782,1299.7652173913043,770.0208695652174,5346.479565217392,23
597,B02.203,6,375.92638297872344,1732.8170212765956,2195.114680851064,8006.515319148935,47
631,B02.900,6,505.3715151515152,2272.293939393939,1418.0754545454545,6689.029393939394,33
667,B18.101,6,295.99914285714283,3447.4857142857145,2791.3854285714287,8617.090285714285,35
671,B18.106,6,6324.376444444444,7427.088000000001,8777.606666666667,36187.39488888889,45
675,B18.107,6,2494.0165909090906,3891.0654545454545,2338.841363636364,12497.953181818184,44
689,B20.100,6,1007.537619047619,9526.521428571428,7349.854523809524,22675.35714285714,42
699,B20.700,6,699.7583720930232,10622.23965116279,15522.349767441861,32721.323372093026,86
713,B22.701,6,1122.4483928571428,12550.324999999999,15144.786607142858,35108.94642857143,56
726,B24.x01,6,594.0337837837837,5815.675675675676,3039.7905405405404,13147.871621621622,37
731,B27.001,6,320.45814814814815,1688.0333333333333,1390.9729629629628,5017.257037037037,27
