,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
2038,10,检查检验费,10349151,7,8279320,2069831,7419652,1845538,2182.4878734210974,2163.5321541802728,0.6311549812469794,0.6341484203215864,1.0000000000000022,1.0026695531878034
2039,15,检查检验费,10349151,7,8279320,2069831,7250184,1805270,2162.966896475125,2146.133306079346,0.6331195128044469,0.6337597615846973,0.9999999999999998,1.0022301751237683
2040,20,检查检验费,10349151,7,8279320,2069831,7113523,1772200,2149.6185924622396,2128.9058066700027,0.6346136692745021,0.6336657587537103,1.0000000000000007,1.0019824512900286
2041,30,检查检验费,10349151,7,8279320,2069831,6897405,1719388,2120.821856861229,2086.6183131364487,0.63659202931923,0.6335144115513278,1.0000000000000009,1.0015434264672831
2042,50,检查检验费,10349151,7,8279320,2069831,6579763,1641029,2077.7649997120257,2041.3207879076886,0.6393758007914868,0.634262672626604,1.0000000000000004,1.0011271074939214
2043,100,检查检验费,10349151,7,8279320,2069831,6062872,1513022,2028.3606856772435,1986.1086976481186,0.6433277698717929,0.6361944370327146,0.9999999999999991,1.000768795192609
2044,5,检查检验费,10349151,8,8279320,2069831,7579468,1879218,2186.06121417937,2189.111002175477,0.6218715007057946,0.6340646314083715,0.9999999999999993,1.0043623331507157
2045,10,检查检验费,10349151,8,8279320,2069831,7317791,1818966,2153.8787392886106,2142.7778466432255,0.6257991879066217,0.6308025764458737,0.9999999999999984,1.00288537945454
2046,15,检查检验费,10349151,8,8279320,2069831,7133876,1775747,2135.018087512985,2119.2168473181205,0.6279128514669311,0.6296873964953175,1.0,1.0022864666660485
2047,20,检查检验费,10349151,8,8279320,2069831,6984724,1739456,2120.279737422074,2098.1263573813167,0.6295565984863762,0.6293161208264343,0.9999999999999994,1.0019338011562053
2048,30,检查检验费,10349151,8,8279320,2069831,6753622,1682966,2084.149119640282,2052.292255873709,0.6317848216550269,0.6291897507764735,0.9999999999999987,1.0014777996594884
2049,50,检查检验费,10349151,8,8279320,2069831,6412354,1599000,2040.384221532367,2002.815438145715,0.6346765408541432,0.6303096458816256,0.9999999999999997,1.0011990483785491
2050,100,检查检验费,10349151,8,8279320,2069831,5867549,1464006,1993.8489044957503,1951.0175027680714,0.6391679156380071,0.6311526749616119,1.0000000000000002,1.0006519589775686
2051,5,检查检验费,10349151,9,8279320,2069831,7576711,1878520,2185.3567782541327,2188.7621432265155,0.6217315585879518,0.6340759569962363,1.0,1.0043743538197436
2052,10,检查检验费,10349151,9,8279320,2069831,7314316,1818081,2153.2007067320214,2142.5361875647955,0.625674957607684,0.6308003922403937,0.9999999999999994,1.0028879042253556
2053,15,检查检验费,10349151,9,8279320,2069831,7130066,1774811,2134.307499371483,2118.9184017360303,0.6277937859848227,0.6296887413973661,0.9999999999999994,1.0022943412548537
2054,20,检查检验费,10349151,9,8279320,2069831,6980733,1738497,2119.627701111518,2097.8963177976834,0.6294452953377222,0.6293233438550145,1.0000000000000002,1.0019425743786958
2055,30,检查检验费,10349151,9,8279320,2069831,6748796,1681733,2083.711498044949,2052.110287084622,0.6317156482743547,0.6292180150311507,1.0000000000000013,1.0015021849949044
2056,50,检查检验费,10349151,9,8279320,2069831,6407324,1597711,2040.0019591651485,2002.5977860393537,0.634609853716476,0.6303325645693595,1.0000000000000013,1.0012172250002025
2057,100,检查检验费,10349151,9,8279320,2069831,5862339,1462657,1993.7449555122882,1951.034496370104,0.6390994973041628,0.6311715042450289,1.0000000000000013,1.0006699521522793
2058,5,药品费,9541032,3,7632825,1908207,7542058,1882556,4035.663101455893,4254.3160699195005,1.0506704448694515,1.1860173038338326,0.9999999999999991,1.005045784907899
2059,10,药品费,9541032,3,7632825,1908207,7485900,1869327,4003.7688519414514,4221.638635580338,1.0524027995151848,1.1809831721293138,0.9999999999999992,1.0038109564960593
2060,15,药品费,9541032,3,7632825,1908207,7440225,1858390,3986.0793974710077,4204.738659253375,1.053401982289216,1.1788328318217653,1.0000000000000002,1.0032893146743103
2061,20,药品费,9541032,3,7632825,1908207,7399769,1848557,3973.8460135542787,4181.842652279973,1.0541306140396622,1.1744223561159801,0.9999999999999999,1.0028922794436024
2062,30,药品费,9541032,3,7632825,1908207,7329291,1831070,3948.944221314284,4135.024840145495,1.0551319898027949,1.1728010158798154,1.0000000000000007,1.002323864602276
2063,50,药品费,9541032,3,7632825,1908207,7213436,1802311,3917.3629884141606,4079.9976427706765,1.0561557442682088,1.1716263326105707,0.9999999999999991,1.0020124246976565
2064,100,药品费,9541032,3,7632825,1908207,6990514,1746887,3846.688344857651,4010.5276381390486,1.05667334473499,1.1639292373275791,0.9999999999999999,1.0017974673091112
2065,5,药品费,9541032,4,7632825,1908207,7471564,1863570,3809.9089168597156,3936.991954325476,0.9973348968689547,1.0259369276472732,1.0000000000000002,1.0049855930864153
2066,10,药品费,9541032,4,7632825,1908207,7386940,1843448,3776.891031397277,3889.3940490522673,0.9998033392727634,1.0198716867415962,1.0000000000000004,1.0035738422116087
2067,15,药品费,9541032,4,7632825,1908207,7320860,1827529,3752.8923720371095,3863.3451798896504,1.0012287916152272,1.0173663260005055,0.9999999999999984,1.0028424018485085
2068,20,药品费,9541032,4,7632825,1908207,7265687,1814098,3733.092212461438,3831.828561850586,1.0020820605581258,1.014708452207971,1.0000000000000013,1.0023798076393815
2069,30,药品费,9541032,4,7632825,1908207,7170300,1790674,3687.8662367953652,3787.5728104007367,1.0033806154939033,1.0127932329943825,0.9999999999999999,1.001916014655821
2070,50,药品费,9541032,4,7632825,1908207,7022013,1753946,3622.4110518492394,3715.139540391854,1.0048453679845786,1.0118679963204258,0.9999999999999988,1.0017037254374508
2071,100,药品费,9541032,4,7632825,1908207,6745811,1685565,3517.5813595531104,3596.431704071946,1.006451721105395,1.0027003546819235,0.9999999999999996,1.0011670703776743
2072,5,药品费,9541032,5,7632825,1908207,7267163,1807808,3587.7697180810483,3608.3105193452107,0.923466825001844,0.9637376975596793,1.0000000000000002,1.0075566470680182
2073,10,药品费,9541032,5,7632825,1908207,7107198,1770482,3508.0984169303556,3521.8396489081842,0.9275470823783267,0.9542071426895593,1.0000000000000002,1.0052694280429961
2074,15,药品费,9541032,5,7632825,1908207,6991621,1742827,3480.8487287319917,3497.619805224822,0.9297032772658519,0.9509045966527243,0.9999999999999993,1.0044129691161265
2075,20,药品费,9541032,5,7632825,1908207,6894821,1718948,3439.3968820229225,3472.8394254053615,0.9311321385740849,0.9483275772055539,0.999999999999999,1.0036325935503496
2076,30,药品费,9541032,5,7632825,1908207,6737961,1680487,3396.726702681151,3379.474957865578,0.9330507961684404,0.9435109395034269,1.0000000000000002,1.0028333559848843
2077,50,药品费,9541032,5,7632825,1908207,6503097,1622083,3331.2265678514336,3282.6339912680364,0.934971546781284,0.9404697685647826,1.0,1.002182991233815
2078,100,药品费,9541032,5,7632825,1908207,6098935,1522578,3195.8290082339886,3176.3301199087077,0.9359631401173505,0.930750493870682,0.9999999999999992,1.0012767669366074
2079,5,药品费,9541032,6,7632825,1908207,7247032,1802367,3575.488868593794,3601.2744219705864,0.9209246037625918,0.9625216516870492,0.9999999999999982,1.007796028553779
2080,10,药品费,9541032,6,7632825,1908207,7081691,1763801,3491.5289264644834,3512.360603635662,0.9251258943683697,0.9528053493645222,0.9999999999999994,1.0054820282816839
2081,15,药品费,9541032,6,7632825,1908207,6961353,1735080,3464.5853306322533,3488.296440246195,0.9273637412155036,0.9496268078753695,0.9999999999999993,1.0045973146585527
2082,20,药品费,9541032,6,7632825,1908207,6862308,1710767,3418.0553093003637,3461.3724791913405,0.928764254960066,0.9470452829271105,0.9999999999999996,1.0038101278123959
2083,30,药品费,9541032,6,7632825,1908207,6699572,1670711,3364.2116170274267,3343.9075283385137,0.9307395205917006,0.9412304013602933,1.0000000000000007,1.002996771773237
2084,50,药品费,9541032,6,7632825,1908207,6459068,1610892,3300.5725653004793,3253.159910355042,0.9327977731850918,0.9381345077256328,1.000000000000001,1.0022283015280777
2085,100,药品费,9541032,6,7632825,1908207,6045966,1509254,3161.074557100597,3159.7172436830083,0.9336421394725601,0.9289578205904968,1.0000000000000007,1.001377986884575
2086,5,药品费,9541032,7,7632825,1908207,7038837,1745867,3428.225001493673,3449.3842857209575,0.8965677352736584,0.9394984508094544,0.9999999999999994,1.0096019759714239
2087,10,药品费,9541032,7,7632825,1908207,6811812,1693323,3347.3128795297034,3321.89563888701,0.902404793691073,0.9277903563765869,1.0000000000000007,1.00650786164308
2088,15,药品费,9541032,7,7632825,1908207,6651547,1655069,3291.0997857358825,3266.0178590243163,0.9054824418797337,0.922429141927851,0.9999999999999982,1.0051089383022296
2089,20,药品费,9541032,7,7632825,1908207,6523741,1624261,3254.568648358693,3239.3303509064012,0.9076757372885355,0.9213446980495873,1.0000000000000013,1.0043355083217396
2090,30,药品费,9541032,7,7632825,1908207,6318621,1574296,3191.2812410799943,3167.096341246517,0.910705965822504,0.9157909290936685,1.0000000000000002,1.003544534422359
2091,50,药品费,9541032,7,7632825,1908207,6019557,1500152,3095.710471846291,3064.12590181764,0.9138890949443921,0.9112172057161584,1.0000000000000004,1.0025852883219766
2092,100,药品费,9541032,7,7632825,1908207,5536389,1381573,2920.992759622792,2932.6742071255367,0.9168020035497724,0.9052260749779237,0.9999999999999998,1.0019021838075188
2093,5,药品费,9541032,8,7632825,1908207,6962905,1725381,3370.667072146787,3389.2987636981397,0.887934385363816,0.9367380140706214,0.9999999999999999,1.0101701317711864
2094,10,药品费,9541032,8,7632825,1908207,6715611,1668311,3294.6146989417603,3285.7327089861233,0.8943977695717827,0.9229709801990871,0.9999999999999999,1.006755431497376
2095,15,药品费,9541032,8,7632825,1908207,6541307,1626953,3244.6233808290226,3225.961787821776,0.89782806822474,0.9182388588341303,0.9999999999999997,1.005274165706301
2096,20,药品费,9541032,8,7632825,1908207,6402592,1593520,3212.7307295341097,3205.043214336234,0.9002009870108971,0.9167958107501296,1.0000000000000002,1.0044122336727004
2097,30,药品费,9541032,8,7632825,1908207,6184104,1540170,3134.090025151332,3090.25735674651,0.9032798690334215,0.9096035024069331,1.0000000000000002,1.0035194586666158
2098,50,药品费,9541032,8,7632825,1908207,5864554,1461451,3022.7358160706053,2998.1364632055916,0.9070201508636664,0.9049649885464358,0.9999999999999999,1.0026153340904096
2099,100,药品费,9541032,8,7632825,1908207,5350782,1334995,2873.6917843085016,2884.4766958017744,0.9104585857067525,0.8955800853503338,1.0,1.0016173362188414
2100,5,药品费,9541032,9,7632825,1908207,6960336,1724655,3369.7636241653327,3388.58207816151,0.887008615636946,0.9363246986595771,1.0000000000000004,1.01019903928557
2101,10,药品费,9541032,9,7632825,1908207,6712379,1667486,3294.4229510165546,3285.0527874481513,0.893472136152167,0.9226821115680117,1.0,1.0067597696843242
2102,15,药品费,9541032,9,7632825,1908207,6537950,1626072,3244.271449299852,3225.994899675334,0.896903559758126,0.9180128004053706,0.999999999999999,1.005316170042455
2103,20,药品费,9541032,9,7632825,1908207,6399062,1592565,3212.488916209905,3205.180742449163,0.8992673203313255,0.916610590633106,1.0000000000000002,1.0044493396827245
2104,30,药品费,9541032,9,7632825,1908207,6180054,1539126,3133.960440022711,3090.3628310402287,0.9023374636219506,0.9093922140572986,1.0000000000000004,1.0035417679171248
2105,50,药品费,9541032,9,7632825,1908207,5859765,1460225,3022.6568702716136,2998.3357028275027,0.9059974457353972,0.9047465676945393,1.0000000000000013,1.0026443360596584
2106,100,药品费,9541032,9,7632825,1908207,5345678,1333685,2873.575873090119,2884.0721999667244,0.9093947097531746,0.8952336908578892,1.0000000000000004,1.0016221297037764
2107,5,总费用,10607095,3,8485676,2121419,8392240,2094649,11571.29867934992,11686.237023148895,0.7347898762243977,0.7793921210610579,1.0,1.0024554098092142
2108,10,总费用,10607095,3,8485676,2121419,8333819,2080756,11513.849716403178,11588.072288411591,0.7355300771309284,0.7763931935113106,1.0000000000000009,1.001953049093036
2109,15,总费用,10607095,3,8485676,2121419,8285059,2068862,11482.15197596544,11541.47995489729,0.7359188165989667,0.7746502576732408,0.9999999999999997,1.0016219250011844
2110,20,总费用,10607095,3,8485676,2121419,8243353,2058638,11427.855603037147,11510.246884457894,0.7359472816544629,0.7736320404311372,1.0000000000000004,1.00149350946747
2111,30,总费用,10607095,3,8485676,2121419,8170480,2040722,11345.905448250984,11464.421829119234,0.7360396097931509,0.7719052993039298,0.9999999999999987,1.0012696509044452
2112,50,总费用,10607095,3,8485676,2121419,8047902,2010631,11266.968019311142,11401.176885542503,0.7357399789367414,0.7681456093296289,1.0000000000000002,1.0009587885649653
2113,100,总费用,10607095,3,8485676,2121419,7814528,1952682,11107.849994912569,11238.812996966075,0.7340524195275915,0.7649685974383008,0.9999999999999994,1.0006497687107143
2114,5,总费用,10607095,4,8485676,2121419,8318054,2074451,10526.888394966718,10747.096502382012,0.6936556971651625,0.7364844155026439,0.9999999999999999,1.0028361530863155
2115,10,总费用,10607095,4,8485676,2121419,8229619,2053561,10445.431416335228,10629.610697064276,0.6949152423160567,0.733479928590781,1.0000000000000007,1.002152789760263
2116,15,总费用,10607095,4,8485676,2121419,8159445,2036576,10370.662798609472,10550.752981786616,0.6955741563701887,0.7306365235480049,1.0,1.001690045955617
2117,20,总费用,10607095,4,8485676,2121419,8100904,2022322,10331.778699596158,10419.42123294565,0.6958269996891581,0.728883331686521,0.9999999999999994,1.0014951952243127
2118,30,总费用,10607095,4,8485676,2121419,8002788,1998164,10213.926445508114,10269.187268923051,0.6961652179528438,0.7280748127386829,1.0000000000000002,1.0012407476361171
2119,50,总费用,10607095,4,8485676,2121419,7846219,1959697,10081.708317976249,10151.937199117927,0.6967317224994055,0.7245547065644377,0.9999999999999999,1.0008887258061239
2120,100,总费用,10607095,4,8485676,2121419,7552834,1887236,9772.37389095811,9930.715192217664,0.6964733362317912,0.7226943520463099,0.9999999999999991,1.0005743566474379
2121,5,总费用,10607095,5,8485676,2121419,8103223,2015525,9690.24535589675,9917.842480451733,0.6260115763515852,0.6886164031842091,1.0,1.0036223708437864
2122,10,总费用,10607095,5,8485676,2121419,7932843,1975841,9535.176503610493,9747.967754388901,0.6279923800641816,0.6848978955955288,0.9999999999999996,1.0025186437758975
2123,15,总费用,10607095,5,8485676,2121419,7809564,1946243,9440.673724091059,9559.229376432068,0.6288890085342336,0.682763892229224,1.0000000000000013,1.0020572550778526
2124,20,总费用,10607095,5,8485676,2121419,7708757,1921917,9359.655118431026,9450.356385582938,0.6292591411037433,0.6808686034387383,1.0,1.0017846902848642
2125,30,总费用,10607095,5,8485676,2121419,7538381,1880525,9204.560067136634,9309.300484111924,0.629656979635654,0.6808724331608941,1.0000000000000004,1.0015531279879988
2126,50,总费用,10607095,5,8485676,2121419,7285780,1818495,8964.842741568633,9086.893423480942,0.6298357084939846,0.6795702727760528,0.9999999999999998,1.0011490293436087
2127,100,总费用,10607095,5,8485676,2121419,6851687,1711147,8627.444539716713,8799.370598636382,0.6292750960305245,0.6792279541449566,0.9999999999999994,1.0006199453776197
2128,5,总费用,10607095,6,8485676,2121419,8082079,2009996,9640.315956377783,9862.957373630437,0.6239767120773415,0.6878821045350061,1.0000000000000007,1.003643059782534
2129,10,总费用,10607095,6,8485676,2121419,7905511,1968891,9479.554858229256,9695.48104887919,0.6260358770106156,0.6842179511331005,0.9999999999999998,1.0025668048569512
2130,15,总费用,10607095,6,8485676,2121419,7778012,1938253,9375.633258837808,9499.968879325785,0.6269415265722235,0.6817869431131868,1.0000000000000002,1.002042313665678
2131,20,总费用,10607095,6,8485676,2121419,7673440,1913034,9288.64192219585,9390.976859208085,0.6273138399915976,0.680165186632135,1.0000000000000002,1.001805197062091
2132,30,总费用,10607095,6,8485676,2121419,7498616,1870557,9118.834584532322,9238.032144813747,0.6277534024550964,0.6801220829923769,1.0000000000000004,1.0015436836065186
2133,50,总费用,10607095,6,8485676,2121419,7239388,1806839,8880.11401500893,8979.474021579372,0.6279958377566709,0.678746100267263,1.0000000000000007,1.0010551961431249
2134,100,总费用,10607095,6,8485676,2121419,6795548,1696904,8540.64616743271,8657.32941069194,0.6274839102486242,0.6778050643063408,1.0000000000000007,1.0005767185252774
2135,5,总费用,10607095,7,8485676,2121419,7862078,1950713,9190.662712767871,9388.212944177865,0.5990873222060152,0.6727722880758742,1.0000000000000007,1.0043237302276822
2136,10,总费用,10607095,7,8485676,2121419,7617738,1894641,8993.241863335414,9168.120410901034,0.6018828732060523,0.6680793295567728,0.9999999999999998,1.0028712209757322
2137,15,总费用,10607095,7,8485676,2121419,7446758,1853803,8809.692205500012,9000.50748627609,0.6031921571002893,0.666415553151742,0.9999999999999993,1.0022954881856
2138,20,总费用,10607095,7,8485676,2121419,7308755,1820633,8709.745029399899,8887.092311146638,0.60390546140453,0.6651903923397922,1.0000000000000002,1.001926417358453
2139,30,总费用,10607095,7,8485676,2121419,7088269,1766824,8523.147397800505,8661.145227555928,0.6049865892789731,0.6648801678283415,1.0000000000000002,1.001510457326359
2140,50,总费用,10607095,7,8485676,2121419,6768499,1688318,8250.960519987451,8374.020616093674,0.6057836140478313,0.6656865588901757,1.0000000000000002,1.0011048252941046
2141,100,总费用,10607095,7,8485676,2121419,6242085,1558247,7843.9477121488835,7997.51693924357,0.6062443330251478,0.6686957274141546,0.9999999999999991,1.0007412866966447
2142,5,总费用,10607095,8,8485676,2121419,7780390,1929046,9037.461723773573,9277.241654125755,0.5927220068649541,0.6697608088655849,1.0000000000000004,1.0044969776031303
2143,10,总费用,10607095,8,8485676,2121419,7513752,1867790,8809.034836883257,9035.369382039726,0.5957791352725739,0.6642747931060637,0.9999999999999998,1.0029064096384535
2144,15,总费用,10607095,8,8485676,2121419,7327670,1823505,8665.971572463286,8882.446036489326,0.5972544451650483,0.66350160875872,1.0000000000000002,1.0023262180793906
2145,20,总费用,10607095,8,8485676,2121419,7178420,1787545,8566.835163255722,8713.373841149858,0.5980528087994396,0.6626379040316545,1.0000000000000004,1.0019506565469256
2146,30,总费用,10607095,8,8485676,2121419,6943498,1730141,8378.57848619478,8540.376258608614,0.5993034541852531,0.6624594747165344,0.9999999999999989,1.0015130227979077
