,basy_zyzd_jbbm_for_str_7,basy_yydj,age_group,AGE-HAOCAI-7-only_disease-E,AGE-JCJY-7-only_disease-E,AGE-YP-7-only_disease-E,AGE-ZFY-7-only_disease-E,记录条数-7-only_disease
24,A02.000,6,0,154.93205882352942,1218.3973529411765,494.9508823529412,2971.880588235294,34
139,A04.900,5,0,66.42148148148148,569.7703703703703,326.25703703703704,1705.4514814814816,27
148,A04.900,6,0,104.06666666666668,956.2369047619047,376.9583333333333,2166.2799999999997,84
156,A04.900,6,9,94.54879999999999,1187.124,366.004,2661.5415999999996,25
220,A08.000,5,0,43.081250000000004,683.8000000000001,198.93916666666667,1487.5329166666668,24
222,A08.000,6,0,50.75259259259259,829.3074074074074,178.0840740740741,1647.5292592592593,27
231,A08.101,6,0,190.00454545454548,1351.2386363636363,446.2556818181818,2903.9011363636364,44
286,A09.000,6,8,244.72095238095238,2853.4533333333334,2285.4885714285715,6944.734285714287,21
294,A09.000,7,8,16.766190476190474,819.2380952380952,679.3057142857143,1961.59,21
340,A09.001,7,1,12.420384615384616,434.4476923076923,392.6342307692308,1144.785,26
344,A09.001,7,5,15.501641791044774,598.0138805970149,668.5911940298507,1645.9635820895521,67
345,A09.001,7,6,15.684324324324326,685.8754054054054,736.7763513513513,1822.1385135135135,74
346,A09.001,7,8,18.202765957446807,671.6094680851064,627.1247872340425,1665.3909574468084,94
370,A09.004,3,0,55.453384615384614,554.7984615384615,279.47061538461537,1538.875076923077,65
379,A09.004,4,0,61.60448275862069,862.3068965517242,300.8193103448276,1963.0244827586207,29
388,A09.004,5,0,54.11654545454545,620.0529090909091,310.89127272727274,1611.547,110
393,A09.004,5,5,59.93,1704.915625,673.4834375,3234.63,32
396,A09.004,5,9,66.80805555555555,1305.9291666666666,580.1802777777777,3125.3816666666667,36
397,A09.004,6,0,89.67247524752476,812.939702970297,353.98326732673263,2055.5563366336632,101
402,A09.004,6,5,110.31099999999999,2150.387,760.9356666666666,4005.6296666666667,30
404,A09.004,6,8,244.51304347826087,3267.2169565217396,1600.2930434782609,7731.669565217391,23
405,A09.004,6,9,117.02615384615386,1605.8438461538462,543.341794871795,3458.0705128205127,39
411,A09.004,7,5,13.435185185185185,575.1907407407407,521.9844444444444,1501.9014814814814,27
412,A09.004,7,6,7.656129032258065,509.4364516129032,514.1387096774193,1425.344193548387,31
413,A09.004,7,8,11.796521739130435,683.1778260869565,585.7908695652175,1782.1499999999999,23
488,A09.900,3,0,43.26217391304348,581.8185507246377,288.0653623188406,1497.4389855072463,69
493,A09.900,3,5,26.17954545454546,1005.4,462.8972727272727,1925.7086363636363,22
494,A09.900,3,6,34.86838709677419,1278.4822580645161,703.7822580645161,2615.7103225806454,31
495,A09.900,3,8,37.50967741935484,1293.132258064516,746.2270967741936,2767.707741935484,31
496,A09.900,3,9,56.06129032258064,1093.1999999999998,701.0129032258066,2793.0070967741935,31
506,A09.900,5,0,44.39962264150943,646.6405660377358,206.8266037735849,1388.0371698113208,53
