,basy_yydj,basy_ssjczbm1_for_str_5,age_group,AGE-HAOCAI-only_operation-5-E,AGE-JCJY-only_operation-5-E,AGE-YP-only_operation-5-E,AGE-ZFY-only_operation-5-E,记录条数-only_operation-5
0,1,,0,187.98836222355052,784.9848953974895,1025.0807232516438,4656.237704722056,1673
1,1,,1,54.55159944367176,823.7817802503477,1254.0273296244784,3796.744993045897,719
2,1,,2,68.03422198041349,957.5582480957563,1606.4928182807398,5251.803264417846,919
3,1,,3,75.44241588156123,1012.4015006729476,1864.7855181695827,5397.970323014805,1486
4,1,,4,102.16995928338763,1000.5455985342021,1970.8008957654722,5648.942548859935,2456
5,1,,5,87.50125172890733,1034.9276953665283,1926.6871732365144,5343.49851659751,5784
6,1,,6,60.38920769230769,1085.3737711538463,2022.911326923077,4850.929996153846,5200
7,1,,8,57.42080094576622,1157.0798817792227,2074.7276015959806,4885.76182207773,6767
8,1,,9,71.14013741833746,1325.4721896823607,2369.592203198919,5934.111581437261,4439
92,1,04.49,5,229.99545454545452,1392.5545454545454,2838.3645454545454,10129.311818181817,22
103,1,04.81,4,84.18,826.4621276595745,834.9248936170213,3942.0842553191487,47
104,1,04.81,5,79.15941860465117,888.6989534883721,820.5532558139535,4524.731279069768,86
105,1,04.81,6,97.34553571428572,894.4180357142858,1027.4089285714285,4561.885,56
106,1,04.81,8,76.45258064516128,1055.8654838709676,1117.1319354838708,4316.96806451613,62
120,1,06.11,4,10272.2875,1754.8285714285714,2223.522142857143,19368.28107142857,28
121,1,06.11,5,11674.771515151515,1843.2121212121212,2528.197272727273,22036.98393939394,33
161,1,08.49,8,131.22642857142856,589.6616071428572,311.26982142857145,1902.2364285714286,56
184,1,09.81,5,612.7695833333333,670.80625,909.0233333333332,3832.8212499999995,24
215,1,11.32,5,410.7392857142857,676.6254761904762,347.95500000000004,2496.7107142857144,42
216,1,11.32,6,402.81844827586207,608.2518965517241,224.3991379310345,2169.718448275862,58
217,1,11.32,8,555.6111320754717,546.9707547169811,175.36037735849058,2120.9,53
222,1,11.39,4,279.6903333333333,432.4633333333333,177.57000000000002,2073.6933333333336,30
223,1,11.39,5,273.2286206896552,468.3043103448276,222.23120689655173,2375.176724137931,58
224,1,11.39,6,295.8540860215054,550.8655913978495,184.98172043010752,2104.5182795698925,93
225,1,11.39,8,333.8678823529412,591.5130588235294,172.72211764705884,2196.6716470588235,85
251,1,13.41,4,2987.4722950819673,679.191475409836,193.01622950819672,7191.867540983606,61
252,1,13.41,5,2948.0538315789477,687.2278736842105,172.71496842105265,6675.359789473684,475
253,1,13.41,6,2209.232070063694,720.2244458598727,171.07738853503184,5350.787025477707,1570
254,1,13.41,8,1990.1851132075471,699.4029094339622,165.18818490566036,5043.378279245283,2650
255,1,13.41,9,1899.0060956790123,694.9224537037037,171.1803240740741,4993.196296296296,648
262,1,13.70,6,2533.7761379310346,644.1862068965518,295.07724137931035,4786.081655172414,145
263,1,13.70,8,2598.2892063492063,625.1984126984127,293.88698412698415,4837.116666666666,126
264,1,13.70,9,2624.2400000000002,621.725,292.43224999999995,4847.11725,40
267,1,13.71,5,2347.4021296296296,600.8833333333333,190.14981481481482,4872.120277777778,108
268,1,13.71,6,2078.5425872093024,567.4997093023255,151.8442441860465,4575.721598837209,344
269,1,13.71,8,1870.719107505071,542.1529411764707,147.42851926977687,4356.920385395538,493
270,1,13.71,9,1754.7385039370079,540.4574803149607,127.8359842519685,4384.421102362205,127
303,1,14.74,5,3449.928181818182,831.0636363636363,385.7184848484848,9702.59303030303,33
304,1,14.74,6,3688.1473333333333,688.1133333333333,373.173,11702.010666666667,30
305,1,14.74,8,4975.928333333333,711.4708333333333,299.17875,10367.70375,24
311,1,14.79,5,1.216,579.872,178.6636,1824.9979999999998,25
312,1,14.79,6,1.5199999999999998,565.2181818181817,355.5531818181818,1781.5445454545456,22
345,1,17.91,4,181.94371428571426,665.87,1232.474,4251.644857142857,35
346,1,17.91,5,49.377571428571436,579.5964285714285,1098.5394285714285,3618.698428571429,70
347,1,17.91,6,27.931698113207545,786.122641509434,1273.0628301886793,4257.555471698113,53
348,1,17.91,8,50.29454545454545,778.3836363636364,1684.6543636363638,4997.583090909091,55
353,1,17.92,5,161.8423076923077,1344.65,1987.069230769231,5361.3150000000005,26
362,1,17.95,4,31.608823529411765,692.9264705882352,1715.2423529411765,3843.8626470588238,34
363,1,17.95,5,57.232372881355936,765.9919491525424,1862.981440677966,4029.1405084745766,118
364,1,17.95,6,38.56621621621622,817.2189189189189,1731.068108108108,4002.568108108108,74
365,1,17.95,8,126.6759420289855,990.5673913043478,1862.6288405797102,4550.1395652173915,69
366,1,17.95,9,78.96916666666667,972.7291666666666,1772.7358333333334,4562.929999999999,24
378,1,17.97,5,154.5308,804.5939999999999,1586.7867999999999,3304.938,25
380,1,17.97,8,134.1324,651.76,1551.5739999999998,3049.5832,25
383,1,17.98,1,3441.6124137931038,452.1793103448276,5295.760344827586,11104.226551724138,29
384,1,17.98,2,4063.5507017543864,438.8929824561404,5122.615789473683,11275.426842105262,57
385,1,17.98,3,3931.903823529412,456.2088235294118,5637.922941176471,11783.681470588235,34
386,1,17.98,4,3567.323157894737,491.8175438596491,5774.937543859649,12183.91,57
387,1,17.98,5,3704.3458823529413,550.4764705882353,5528.7637254901965,11694.37294117647,51
493,1,22.53,4,1272.940769230769,1385.0,3285.6319230769227,10425.850384615384,26
494,1,22.53,5,1183.16,1154.1655172413793,2961.5886206896553,9667.113793103448,29
554,1,30.09,5,956.0204347826087,911.4391304347826,1648.75,5982.196956521739,23
631,1,38.59,4,694.6328,1369.754,2373.2332,15015.393999999998,50
632,1,38.59,5,1066.8089333333332,1452.1926666666666,2533.772,16578.0898,150
633,1,38.59,6,980.9357142857143,1509.4290476190474,2515.1382857142858,15881.210380952381,105
634,1,38.59,8,1260.3801851851852,1569.6729629629629,2516.8168518518523,16151.107592592594,54
688,1,39.50,5,7423.784054054055,979.0864864864864,637.2005405405406,12340.901351351351,37
701,1,39.79,4,9144.14,2039.5,4986.559310344827,21986.475172413793,29
702,1,39.79,5,8855.22744680851,1990.6382978723404,3879.3025531914896,19619.65765957447,47
703,1,39.79,6,9385.67125,1995.1666666666667,3807.2395833333335,21621.806666666667,24
710,1,39.95,4,618.7043749999999,992.2716666666666,3245.3700000000003,8416.917916666667,48
711,1,39.95,5,433.2027678571429,1049.116875,3195.6154464285714,9092.550803571428,112
712,1,39.95,6,370.92,1133.1711267605633,2122.2676056338028,6384.215492957746,71
713,1,39.95,8,700.4535483870968,1558.6409677419356,3206.198225806452,10388.742096774195,62
714,1,39.95,9,663.1371428571429,1972.3761904761905,5758.400952380953,17101.29,21
725,1,39.97,5,22.49709677419355,1523.0851612903225,4022.737741935484,18510.12225806452,31
755,1,43.41,2,340.72214285714284,413.47499999999997,4056.207142857143,5892.911428571429,28
756,1,43.41,3,288.5267857142857,578.4892857142856,4045.433571428571,6078.606785714285,28
757,1,43.41,4,255.20227848101266,644.3740506329115,2784.512405063291,5140.149873417722,79
758,1,43.41,5,325.1700625,739.5766249999999,2570.8540625,5163.907,160
759,1,43.41,6,276.53945205479454,869.1897260273972,2348.742328767123,5059.4841095890415,73
760,1,43.41,8,296.4559523809524,1034.990476190476,1777.8647619047617,4588.770476190476,42
772,1,44.13,3,36.96142857142858,1346.4704761904763,1031.7857142857142,3556.688571428571,21
773,1,44.13,4,98.48702702702703,1302.8791891891892,1569.375135135135,4640.67054054054,37
774,1,44.13,5,85.65545454545455,1125.8186868686869,1252.2354545454546,3659.722929292929,99
775,1,44.13,6,91.53055555555555,1302.5626666666667,1720.7888888888888,4177.024888888889,90
776,1,44.13,8,80.20902777777778,1472.23875,1933.117638888889,4687.286944444444,72
787,1,45.13,5,96.15935483870967,1499.2425806451613,801.1787096774194,2983.381935483871,31
814,1,45.42,4,787.1314705882353,741.6176470588235,2381.3032352941177,5583.9976470588235,34
815,1,45.42,5,805.4014516129032,730.3,2089.527258064516,5764.476774193548,62
816,1,45.42,6,611.9725,750.13125,2727.5950000000003,6151.015,32
822,1,45.43,5,442.8285714285714,1281.6228571428571,1058.8462857142858,4481.825428571428,35
860,1,48.36,5,957.5037037037038,805.9814814814815,3117.7551851851854,6963.084074074074,27
877,1,49.04,2,3570.50696969697,415.71515151515155,4238.23,10863.55696969697,33
878,1,49.04,3,2737.0359259259258,536.5251851851853,4677.087777777778,10561.069259259259,27
903,1,49.45,1,3067.1753333333336,551.0733333333334,2463.7696666666666,7931.902,30
904,1,49.45,2,3162.149047619048,606.9261904761905,3062.139285714286,8926.619523809524,42
905,1,49.45,3,3524.1755555555555,627.1548148148148,3151.94037037037,10345.85074074074,27
906,1,49.45,4,2606.2856,691.6432,4119.284000000001,13457.444,25
907,1,49.45,5,1885.3753846153847,681.3230769230769,2743.93,7619.415384615385,26
912,1,49.46,3,1538.235,412.1318181818182,2905.101818181818,6636.004999999999,22
913,1,49.46,4,2117.7880952380956,496.99047619047616,3588.4083333333333,9437.128333333334,42
914,1,49.46,5,1663.8612280701755,460.1061403508772,2978.2328070175436,7202.638596491229,57
921,1,49.49,2,8582.515833333333,666.5333333333333,3050.1783333333333,14521.050833333335,36
922,1,49.49,3,7614.4165625000005,587.34375,3886.600625,14363.2703125,32
923,1,49.49,4,7844.792777777777,630.7427777777777,4120.765555555556,14706.829722222223,36
924,1,49.49,5,6922.596071428571,638.1692857142856,3658.980892857143,13273.790714285715,56
953,1,51.04,5,3427.655925925926,2203.0851851851853,7749.09888888889,18410.905925925927,27
969,1,51.23,3,1820.0925000000002,1632.9454545454546,4035.0143181818185,10751.78,44
970,1,51.23,4,1629.3345283018866,1418.8681132075471,2904.1884905660377,8768.066226415094,53
971,1,51.23,5,1372.075172413793,1371.0685344827587,3104.174396551724,9052.869655172415,116
972,1,51.23,6,1403.360925925926,1441.9492592592592,2703.58,8676.85925925926,54
973,1,51.23,8,1461.5936666666666,1274.4540000000002,2618.248,8281.612333333333,30
1051,1,54.51,2,1346.4223076923076,611.243076923077,1078.07,16985.972923076923,65
1052,1,54.51,3,1493.3513095238095,608.7690476190476,1044.8882142857142,17246.87523809524,84
1053,1,54.51,4,1246.6166666666666,698.6416666666668,1130.1154166666668,15692.270416666666,24
1093,1,56.0x,2,4669.851304347826,2054.8826086956524,4105.266956521739,14302.523043478262,23
1094,1,56.0x,3,5863.293214285714,1993.2964285714286,4852.385714285714,17065.882142857143,56
1095,1,56.0x,4,6046.084852941177,2067.9732352941173,4579.754852941177,16867.043529411763,68
1096,1,56.0x,5,5356.2375,1939.9416666666668,4318.651944444444,15841.980185185186,108
1097,1,56.0x,6,5454.6114705882355,2086.3029411764705,4191.638823529412,15573.254411764707,34
1128,1,57.94,8,655.0150000000001,2340.792857142857,3059.692857142857,7777.186428571428,28
1129,1,57.94,9,830.0003703703703,3114.9333333333334,3481.4114814814816,9968.476296296296,27
1150,1,59.8x,4,3116.6431818181823,1823.6454545454544,3320.490909090909,10051.887272727272,22
1151,1,59.8x,5,5082.019047619047,1442.5714285714287,3430.6042857142857,11915.151904761904,21
1164,1,60.29,8,1483.7304545454544,1741.3272727272727,3829.3936363636367,11590.751818181818,22
1240,1,66.79,2,89.94863636363635,629.3590909090909,1866.0140909090908,15694.677045454546,44
